Date,Content,Created by,Labels,Views,Avg. percentage viewed,Likes,Dislikes,Comments,Shares,Added to a playlist,Removed from a playlist,Subscribers gained,Subscribers lost,Total engagement,Url
05/23/2024 11:07 PM AEST +1000,Team GenV shows you the delicious food that keeps us going! 🌱🥕🥗🍲🥘  #shorts,,,859,59.35,22,7,3,0,0,0,0,0,25,https://www.youtube.com/watch?v=hXF9NFCHCGE
05/24/2024 09:08 PM AEST +1000,"Yes, vegans can detect traces of animal products in foods with 100% accuracy. Whether it's a hint of dairy in your dessert or a whey protein in your peanut butter, nothing escapes their plant-based radar.  And once you ditch animal products, you'll gain the ability to spot propaganda behind every advertisement showing a happy cow or a milk mustache.  Vegans can also convince even the most dedicated meat-eaters to abandon their meaty ways and embrace tofu with open arms. Resistance is futile in the face of their persuasive plant-based propaganda.  Who needs Marvel when you have vegans?!  What superpowers do you possess?  #VeganFun #Sarcasm #Memes",,,470,86.97,11,24,7,0,0,0,1,0,18,https://www.youtube.com/watch?v=q-woERFzcmI
05/25/2024 02:00 AM AEST +1000,"Up to 50% of all ocean plastics are fishing nets. These plastics threaten marine animals, including whales, dolphins, and turtles, as well as sea birds.🐟𓆉🐠  The best way to save fishes and our oceans is to stop supporting the fishing industry with our money.🛑  Try our free vegan challenge: https://pulse.ly/oj99zed6l7",,,1413,61.58,30,7,1,1,0,0,2,0,32,https://www.youtube.com/watch?v=EHMg0l_fJJg
05/28/2024 01:00 AM AEST +1000,"This memorial day we mourn all the lives lost, including animal lives.  In one week, more farmed animals are killed than the total number of people killed throughout history.  What part of this makes you angry?",,,19,64.62,1,0,2,0,0,0,0,0,3,https://www.youtube.com/watch?v=x00r5cgknso
05/30/2024 09:49 PM AEST +1000,"The real predators of the sea have hands, not fins. Hollywood may have taught us to fear sharks, but their threat to humans is minimal. Hundreds of millions of sharks are killed every year for cruel shark fin soup and because of our unwarranted fear. 😢  Sharks are a part of our natural ecosystem, and humans must protect them, not harm them. 🦈",,,4290,93.77,58,12,5,0,0,0,17,0,63,https://www.youtube.com/watch?v=8sSIOAZMiUE
05/31/2024 05:03 AM AEST +1000,🩷When a vegan and non-vegan embark on a relationship — or when someone within a relationship embarks on veganism — there can be a whole raft of challenges to overcome.  #shorts,,,497,74.77,13,3,1,0,0,0,2,0,14,https://www.youtube.com/watch?v=0UWerO6K5ns
06/01/2024 04:13 AM AEST +1000,,,,484,39.35,21,0,4,0,0,0,1,0,25,https://www.youtube.com/watch?v=LeTguHATUGk
06/06/2024 04:55 PM AEST +1000,"Atul Sarin started by helping dogs in Goa, India and soon realised that many cows were being abandoned on the streets and needed help too.  He started Welfare For Animals in 2005 to rehabilitate injured cows, goats, pigs, chickens, dogs, cats and many more animals.  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this: https://www.youtube.com/channel/UCBrvNYJbiMrv4-OzddFSN6w  🕘 Timestamps 00:00 Introduction 00:55 Abandoned cows  02:05 About the cows who are rescued 02:47 The dairy connection 03:36 How we are being fooled 04: 28 Speciesism shapes us   📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India",,,126,36.74,32,0,13,6,13,5,2,0,64,https://www.youtube.com/watch?v=B6JVHoHHRDc
06/12/2024 00:01 AM AEST +1000,⚡️We can’t solve climate change without addressing our food system.  🌱 Food and agriculture is responsible for around 1/3 of the world’s greenhouse gas emissions with meat and dairy having the biggest impacts.  🐝 Dr. Hannah Ritchie from Our World in Data is on the advisory panel of the Earthshot Prize and is looking for viable solutions to help protect nature.  👉🏽Earthshot Prize winners - including some nominated by GenV hopefully - will be announced this November in Cape Town.  #earthshot #food #agriculture #FoodSystem #ClimateChange #greenhouse,,,275,50.580000000000005,23,7,10,5,4,2,3,0,42,https://www.youtube.com/watch?v=jf5UIfVhVJg
06/12/2024 05:01 AM AEST +1000,"🧀🍔🥚Meat, dairy, and eggs need massive amounts of land, water, and resources to produce, and they emit huge amounts of greenhouse gasses.  ✊🏾If we want to fight climate change, it is essential that we address our food system.  💚Thank you, Earthshot Prize, for rewarding organizations and companies who are creating substantial impact.",Simon Plazolles-Hayes,,306,54.28000000000001,17,13,7,0,0,0,0,0,24,https://www.youtube.com/watch?v=1YRcMV4sLg4
06/13/2024 04:25 AM AEST +1000,"❗️Today is World Day Against Child Labour. Did you know that many slaughterhouses employ children who work under very unsafe conditions? ❗️❗️In the documentary “Slaughterhouse Children: The dark truth behind the meat you eat” by NBC News, we learn about these illegal and cruel practices, and the case of Duvan Pérez, a boy who died in an accident inside a poultry slaughterhouse in the US.  ⚠️Boycott this inhumane industry by leaving animal products off your plate. 👉🏽Try veganism for 7 days at https://pulse.ly/8pdfgtvmsa 👇🏽Comment “BOYCOTT” to get the link to the documentary.  #NBC #slaughterhouse #FoodIndustry #animals #meat #ChildLabour #WorldDayAgainstChildLabour #migration #ChildrensRights",Simon Plazolles-Hayes,,42,55.61000000000001,7,0,2,0,2,1,0,0,11,https://www.youtube.com/watch?v=5ke8tvSNfcs
06/20/2024 05:01 AM AEST +1000,"🤨🌱 Many times we have heard this myth, sometimes as a genuine doubt, sometimes to discredit veganism. What we know is that plants do NOT feel like animals, including humans; they do not have a brain and there is not enough evidence of any kind of ""brain center"" in the root, as some have claimed.  While plants communicate with each other, this does not indicate a sense of self or others, and does not imply consciousness. On the other hand, animals are conscious, definitely feel pain, and clearly show their individuality, personality, and agency.  #plants #pain #feel #consciousness",Simon Plazolles-Hayes,,315,67.16,15,3,4,3,3,0,0,0,25,https://www.youtube.com/watch?v=02xcjw4rSS0
06/20/2024 06:29 AM AEST +1000,Who wants to help us attempt to break a world record for the most amount of community meals served in one hour (VEGAN)?  We are executing in partnership with Chef Supreme and the Boys and Girls Club to deliver over 1500 meals to their surrounding community.  Let’s get some healthy and delicious plant-based food in those bellies 😋.,Simon Plazolles-Hayes,,489,61.98,14,4,0,0,2,0,1,0,16,https://www.youtube.com/watch?v=c-h3PueR5LE
06/21/2024 04:35 AM AEST +1000,We documented the strength of those fighting to end violence and oppression of humans and animals alike.,Simon Plazolles-Hayes,,83,47.51,3,1,2,0,1,1,0,0,6,https://www.youtube.com/watch?v=XvCJeoETkOs
06/21/2024 11:30 PM AEST +1000,"We may think of yoga as just a workout or a way to get flexible, but it can truly be so much more. Yoga teachings are directly correlated with veganism, enlightenment, love, peace, union, connection, and everlasting happiness.  Try our spirituality challenge in honor of international yoga day: https://pulse.ly/icgwhsctzj",Jamie Logan,,457,33.46,12,1,0,0,0,0,1,0,12,https://www.youtube.com/watch?v=qEvQuo1yktQ
06/26/2024 03:00 AM AEST +1000,"The world’s oldest animal protection charity was once a trailblazer. But today, the RSPCA not only sanctions the intensive farming and slaughter of sentient beings, it stamps its seal of approval onto the meat from those animals.   What do you think? Should the RSPCA support the farming and slaughter of animals?  Go to https://www.animalrising.org/ to find out more. #RSPCA #RSPCAAssured #AnimalWelfare #AnimalRights #AnimalLiberation #VeganForAnimals",,,290,55.45,51,1,13,4,16,6,1,1,84,https://www.youtube.com/watch?v=_6gbU3o2q1U
06/26/2024 08:07 PM AEST +1000,"The world is filled with violence and suffering but we as individuals can spread love and kindness throughout the world by speaking up for those whose voices are too often ignored or marginalized.    Generation Vegan’s CEO Naomi Hallum gave this powerful speech on National Animal Right’s Day to unify, educate, and inspire activists!  We are so much stronger together.",,,1,7.12,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=Z53JfVKWGQg
06/28/2024 05:11 AM AEST +1000,"If we truly acknowledged the sentience of fish, we would find it much harder to inflict harm upon them. 🌍💧  #shorts",Simon Plazolles-Hayes,,578,48.8,18,5,3,0,1,0,0,0,22,https://www.youtube.com/watch?v=HR5Sf9nOZcI
06/28/2024 07:15 AM AEST +1000,"Everyone deserves to have access to healthy plant-based meals!  That’s why we partnered with The Concierge Kitchen to make that happen.  Not only was a new Guinness World Record made but hungry bellies were filled with kind, healthy and planet-friendly food choices.  #NewWorldRecord #Vegan #Community #Juneteenth",Jamie Logan,,26,40.81,6,0,0,0,1,1,0,0,7,https://www.youtube.com/watch?v=bab81zgOBUM
07/02/2024 06:28 AM AEST +1000,"¡La comida vegana está lejos de ser aburrida! 🌱  🤩 Olvídate de la idea de que se trata solo de ensaladas. Estamos hablando de salteados sabrosos, pastas cremosas, licuados de ensueño y postres que te harán babear.  La comida vegana puede ser rica, satisfactoria y saludable. 🍔🍝🍰  ¿Cuál es tu receta vegana favorita?   #ComidaVegana #NoSoloEnsaladas #VeganoDelicioso #AprendeACocinar #CocinaVegana #Veganismo #RecetaVegana",,,5,85.81,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=AKpjZW1sVbA
07/04/2024 05:47 AM AEST +1000,🐑CORRE CORDERITO CORRE!  👉🏽 Síguenos para más videos sobre animalitos #fortheanimals   #fortheworld #animals #porlosanimales,,,3,282.12,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=2VnPv6L1GAo
07/06/2024 03:24 AM AEST +1000,"Cuando una persona vegana y una no vegana inician una relación, o cuando alguien dentro de una relación adopta el veganismo, puede haber una serie de desafíos que superar.  ⚡️Sin embargo, si la relación se basa en el amor y el respeto, y la comunicación es honesta y amable, hay muchas formas de navegar con éxito estos problemas a través del diálogo, la comprensión y el compromiso.  #amor #veganismo #parejavegana #animales #cupido #sanvalentín #citas",,,9,89.75,2,0,1,0,0,0,0,0,3,https://www.youtube.com/watch?v=RC7Knw9W9vI
07/09/2024 05:49 AM AEST +1000,🌮¿Escuchaste alguna vez que el veganismo es solo para quienes tienen dinero?  ❌Esa afirmación es FALSA⚡️Te invitamos a leer más sobre veganismo con perspectiva de clase en el siguiente blog: https://malvestida.com/2024/04/veganismo-con-perspectiva-de-clase-que-es/  #genv #veganismo #recetas #recetavegana #malvestida #popular #accesible,,,6,61.62,1,0,0,1,0,0,0,0,2,https://www.youtube.com/watch?v=E_hQybk_ks0
07/11/2024 04:55 AM AEST +1000,💚 Siendo veganas podemos ayudar a animalitos bebé como ella.   #cabrita #cabra #goat #vegan #veganismo #animales #cuteanimals,,,6,55.17999999999999,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=_3Bfrouw7zw
07/13/2024 03:14 AM AEST +1000,"Cada documental nos ayuda a entender el impacto de nuestras elecciones, ya sea en nuestra salud, el medio ambiente, otras personas o los animales. La información no es solo conocimiento, es la base para decisiones conscientes que moldean un mundo mejor. 💚🌍🌱   ▪️ Cowspiracy (Netflix) @cowspiracy  ▪️ The Smell of Money (Amazon Prime) @smellofmoneydoc  ▪️ Seaspiracy (Netflix) @seaspiracy  ▪️ The Game Changers (Netflix) @gamechangersmovie  ▪️ 73 Cows (Vimeo)  ▪️ Christspiracy (Próximamente) @christspiracy   👇 ¡Comparte con nosotras los documentales que te inspiraron a hacerte vegana!   #documentales #veganismo #peliculas",,,5,112.88,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=jAUDiqxiLWU
07/16/2024 04:06 AM AEST +1000,"🤨🌱  Muchas veces hemos escuchado este mito, a veces como una duda genuina, a veces para desacreditar el veganismo. Lo que sabemos es que las plantas NO sienten como los animales, incluyendo a los humanos; no tienen cerebro y no hay suficiente evidencia de ningún tipo de ""centro cerebral"" en la raíz, como algunos han afirmado.  Si bien las plantas se comunican entre sí, esto no indica un sentido de sí mismas o de los demás y no implica conciencia. Los animales son conscientes, definitivamente sienten dolor y muestran claramente su individualidad, personalidad y agencia.  #plantas #dolor #sentir #conciencia #veganismo #sintiencia",,,29,146.3,1,0,0,2,0,0,0,0,3,https://www.youtube.com/watch?v=FzR0l0PsaPE
07/18/2024 05:09 AM AEST +1000,"⚡️Entrevista exclusiva a Ignacia Uribe desde GenV⚡️ Aquí puedes ver a la destacada activista por los derechos animales y fundadora de la Fundación Veg. Hablamos sobre los desafíos en la lucha por los derechos animales y cómo cada una de nosotras puede contribuir a un mundo más justo para todos los seres sintientes.  Suscríbete ¡gratis! en nuestra web para más información sobre veganismo, medioambiente, salud, nutrición y más ✊🏾🌱 https://genv.org/es/go-vegan/   🔴 Suscríbete a nuestro canal para más vídeos como este: https://www.youtube.com/@generacionvegana  #genv #generacionvegana #generationvegan #fundacionveg #derechoanimal",,,29,20.55,2,0,1,1,2,1,0,0,6,https://www.youtube.com/watch?v=fiu9zPY8zbw
07/20/2024 03:46 AM AEST +1000,"¿Buscas un postre vegano rápido y económico para hacer? ¡Prueba esta deliciosa Carlota de Limón y cuéntanos qué piensas!  🍋 Necesitarás:  3 paquetes de tofu (1 kg) 3/4 taza de jugo de limón 3/4 taza de azúcar 3 cucharaditas de extracto de vainilla 2 paquetes y 1/2 de tus galletas veganas favoritas   Preparación:  🍋 Agrega todos los ingredientes excepto las galletas a la licuadora y procesa muy bien hasta obtener una textura súper cremosa. En tu molde o fuente para postres, coloca una capa de galletas en el fondo. Agrega una capa de crema de tofu para cubrir las galletas. Encima del tofu, agrega otra capa de galletas y cúbrelas con otra capa de tofu. Continúa así hasta terminar con una capa de tofu en la parte superior. Déjalo reposar en el refrigerador durante la noche.  🍋 Al día siguiente, decora con un poco de ralladura de limón y las galletas sobrantes. ¡Corta en cuadrados y sirve!  🔊 ¡Déjanos saber si la pruebas! 👉🏽 Sigue a @luzangyglez, @comunidadvegana y @genv_esp para más información sobre veganismo 💚  #Receta #Postre #PostreVegano #BasadoEnPlantas #RecetaVegana",,,477,82.87,20,0,0,1,0,0,2,0,21,https://www.youtube.com/watch?v=6_2Bab5vVpQ
07/23/2024 06:07 AM AEST +1000,"⚡️Recordamos la importancia de tomar elecciones que sean sustentables.  Para preservar las especies, necesitamos proteger sus hábitats, y podemos hacerlo modificando nuestros hábitos alimenticios y dejando a los animales fuera de ellos. Cada plato cuenta para proteger la biodiversidad de nuestro planeta. 🌱🌍  👉🏽 Síguenos para más información sobre veganismo.  #PeligroDeExtinción #AlimentaciónSostenible #Sustentabilidad #VidaSilvestre #Animales #Koalas #Lobos #Pandas",,,12288,76.05,733,16,30,50,10,2,62,3,823,https://www.youtube.com/watch?v=fkFTmgQpf4o
07/25/2024 04:58 AM AEST +1000,"🐷 Hay muchas razones importantes por las cuales las personas cambian a una alimentación vegana o basada en plantas, pero en un mundo dominado por la industria de la carne y sus tácticas agresivas de marketing, no siempre es fácil mantenernos firmes en nuestros principios.   🐮Podemos detestar la cría intensiva, querer hacer lo mejor para frenar la crisis climática y buscar una alimentación más saludable para nuestros cuerpos, pero si las personas a nuestro alrededor comen carne, si vivimos bombardeadas por publicidades engañosas y disponemos de poco tiempo para cocinar, las cosas pueden complicarse.   🥲 ¡Lo entendemos! Pero solo porque nos hayamos caído una vez del tren vegano no significa que tengamos que quedarnos fuera para siempre. 🤓  Aquí te compartimos algunos consejos que te servirán cuando se haga cuesta arriba mantener nuestro estilo de vida a base de plantas activo. 👉🏽¿Y tú? ¿Qué otro consejo agregarías?   #consejos #tips #tip #vegan #veganismo #animales #queso #plantbased #salud",,,13,23.13,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=B3y5sGHv-1g
07/26/2024 03:17 AM AEST +1000,¿Es el veganismo accesible a todas las personas? ¿Podemos crear un movimiento que defienda a los animales y al mismo tiempo atienda las necesidades alimenticias de la población?   La respuesta es sí. Y en este artículo de Malvestida respondemos a esta y a otras preguntas en relación al veganismo con perspectiva de clase:  un movimiento accesible para todxs. 👇🏽  https://malvestida.com/2024/04/veganismo-con-perspectiva-de-clase-que-es/  #veganismo #interseccionalidad #clase #animales #malvestida,,,98,77.62,3,3,0,0,0,0,0,0,3,https://www.youtube.com/watch?v=eE95Te4JgHA
07/30/2024 01:48 AM AEST +1000,"Cómo los pueblos indígenas inspiran al movimiento vegano 👇   🌎 ⚡ Para las comunidades indígenas, la Tierra no es simplemente un recurso para ser explotado, sino más bien una madre sagrada, proveedora de vida y sabiduría.  🐷 La ganadería intensiva contribuye a los principales desafíos ambientales de nuestro tiempo: cambio climático, deforestación, contaminación, zonas muertas en los océanos y pérdida de vida silvestre. El veganismo es una oportunidad para cuestionar las estructuras de explotación, al tiempo que se reconoce que el conocimiento tradicional de los pueblos indígenas es esencial tanto para la protección ambiental como para la justicia social.  🌱  Apoya a los pueblos originarios siguiendo organizaciones indígenas regionales.  @mmujeresindigenas @moiraivanamillan @soymujercolla  @latido_nawal  @wisdom.keepers  🎥: @ben.savage  #Veganismo #PueblosIndígenas #PueblosOriginarios #Indígenas #MedioAmbiente #Sostenibilidad",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=X-qixY6OKJA
01/01/2024 05:51 AM AEDT +1100,"Reflecting on an incredible year at GenV! 🌱   From launching thousands of vegan ads to rescuing animals and providing meals worldwide, we couldn't have done it without your support.   We’re grateful for our amazing community and excited for what 2024 holds! 💚",,,80,42.5,14,1,3,0,0,0,0,0,17,https://www.youtube.com/watch?v=bFRc35uN1jk
01/04/2024 02:00 AM AEDT +1100,,,,2084,64.28,74,18,10,4,1,0,2,0,89,https://www.youtube.com/watch?v=75soZiPJxuo
01/05/2024 04:06 AM AEDT +1100,"Growing little hearts with compassion and nourishing minds with kindness. 🌱✨  Planting the seeds of a plant-based lifestyle in the next generation for a healthier, more sustainable future.   📹  naomialiciahallum (IG)",,,762,40.41,37,5,6,0,0,0,0,0,43,https://www.youtube.com/watch?v=evsL6p8H9x0
01/10/2024 10:30 PM AEDT +1100,"🐦✨ One bird, one life-changing story.   Meet Conrad, the feathery friend who transformed Alene Anello's world. From that moment, ‘chicken’ took on a whole new meaning. 🌱 His influence sparked Legal Impact for Chickens, Alene's mission to hold companies accountable for animal welfare.   Let's be the voice they need, enforcing the laws and standing against abuse. 💪🐔  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:19 - Intro 0:19 - 1:25 - Meet Conrad 1:26 - 3:19 - Legal Impact for Chickens 3:20 - 4:52 - Holding companies accountable  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,126,40.63,30,0,6,1,3,0,1,0,40,https://www.youtube.com/watch?v=i9yGiOgWoAY
01/11/2024 03:19 AM AEDT +1100,"🦜✨ A gentle reminder from a feathered friend about the life behind what's on our plates. 🍽️💔   Alene Anello describes how her pet bird Conrad, reconnected her to the individuals she was eating. 🌱   If we listened to the animals we know, would we be willing to change, too? 🐖 🐄 🐏  🎬 Legal Impact for Chickens  Watch the full interview here: https://youtu.be/i9yGiOgWoAY  #FoodForThought #MindfulEating #FeatheredPerspective #Pets #Birds #SunConure #Cockatoos",,,5474,79.26,195,68,36,5,0,0,9,1,236,https://www.youtube.com/watch?v=YiDDyohNzp0
01/12/2024 06:06 PM AEDT +1100,"Cows and cats both have inherent rights, yet one is celebrated, and the other is farmed and killed. In the ways that matter, these animals are no different. 🐮😸  #shorts",,,1952,93.11,160,1,4,14,0,0,10,0,178,https://www.youtube.com/watch?v=yPnBsmUOj2E
01/15/2024 10:00 PM AEDT +1100,"The use of AI in animal agriculture could worsen the industry’s already unethical practices and its poor environmental track record, but here's the twist – Constance Li explains how we can also harness the power of AI for positive change! 🔄💡   We can use AI to increase our productivity when advocating for animals, create more transparency, and accelerate the production of plant-based proteins.   Now is the time to use technology to create a compassionate and eco-friendly future. 🌱🤖  For more information check out Impactful Animal Advocacy: https://www.impactfulanimaladvocacy.org/  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:24 - Intro 0:25 - 01:03 - Impactful Animal Advocacy 1:04 - 1:37 - What is AI? 1:38 - 3:04 - How can we use AI to help animals? 3:05 - 3:58 - What made Constance want to speak up? 3:59 - 4:24 - Conclusion  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,295,40.88,35,0,7,13,15,5,2,0,70,https://www.youtube.com/watch?v=MpIZw4Jy4wA
01/16/2024 02:37 AM AEDT +1100,Constance Li weighs the good and bad of modern ag-tech for farmed animal welfare.   AI and automation could mean improved care - or ominous new ways to exploit animals for efficiency and profits. Is big data friend or foe? 🚫🐄🤯  Watch the full interview here: https://youtu.be/8uOutP3ielM,,,10563,88.11,138,58,36,6,4,0,14,0,184,https://www.youtube.com/watch?v=T777IR5ub18
01/17/2024 03:48 AM AEDT +1100,"The beginning of the year is perfect for starting a new habit. But more than becoming vegan, we want to help you to STAY vegan.  Ready to start a life of compassion? 💛⚡  Go vegan today! Try our 30-day vegan challenge here: genv.org/go-vegan",,,127,57.29,19,0,1,1,0,0,1,0,21,https://www.youtube.com/watch?v=msJM4oBTpzg
01/18/2024 06:57 AM AEDT +1100,,,,10,15.55,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=uf2D2088w94
01/23/2024 02:40 AM AEDT +1100,"Making the vegan switch has never been smoother! 🌱✨  Restaurants are stepping up with incredible plant-based choices, and the vegan cheeses and meats are seriously leveling up in taste and affordability. 🍔💚 Plus, the growing awareness of the health benefits of a whole food plant-based diet is a game-changer. 🥗💪   Shoutout to HappyCow Vegan Guide & Community for being our go-to guide in discovering awesome vegan spots worldwide. 🌍🐮",,,205,77.12,14,2,1,0,0,0,0,0,15,https://www.youtube.com/watch?v=7avl8ZybYl4
01/24/2024 07:00 AM AEDT +1100,Who says vegans don’t get enough protein?  🤔  What are your favorite vegan protein sources? 💪  👑 @TheVeganQueens,,,34,94.88,5,1,0,0,0,0,0,0,5,https://www.youtube.com/watch?v=qSl015AVYoc
01/26/2024 03:51 AM AEDT +1100,"Choosing the vegan option not only helps animals, but it is also the single biggest way to reduce our environmental impact.   According to a study conducted by Oxford University, cutting meat and dairy products could reduce an individual’s carbon footprint from food by up to 73%.  Will you try vegan for the planet?   😎 New Roots Institute",,,331,68.61,26,7,6,0,0,0,0,0,32,https://www.youtube.com/watch?v=2gDhFUJAGiA
01/27/2024 04:12 AM AEDT +1100,"Type 2 diabetic Bryn Scola, a former “meat & potatoes guy,” had two heart attacks, six stents placed in his chest, and a five-way bypass operation before making the decision to go plant-based. Today, he is heart-healthy and diabetes-free.  A plant-based vegan diet is proven to reduce the risks of certain diseases like heart disease, strokes, type 2 diabetes, and certain types of cancer.  🌱 Take action for your health today, by trying a plant-based vegan challenge this New Year.   Sign up and watch the full film at genv.org/why-vegan/for-your-health/.",,,127,58.72999999999999,30,0,0,4,6,3,0,0,40,https://www.youtube.com/watch?v=5pE4SiBr-Hg
01/30/2024 02:30 AM AEDT +1100,"No animals other than humans drink the milk of another species, and none drink milk at all after weaning. It’s just plain weird! Milk production is also cruel to the cow who is forcefully impregnated and cruel to the calf who is stolen from her.  It’s time to wean ourselves off animals’ milk and instead choose milk that is made for us and harms no one: plant-based milk.   😎 Benjamin Pitkanen ⚡ Viral Vegans",,,1142,73.28,20,16,8,0,0,0,1,0,28,https://www.youtube.com/watch?v=9OvkyU115Tc
01/30/2024 09:00 AM AEDT +1100,"Vegan foods can be a great source of healthy protein, which is critical for building muscle mass. Plant-based foods are also effective at reducing inflammation and speeding up recovery time.  It is no wonder that so many people are turning to a plant-based vegan diet to find their competitive edge!",Simon Plazolles-Hayes,,922,52.64,16,10,1,0,0,0,1,0,17,https://www.youtube.com/watch?v=nNk1TMW3I5U
01/31/2024 02:06 AM AEDT +1100,Have you tried making yogurt at home with plant-based milks?🌱  #shorts,,,93,90.66,4,0,0,1,0,0,1,0,5,https://www.youtube.com/watch?v=Yb9DpAXaNqs
02/01/2024 03:45 AM AEDT +1100,,,,17,13.919999999999998,1,0,0,1,0,0,0,0,2,https://www.youtube.com/watch?v=06IW-B0EUto
02/11/2024 02:00 AM AEDT +1100,"We should never be too busy for compassion. Whenever and wherever we can make the choice, choose vegan.  #shorts",Simon Plazolles-Hayes,,2483,62.95,29,25,8,4,0,0,5,0,41,https://www.youtube.com/watch?v=a5CcGEv_qrA
02/20/2024 01:00 AM AEDT +1100,"Scott David shares his undercover investigations inside of slaughterhouses in hopes of shedding light on the violent and unnecessary realities of the food industry.   For more information check out Animal Outlook: https://animaloutlook.org/  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 1:11 - Intro 1:12 - 2:00 - First Job 2:00 - 3:10 - Challenges 3:11 - 4:00 - The Importance of Undercover Investigations 4:10 - 5:09 - What did you see? 5:10 - 6:13 - What kept you going?  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,84,43.3,27,0,6,3,6,4,2,0,42,https://www.youtube.com/watch?v=WL18gc8k22I
02/20/2024 04:00 AM AEDT +1100,"Comment BUFFALO to start today. 🦬  🧐Did you know that with one click you can support over 1,000 animals? By subscribing to one of Gen V's 7-day vegan challenges, not only are you getting started on a path that will leave animals off your plate, but you'll also donate $1 USD that will go towards assisting buffaloes that have been rescued in Brazil.  🐙Whether you want to try veganism to help animals, the planet, your health, humanity or for spiritual reasons, Gen V's challenges will allow you to make a healthy transition to a lifestyle more compassionate to all beings on the planet.  👉🏽What are you waiting for? Comment BUFFALO and we'll DM you the link.",Simon Plazolles-Hayes,,34,57.54,3,0,0,0,1,1,0,0,4,https://www.youtube.com/watch?v=bplxPdjcfo4
02/20/2024 05:00 AM AEDT +1100,Undercover investigations are the only way to see the truth of what’s happening behind the closed doors of a slaughterhouse.  Scott David from @https://animal.pulse.ly/kqth6oxmul shares his experience of being an investigator and working inside these facilities.  Comment the word UNDERCOVER and we will DM you the full video.  #UndercoverInvestigation #Truth #VideoFootage #FactoryFarms #Meat,Jamie Logan,,939,73.03,25,5,6,1,0,0,3,0,32,https://www.youtube.com/watch?v=NVLMow57ExY
