Date,Content,Created by,Labels,Reach,Completion rate (%),Video replays,Watched fully,Engagement,Engagement rate per impression (%),Engagement rate per reach (%),Impressions,Url
04/22/2024 11:13 AM EDT -0400,"Embracing veganism isn’t just about what’s on our plates; it’s a powerful action for the planet. 🌍💚   This Earth Day, let’s recognize the undeniable connection between our food choices and the health of our planet. By choosing plant-based, we reduce our carbon footprint, preserve natural resources, and protect precious habitats.   Every meal is an opportunity to make a positive impact. Let’s nourish the Earth as it nourishes us. 🌱✨   Full video on @itsjamiescorner youtube.   #EarthDay #VeganForThePlanet #SustainableLiving",,,683,18.4,84,41,65,8.5,9.5,767,https://www.tiktok.com/@genv_eng/video/7360709619062246698?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/22/2024 01:09 PM EDT -0400,"🌎⚡For indigenous communities, the Earth is not just a resource to be exploited, but rather a sacred mother, provider of life and wisdom.   Factory farming contributes to major environmental challenges of our time: climate change, deforestation, pollution, ocean dead zones, and wildlife loss. Veganism is an opportunity to question structures of exploitation, while recognizing the traditional knowledge of indigenous peoples is essential for both environmental protection and social justice.   🌱 Support native peoples by following regional Indigenous organizations.   🎥: ben.savage (Instagram)   #Veganism #IndigenousPeoples #Indigenous #Environment #Sustainability",,,738,33.7,12,59,79,10.5,10.7,750,https://www.tiktok.com/@genv_eng/video/7360739637888814378?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/22/2024 02:13 PM EDT -0400,"🌎⚡For indigenous communities, the Earth is not just a resource to be exploited, but rather a sacred mother, provider of life and wisdom. Factory farming contributes to major environmental challenges of our time: climate change, deforestation, pollution, ocean dead zones, and wildlife loss. Veganism is an opportunity to question structures of exploitation, while recognizing the traditional knowledge of indigenous peoples is essential for both environmental protection and social justice. 🌱 Support native peoples by following regional Indigenous organizations. 🎥: Ben Savage #Veganism #IndigenousPeoples #Indigenous #Environment #Sustainability",Simon Plazolles-Hayes,,0,100.0,0,0,0,0.0,0.0,0,https://www.tiktok.com/@genv_eng/video/7360756145771924778?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/22/2024 03:14 PM EDT -0400,"🐧Emperor penguin chicks leap off a 50ft cliff to take their first swim! While this video is super adorable, we know that climate change is pushing penguins to the brink of extinction, threatening their icy homes. It's time for urgent action to combat climate change and protect these beloved creatures. 🌍💙 What are some ways you help combat climate change? #SaveThePenguins #ClimateAction #ProtectOurPlanet Filmed by @bertiegregory",Jamie Logan,,67,21.7,39,11,3,2.8,4.5,106,https://www.tiktok.com/@genv_eng/video/7360771871614225707?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/24/2024 10:01 AM EDT -0400,"💖 Just spotted this precious family taking a leisurely stroll. Would you pause to protect and admire them? Take a moment to reflect on why, and how our world might be a better place if we fostered that connection with all living beings. 🌿 📹 yasammimariyiz (IG)",,,77,32.7,9,12,34,39.5,44.2,86,https://www.tiktok.com/@genv_eng/video/7361433134707264814?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/24/2024 00:07 PM EDT -0400,"🐇🐀What does it mean for a product to be cruelty-free? It means that no animal has endured pain during its creation, production, and testing. Many people who are now vegan started their journey to veganism by choosing cruelty-free products. 🧴💄Let's exclude animals not only from our diet, but also from other parts of our lives, including the everyday products that may have been tested on them: cosmetics, hygiene and cleaning products, and household or automotive chemicals. In this interview, Nicole explains to us the number of animals whose lives would be saved if we start using cruelty-free products. Did you know this? Tell us in the comment section what your favorite vegan and cruelty-free products are! #WorldLaboratoryAnimalDay ",,,240,21.9,30,15,21,7.8,8.8,270,https://www.tiktok.com/@genv_eng/video/7361465884663123243?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/28/2024 02:07 PM EDT -0400,"These slaughterhouse worker testimonials highlight some of the issues within the meat industry. There is a lot more that is overlooked by greedy corporations who are concerned only about their own profits.   The entire process of farming animals is not only detrimental to the animals and public health, but it is risky for the humans who work in those industries too.   🦠 Zoonotic diseases threaten those working closely with animals. ⚠️ Injury and death rates are high in slaughterhouses and fisheries. 😷 Respiratory illnesses are common due to confined animal farming. 😔 Mental health challenges like PTSD are prevalent among slaughterhouse workers. 🍺🚬 Substance abuse and domestic violence are often linked to slaughter work. 💰 Exploitation of low-income workers is rampant.   Go vegan for the animals and for people.   #SafetyandHealth #SocialJustice #Testimonial",,,645,16.4,100,31,60,8.1,9.3,745,https://www.tiktok.com/@genv_eng/video/7362981203185634606?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/29/2024 01:00 PM EDT -0400,"Bees don’t make honey for us to eat, or just for fun. They do it because they are clever, complex animals who need a source of food over the winter months. The sugar water that is given to them in lieu of the honey does not contain the essential nutrients and properties bees need to stay optimally healthy and it is believed that this contributes to the mass deaths of bees and the collapse of honey bee colonies. Bees can feel joy and pain, they express happiness and sorrow. Studies have even shown that they can count and distinguish shapes and even communicate with each other. There are many plant-based alternatives that can be used as sweeteners without hurting the bees. #Honey #Bees #Vegan #Animals Video by: @Aimeeswildlifephotos",Jamie Logan,,73,96.4,17,15,21,23.3,28.8,90,https://www.tiktok.com/@genv_eng/video/7363334899232705834?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/29/2024 01:55 PM EDT -0400,"✅A well-planned plant-based diet can provide sufficient essential nutrients like protein, calcium, vitamins, and minerals needed to support the growth of children.   Legumes, beans, grains, nuts, seeds, fruits, and vegetables are not only healthier, but also kinder choices.🍎🫑🍉   It is possible to leave the animals off our plates and help the next generation make compassionate choices.🫶🏼   Are you a plant-based parent? Let us know in the comments.👇   —-------------   #VeganKids #kindness #compassion",,,304,10.6,39,1,43,12.5,14.1,343,https://www.tiktok.com/@genv_eng/video/7363349241500028203?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/01/2024 01:16 PM EDT -0400,"When we look at the reality of what animals endure to become meat, we have a clear choice. We can ignore their screams and pretend that their lives do not matter, or we can decide not to contribute to their suffering and choose vegan.   What will you choose?     👑@billieeilish     #vegan #BillieEilish",,,51,28.2,8,8,14,23.7,27.5,59,https://www.tiktok.com/@genv_eng/video/7364080640829967647?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/01/2024 01:17 PM EDT -0400,"There are around one billion farmed cows in the world. Around 70 percent of cows in the U.S. are factory farmed.   If you feel all cows should live their lives in peace like this one here, consider going plant based for them!   #AnimalRights #Rescue #LeafOverBeef",,,329,23.7,24,15,63,17.8,19.1,353,https://www.tiktok.com/@genv_eng/video/7364080935240797471?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/02/2024 03:41 PM EDT -0400,"Run, octopus, run! 🐙   North American researchers have discovered that certain species of octopuses are capable of moving using only two of their eight arms, which allows them to use the remaining ones to camouflage themselves in front of predators. 🌊 The ocean is such an amazing place!   🎥: ocean.destinations (IG)",,,52,100.0,9,16,29,47.5,55.8,61,https://www.tiktok.com/@genv_eng/video/7364489727657004331?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/03/2024 04:04 PM EDT -0400,"🩸VEGANISM. PERIOD.🩸 Did you know that a vegan lifestyle can have enormous health benefits for your menstrual cycle? Here are some things you can expect: A study found that a healthy plant-based diet helped both the length and heaviness of periods. Participants were found to have a raised SHBG level which means their hormones were better regulated. A connection between an increase in eating meat and an increase in endometriosis has been found. Symptoms of this painful and debilitating condition may be improved with a plant-based diet. Menopause can be severe, ranging from experiencing tremendous heat all over the body and muscle pain to increased anxiety and a significant loss of bone density. But eating a high-fiber diet that is rich in minimally processed soy, nuts, and seeds can alleviate some of these debilitating impacts.   Eating plant-based has A LOT of health benefits. Get ready to discover them by signing up to our 7-Day Vegan for Health challenge for free today!    #period #veganism #plantbased #menstruation #menopause #endometriosis #hormones #health",,,16,100.0,1,10,5,29.4,31.3,17,https://www.tiktok.com/@genv_eng/video/7364866272028314911?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/04/2024 02:39 PM EDT -0400,"Even in a galaxy far, far away, you are what you eat! 🌌🍴   The Last Jedi introduces several non-human characters, including porgs, fathiers, thala-sirens, and vulptices, mirroring the animals who are used for human desires. We bow down to the group of porgs who manage to guilt-trip Chewbacca into not eating one of their kin.   Happy Star Wars Day! May the 4th be with you and may you leave animals off your plate today and every day!   #StarWarsDay #StarWars #May4th #Vegan #MakeTheConnection",,,90,28.5,0,4,7,17.1,7.8,41,https://www.tiktok.com/@genv_eng/video/7365215588374842654?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/06/2024 09:11 AM EDT -0400,"🐼As animal lovers who want to reduce animal suffering, it can be hard to know what actions we can take to make a real difference beyond our daily dietary choices.   ⚡️GenV is offering you the chance to change this, whilst also going on a personal journey of your own.   👇🏽 For more information: https://pulse.ly/4g0r4+",,,261,24.3,23,11,19,6.7,7.3,284,https://www.tiktok.com/@genv_eng/video/7365872652235312414?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/08/2024 00:27 PM EDT -0400,"🫢CHALLENGE A FRIEND🫢 Could you go without eating meat and dairy for 7 days? There are plenty of reasons to do so. And you might be surprised about how easy it actually is and how good it feels! Why not give it a try?   By signing up, you will receive daily newsletters, a nutrition guide and amazing recipes to try at home! ALL FOR FREE! 😱   Challenge a person who you think would benefit from a plant-based week!👇🏽",,,225,10.0,14,5,9,3.8,4.0,239,https://www.tiktok.com/@genv_eng/video/7366666158973472043?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/08/2024 01:18 PM EDT -0400,"Looking for a quick and budget-friendly vegan dessert to make for Mother’s Day? Try this delicious Lemon Carlota - and tell us what you think!    Recipe Lemon Carlota 🍋 You will need:    3 packs of silken tofu (1kg)  3/4 cup lemon juice  3/4 cup sugar  3 teaspoons vanilla extract  2 and 1/2 packets of your favorite vegan cookies/wafer biscuits (check the comments for our recommendations)   Directions: 🍋Add all the ingredients except the cookies to the blender, and process very well until you get a super creamy texture.   In your mold or dessert pan, place a layer of cookies at the bottom. Add a layer of the tofu cream to cover the cookies.   On top of the tofu add another layer of cookies and cover them with another layer of tofu. Continue like this until you finish with a layer of tofu on top. Let it sit in the refrigerator overnight.   🍋The next day decorate with a little lemon zest and leftover cookies. Cut into squares and serve!  💕Save & share this recipe  🔊Let us know if you try this out!   #MothersDay #Recipe #Dessert #VeganDessert #PlantBased",,,334,12.9,34,12,21,5.7,6.3,368,https://www.tiktok.com/@genv_eng/video/7366679317675511086?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/08/2024 02:49 PM EDT -0400,"They will show you friendship, kindness, and unconditional love. What do you give them in return?  #VeganForTheAnimals #Love #CuteSheep    Video by: kellydinhamphoto",,,53,38.5,22,15,14,18.7,26.4,75,https://www.tiktok.com/@genv_eng/video/7366702822642978090?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/09/2024 01:13 PM EDT -0400,"Around 55% of the shrimps sold for food come from cruel farms where millions of them are confined and forced to live in squalid conditions.  Not only that, these shrimp farms are destroying precious mangroves, polluting our land and water bodies.  Help break the cycle of cruelty! 🚫 Choose compassion over exploitation. 🌱.   #ChooseVegan #SaveOurShrimp #CrueltyFreeLiving",,,55,77.1,0,17,6,10.9,10.9,55,https://www.tiktok.com/@genv_eng/video/7367049110039530798?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/09/2024 02:03 PM EDT -0400,"Brazil is facing the worst climate event in the country’s history. In the state of Rio Grande do Sul, South of the country, more than 80,000 people have been displaced after record-breaking floods swept across the state.   Rescue workers are racing against the clock to save people and animals from raging floods and mudslides. @grad.brasil, the Group Of Animal Rescue In Disasters, is on the frontline of this crisis saving lives and supporting multispecies families.   GRAD Brasil is one of the initiatives that we proudly nominated to the @theearthshotprize this year and we continue to be in awe of their heroic work for wild and domestic animals in disaster situations. Please follow their pages to see their dedication and courage to protect all species.   Superheroes do exist and they need our help. If you can, please donate via PayPal financeiro@gradbrasil.org.br   #AjudaRS #GradBrasil",,,364,24.7,53,22,51,12.2,14.0,417,https://www.tiktok.com/@genv_eng/video/7367062019461221674?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/11/2024 11:42 AM EDT -0400,"Bringing attention to the harsh reality of the dairy industry this Mother’s Day, vegan artist Praxis takes to the streets of New York City.  Through thought-provoking posters, he sheds light on how mother cows are cruelly separated from their newborns, so we can take their milk.   Let’s honor and fight for all mothers this Mother’s Day, including those in the animal kingdom, by choosing vegan alternatives to dairy. Join the movement towards kindness and empathy.   Go to https://pulse.ly/wtjt6ytceh to learn how. #streetart #mothersday ",,,253,5.0,23,2,31,11.2,12.3,276,https://www.tiktok.com/@genv_eng/video/7367767943444466990?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/11/2024 11:43 AM EDT -0400,A quick recipe to show you how you can make your own yogurt at home. Setting it in an earthen pot gives this yogurt a delicious depth of flavor.💗   Have you tried making yogurt at home with plant-based milks?🌱   #dairyfree #soyyogurt,,,305,17.5,19,21,18,5.6,5.9,324,https://www.tiktok.com/@genv_eng/video/7367768059437780270?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/12/2024 11:22 AM EDT -0400,"Bringing attention to the harsh reality of the dairy industry this Mother’s Day, vegan artist Praxis takes to the streets of New York City.  Through thought-provoking posters, he sheds light on how mother cows are cruelly separated from their newborns, so we can take their milk.   Let’s honor and fight for all mothers this Mother’s Day, including those in the animal kingdom, by choosing vegan alternatives to dairy. Join the movement towards kindness and empathy.   Go to https://pulse.ly/wtjt6ytceh to learn how. #streetart #mothersday ",,,201,8.5,26,2,24,10.6,11.9,227,https://www.tiktok.com/@genv_eng/video/7368133928474922283?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/12/2024 01:00 PM EDT -0400,"This Mother’s Day, let's celebrate ALL mothers. 👩🏽🐮🐷🐔  Maternity is an experience not exclusive to humans. A mother's love for her baby is just as profound as the affection an animal has for her offspring.   In animal farming, mothers are exploited for their reproductive systems and endure the anguish of separation and the loss of their babies.  Today, we remind ourselves that we have the power to positively impact the lives of these creatures. It's time to act with compassion and empathy, advocating for the dignity and wellbeing of all mothers, regardless of their species. 💛💫 #mothersday ",,,338,38.6,41,31,72,19.0,21.3,379,https://www.tiktok.com/@genv_eng/video/7368159191980150059?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/13/2024 10:14 AM EDT -0400,"Rescued from the dairy and meat industry by @Santuario Vale da Rainha, these babies now have the opportunity to experience love, care, and safety.   Love in action! 💚🐄   Go vegan! 🌱   #cows #CuteAnimals",,,364,26.1,26,20,105,26.9,28.8,390,https://www.tiktok.com/@genv_eng/video/7368487311161543979?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/13/2024 02:12 PM EDT -0400,"Guided by their vigilant mama bear, two inquisitive cubs transform a serene wetland into a vibrant theater of nature's wonders. 🐻🌿    #WildlifeAdventures #BearLove #RespectWildlife",,,41,36.7,1,6,6,14.3,14.6,42,https://www.tiktok.com/@genv_eng/video/7368548639662214446?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/14/2024 02:40 PM EDT -0400,The 400 rescued animals at a Colombian animal sanctuary are facing an urgent situation.   These animals need your immediate support to be safely evacuated from a drought-stricken farm with depleted pastures and scarce water to a new sanctuary where lush green pastures await them.,,,272,18.0,32,20,53,17.4,19.5,304,https://www.tiktok.com/@genv_eng/video/7368927126235598126?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/15/2024 03:44 PM EDT -0400,"Most children love animals. They want to pet them, hug them, give them kisses. When do we lose our compassion? When do we close our eyes to their suffering and allow them to end up on our plates?    #Plantbased #PowerOfPlants #Kindness #Love   🎥 Abrahamnis Kids",,,51,67.7,21,23,7,9.7,13.7,72,https://www.tiktok.com/@genv_eng/video/7369314561867926826?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/15/2024 03:48 PM EDT -0400,"Have you heard of horse blood banks?!   The disgustingly creative ways in which the animal exploitation industries boost the ""efficiency"" of animals never cease to amaze and shock. 😑⁠   #pig #pigs #horses #mares #animalrights",,,154,24.7,9,16,14,8.6,9.1,163,https://www.tiktok.com/@genv_eng/video/7369315472329772330?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/16/2024 02:24 PM EDT -0400,"💭🤩 Imagine if we hadn't been socially and culturally conditioned to consume animals. Imagine if, from childhood, we had been taught that the lives of all animals matter equally and that they are friends, not food. Imagine living in a world where no one placed a price on their lives.   🫶🏽🐥 That reality is possible. If we can imagine it, we can create it.   📹@menkay.ig",,,34,28.2,6,2,4,10.0,11.8,40,https://www.tiktok.com/@genv_eng/video/7369665059271888170?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/18/2024 02:13 PM EDT -0400,"Vegans care about the mice, snakes, and other living beings in crop fields, so we choose vegan to reduce their suffering as well.   Did you know that eating meat is the most destructive diet? 🥩💥 ________   @RealJoeyCarbstrong  #vegan #insects #farming #food",,,63,35.3,10,12,13,17.8,20.6,73,https://www.tiktok.com/@genv_eng/video/7370404425417968939?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/20/2024 00:59 PM EDT -0400,"All mothers love their babies. From majestic lionesses tenderly guiding their cubs to safety and gentle elephants nurturing their young with unwavering protection, to graceful dolphins leading their calves through the depths of the ocean, we see the purest form of love in nature.   As we witness this remarkable bond, let's honor and cherish the marvels of our wild friends, and pledge to do all we can to safeguard their homes and their futures. 💫🌍   #WildlifeWonder #mothers ",,,30,20.7,9,1,19,48.7,63.3,39,https://www.tiktok.com/@genv_eng/video/7371127476178685227?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/20/2024 02:40 PM EDT -0400,"Jon Stewart discovering nutritional yeast or “nooch” is just what we need in our lives. Nutritional yeast gives food an umami, cheesy flavor—and is packed with protein, vitamin B12, and niacin. 💪   What is your favorite food to add nooch to? ____ #nooch #JonStewart #TheDailyShow",,,554,30.6,72,40,91,14.5,16.4,626,https://www.tiktok.com/@genv_eng/video/7371153582495681835?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/21/2024 01:09 PM EDT -0400,"National Endangered Species Day reminds us of the importance of sustainable food choices.   To preserve species, we need to protect their habitats, and we can do that by embracing veganism. Every plate counts in protecting our planet's biodiversity. 🌱🌍   #EndangeredSpeciesDay #SustainableEating",,,405,28.0,9,59,64,15.5,15.8,414,https://www.tiktok.com/@genv_eng/video/7371501158361238827?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/21/2024 04:00 PM EDT -0400,"Plant-based foods are a great source of healthy protein, which is critical for building muscle mass, and are effective at reducing inflammation and speeding up recovery time.    It is no wonder that so many people are turning to a vegan diet to find their competitive edge!💪   #vegan #protein   @compassionisanaction",,,369,24.7,45,29,37,8.9,10.0,414,https://www.tiktok.com/@genv_eng/video/7371545237644119339?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/22/2024 02:10 PM EDT -0400,"Where is his mother? In the dairy industry, goats are often separated from their mothers early on. Humans collect the milk meant for the kids and sell it as it is or use it to produce goats’ milk, soaps, lotions, and various other products.   While they are super adorable, we should let mothers stay with their babies and let their babies drink their milk.   #SayNoToDairy #PlantBased #Goat #Cute #Animals   Video by: zolikha_bouanan96",,,86,67.9,10,13,15,15.6,17.4,96,https://www.tiktok.com/@genv_eng/video/7371887913564556590?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/23/2024 01:05 PM EDT -0400,"Row after row after row…    This is the disturbing reality of the dairy industry. Each pen contains a calf, separated from his mother at birth, and confined alone until he is slaughtered for veal at only 18 weeks old.   How can we ignore this senseless cruelty?  💔🐮   🎥@WeAnimals   #dairy #milk #veal",,,67,32.9,14,8,11,13.6,16.4,81,https://www.tiktok.com/@genv_eng/video/7372242306071563563?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/23/2024 02:19 PM EDT -0400,Team GenV shows you the delicious food that keeps us going! 🌱🥕🥗🍲🥘   What’s the most memorable vegan meal you have eaten? Let us know in the comments!   #VeganFood #VeganEats,,,266,18.4,38,19,25,8.2,9.4,304,https://www.tiktok.com/@genv_eng/video/7372261306130353450?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/27/2024 11:22 AM EDT -0400,"Behind the facade of idyllic farm scenes lies a reality we often overlook. 🐔   These hens are packed into sheds, deprived of space and their natural behaviors. Let's shed light on the reality of farming animals, and advocate for better treatment for all.   #AnimalRights #Freedom #Truth #Vegan",,,24,69.9,2,9,2,7.7,8.3,26,https://www.tiktok.com/@genv_eng/video/7373700183625977130?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/29/2024 04:22 PM EDT -0400,Have you seen anything this cute? #friendsnotfood ,,,2268,43.7,206,326,317,12.8,14.0,2474,https://www.tiktok.com/@genv_eng/video/7374519495173360942?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/30/2024 01:44 PM EDT -0400,"The real predators of the sea have hands, not fins. Hollywood may have taught us to fear sharks, but their threat to humans is minimal. Hundreds of millions of sharks are killed every year for cruel shark fin soup and because of our unwarranted fear. 😢   Sharks are a part of our natural ecosystem, and humans must protect them, not harm them. 🦈",,,1439,24.5,111,70,63,4.1,4.4,1550,https://www.tiktok.com/@genv_eng/video/7374849836782439726?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/30/2024 02:34 PM EDT -0400,"🩷When a vegan and non-vegan embark on a relationship — or when someone within a relationship embarks on veganism — there can be a whole raft of challenges to overcome.   ⚡️However, if the relationship is based on love and respect, and communication is honest and kind, there are lots of ways to successfully navigate these issues through dialogue, understanding, and compromise.   #love #veganism #veganpartner #animals #cupid #valentines #dating",,,194,26.9,39,17,20,8.6,10.3,233,https://www.tiktok.com/@genv_eng/video/7374862793654177067?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/30/2024 03:27 PM EDT -0400,What better way to celebrate a special day like today? Eat your veggies kids!   #VeggiesAndPotatoes #InternationalPotatoDay #GoVegan,,,500,8.8,35,10,32,6.0,6.4,535,https://www.tiktok.com/@genv_eng/video/7374876517500800298?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/03/2024 04:39 PM EDT -0400,Watching her is pure magic. 🌿✨   📷 @ferarrigophoto 🎥@sergiovargascr    #Nature #Bird #Beautiful #Happy #Free,,,265,27.7,46,21,62,19.9,23.4,311,https://www.tiktok.com/@genv_eng/video/7376379451514359082?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/04/2024 03:00 PM EDT -0400,"You will feel like you've just woken up from the Matrix! 💥   Each documentary helps us understand the impact of our choices, whether on our health, the environment, other people, or animals. Information is not just knowledge, it is the foundation for conscious decisions that shape a better world. 💚🌍🌱   ▪️ Cowspiracy (Netflix) @cowspiracy  ▪️ The Smell of Money (Amazon Prime) @smellofmoneydoc ▪️ Seaspiracy (Netflix) @seaspiracy ▪️ The Game Changers (Netflix) @gamechangersmovie  ▪️ 73 Cows (Vimeo) ▪️ Christspiracy (streaming to be announced soon) @christspiracy   Share with us the documentaries that inspired you to go vegan! 👇",,,275,24.9,29,21,20,6.6,7.3,304,https://www.tiktok.com/@genv_eng/video/7376724855481175342?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/04/2024 07:41 PM EDT -0400,Ready for the trip of a lifetime and helping animals at the same time? #Travel #GroupTrip #TravelWithUs #Signup,Simon Plazolles-Hayes,,252,20.8,26,11,13,4.7,5.2,278,https://www.tiktok.com/@genv_eng/video/7376797266763337002?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/05/2024 11:22 AM EDT -0400,"The dairy industry is far from natural, normal, or necessary.    #Dairy #Calves #Milk #Cheese #IceCream",,,70,40.5,10,9,8,10.0,11.4,80,https://www.tiktok.com/@genv_eng/video/7377039915751705899?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/05/2024 04:04 PM EDT -0400,"Behind every piece of meat, every egg, and every glass of milk, was a sentient being who wanted to live 🐷🐔🐮   #AnimalRights #vegan",,,618,24.7,80,30,141,20.2,22.8,698,https://www.tiktok.com/@genv_eng/video/7377112463252262186?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/06/2024 03:05 PM EDT -0400,🐄🌊 Our choices impact our planet in ways we can't even imagine. ,,,195,14.1,18,7,27,12.7,13.8,213,https://www.tiktok.com/@genv_eng/video/7377468525583322414?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/07/2024 10:05 AM EDT -0400,Is this how we should treat the world’s most vulnerable?   🎥 @Rob Banks  #milk #cheese #cow,,,56,100.0,0,15,24,42.9,42.9,56,https://www.tiktok.com/@genv_eng/video/7377762225680895278?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/07/2024 01:08 PM EDT -0400,"If we don't go vegan for the animals, will we go vegan for our public health?  #FoodSafety #Health",,,267,23.2,21,24,52,18.1,19.5,288,https://www.tiktok.com/@genv_eng/video/7377809271322332459?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/07/2024 02:43 PM EDT -0400,"🤮Do you enjoy being sick?  💁Then here’s a tip: keep eating meat, eggs, fish, and dairy.",,,343,93.2,23,111,22,6.0,6.4,366,https://www.tiktok.com/@genv_eng/video/7377833943480929579?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/10/2024 03:03 PM EDT -0400,"All mothers protect their children, no matter the species. Let’s honor and respect this bond. 📸: floridaguidejosh 🛶: ecoventurefl #conservation #wildlife #manatee #florida",Simon Plazolles-Hayes,,22,28.5,2,2,4,16.7,18.2,24,https://www.tiktok.com/@genv_eng/video/7378952310069726507?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/11/2024 03:30 PM EDT -0400,Did you know this is how animals are treated for food?🐣   #AnimalRights #chickens,,,24,100.0,0,6,3,13.0,12.5,23,https://www.tiktok.com/@genv_eng/video/7379330272568954154?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/12/2024 01:06 PM EDT -0400,"❗️Today is World Day Against Child Labour. Did you know that many slaughterhouses employ children who work under very unsafe conditions? ❗️❗️In the documentary “Slaughterhouse Children: The dark truth behind the meat you eat” by NBC News, we learn about these illegal and cruel practices, and the case of Duvan Pérez, a boy who died in an accident inside a poultry slaughterhouse in the US. ⚠️Boycott this inhumane industry by leaving animal products off your plate. 👉🏽Try veganism for 7 days at GenV.org 👇🏽Comment “BOYCOTT” to get the link to the documentary. #NBC #slaughterhouse #FoodIndustry #animals #meat #ChildLabour #WorldDayAgainstChildLabour #migration #ChildrensRights",Simon Plazolles-Hayes,,660,24.6,110,64,89,11.6,13.5,770,https://www.tiktok.com/@genv_eng/video/7379664337524362538?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/12/2024 04:53 PM EDT -0400,Let’s ensure our actions reflect our values of kindness and compassion towards all animals.   🐄 @Life With Pigs Farm Sanctuary ,,,28,74.0,1,2,25,86.2,89.3,29,https://www.tiktok.com/@genv_eng/video/7379722755979218219?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/13/2024 02:10 PM EDT -0400,"Why do some people argue that killing animals is ""natural"" when most of us do not hunt or gather, but instead buy our food pre-packaged from a supermarket? Let’s make better choices and create a world where humans do not exploit animals and instead live in harmony with nature. 🎥 @earthlinged #vegan #meat",Simon Plazolles-Hayes,,927,36.9,108,129,81,7.8,8.7,1035,https://www.tiktok.com/@genv_eng/video/7380051926219509034?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/15/2024 11:40 AM EDT -0400,"Who wouldn't want to cool off in this scorching heat, right? ☀️💦🐷   The little pigs from The Farm Sanctuary love playing in the water on hot days. 🐷🛁   🎥: @farmsanctuary   #pigs #CuteAnimals",,,234,30.7,17,14,42,16.7,17.9,251,https://www.tiktok.com/@genv_eng/video/7380755318084472095?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
