postUrl,sharedPostUrl,type,imgUrl,postContent,likeCount,commentCount,repostCount,postDate,viewCount,action,profileUrl,timestamp,postTimestamp,videoUrl,sharedJobUrl
https://www.linkedin.com/feed/update/urn:li:activity:7171304224490729472,,Video (LinkedIn Source),https://media.licdn.com/dms/image/D5605AQFR2qAKSKrqpQ/feedshare-thumbnail_720_1280/0/1709771818559?e=1723244400&v=beta&t=fNxXzlNtUud5QUt2LfT-QG0R_0JCYcnYksNAp6Vi_eE,📸  Picture to plate 🍽 – just take a picture of your pantry and VEG3 creates vegan meal plans and recipes using only the ingredients you have available!,22,0,2,4mo,746,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.837Z,2024-03-07T00:42:43.508Z,blob:https://www.linkedin.com/0ac9d0da-3b24-4e6b-9827-00d9402f181f,
https://www.linkedin.com/feed/update/urn:li:activity:7171107426304217088,,Text,,"Collectively, the cause areas of AI safety and animal protection receive hundreds of millions (if not billions) of dollars in funding every year. So why do nonprofits working at the intersection of the two currently receive no funding at all? 🤔

This is a question I’ve been thinking deeply about over the last few months as we’ve struggled to raise funding for Open Paws, a nonprofit dedicated to removing speciesist bias from AI systems.

Theoretically, you’d think that securing funding for an organisation like ours that has potential for impact across two different causes areas should be twice as easy.

Funders who care about animal issues should theoretically be moved by the potential to make all animal rights organisations significantly more effective through the development of animal-aligned AI (which we estimate would save 20-70 animal lives per dollar raised, making Open Paws approximately 5-17 times more cost-effective than the average Animal Charity Evaluator recommended charity), whilst those who care about AI safety should theoretically be moved by the incredible danger of teaching AI that it’s OK to harm and discriminate against less intelligent species, especially considering that most AI experts predict that AI will be significantly more intelligent than humans within the next decade or two.

The unfortunate reality though is that the cause areas of AI safety and animal protection are both very siloed off from each other. Both are niche issues that the majority of the population doesn’t understand deeply and/or care about enough, yet alone the intersection of the two.

Funders who care about animal issues often don’t understand or care about AI safety issues, and funders who care about AI safety issues often don’t understand or care about animal issues.

So rather than having potential for impact across two cause areas making it two times easier to fundraise, it actually makes it two times harder.

To move forward with the vital work of removing speciesist bias from AI systems, we need to bridge the knowledge gap between AI safety funders and animal protection funders and we need the support of those who already understand and care deeply about both causes.

What strategies do you think could be most effective in building greater collaboration between the cause areas of animal protection and AI safety?",13,1,1,4mo,974,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.839Z,2024-03-06T11:40:43.164Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7170336367648890882,https://youtu.be/TG2Ucqt7S2E,Article,,"I really enjoyed this discussion with Anant Joshi from PLANT CEO about the risk that speciesist bias in AI presents to both humans and other animals, and how the work we're doing at Open Paws and VEG3 is removing that bias from AI systems 🤖 🐾

Some other episodes of Plant CEO that are also definitely worth checking out include the interviews with Matthew Glover from Vegan Food Group, Seth Tibbott from Tofurky, Deborah Meaden from Dragon's Den, T.K. Pillan from Veggie Grill by Next Level, Josh Tetrick from Eat Just, Inc., Paul Shapiro from The Better Meat Co., Kim Anderson from Everhope Capital, Jennifer Stojkovic from Vegan Women Summit, Vikas Garg from abillion and Jay Karandikar from New Crop Capital.",22,4,0,4mo,1243,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.841Z,2024-03-04T08:36:48.455Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7169519124740554752,https://youtu.be/t30MFBteM5M?si=wxvHlllViKVt-U-J,Article,,"We've recently released major updates to VEG3 that make it much more user-friendly, helpful, knowledgeable and capable! 🎉

Watch this tutorial to see how VEG3 uses these new capabilities to generate highly personalised vegan recipes and meal plans based on a picture of the ingredients in my pantry.",15,2,2,5mo,879,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.843Z,2024-03-02T02:29:22.562Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7168547472124968960,,Text,,"Effective altruism is right logically, but it’s wrong culturally.

The core principle of effective altruism is extremely admirable. The goal of not only wanting to do good, but to do as much good as you can, is one we should all aim for.

Beyond that, relying on evidence to guide your decisions and being open to changing your perspective based on new evidence is also extremely important to anyone trying to do good in the world.

In terms of the logical arguments alone, it’s clear that effective altruism wins the debate. Clearly it’s better to be “effective” in our altruism than “ineffective” in our altruism.

However, something as complex as changing the world requires far more than just logic.

Culture and emotion have just as much (if not more) of an effect on human behaviour than logic does. If we expect to influence behaviour using logic alone (whilst ignoring emotion and culture) we will never live up to our full potential for effectiveness.

To be truly effective in our altruism, we need to be much more effective in our dealings with emotion and culture, both internally and externally.

In practical terms, here are 3 ways I believe the culture of effective altruism could change to make it substantially more impactful by dealing with emotions in a more healthy way.

1) Be more welcoming and inclusive to new people, ideas and beliefs. That means allowing them space to grow whilst nurturing and encouraging them towards becoming more effective, rather than shutting them down for not being perceived as effective enough already. There’s a time and place for more critical feedback, as well as a right way to give it, and generally this requires greater sensitivity to emotion and culture, even if logic is on your side. This principle applies equally to people, ideas and beliefs, as all of these can suffer from a lack of inclusion.

2) Meet people where they are and focus on getting them to take the first step towards being more effective, instead of focusing too much on the end goal. That might mean encouraging someone to simply look for more effective charities within the cause area they already care most about, rather than encouraging them to switch cause areas entirely. Or, it might simply look like encouraging any form of donation at all, regardless of whether or not it’s to the most effective charities. Remember that on average most people donate less than 1% of their income and less than 10% of people have even heard about effective altruism, so things that might seem like small steps to us could feel like giant leaps to most people.

3) Stop using academic jargon and start communicating in a more accessible way. This kind of language excludes the vast majority of the population who don’t understand all of the terms that effective altruists use. It creates an unnecessary barrier to entry and makes the community feel elitist and unwelcoming.

Do you have any other ideas for how the culture of effective altruism could be improved?",64,8,4,5mo,3491,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.846Z,2024-02-28T10:08:22.526Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7166029068897861632,,Text,,"If you’re ONLY scared about the future of AI or you’re ONLY excited about the future of AI, you’re not seeing the full picture.

So much of the conversation around AI has become increasingly one-sided, with some arguing that AI is so incredibly dangerous we need to stop developing it entirely and others arguing that it’s so overwhelmingly positive we shouldn’t place any restrictions on any kind of development for any reason.

The reality is that all technological revolutions have had both positive and negative effects on society and AI will be no exception. In fact, I think it’s very likely that BOTH the positive AND the negative effects of AI on society will be significantly greater than they were for previous technologies.

The debate around whether we should accelerate or decelerate the development of AI misses this crucial nuance.

Instead of asking whether AI as a generic whole is a force for good that needs to be accelerated as fast as possible or a force for evil that needs to be stopped entirely, we should be asking which specific use cases, systems and technologies for AI do the most good for the world and which do the most harm?

When we ask the right question, the answer becomes much more nuanced than an overly simplistic and binary ask for acceleration or deceleration of AI development as whole.

Instead, the answer is that we need to simultaneously accelerate the development and implementation of AI that helps others and decelerate the development and implementation of AI that harms others.",6,0,0,5mo,873,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.847Z,2024-02-21T11:21:08.407Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7164538695591612417,,Video (LinkedIn Source),https://media.licdn.com/dms/image/D5605AQE2Ujqlof423w/videocover-low/0/1708159131943?e=1723244400&v=beta&t=S3jT_CIKW_pBtSlcJOz-ZpDww4M9U_-XnF0x1kGQQ-c,"You might have already heard about Sora by now, the new video generation AI model from Open AI that creates hyper-realistic video from text inputs (like this video of puppies playing in the snow).

Many of you are probably shocked that the technology has come so far so quickly, especially considering that even generating high quality still images was a struggle for AI just one or two years ago!

Personally, I am somewhat surprised by the timing (I would have predicted we were 6-18 months away from AI video generation of this quality if you asked me last month), but I’m not at all surprised that I was wrong about the timing.

Over the last few years, the pattern has been extremely consistent.

Progress in AI has been exponentially growing, so you adjust your expectations to predict that the next breakthrough will come sooner than you would naturally think, yet you still get proven wrong and the technology evolves even faster than your adjusted prediction!

But whilst the rate of technological evolution is rapidly approaching the speed of light, the rate of adoption within the animal rights movement is off to a very slow start.

That’s because historically there haven’t been any organisations focused on building AI for the animal rights movement and helping animal rights organisations implement it easily into their workflows.

But now, that organisation does exist. Open Paws is that organisation, dedicated solely to ensuring the future of AI benefits all sentient beings.

We already have the people, the technical expertise and the data needed to get the animal rights movement up to speed with the cutting-edge of AI. 

The only thing we don’t have is the funding.",60,8,3,5mo,15418,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.850Z,2024-02-17T08:38:55.721Z,blob:https://www.linkedin.com/47cb969c-3ea0-497b-a7d1-3e63654c1beb,
https://www.linkedin.com/feed/update/urn:li:activity:7162730653334134784,,Image,https://media.licdn.com/dms/image/D5622AQFBw8wasHyhnw/feedshare-shrink_800/0/1707728063954?e=1725494400&v=beta&t=w5YTn-tDrHIcfzei0MW9mhaOio1snPrvK1vTCnJRaGU,"Throwback to the first website I ever built when I was 13 years old. 🖥️

Back then (about 15 years ago) I couldn't find any information at all online about how cows were treated in New Zealand's dairy industry.

I knew from speaking to local activists that the way our country treated dairy cows was just as horrific as anywhere else in the world, but I also knew that most Kiwis thought dairy cows in NZ were treated better than anywhere else in the world.

So I bought a book that covered animal law and welfare research in NZ, taught myself how to develop websites and wrote about how animals were treated in the NZ dairy industry, using the studies and legislation the book cited as my references.

It seems hard to imagine today that there was ever a time when such crucial information about animal rights issues was missing from the internet. Soon, we're going to look back on today and think the exact same thing about AI.",36,2,1,5mo,1255,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.851Z,2024-02-12T08:54:24.855Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7161704210739179520,,Image,https://media.licdn.com/dms/image/D5622AQHQ5bPXNgj6gA/feedshare-shrink_800/0/1707483340636?e=1725494400&v=beta&t=J1QpWGDJcp3lq3HU33CjceOj4R9T5icdRh2uumDJ0OM,"I just read 1,000 scientific papers on AI this week so that you don’t have to! 🤖📝

The wildest part? Most of those papers were published within the last 3 months.

The sheer volume of research being published in AI is so overwhelming high at the moment that even for those of us working in the field full time, it often feels impossible to stay up to date.

That’s why I developed an automated system using AI that does most of the heavy lifting for me.

First, I followed the RSS feeds of every journal I could find that publishes papers on artificial intelligence and machine learning.

Next, I set up an automation that triggers any time I save an article from this combined feed. This automation summarises the key message of the paper in a couple of sentences and sends it to me ready to review.

Then, I printed out all of the summaries, as well as the full papers for anything where I felt I needed a deeper understanding than what the summary could provide.

Finally, I locked myself away from the world for a few days with a stack of paper and a pen to figure out how we’re going to apply all of this latest research to building AI for the animal advocacy movement at Open Paws.

I’ve been involved in the animal rights movement for more than 15 years now and I genuinely believe that the AI we’re building this year will have a significantly greater impact for animals than all my previous years of activism combined.

After diving deep into the latest research, there's no doubt: AI is about to usher in a game-changing era for animal rights. 🎉 🚀",81,11,2,5mo,4477,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.854Z,2024-02-09T12:55:41.870Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7160506400081678336,,Text,,"Longtermism and neartermism often seem at odds, but in my opinion, they're actually two sides of the same coin. 🔄

Specifically, tackling speciesist bias in today's AI can lead to considerable benefits for animal advocacy groups in the near term, as AI free of such bias can better understand and prioritize animal wellbeing, boosting the effectiveness of campaigns.

Long-term, the impact is even more profound. As AI systems become more powerful, intelligent and automated, ensuring they are aligned with the interests of all sentient beings only becomes more important and impactful.

In essence, this work isn't simply about the benefits we can measure today, it's also about embedding an ethical stance that will ripple through the decades or even millennia to come, influencing the trajectory of our co-evolution with the AI of tomorrow.

So let's not compromise between longtermism and neartermism. Let’s instead focus our efforts on the intersection of the two and build systems that make the world a better place today and tomorrow.

Open Paws, the nonprofit dedicated to ensuring the future of AI benefits all sentient beings, sits rights at the intersection of longtermism and neartermism, promising to increase the effectiveness of the animal protection movement in the near term while laying the groundwork for more aligned AGI in the longterm.

Interested in learning more about funding Open Paws? Check out the link to the full pitch video and detailed funding proposal below. ⬇️

Pitch Video:

https://buff.ly/4bjRRPO

Funding Proposal:

https://buff.ly/4bjRPaE",10,0,1,5mo,1062,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.856Z,2024-02-06T05:36:01.555Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7160249597502672897,https://www.foodingredientsfirst.com/news/speciesism-in-ai-built-in-biases-hinder-animal-welfare-reform-and-plant-based-diets.html,Article,,"“There’s huge impact potential through new regulation — but, obviously, animals don’t have the ability to lobby for their own interests. So it’s up to us as humans to consider them in legislation.”

Thank you to Joshua Poole from Food Ingredients First for interviewing me on the important topic of speciesist bias in AI.",6,0,1,5mo,533,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.858Z,2024-02-05T12:35:35.049Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7160043960898318336,,Image,https://media.licdn.com/dms/image/D5610AQFg7syFHOndQg/image-shrink_800/0/1707087482038?e=1723244400&v=beta&t=aFHilbBCT-UWltu16rBs9Ln43_2poMZLIWPdcH3u5dk,"Conversations change the world. That's something I've seen firsthand, handing out over a third of a million leaflets about veganism during my 5 years with Vegan Outreach. But I always hit the same wall: scale. 📉

Let's face it, there's a cap to how many people you can reach in-person. In a single day of leafleting from 8-12 hours, we would often reach thousands of people with a pro-vegan message, but then sometimes I'd go home and post something online that reached several times more overnight.

So I asked myself, 'How can we go bigger?' 🤔📈

At first I decided digital marketing for animal rights organisations and vegan businesses was the answer, so I went back to university, completed my degree in communications and launched a successful vegan digital marketing agency. My partner and I ran it together for two years before we hit that same familiar wall: scale. 📉

While we were now reaching many more people with a vegan message, running campaigns that collectively received millions of views, these communications were all one-directional without any personalisation. There's a huge difference between having a lengthy conversation with someone one-on-one and showing them an advertisement briefly on social media. Sure, we had achieved scale in terms of quantity, but how could we scale high quality, one-on-one personalised conversations about animal issues? 🤔

That's where AI came into the picture. AI is the only way to truly have one-on-one personalised conversations on a massive scale, combining the quality of in-person outreach with the quantity of digital marketing. 📈

AI doesn't get tired. It doesn't have a curfew. It's ready to personalize hundreds, thousands or even millions of conversations, all at once, around the clock.

That’s why I founded Open Paws, the nonprofit dedicated to ensuring the future of AI benefits all sentient beings.

Interested in learning more about funding Open Paws? Check out the link to the full pitch video and detailed funding proposal below. ⬇️

Pitch Video:

https://buff.ly/4bjRRPO

Funding Proposal:

https://buff.ly/4bjRPaE",15,0,0,5mo,970,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.861Z,2024-02-04T22:58:27.462Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7159419235063005184,,Text,,"When I say that we can achieve animal liberation within our lifetimes with the help of AI, it isn’t just a slogan, it’s a reality. 🚀

Achieving animal liberation is not just an issue of changing personal beliefs, it's a systemic challenge. For true change to occur, every institution in our society must transform. Here's where AI steps in, a game-changer in each of these critical areas:

Legal & Political: AI can be pivotal for legal transformation, providing robust analytics to strengthen the case for recognising  animals as sentient beings deserving rights. By powering sophisticated algorithms, we can predict the societal impacts of legal changes and support rigorous policy work that incites progressive legal reform and criminalization of animal harm. 📜

Economic: AI can identify and reinforce the viability of humane, plant-based alternatives to animal products, driving innovation in a direction that makes exploiting animals economically redundant. Through AI, we can also precisely target market interventions, encouraging businesses to shift away from practices that harm animals. 💸📈

Public Perception: The ability of AI to process and disseminate information has the power to revolutionise  public perception. Using tailored content and strategic communication, AI can reshape narratives, educating on the sentience of animals, and advocating for a society that sees them not as products but as beings with intrinsic value. 🙌

Scientific & Educational: In research and education, AI is our ally in developing and popularising  alternatives to animal testing. AI-driven simulations can provide accurate models for scientific inquiry, equipping education systems with tools that negate the need for animal harm and fostering a culture where such practices are viewed as archaic. 🔬📚

Let's harness the power of AI to forge a future where compassion prevails and animal liberation is not just a vision, but a norm. 🌱

Open Paws, the nonprofit dedicated to ensuring the future of AI benefits all sentient beings, is actively building that future and we need funding to do it.

Interested in learning more about funding Open Paws? Check out the link to the full pitch video and detailed funding proposal below. ⬇️

Pitch Video:

https://buff.ly/4bjRRPO

Funding Proposal:

https://buff.ly/4bjRPaE",21,0,0,5mo,1135,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.864Z,2024-02-03T05:36:01.216Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7158956794923397120,,Image,https://media.licdn.com/dms/image/D4D10AQEYgSBq6q5jJw/image-shrink_1280/0/1706828281469?e=1723244400&v=beta&t=8kwg5m4rxgO1lMQDWcX-k0uGR1ixFW7Y5wVYe3GUg9A,"When I was 19, I left New Zealand and moved overseas to live out of a van. 🚐 Why?

To take on a role with Vegan Outreach as an Outreach Coordinator for Australia and New Zealand, where I handed out over a third of a million leaflets about veganism in the 5 years I worked with them.

Over the last few years, I’ve taken several more similar leaps of faith, where I’ve left everything familiar behind in order to do what’s best for animals.

First, I left the security of my job to start my first business, a digital marketing agency solely dedicated to helping animal rights organisations and vegan businesses, because I knew I could reach more people with a vegan message online than I could in-person.

A few years later, I left the security of that successful and profitable agency to work full time in the not-yet-profitable AI startup I had founded, VEG3. Likewise, I knew that my impact for animals in AI would be far greater than in digital marketing, due to the ability of AI to personalise outreach for animals on an unprecedented scale.

Recently, I’ve taken another leap of faith in starting Open Paws, a nonprofit dedicated to ensuring the future of AI benefits all animals, because I know that my impact for animals will be much greater in developing open source AI for the entire animal rights movement to use freely and in advocating for the recognition of animals by all AI systems.

Interested in learning more about funding Open Paws? Check out the link to the full pitch video and detailed funding proposal below. ⬇️

Pitch Video: https://buff.ly/4bjRRPO
Funding Proposal: https://buff.ly/4bjRPaE",86,2,2,6mo,2981,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:41.866Z,2024-02-01T22:58:26.895Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7158288559991386112,,Text,,"I've posted a lot recently about Open Paws and the work we're doing to ensure the future of AI benefits all animals. Now, I want to highlight some of the incredible work others are doing in this space too ⬇️💡

Constance Li and Sofia Balderson from Hive have had great success in building relationships with major AI labs and developers, coordinating a coalition of animal advocates who understand the importance of AI and building a strong and active community that care about this issue. 

David van Beveren and James Morgan from Vegan Hacktivists have been an enormous help in sourcing volunteers to contribute to building our AI systems over here are Open Paws and together with Tom Conger from Stray Dog Institute they have run several hugely valuable webinars teaching animal advocates how to implement the use of AI in their workflows.

Kyle Behrend is making the operations of animal sanctuaries more efficient through tools like Around the Barnyard that use AI to automate administrative tasks and is helping nonprofits generally increase their effectiveness through NFPS.AI.

Noa Weiss, David Meyer and Bill Meyer from Food System Innovations are doing incredible work making the production of alternative proteins cheaper and tastier through the GreenProtein AI project.

Max Taylor has spent a huge amount of time writing detailed and well-researched articles about how AI affects animals on the Effective Altruism forum and launched the AI For Animals website.

Yip Fai Tse has co-authored multiple research papers on the intersection of AI and animal protection and is doing great work pushing forward this topic in academic circles.

Earth Species Project and Interspecies Internet are using AI and ML to decode and translate animal communications between species.

New Harvest launched the AI in Cell Ag Initiative to research how AI can contribute to the development of cultivated meat.

VeriSIM Life and SmarterX are progressing animal-free research by using AI to replace animal testing in product development.

This of course, is not a complete list and there are many more individuals and organisations that deserve to be on it. 

Do you know someone who else who deserves to be on this list? If so, tag them in the comments!",43,10,1,6mo,3745,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.233Z,2024-01-31T02:43:07.272Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7158246510499950592,,Text,,"If there’s one thing the animal rights movement urgently needs, it’s much less competition and much more collaboration.

We need to remember that our true competition is not between different organisations, individuals or ideologies within our movement, it’s between the entire movement that exists to protect animals and the entire industry that exists to harm them.

Our movement has room for a wide range of different approaches and strategies. There is no singular “best” organisation, individual or approach that is universally the most effective. Paradoxically, this hyper-focus on trying to exclusively be or support the “best” can actually result on the opposite effect for our movement as whole, as a weak and divided movement will always be less effective than a strong and united one.

Does that mean we should ignore effectiveness and not strive to be our best as individuals and as organisations? Of course not! We should always aim to be more effective, measure that effectiveness wherever possible and be open to feedback and real-world data that can guide us towards being more effective.
In fact, the more we take a collaborative rather than competitive mindset with others in our movement, the easier that all becomes! 

When we genuinely aim to support and grow each others ideas, rather than shooting them down as not being “effective” enough, we are in a much greater position to actually be able to influence those ideas in the direction we believe to be most effective.

When our actions and words are guided by an underlying recognition that we are all on the same team and a genuine desire to support and grow each others advocacy, we can have much more productive conversations around effectiveness.

Think about this from the perspective of your own activism, whatever that might be. 

Are you more likely to listen to someone who constantly tells you that their form of activism is the most effective and yours isn’t even worth doing at all (or worse, is actually harming the movement by taking resources away from what they do), or someone who genuinely supports and encourages your activism while sharing their perspectives on how you could make it even more impactful?",57,4,1,6mo,2504,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.236Z,2024-01-30T23:56:01.892Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7157696552113729536,,Video (LinkedIn Source),https://media.licdn.com/dms/image/D5605AQFFEXr3oR5l3Q/feedshare-thumbnail_720_1280/0/1706527795160?e=1723244400&v=beta&t=XQvCW9OQuP-JbcnJYu8q-LJEErQwSRbwSW-ZJvssPMA,"Big news! 🚀 Open Paws is officially kickstarting our first ever fundraising campaign with the release of our informative pitch video and funding proposal.

100% of the funds we raise will be used to develop and deploy open-source AI free from speciesist bias, empower animal-aligned organisations to integrate AI into their operations, raise awareness about the dangers of speciesist AI and advocate for the consideration of all sentient beings in the development of AI.

YouTube and social media algorithms decide how many people to show a video to based on the amount of interaction it gets, so please like the video, comment and share it wherever you can to ensure this gets seen by the right people!

Link to the full pitch video and detailed funding proposal are in the comments below. ⬇️",40,4,3,6mo,1760,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.237Z,2024-01-29T11:30:41.595Z,blob:https://www.linkedin.com/415a60ce-2dc4-437b-bfc7-5f313797339e,
https://www.linkedin.com/feed/update/urn:li:activity:7156808690958823424,https://vegconomist.com/interviews/open-paws-ai-crucial-role-marketing-consumer-engagement-vegan-businesses,Article,,"🐾 ""Open Paws is a groundbreaking nonprofit dedicated to using AI to make animal exploitation obsolete."" 🐾 

Thank you vegconomist - the vegan business magazine for covering the important work we're doing at Open Paws!

I'm so excited to see the amount of progress we've been able to make since launching just two weeks ago!

We've onboarded more than 100 volunteers, scheduled multiple talks at international conferences, collaborated with several major animal rights organisations, gained access to researcher-only AI models from some of the largest labs in the world, and now we've even gained coverage in one of the most well known media outlets in the vegan and plant-based industry!

So far, I've bootstrapped this all myself without receiving any external funding, but I know we will be achieve so much more this year if we can raise enough to cover our development and computing costs.

If you want to help us achieve our mission of building a future where AI respects and protects all sentient beings, please message me or comment below for a link to our funding deck. 

Even if you're not in a position to donate anything, your feedback on our deck would still be hugely helpful.

And if you are in a position to donate, I genuinely believe that a donation to Open Paws could be one of the most cost-effective and impactful donations you will ever make for animals.",47,1,1,6mo,1664,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.239Z,2024-01-27T00:42:39.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7154174837458882560,,Image,https://media.licdn.com/dms/image/D5622AQHkEs_ckvJTrg/feedshare-shrink_800/0/1705157402660?e=1725494400&v=beta&t=qp1hScHEGdU2SCXPX9jrspiuQwtewvy3mbm0rPwahTc,"Got friends or family trying Veganuary? I'm giving away access to VEG3's AI for free, so they can use it's chatbot to get free advice, support, recipes and other resources on veganism. It gives advice personalised to each individual and their personal preference to make the transition as easy as possible. Share the code 'VEGANUARY' with them and have them visit https://veg3.ai/ to claim their free month. 🌱",4,0,0,6mo,191,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.240Z,2024-01-19T18:16:39.391Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7153936284778942466,,Text,,"In just one week since launching Open Paws, we've been thrilled to welcome 75 volunteers, committed to leveraging AI for the benefit of all sentient beings! 🐾

40% of these volunteers are developers and engineers (many with years or even decades of experience in AI and ML) while the other 60% are passionate animal advocates helping with non-technical tasks, such as data collection and curation, which are vital for training our AI systems. 🧑‍💻

This overwhelming support underscores two critical insights. First, it marks a pivotal moment for the animal rights movement in embracing AI. The animal rights movement has been somewhat slow in adapting to AI advancements since technologies like ChatGPT emerged. Yet, the enthusiastic response to Open Paws shows a significant shift in the movement, as the enormous potential impact of AI for animals is finally being given the recognition it deserves. 💡

Second, it affirms the unique strength of our movement: our people. In the realm of AI, three elements are key to the power of a system: data, computing power, and talent. While we may not rival the computational budgets of industries opposed to our cause any time soon, we can certainly match, if not surpass, them in talent (thanks to our technical volunteer team) and data (thanks to our non-technical volunteer team). 💪

As computing costs decrease, I'm confident that the combined talent and passion of our community will enable us to develop AI systems capable of rivalling those used against animals and their advocates. 🤖

Together, we're forging a new path in the AI revolution, using our unique blend of technology and compassion to champion a world where technology serves as a guardian for every sentient being. 🌱",35,2,0,6mo,1687,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.242Z,2024-01-19T02:28:44.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7153347731896324096,,Text,,"Are U.S.-based vegan businesses and animal rights charities inadvertently limiting their own potential by restricting remote roles to U.S. residents? 🌍

Animal rights charities and vegan businesses both already struggle significantly more with recruitment than other organisations due to the difficulty in finding talent with both passion and expertise in a niche area. Therefore, confining recruitment to less than 5% of the world’s population (the U.S.) seems especially counterproductive for our movement. 🚫

This approach automatically disqualifies over 95% of potential candidates who could be equally, if not more, passionate and skilled. In fact, simple math would suggest your ideal candidate is 20 times more likely to live outside the U.S. than inside it! 📊

The challenges of hiring internationally - navigating legal requirements or managing time zone differences - are often cited as deterrents. However, in 2024, these are not the obstacles they once were. Solutions range from simple contractor agreements to employer-of-record services, making international hiring much less daunting than perceived. 🌐

Additionally, the need for real-time communication as a primary mode of collaboration is becoming less relevant in the digital age. Asynchronous communication methods, supplemented by intelligent scheduling for the occasional synchronous meeting, can effectively bridge any time zone gaps. 💻

It's essential to ask whether there's more beneath the surface of these practical concerns. Could there be an unexamined bias, a belief that talent is region-specific, particularly to the U.S.? Such a mindset overlooks the rich diversity of skills and perspectives that a global workforce can bring, especially in niche sectors. 🤔

For organizations dedicated to animal rights or veganism, embracing a global workforce is not just about inclusivity, it's a strategic decision that could significantly increase your organisation's effectiveness and impact. 🌱

I'd love to hear your thoughts: How can organisations in these specialised fields expand their horizons to truly benefit from the global talent pool? Have you seen effective strategies or examples in this area? 💬",53,7,0,6mo,3268,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.244Z,2024-01-17T11:30:02.058Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7152833352612372480,https://imaa.me/3vxRWPv,Article,,"🌟 ""How can we use AI to achieve animal liberation? I think the limit is just our imagination"" 🌟

I love this quote from Constance Li and highly recommend watching the full video to learn more about how AI can help us all be more effective in helping animals.",14,0,0,6mo,643,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.245Z,2024-01-16T01:26:04.480Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7152249426437128192,,Image,https://media.licdn.com/dms/image/v2/D5622AQH2KtU1AIvx1g/feedshare-shrink_800/feedshare-shrink_800/0/1705157360330?e=1725494400&v=beta&t=4n01zcBhyHTnLge0KFoPMqV9a-qxdG68a8c4tKtMVHw,"Know someone doing Veganuary? I'm giving away access to VEG3's AI for free, so they can use it's chatbot to get free advice, support, recipes and other resources on veganism. It gives advice personalised to each individual and their personal preference to make the transition as easy as possible. Share the code 'VEGANUARY' with them and have them visit https://veg3.ai/ to claim their free month. 🌱",9,0,2,6mo,696,Post,https://www.linkedin.com/in/sam-tucker-vegan/,2024-08-02T22:55:48.246Z,2024-01-14T10:45:45.631Z,,
