baslik,text,label
kopektapar,"""mama lobisi"" diye bir şeyin varlığına ciddi ciddi inanacak kadar düşünme becerisini yitirmiş zihinsel engellilerin ""kısırlaştırılma"" önkoşuluyla kedi, köpek gibi sokaktaki hayvanların yaşam hakkını savunan insanlar için götten uydurdukları bir tanımlama. çevrenizdeki insanlar sokuk sıfatınızı görüp kaldırım değiştiriyor ya da size sırf menfaati için katlanıyor diye başka insanlar aynı sevgisizliği hayvanlara göstermek zorunda değil. hayvan senden daha sevilmeye ve saygı görmeye layık demek ki. ""neden bir hayvan kadar olamıyorum""u sorgulasın bence ""köpektapaylayy"" diye ağlayan ibişler.",0
kopektapar,kedisi de köpeğide aynı bu işin gerçekten sokaklarda fazlalık ve hayvanların farkında olmadan doğal yapısını bozuyorsunuz köyümde gördüğüm kediler kuş avlıyorlar fare yakalıyorlar ama mahallemdeki kediler arabamın önüne koydukları mamaları yiyip üstünede yatıyorlar siz mama vermesenizde emin olun bu hayvanlar ölmeyecek hatta gidip kendi yiyeceklerini bulabilecekler,2
kopektapar,"sokak köpeklerine esas işkenceyi yapan kişi. eşim bir barınağa mama götürür bazen. (sokak köpeklerinin varlığına şiddetle karşı kendisi. ama evet seviyor ve gerçekçi yardımlarda bulunuyor) neyse... barınakta pek kimsenin gelmediği söyleniyor kendisine. hic şaşırmıyorum. ben senede birkaç saat ayırsam, sen, o derken hayvanseven herkes vicdan masturbasyonu yapmayıp gerçek yardimlar yapsa konu buraya gelmezdi. sokaktaki iki avuc mamayla aygır kadar köpeklerin doyacağını düşünmenin neresinde mantık var? hadi insanlar seni hic sevmemis sen de onlari sevmiyorsun. kedileri, kuşları parçalıyorlar. onlar can değil mi? değil di mi? çünkü yalvaran gözlerle bakmıyor onlar. ışte ittapar denilenler sokak köpeklerinin çaresizliğinden beslenenler. it gibi titremek diye bir deyim var, neden hiç düşündünüz mü? çok üşüyorlar ve korkuyorlar anladın mı sen vicdansız hayvansever? götünüzü kaldırıp bir barınağa gidip yardım yapmazsınız. çocuklar ölür, ben nasilsa çocuk yapmayacağım dersiniz, insanlar ölür steril mahallenizde arabanızla işe gidersiniz. sonra köşenizde ağlarsınız yok debrasyondayım, yok bordırlaynım...",0
kopektapar,"köpektapar korkunç bir söylem, hangi güruha atledildi pek ala biliyorum ve bu insanların sadece köpeklere değil tüm canlıların yaşam hakkına saygı duyduklarını düşünüyorum. küçücük bir kız çocuğuna saldırılması elbette cezasız bırakılmaması gereken bir durum ve köpeklerde çocuklara karşı agresyon başlığı altında bir tür davranış bozukluğu olduğu da doğru. peki ne yapılmalı köpekler tamamen katledilmeli mi istenilen bu gibi görünüyor ama yapılması gerekenin kısırlaştırmaların sıklaştırılması olduğu çok açık en azından profesyonel bakarsak bu böyle çünkü sokak hayvanları kontrolsüz ürerler. ayrıca onların dünyalarını işgal ettiğimizin de bilincine varmalıyız. darısı şiddete meyilli insan kısırlaştırmalarına artık diyor ve konuyu bitiriyorum. huzurla yaşamak her canlının hakkı...",2
kopektapar,"bugün sözlükte gözlemlediğim kadarıyla hayvanları seven bir çok insan bu lafı kendi üzerine alıp boş yere tepki gösteriyor kullananlara. şimdi ben hayvanları çok seven birisi olarak, özellikle köpek aşığı birisi olarak üzerime alınmıyorum, alınmadığım gibi bu tiplere karşı mücadele ediyorum. köpek sevmek= köpektaparlık değil ki, kimse bunu kast etmiyor zaten. her ne olursa olsun el kadar bebe köpek tarafından parça parça edilse bile, köpeği savunup bebeğe gebersin diyebilecek kadar kafayı kırmış insanlar var aramızda, onlarla uğraşıyoruz biz, onlara diyoruz bu lafları. sokak köpekleri sorundur diyorum ama sokağımızda iki köpeğe bakıyoruz, sizce bu bir çelişki mi? değil. köpekler yıllar önce veterinere götürüldü yapılması gereken işlemler yapıldı, üreyip bir soruna dönüşmelerine engel olundu. kedilerimiz de var, burası çok sessiz sakin bir yer çocuklar burda kafalarına göre çıkar koşar oynar. köpekler, çocuklar parka doluşunca gidip yatıyorlar çimenlere çocuklar gidene kadar da ayrılmıyorlar oradan, koruyorlar bildiğin. benim yaşadığım yerde sokak hayvanlarının bilinçli bir şekilde bakılıp sorun teşkil etmemeleri sağlanmış diye, insanların evlerine korku içinde girip çıkmalarına ya da sokak hayvanları tarafından saldırıya uğramalarına sessiz mi kalayım? ben sorun yaşamıyorum diye, başkalarının yaşadıkları sorunları görmezden mi geleyim? bu kafayla hiçbir şeyi eleştiremeyiz farkında mısınız acaba? diyelim şu anki hükümete muhalifsin, hayatını olumsuz etkiliyor senin yönetim, ama olumlu etkilenen de çok fazla insan var. şimdi ortada bir sorun kalmamış mı oluyor? örnekleri kafanıza göre çoğaltabilirsiniz. akıl sağlığı yerinde hiç kimse bir hayvanın kafasına kürekle vurularak öldürülmesini istemez. insana direkt zararlı bir hayvanı bile acı içinde ölürken görsem üzülürüm ben. sokak hayvanları sorundur ve çözülmesi gereklidir diyen herkes hayvanlardan nefret falan etmiyor, siz de hayvanları sevdiğiniz için köpektapar değilsiniz böyle basit şeyleri anlamayı da bir zahmet becerin artık, lütfen.",2
evde-kopek-beslemek,"köpekten köpeğe değişebilecek bir durum. sürekli havlayan bir köpeğiniz varsa çok can sıkıcı bir hal alabilir. apartmanda yaşıyorsanız herkese saygılı olmak durumundasınız. kimse sizin köpeğiniz var diye, size sınırlar dışında tahammül etmez. gerçekten bakabileceğiniz zaman sahiplenin. yok 3 ay sonra hayvanı dışarı atacaksanız, hiç bulaşmayın bile. ayrıca köpek sahibi olmakla (ya da birlikte yaşamakla) köpektapar olmak birbirinden tamamen farklı. iyi bir sahip, iyi bir arkadaş olun, ama köpektapar olmayın.",2
basibos-kopek-sorunu,"""sokaklar sahipsiz hayvanların yaşam alanıdır..."" şimdi birşey derdim ama...",2
kopektapar,"sokak kopegi (ya da sahipsiz kopek), organik bir silahtir. ates alir ya da almaz, bu konuda senin yapabilecegin cok bir sey yoktur. onceden bazi insanlar yem vermisse her gordugu insana ""yem verir"" diye gidebilir ve yeteri kadar acsa saldirabilir. defalarca kopek suruleri tarafindan kovalanmis, cevre sakinlerinden ""bizimle duraga kadar gelsene, korkuyoruz kopeklerden"" laflarini surekli isitmis biri olarak sokak kopeklerinin bir sorun oldugunu yillardir goren birisiyim. tamam kopekler oldurulmesin, ama oldurmesin de... sokak kopeklerini besleyenler tatile falan ciktiginda ayni kopekler 3 ay boyunca etrafta ne varsa saldirmaya basliyor. sonra 10-15 kopek bir araya gelip ustunuzde ne varsa parcalayip sizi canli canli yemeye kalkisabiliyor. tanim: dogal dengenin ne oldugundan bihaber olan insanlarin da bulundugu topluluk.",2
kopek,havalarin isinmasiyla birlikte cok sayida tras edilmis kopek goruyorum cevremde. oysa ki kopekler tras edilmediginde gunesten cok daha iyi korunurlar. cilt hastaliklari veya veteriner hekim tavsiye etmedikce tras etmek dogru bir davranis degil. en guzeli duzenli tüy bakımı ve taramak. ayrica tuyleri bir anda kisacik kaldiginda psikolojik olarak da etkileniyorlar. kucuk bir havuz almistik biz bahcede suyla oynamaya bayilirdi bizimki. insan özlüyor. hayatim boyunca tanidigim pek çok insandan daha yakindik. pek çogundan çok özlüyorum.,3
kopektapar,"odtü'de çok var, ve bunların kontrolsüzce yetiştirdiği köpekler kedileri parçalayıp insanlara saldırıyorlar. ne yapılıyor? hiçbir şey. çünkü ""onlar biz yokken de vardı hocam :o""",2
basibos-kopek-sorunu,"çözümü tamamen belediyelerde olan sorundur. kısırlaştırılmayan her köpek olduğu bölgeyi korumak için gruplaşır ve saldırganlaşır. gerekirse ilçelerdeki hayvansever gruplarla birlikte organize olup kontrollü olarak kısırlaştırma¹ operasyonları acilen yapılmalıdır. ¹ kontrollü kısırlaştırma, soyları da tükenmemesi için yapılan kısırlaştırmadır. örneğin bölgede 5 erkek köpek varsa, 4 tanesinin kısırlaştırılıp, 1 tanesinin en azından 1 sene sonrasında kısırlaştırılmasıdır. aynı uygulama dişi köpeklerde de yapıldığında bir çift köpekten senede 70 köpek değil, 7 köpek doğar.",2
kopek,"zavallının önde gidenidir bu ülkede. itilir, kakılır, taşlanır, kovalanır,tiksinilir vs. bir kedi kadar değeri yoktur, oysa ki bir kediden daha fazla insana ihtiyaç duyandır. toplanıp kedi evleri yapıyorlar ama kediler sıcak arabaların üzerine çıkıp ısınıyor, otoparklara iniyor, mağazaların içine girip kenara kıvrılıyor, balkonlara çıkıp orada saklanıyorlar vs. insanlar küçük oldukları için daha fazla görmezden gelebiliyor ve fiziki özellikleri sayesinde de daha fazla saklanacak yer bulabiliyorlar bu karda kışta. bir allah'ın kulundan da duymadım köpek evi yapalım vs diye. oysa ki saklanacak yere en çok ihtiyacı olan onlar. siz bir mağzanın içinde kenara ilişmiş kıvrılmış bir köpek görebildiniz mi? veya bir cafenin içine girmesine izin verilmiş de kenarda uyuyan? kapalı otoparklara sokuyorlar mı köpekleri? arabanın altına sığabiliyor mu köpekler? birinci kattaki evlerin balkonlarına tırmanabiliyorlar mı? yok, bu yetmiyor tekme taş sopa ile kovulup kovalanıyorlar. korkutuyorlar. insanlığımdan utanıyorum zaten böyle insanları görünce ama hayvanseverim diye sadece kedilerle takılan insanları da anlamıyorum gerçekten. bizim siteye kafasını bile uzatmasına izin vermiyorlar sokak köpeklerinin ama herkes kedilerle yuvarlanıp kalkıyor. ben de kedilere minik bahçemizde kuru yer sağlıyorum, kovmuyorum, köpeğimi oyalıyorum dışarı çıkmasın da onları korkutmasın diye ama dışarı çıkınca da köpeklere kulube yapmaya calisiyorum (strafordan yapabilirsiniz-var olan kulubeleri musamba ile sarip kapilarini kucultebilirsiniz sıcak iceride kalsin diye vb), kalan ekmekleri kuşlara koyuyorum yesinler diye , açıktaki bir köpeği akşam soğukta donmasın diye peşime takıp da bir gecelik bile olsa karda kalmasın diye veterinere götürmeyi düşünebiliyorum. çok mu zor yani bir köpekten tiksinmemek.üşüyen bir köpeği sıcak bir yere götürmek? azıcık başını okşamak.",2
basibos-kopek-sorunu,"ülkeyi hindistan'a çeviren sorun. her yerde hayvan sürüleri ve dışkıları var. belediyeler kanun var diye bir şey yapamıyor. yapabilecekleri şeyleri de oy kaygısı sebebiyle yapmıyorlar. bir kanuna bakacak işi hâlledebilecek güçte olanlar konuyla ilgili birkaç açıklama yapsa da resmî bir şey yapılmadığı için sonuç da alınamıyor. hem hayvanserver olduğunu iddia eden insansevmezlerden oy kaybı olmuyor hem de bizim gibi bu sorunu yaşayan insanlara hadi bir umut belki çözülür hissi veriliyor. ne diyeyim ki bu ülkede kuduzdan insanlar ölüyor. en riskli ülkeler sıralamasında para odaklıyız evet. e birkaç psikolojisi bozuk ama sesi çok çıkan insanın elinde oyuncak olunmuş. gerçekten bunaldım. tüm gün kapalı alanda olduğum için iş çıkışı yürümeyi seviyorum ama o bile burnumdan geliyor. en basitinden bu akşam servisin bıraktığı yere çok yakın üç tane, büyük köpeklerden oluşan bir çete vardı. yetişemezler diye hızlı hızlı yürüdüm. yürüyen merdivenlerden tam çıkarken bir baktım biri küçük ikisi büyük başka sokak köpekleri. yürüyen merdiven olduğu için insem nereye inmeye çalışacağım. çıkıp hemen yana doğru gidip geri mi insem dedim ama bu sefer de mecbur bir şekilde çıkmak zorundayım oradan. hayvanlar da sabit durmuyor bir oraya bir buraya gidiyor deli gibi. korka korka geçtim. geçen sene oraya yakın otobüs durağındaki insanlara saldıran köpekleri görmüştüm. gerçekten insanlar resmen esir alındılar. bir tane kadının üstüne de çok kötü geldi en irisi. belediye de resmen istiyor ki köpeği tutup getirelim onlara. siz ne işe yarıyorsunuz o zaman? fotoğraf, video kayıtları bile ikna edemiyor kendilerini. bu kadar korkak insanlar siyasete atılmamalı. özel araçlarınızdan, evlerinizden çıkın da sokakların hâlini görün. belki biraz utanırsınız. mesela bizim sokakta çok fazla kişinin evinde köpeği var. köpeklerini gezdirmeye çıkarken sopayla çıkmak zorunda kalan insanlar görüyorum. yollardaki köpek dışkıları, bunlara basan insanlar vs. bunlar da bambaşka konular. görme engelli insanlar umarım bu konuda zorluk yaşamıyordur. market raflarında, dolaplarında hayvanlar geziyor. kafelerin masalarında kediler geziyor. arabanın üstünde oturan köpekler gördüm ben. bazı sokaklara zaten girilmiyor. ben merkezde oturuyorum, bir şey olsa gelen olur ama tenha yerlerde oturan insanlar da var. küçük çocukların başına sürekli olaylar geliyor. çocuk ölse bile yine bazıları tarafından suçlanıyor ki haber sunan biri bile yaptı bunu. kimlerden ne darbe yediniz bilemem ama bunun sorumlusu masum insanlar değil. patili dostlarınızı alın evinizde besleyin. buna kimse bir şey demiyor. sizler hayvan seven insanları da hayvanlardan soğutacak derecede itici davranışlar içindesiniz ve ne yazık ki kendinizin farkında değilsiniz. empati size uzak bir kavram. bazılarınızın belli ki canı yanmadıkça bazı şeyleri anlaması mümkün değil.",2
kopektapar,"bu iğrenç ve saçma sözcüğü kullanarak aslında başka bir yere yönlendirmek istediğiniz nefretinizi köpek sevgisinin suyunu çıkaran insanlara yansıtıyorsunuz. evet hayvanseverlikten ziyade takıntı haline getiren ve başka insanların çeşitli haklarını ihlal eden insanlar var. bu ""köpektapar"" gibi saçma sapan bir terim uydurmak için yeterli mi? böyle sorunlu insanlardan ziyade insanlığı doğadan haksız derecede üstün kılan, insanların doğada yarattığı tahribatı haklı bulan, plansız kentleşmenin ekosistemin içine etmesini hiç sorgulamayan insanlara da ben şu an ""insantapar"" diyorum. buyrun. hangi dine inanıyorsunuz? islam mı? buyrun şirk içerisindesiniz o zaman. hatta kendi inancınıza göre allah'ın yarattığı doğaya sahip çıkmayarak ek günaha giriyorsunuz. sokak köpekleri çok büyük bir sorun. hatta insanların sahiplendiği diğer köpekler için de büyük bir tehdit. ama bu canlıların da hayati haklarını kollamadan sunulan önerilerin hepsi katliamdır ve hiçbir din veya ideolojide, hiçbir değerler sisteminde kabul edilemez. eğer insanlar bu hayvanları öldürmelidir diye düşünüyorsanız ya kendinizi doğanın efendisi olarak görüp tanrısal bir sıfat yüklüyorsunuz, ya da kibiriniz haddini aşmış. tanım: insanlara güvenini bir nedenle yitirmiş ve büyük ihtimalle bu nedenden köpeklere sağlıksız bir sevgi besleyen insanlara takılan aşağılayıcı sıfat. genelde hayattan beklediğini alamamış, nefretten beslenen ve bu nefretlerini diğer insanlara yönlendiren zavallı insanlar tarafından kullanılır. bu arada seviyesiz bir şekilde konuşacaksanız hiç yeşillendirmeyin, lafını esirgeyen bir insan değilim.",0
kopektapar,"köpekleri insanlardan hatta dünyadaki bütün canlılardan daha değerli gören psikolojisi bozuk insan. herhangi bir köpektaparla yaşamanız olası bir diyalog: normal insan: yolda yürürken başı boş köpekler saldırıyor bunların barınağa alınması lazım. köpektapar: bu dünya sadece insanların değil, sadece insan odaklı düşünmeyin. normal insan: köpekler sokak kedilerini öldürülüyor, ormandaki başı boş köpekler doğal türleri yok ediyor. ayrıca her yıl binlerce fare, böcek, inek, koyun v.s çeşitli sebeplerle insanlar tarafından öldürülüyor. onlara niye aynı tepkiyi vermiyorsunuz? köpektapar: onlarla köpekler bir mi? köpekler daha değerli. normal insan: köpeği daha değerli yapan nedir? köpektapar: insana yakın olması. normal insan: hani insan odaklı düşünmüyordunuz? köpektapar: sus hayvan düşmanı.",0
kopektapar,"burda nefret söylemi yapan beyinsiz ve merhamet yoksunluğu çekenlerden farklı olduğu için mutludur. çünkü bilir ki; köpekler, 13.8 milyar insana sahip bir dünyada bazen en sadık dost , en iyi sırdaş , en masum sevgi ve daha sayısız sayamayacağım güzellikle dünyaya gelirler. tek bekledikleri sevgi. bazen gerçekten insanlardan çok iğreniyorum. özellikle burda köpekler ve diğer hayvanlardan nefret edenlerden..",0
kopektapar,"bunun bir de keditapar versiyonu var. evinde muhtemelen kedi yoktur, varsa da en cinslerindendir; lakin sokakta kedi beslemeye bayılırlar. gelelim başlıktaki mevzuya. bu insanlar kanaatimce iflah olamazlar ve ülkenin nerdeyse her tarafını köpek terörüyle terbiye etmeye ant içmişler. tüm hayvanları çok sevdiğini iddia eden şahsım için, evcilleştirme süreci başarıyla tamamlanmış bu canlıların yeri artık dağ, taş, bayır, sokak değil biz insanların yanı olduğudur. hele hele köpek gibi ebat itibari ile insana zarar verecek bir canlının sokaklarda başıboş gezmesi ülkemiz için övünülecek bir durum değil, aksine hindistan’dan hallice bir kültüre sahip olduğumuz için. yeri geldiğinde batı kültürünü referans alan insanlarımız, iş kedi köpeğin sokaklarda barınmasına geldiğinde neden üç maymunu oynuyor acaba? çoğu batı ülkesinde bırakın köpeği sokakta kedi göremezsiniz. demem o ki, ülkemiz 40 yılı aşkın süredir pkk terörüyle nispeten belli bölgede mücadele ederken, bizlerin bu tiplere karşı tüm yurt sathında mücadelesi zorlu ve meşakkatli olacaktır hiç şüphesiz…",2
basibos-kopek-sorunu,"son video yeni mi bilmiyorum ama şundan eminim. bu arkadaş koyunlarını korumak için o köpekleri vursaydı, ortalık yıkılırdı muhtemelen. yok cani yok bilmem ne. adam net bir soru soruyor. sizin hayvan hakkınız sadece köpeklere mi var? koyun kuzu hayvan değil mi?",2
kopek,"sabah bunlardan bizim sitenin bahçesinde (yarı sokak hayvanı) yaşayan ve kulağı küpelilerden (aşılı) birine işe giderken selam verdim. ""pişşt kız"" yaptım ve sevincinden üstüme zıpladı. kendisiyle baya baya bir sevgi mücadelesi verdik. allah'ım, kendini kedi gibi gördü ki, koca boyuna rağmen üstüme atlamaya, küçük sevgi ısırıkları atmaya çalıştı. yirim ben onu. beni sitenin kapısına kadar da takip etti. bu evsiz barksız hayvanlar bu kadar sevgi doluyken evi olan insanın bu kadar nefretle dolmasına inanamıyorum. zarar vermeyin şu canlılara artık.",3
basibos-kopek-sorunu,"samimiyetiyle sokak köpeklerini seven insanların görmek istemediği ama gerçekte olan, hem bu hayvanların hem de şehirlerde yaşayan insanların yaşadığı şeyler şunlar; 1- köpekler sokaklarda genellikle çöplerden besleniyor. bu da tam bir bakteri ve mikrop yuvası bir yerden beslenmek demek. bebek bezlerinin, çürümüş meyve, sebze ve yemeklerin olduğu bir yerden bahsediyoruz. siz, vicdanınızla kendinizce doğru olduğunu düşünerek onları sokaklarda tutmaya çalışıp, geceleri yataklarınızda rahatça uyurken, aslında onları, normal hayat sürelerinin altında kalitesiz bir hayata, hastalıklar ve acılar içinde bir ölüme mahkum ediyorsunuz. mevcut köpeklerin üremesini de engelleyemediğimiz, köpeklerin de bunları akıl edip böyle bir dünyaya çocuk getirmek istemiyorum diyemeyecekleri için, daha doğmamış köpeklerin bile kaderi şimdiden belli. barınak diyecekler için de mevcut köpek sayısının barınaklarda uygun koşullarda bakılabilecek popülasyonu kat be kat aştığını söyleyelim. 2- doğada şimdiye kadar hep dengeler olagelmiştir. bu dengeyi bozan en temel ırk insanoğludur. ancak insanlar dengeyi bozuyor diye bir diğer dengesizliği savunmamalıyız. insan harici diğer canlılar temel besin kaynaklarını kendi elleriyle üretemedikleri için, sayıları gereğinden çoğalırsa besin kıtlığından yine eski sayılarına dönerler. biz köpek diye aslında doğada da olmayan yarı yırtıcı bir hayvanı, kendi inisiyatifimizle çoğaltıyoruz. bunları da doğal olmayan yollarla dışarıdan besliyoruz. bu hayvanları sokaklarda çoğaltarak, bu hayvanların kedi, kuş ve diğer hayvanlara verdiği zararlardan da mesul oluyoruz. bu durum kediler için de geçerli. belirli bir sayının üstündeki kedi popülasyonu da kuş ve diğer hayvanların yok olmasına sebep olacağı için sokak kedilerinin de sayısını sınırlamak gerekiyor. kuşlar ve doğadaki diğer memeli hayvanların sayısının azalması vahşi yaşamı ve doğal döngüleri etkileyen bir durum. sokaklarda köpek ve kedileri besleyerek bu doğal döngüye müdahale edip yaban hayatına zarar veriyoruz. 3- bu hayvanlar çeteleşerek rahat yiyecek buldukları alanları işgal edip bu alanı sürekli korumak istiyorlar. dolayısıyla parklara, çocuk oyun alanlarına bıraktığınız her bir yiyecek onların bu alanları kullanmak için giren her bir canlıyı potansiyel tehdit olarak görmesine sebep oluyor. kısırlaştırılmaları saldırgan olmalarını engellemiyor. fiziksel olarak küçük oldukları için de çocukları baş edilebilir bir tehdit olarak algılıyorlar. saldırdıkları çocuk ve yetişkinlerde, kuduz vb. bulaşıcı hastalıklar, travma ve sakat bırakıcı veya ölümcül yaralama gibi bir çok sıkıntıya sebep oluyorlar. 4- bu hayvanlar kendi alanlarına diğer köpek veya köpek grubunun da girmesini istemediği için kendi aralarında da ciddi sayıda yaralamalı veya ölümcül kavgaya girişiyorlar. topallayan köpeklerin veya diğer köpek yaralanmalarının temel sebeplerinden biri de bu kavgalarda aldıkları darbeler. az da olsa insan eziyeti de buna sebep ancak sayı arttıkça kendi aralarındaki kavgaların da artması kaçınılmaz. 5- hayvanların yaşam alanı şehirler olunca tabi trafikte de hayvanların zarar görmesi kaçınılmaz oluyor. oluşan trafik kazalarından hem insanlar hem de bu hayvanlar zarar görüyor. 6- medeni bir şehirde insanlar çocuklarını rahatça sokakta oynatabilmeli, insanlar bir sokaktan rahatça korkmadan geçebilmeli. bisiklet, motosiklet sürücüleri, engelli bireyler korkusuzca sokağa çıkabilmeli. amaç, bu rahatlığa engel olan her ne ise (insan, köpek, kedi vs.) sokaklardan ve şehirlerden bir şekilde uzaklaştırmak olmalı. çetelerin veya mafyanın olduğu bir mahalleye giremediğimiz zaman devlet önünde sonunda o mahalleyi bir şekilde temizliyor ancak köpek çeteleri tüm şehirde. hayvan severlerden gelen ve gelecek olumsuz tepkilerden dolayı da devlet yetkilileri bu duruma müdahale etmiyor. kısacası köpeklerin sokaklarda olması hem kendilerine hem diğer hayvanlara hem de insanlara zarar. köpekten korkup anlık refleksle yola atlayıp kaza geçiren bir çok insanımız bu çözümsüzlüğün kurbanı. hayvan severlerin takkeyi önüne koyup bir kez daha düşünmesi gerekiyor.",2
basibos-kopek-sorunu,ittapar tayfadan yıldım artık. dertleri sokak hayvanları falan değil ha. hayatta amacı olmayan sıfır sosyallikle yaşamaya çalışan tatlı su hümanistlerinin ben burdayım beni de görün dışavurumu.,2
kopek,"son zamanlarda beni iyice hislendiren hayvanlar. bir insanın kayıp ilanını gördüğümde içimden ""tecavüz etmiş olmasalar bari"" diye geçirirdim hep. demin istanbul'da kaybolmuş bir beagle'ın ilanını gördüm ve içimden aynı şeyi geçirdiğimi farkettim: ""tecavüz etmiş olmasalar bari"". (bkz: tecavüze uğrayan köpeğin ağlaması) (bkz: dünyanın iğrenç bir yer olması)",2
kopektapar,"buyrun benim. ek olarak (bkz: keditapar) (bkz: kuştapar) (bkz: ağaçtapar) (bkz: doğatapar) buradaki yazarların birçoğu için insan tabiri kullanıyorsa varsın benim adım da bunlardan biri olsun çok da fifi. cahillik ölüm sebebi olsa son entrysinden sonra can verecek bu kadar insan ekşiye nasıl doldu acaba. vay efendim neden köpektaparlar barınaklara gitmiyormuş, bak onun karısı gidiyormuş. hangi barınakmış acaba o. birşeyi savunacaksınız bari açın da bi araştırın. bu ülkede hayvanseverler barınaklara hep girmek istediler. ülkenin önde gelen dernekleri ve aktivist gruplar belediyelere işbirliğini, gönüllü iş gücünü hep teklif etti. kapılara kilitler vuruldu, tomalarla insanlar püskürtüldü. düşünsene ücretsiz gelip bok temizleyecek insanı neden istemezsin? çünkü bir şekilde kaçak girilen her barınakta açlıktan birbirini yiyen köpekler, kendi dışkısı üstünde yatan hasta köpekler, zehirler, toplu mezarlar ve kokuşmuş cesetler görüldü. bunlar medyaya yansıyan şeyler. hayvanseverler barınaklara gitmiyor da bunlar nasıl ortaya çıktı acaba? (bkz: elazığ barınağı) (bkz: ordu barınağı) (bkz: beykoz barınağı) (bkz: diyarbakır barınağı) (bkz: konya barınağı) ve birçoğu... mesela günlerdir keçiören barınağı önünde bekleyen insanlar var. savunduğunuz şeyle alakalı kurgular içine girip, yalanlar söyleyince daha inanılır olmuyorsunuz. sadece savunduğunuz şeyin saçmalığını örtmek için yalana ihtiyacınız olduğunu gösteriyorsunuz. bu canlar üzerinden saçma sapan kurgulara ve yalana başvuran kim varsa iftirayla sınanmaları dileğiyle.",0
basibos-kopek-sorunu,o başıboş köpekler toplanıp sana saldırsın ayakların neticene değip koştuğunda anlarsın o zaman ne kadar sorun edilmesi gerektiğini. bu ülkenin en büyük sorunlarından biridir buna hala sorun değil diyen varsa psikolojik bir tedavi alsın.,2
basibos-kopek-sorunu,bir an önce insanlara bırakılmadan halledilmelidir. ittaparlar konuyu diğer hayvanları da katarak insanları konudan uzaklaştırmak istiyor. gece şehir içinde parkta hatta sokakta dolaşılamayacak şekilde yaşamak saçma bir durum.,2
basibos-kopek-sorunu,kanun orada durdukça bir şey çözülmez. sayıları insan sayısı olana kadar durum bu.,2
kopek,"evim müsait olsa besleyeceğim tek hayvandır. ev içinde beslemem çünkü hayvana eziyet olarak görüyorum bu durumu. en güzeli köy yerinde. hayvan özgür, kısıtlaması yok.",2
kopek,"baktigi öz cocuguna acimasizca siddet uygulayan musveddelerin yasadigi ulkede, gordukleri iskence -maalesef- golgede kalacak olan hayvandir. baslik ve icerigi okudugumda yillar once yasadigim, hatirlamak istemedigim bir ani canlandi gozumde. verilen örnekte -hic degilse- disari cikarilan kopekler var. kibris'ta yasadigimiz yillarda mustakil bir evde oturuyorduk. hemen yanibasimizda meyve agaclarin oldugu kucuk bir arsa vardi. bir gun oradan aci aci seslerin geldigini işittim. cekinerek de olsa sesin geldigi yöne dogru yöneldim. gördügüm manzara inanilir gibi degildi. bir adet icerisinde su bile olmayan kafesin (evet bildigin kafes) icinde, derisi kemiklerine yapismis bir kopekti gordugum. dusunebiliyor musunuz, kibris sicaginda su bile yoktu orada!! elimi kafesten sokarak dokunmaya calistim once ona. deli gibi yaladi elimi yavrucagiz.. sonra sinirden deliye dönmüş bicimde, aglaya aglaya eve dönerek ona yiyecek bir seyler hazirlayip su ile birlikte kafese geri döndüm. o dakika kafesin kilitli olmadigini farkettim ve yemegi verdim. abartmiyorum 10 saniye sonra yiyecek poseti agzindaydi havvancagizin. o denli açti. kac zamandir oradaydi ki!!..akabinde bir muhatap aradim, kopegin sahiplerini bulma umidiyle karsisindaki eve girdim ama kimse sahiplenmiyordu. bir adam, oglunun av merakindan ve sorumsuzlugundan dem vurdu filan.. o an hayatimda hic yapmadigim bir sey cereyan etti aklimda. evet kopegi serbest biraktim..birilerini basima peydah etme riskine ragmen..ama buna degerdi. kimsenin hele de kendi zevki icin bir canliyi bu denli harcamaya hakki yok(!) onlar bizim dostumuz, can yoldaşimiz. hicbir zaman haklarini teslim edemedigimiz.. bir zamanlar bize yarenlik etsin diye evcillestirip yasamimiza dahil edip sonra yalniz biraktigimiz.. bir çene darbesiyle bizi un ufak edebilecekken bunu yapmayacak denli baglilarken ustelik..",2
kopektapar,doğal sistemde kendilerini köpekler ile aynı sınıfta ve aynı beslenme zincirinde olduğunu düşündüğünden dolayı içgüdüsel olarak köpeklerle doğal rekabet içinde olduğundan onların yok edilmesini isteyen evrimini tamamlayamamış insansıların hayvanseverlere takmış olduğu lakap.,0
kopek,"""moskova'da sokak köpekleri tek başlarına metroyla seyahat edebiliyorsa; istanbul'da da toplu taşıma araçlarına sahipleriyle beraber evcil köpekler seyahat edebilsin."" diyenlerin imzalarını bekliyorlar. haber :",2
