Entity,Code,Year,"Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals"
Europe (FAO),,1985,146998000
Europe (FAO),,1986,160560000
Europe (FAO),,1987,171211000
Europe (FAO),,1988,179187000
Europe (FAO),,1989,192396000
Europe (FAO),,1990,213301000
Europe (FAO),,1991,216731000
Europe (FAO),,1992,225571000
Europe (FAO),,1993,227919000
Europe (FAO),,1994,238104000
Europe (FAO),,1995,260392000
Europe (FAO),,1996,264639000
Europe (FAO),,1997,269910000
Europe (FAO),,1998,276767000
Europe (FAO),,1999,268244000
Europe (FAO),,2000,275890000
Europe (FAO),,2001,274683000
Europe (FAO),,2002,275741000
Europe (FAO),,2003,248299000
Europe (FAO),,2004,249640000
Europe (FAO),,2005,237574000
Europe (FAO),,2006,219549000
Europe (FAO),,2007,227886000
Europe (FAO),,2008,227426000
Europe (FAO),,2009,221103000
Europe (FAO),,2010,216122000
Europe (FAO),,2011,217309000
Europe (FAO),,2012,221742000
Europe (FAO),,2013,211259000
Europe (FAO),,2014,217600000
Europe (FAO),,2015,224938000
Europe (FAO),,2016,233203000
Europe (FAO),,2017,222078000
Europe (FAO),,2018,206689000
Europe (FAO),,2019,207666000
Europe (FAO),,2020,210925000
Europe (FAO),,2021,192365000
European Union (27),,1961,17325000
European Union (27),,1962,17709000
European Union (27),,1963,19094000
European Union (27),,1964,19650000
European Union (27),,1965,20230000
European Union (27),,1966,20834000
European Union (27),,1967,23525000
European Union (27),,1968,23928000
European Union (27),,1969,26322000
European Union (27),,1970,32053000
European Union (27),,1971,38496000
European Union (27),,1972,42508000
European Union (27),,1973,56931000
European Union (27),,1974,60861000
European Union (27),,1975,58218000
European Union (27),,1976,65527000
European Union (27),,1977,74008000
European Union (27),,1978,79325000
European Union (27),,1979,91839000
European Union (27),,1980,98943000
European Union (27),,1981,98156000
European Union (27),,1982,102952000
European Union (27),,1983,109607000
European Union (27),,1984,104272000
European Union (27),,1985,110884000
European Union (27),,1986,121406000
European Union (27),,1987,131230000
European Union (27),,1988,138583000
European Union (27),,1989,149908000
European Union (27),,1990,171529000
European Union (27),,1991,175101000
European Union (27),,1992,181915000
European Union (27),,1993,185557000
European Union (27),,1994,196242000
European Union (27),,1995,214000000
European Union (27),,1996,218621000
European Union (27),,1997,228285000
European Union (27),,1998,236810000
European Union (27),,1999,232622000
European Union (27),,2000,244059000
European Union (27),,2001,243858000
European Union (27),,2002,247691000
European Union (27),,2003,221983000
European Union (27),,2004,223288000
European Union (27),,2005,212714000
European Union (27),,2006,198643000
European Union (27),,2007,208989000
European Union (27),,2008,208504000
European Union (27),,2009,201226000
European Union (27),,2010,196817000
European Union (27),,2011,196504000
European Union (27),,2012,199514000
European Union (27),,2013,189871000
European Union (27),,2014,197873000
European Union (27),,2015,203246000
European Union (27),,2016,213389000
European Union (27),,2017,203511000
European Union (27),,2018,186560000
European Union (27),,2019,186114000
European Union (27),,2020,186629000
European Union (27),,2021,173547000
European Union (27) (FAO),,1961,17675000
European Union (27) (FAO),,1962,18058000
European Union (27) (FAO),,1963,19412000
European Union (27) (FAO),,1964,19997000
European Union (27) (FAO),,1965,20567000
European Union (27) (FAO),,1966,21203000
European Union (27) (FAO),,1967,24207000
European Union (27) (FAO),,1968,24949000
European Union (27) (FAO),,1969,27744000
European Union (27) (FAO),,1970,33731000
European Union (27) (FAO),,1971,40247000
European Union (27) (FAO),,1972,44200000
European Union (27) (FAO),,1973,59030000
European Union (27) (FAO),,1974,63241000
European Union (27) (FAO),,1975,60674000
European Union (27) (FAO),,1976,67673000
European Union (27) (FAO),,1977,76265000
European Union (27) (FAO),,1978,81340000
European Union (27) (FAO),,1979,94102000
European Union (27) (FAO),,1980,101289000
European Union (27) (FAO),,1981,100105000
European Union (27) (FAO),,1982,105166000
European Union (27) (FAO),,1983,112007000
European Union (27) (FAO),,1984,106752000
European Union (27) (FAO),,1985,113304000
European Union (27) (FAO),,1986,123786000
European Union (27) (FAO),,1987,133438000
European Union (27) (FAO),,1988,140222000
European Union (27) (FAO),,1989,151409000
European Union (27) (FAO),,1990,173038000
European Union (27) (FAO),,1991,176623000
European Union (27) (FAO),,1992,183575000
European Union (27) (FAO),,1993,187241000
European Union (27) (FAO),,1994,197582000
European Union (27) (FAO),,1995,215736000
European Union (27) (FAO),,1996,220746000
European Union (27) (FAO),,1997,229272000
European Union (27) (FAO),,1998,238195000
European Union (27) (FAO),,1999,234392000
European Union (27) (FAO),,2000,244059000
European Union (27) (FAO),,2001,243858000
European Union (27) (FAO),,2002,247691000
European Union (27) (FAO),,2003,221982000
European Union (27) (FAO),,2004,223288000
European Union (27) (FAO),,2005,212714000
European Union (27) (FAO),,2006,198642000
European Union (27) (FAO),,2007,208989000
European Union (27) (FAO),,2008,208504000
European Union (27) (FAO),,2009,201226000
European Union (27) (FAO),,2010,196817000
European Union (27) (FAO),,2011,196504000
European Union (27) (FAO),,2012,199513000
European Union (27) (FAO),,2013,189870000
European Union (27) (FAO),,2014,197872000
European Union (27) (FAO),,2015,203247000
European Union (27) (FAO),,2016,213388000
European Union (27) (FAO),,2017,203510000
European Union (27) (FAO),,2018,187624000
European Union (27) (FAO),,2019,187455000
European Union (27) (FAO),,2020,190355000
European Union (27) (FAO),,2021,176216000
Fiji,FJI,1961,1000
Fiji,FJI,1962,1000
Fiji,FJI,1963,2000
Fiji,FJI,1964,3000
Fiji,FJI,1965,4000
Fiji,FJI,1966,5000
Fiji,FJI,1967,8000
Fiji,FJI,1968,11000
Fiji,FJI,1969,13000
Fiji,FJI,1970,15000
Fiji,FJI,1971,16000
Fiji,FJI,1972,17000
Fiji,FJI,1973,19000
Fiji,FJI,1974,21000
Fiji,FJI,1975,22000
Fiji,FJI,1976,23000
Fiji,FJI,1977,25000
Fiji,FJI,1978,26000
Fiji,FJI,1979,27000
Fiji,FJI,1980,28000
Fiji,FJI,1981,29000
Fiji,FJI,1982,30000
Fiji,FJI,1983,31000
Fiji,FJI,1984,32000
Fiji,FJI,1985,35000
Fiji,FJI,1986,37000
Fiji,FJI,1987,37000
Fiji,FJI,1988,40000
Fiji,FJI,1989,40000
Fiji,FJI,1990,45000
Fiji,FJI,1991,47000
Fiji,FJI,1992,45000
Fiji,FJI,1993,46000
Fiji,FJI,1994,48000
Fiji,FJI,1995,50000
Fiji,FJI,1996,50000
Fiji,FJI,1997,50000
Fiji,FJI,1998,53000
Fiji,FJI,1999,53000
Fiji,FJI,2000,57000
Fiji,FJI,2001,57000
Fiji,FJI,2002,57000
Fiji,FJI,2003,57000
Fiji,FJI,2004,57000
Fiji,FJI,2005,60000
Fiji,FJI,2006,60000
Fiji,FJI,2007,65000
Fiji,FJI,2008,65000
Fiji,FJI,2009,65000
Fiji,FJI,2010,68000
Fiji,FJI,2011,68000
Fiji,FJI,2012,68000
Fiji,FJI,2013,67000
Fiji,FJI,2014,66000
Fiji,FJI,2015,66000
Fiji,FJI,2016,68000
Fiji,FJI,2017,69000
Fiji,FJI,2018,68000
Fiji,FJI,2019,69000
Fiji,FJI,2020,70000
Fiji,FJI,2021,71000
Finland,FIN,1989,500000
Finland,FIN,1990,500000
Finland,FIN,1991,500000
Finland,FIN,1992,500000
Finland,FIN,1993,500000
Finland,FIN,1994,500000
Finland,FIN,1995,500000
Finland,FIN,1996,500000
Finland,FIN,1997,500000
Finland,FIN,1998,500000
Finland,FIN,1999,500000
Finland,FIN,2000,748000
Finland,FIN,2001,1165000
Finland,FIN,2002,1521000
Finland,FIN,2003,1761000
Finland,FIN,2004,1709000
Finland,FIN,2005,1596000
Finland,FIN,2006,1478000
Finland,FIN,2007,1333000
Finland,FIN,2008,1156000
Finland,FIN,2009,937000
Finland,FIN,2010,935000
Finland,FIN,2011,873000
Finland,FIN,2012,874000
Finland,FIN,2013,776000
Finland,FIN,2014,794000
Finland,FIN,2015,795000
Finland,FIN,2016,847000
Finland,FIN,2017,838000
Finland,FIN,2018,859000
Finland,FIN,2019,852000
Finland,FIN,2020,862000
Finland,FIN,2021,878000
France,FRA,1961,10500000
France,FRA,1962,10500000
France,FRA,1963,10500000
France,FRA,1964,10500000
France,FRA,1965,10500000
France,FRA,1966,10600000
France,FRA,1967,10925000
France,FRA,1968,11000000
France,FRA,1969,12837000
France,FRA,1970,13584000
France,FRA,1971,13904000
France,FRA,1972,15267000
France,FRA,1973,26284000
France,FRA,1974,29062000
France,FRA,1975,25820000
France,FRA,1976,30470000
France,FRA,1977,32600000
France,FRA,1978,35105000
France,FRA,1979,43300000
France,FRA,1980,47000000
France,FRA,1981,44000000
France,FRA,1982,47000000
France,FRA,1983,50000000
France,FRA,1984,45048000
France,FRA,1985,49629000
France,FRA,1986,57314000
France,FRA,1987,64219000
France,FRA,1988,68047000
France,FRA,1989,74557000
France,FRA,1990,82700000
France,FRA,1991,83319000
France,FRA,1992,89387000
France,FRA,1993,93561000
France,FRA,1994,100711000
France,FRA,1995,107782000
France,FRA,1996,110813000
France,FRA,1997,117343000
France,FRA,1998,120493000
France,FRA,1999,114269000
France,FRA,2000,121853000
France,FRA,2001,120399000
France,FRA,2002,106767000
France,FRA,2003,99778000
France,FRA,2004,94975000
France,FRA,2005,86420000
France,FRA,2006,76052000
France,FRA,2007,79488000
France,FRA,2008,67739000
France,FRA,2009,63248000
France,FRA,2010,59436000
France,FRA,2011,57548000
France,FRA,2012,52942000
France,FRA,2013,46688000
France,FRA,2014,51250000
France,FRA,2015,48892000
France,FRA,2016,52372000
France,FRA,2017,49334000
France,FRA,2018,41249000
France,FRA,2019,39333000
France,FRA,2020,39087000
France,FRA,2021,35717000
Georgia,GEO,2015,0
Georgia,GEO,2016,34000
Georgia,GEO,2017,25000
Georgia,GEO,2018,25000
Georgia,GEO,2019,25000
Georgia,GEO,2020,34000
Georgia,GEO,2021,25000
Germany,DEU,1961,800000
Germany,DEU,1962,800000
Germany,DEU,1963,950000
Germany,DEU,1964,1000000
Germany,DEU,1965,1000000
Germany,DEU,1966,1300000
Germany,DEU,1967,1500000
Germany,DEU,1968,1500000
Germany,DEU,1969,1650000
Germany,DEU,1970,1900000
Germany,DEU,1971,2000000
Germany,DEU,1972,2000000
Germany,DEU,1973,2000000
Germany,DEU,1974,2000000
Germany,DEU,1975,2000000
Germany,DEU,1976,2200000
Germany,DEU,1977,3000000
Germany,DEU,1978,3800000
Germany,DEU,1979,3900000
Germany,DEU,1980,4100000
Germany,DEU,1981,4330000
Germany,DEU,1982,4947000
Germany,DEU,1983,4770000
Germany,DEU,1984,5500000
Germany,DEU,1985,6000000
Germany,DEU,1986,7500000
Germany,DEU,1987,8000000
Germany,DEU,1988,9500000
Germany,DEU,1989,10000000
Germany,DEU,1990,15000000
Germany,DEU,1991,18000000
Germany,DEU,1992,20000000
Germany,DEU,1993,21180000
Germany,DEU,1994,22825000
Germany,DEU,1995,25300000
Germany,DEU,1996,24500000
Germany,DEU,1997,28600000
Germany,DEU,1998,30000000
Germany,DEU,1999,31700000
Germany,DEU,2000,34300000
Germany,DEU,2001,39000000
Germany,DEU,2002,42000000
Germany,DEU,2003,41500000
Germany,DEU,2004,44000000
Germany,DEU,2005,43000000
Germany,DEU,2006,43000000
Germany,DEU,2007,43000000
Germany,DEU,2008,50000000
Germany,DEU,2009,50200000
Germany,DEU,2010,38156000
Germany,DEU,2011,37843000
Germany,DEU,2012,37692000
Germany,DEU,2013,36689000
Germany,DEU,2014,37070000
Germany,DEU,2015,36517000
Germany,DEU,2016,37366000
Germany,DEU,2017,35133000
Germany,DEU,2018,35317000
Germany,DEU,2019,34227000
Germany,DEU,2020,34901000
Germany,DEU,2021,33170000
Greece,GRC,1961,545000
Greece,GRC,1962,555000
Greece,GRC,1963,568000
Greece,GRC,1964,488000
Greece,GRC,1965,591000
Greece,GRC,1966,469000
Greece,GRC,1967,565000
Greece,GRC,1968,578000
Greece,GRC,1969,506000
Greece,GRC,1970,372000
Greece,GRC,1971,400000
Greece,GRC,1972,405000
Greece,GRC,1973,415000
Greece,GRC,1974,430000
Greece,GRC,1975,440000
Greece,GRC,1976,450000
Greece,GRC,1977,600000
Greece,GRC,1978,630000
Greece,GRC,1979,640000
Greece,GRC,1980,655000
Greece,GRC,1981,665000
Greece,GRC,1982,680000
Greece,GRC,1983,690000
Greece,GRC,1984,700000
Greece,GRC,1985,715000
Greece,GRC,1986,725000
Greece,GRC,1987,740000
Greece,GRC,1988,750000
Greece,GRC,1989,760000
Greece,GRC,1990,760000
Greece,GRC,1991,650000
Greece,GRC,1992,550000
Greece,GRC,1993,600000
Greece,GRC,1994,580000
Greece,GRC,1995,500000
Greece,GRC,1996,550000
Greece,GRC,1997,550000
Greece,GRC,1998,550000
Greece,GRC,1999,500000
Greece,GRC,2000,500000
Greece,GRC,2001,500000
Greece,GRC,2002,500000
Greece,GRC,2003,500000
Greece,GRC,2004,500000
Greece,GRC,2005,500000
Greece,GRC,2006,500000
Greece,GRC,2007,500000
Greece,GRC,2008,500000
Greece,GRC,2009,520000
Greece,GRC,2010,520000
Greece,GRC,2011,520000
Greece,GRC,2012,456000
Greece,GRC,2013,443000
Greece,GRC,2014,440000
Greece,GRC,2015,425000
Greece,GRC,2016,420000
Greece,GRC,2017,410000
Greece,GRC,2018,430000
Greece,GRC,2019,425000
Greece,GRC,2020,515000
Greece,GRC,2021,555000
Guadeloupe,GLP,1981,5000
Guadeloupe,GLP,1982,5000
Guadeloupe,GLP,1983,5000
Guadeloupe,GLP,1984,10000
Guadeloupe,GLP,1985,50000
Guadeloupe,GLP,1986,46000
Guadeloupe,GLP,1987,40000
Guadeloupe,GLP,1988,30000
Guadeloupe,GLP,1989,25000
Guadeloupe,GLP,1990,16000
Guadeloupe,GLP,1991,13000
Guadeloupe,GLP,1992,8000
Guadeloupe,GLP,1993,2000
Guadeloupe,GLP,1994,3000
Guadeloupe,GLP,1995,5000
Guadeloupe,GLP,1996,5000
Guadeloupe,GLP,1997,18000
Guadeloupe,GLP,1998,31000
Guadeloupe,GLP,1999,31000
Guadeloupe,GLP,2000,31000
Guadeloupe,GLP,2001,31000
Guadeloupe,GLP,2002,31000
Guadeloupe,GLP,2003,31000
Guadeloupe,GLP,2004,31000
Guadeloupe,GLP,2005,33000
Guadeloupe,GLP,2006,35000
Haiti,HTI,1961,136000
Haiti,HTI,1962,137000
Haiti,HTI,1963,138000
Haiti,HTI,1964,139000
Haiti,HTI,1965,140000
Haiti,HTI,1966,141000
Haiti,HTI,1967,142000
Haiti,HTI,1968,143000
Haiti,HTI,1969,144000
Haiti,HTI,1970,144000
Haiti,HTI,1971,145000
Haiti,HTI,1972,146000
Haiti,HTI,1973,147000
Haiti,HTI,1974,148000
Haiti,HTI,1975,149000
Haiti,HTI,1976,150000
Haiti,HTI,1977,150000
Haiti,HTI,1978,151000
Haiti,HTI,1979,152000
Haiti,HTI,1980,153000
Haiti,HTI,1981,154000
Haiti,HTI,1982,155000
Haiti,HTI,1983,156000
Haiti,HTI,1984,156000
Haiti,HTI,1985,156000
Haiti,HTI,1986,156000
Haiti,HTI,1987,170000
Haiti,HTI,1988,170000
Haiti,HTI,1989,170000
Haiti,HTI,1990,180000
Haiti,HTI,1991,180000
Haiti,HTI,1992,160000
Haiti,HTI,1993,160000
Haiti,HTI,1994,160000
Haiti,HTI,1995,160000
Haiti,HTI,1996,160000
Haiti,HTI,1997,160000
Haiti,HTI,1998,160000
Haiti,HTI,1999,160000
Haiti,HTI,2000,160000
Haiti,HTI,2001,165000
Haiti,HTI,2002,165000
Haiti,HTI,2003,170000
Haiti,HTI,2004,175000
Haiti,HTI,2005,175000
Haiti,HTI,2006,175000
Haiti,HTI,2007,175000
Haiti,HTI,2008,175000
Haiti,HTI,2009,175000
Haiti,HTI,2010,175000
Haiti,HTI,2011,175000
Haiti,HTI,2012,175000
Haiti,HTI,2013,175000
Haiti,HTI,2014,175000
Haiti,HTI,2015,175000
Haiti,HTI,2016,175000
Haiti,HTI,2017,175000
Haiti,HTI,2018,175000
Haiti,HTI,2019,175000
Haiti,HTI,2020,175000
Haiti,HTI,2021,175000
High-income countries,,1961,130379000
High-income countries,,1962,117100000
High-income countries,,1963,122269000
High-income countries,,1964,129835000
High-income countries,,1965,138906000
High-income countries,,1966,155113000
High-income countries,,1967,169114000
High-income countries,,1968,154680000
High-income countries,,1969,157498000
High-income countries,,1970,176887000
High-income countries,,1971,191809000
High-income countries,,1972,209552000
High-income countries,,1973,230175000
High-income countries,,1974,240279000
High-income countries,,1975,226252000
High-income countries,,1976,251697000
High-income countries,,1977,256866000
High-income countries,,1978,267126000
High-income countries,,1979,298400000
High-income countries,,1980,319813000
High-income countries,,1981,325035000
High-income countries,,1982,326435000
High-income countries,,1983,341206000
High-income countries,,1984,332781000
High-income countries,,1985,351083000
High-income countries,,1986,387388000
High-income countries,,1987,438309000
High-income countries,,1988,446308000
High-income countries,,1989,474785000
High-income countries,,1990,516663000
High-income countries,,1991,527061000
High-income countries,,1992,539803000
High-income countries,,1993,537385000
High-income countries,,1994,553791000
High-income countries,,1995,580517000
High-income countries,,1996,596860000
High-income countries,,1997,600182000
High-income countries,,1998,589373000
High-income countries,,1999,572768000
High-income countries,,2000,595593000
High-income countries,,2001,590499000
High-income countries,,2002,592099000
High-income countries,,2003,560664000
High-income countries,,2004,549328000
High-income countries,,2005,531706000
High-income countries,,2006,524636000
High-income countries,,2007,548227000
High-income countries,,2008,551234000
High-income countries,,2009,515482000
High-income countries,,2010,506312000
High-income countries,,2011,512075000
High-income countries,,2012,521247000
High-income countries,,2013,498708000
High-income countries,,2014,502434000
High-income countries,,2015,507848000
High-income countries,,2016,526595000
High-income countries,,2017,509616000
High-income countries,,2018,489142000
High-income countries,,2019,480872000
High-income countries,,2020,470104000
High-income countries,,2021,445384000
Hungary,HUN,1961,700000
Hungary,HUN,1962,900000
Hungary,HUN,1963,700000
Hungary,HUN,1964,1000000
Hungary,HUN,1965,1100000
Hungary,HUN,1966,700000
Hungary,HUN,1967,1100000
Hungary,HUN,1968,800000
Hungary,HUN,1969,400000
Hungary,HUN,1970,2200000
Hungary,HUN,1971,3000000
Hungary,HUN,1972,3300000
Hungary,HUN,1973,3500000
Hungary,HUN,1974,2500000
Hungary,HUN,1975,2700000
Hungary,HUN,1976,2200000
Hungary,HUN,1977,2400000
Hungary,HUN,1978,3100000
Hungary,HUN,1979,3600000
Hungary,HUN,1980,3600000
Hungary,HUN,1981,3600000
Hungary,HUN,1982,3200000
Hungary,HUN,1983,3800000
Hungary,HUN,1984,3600000
Hungary,HUN,1985,4200000
Hungary,HUN,1986,4300000
Hungary,HUN,1987,4100000
Hungary,HUN,1988,4300000
Hungary,HUN,1989,5900000
Hungary,HUN,1990,7600000
Hungary,HUN,1991,5302000
Hungary,HUN,1992,4410000
Hungary,HUN,1993,4600000
Hungary,HUN,1994,4400000
Hungary,HUN,1995,7600000
Hungary,HUN,1996,7800000
Hungary,HUN,1997,10500000
Hungary,HUN,1998,10600000
Hungary,HUN,1999,10600000
Hungary,HUN,2000,10600000
Hungary,HUN,2001,10600000
Hungary,HUN,2002,10600000
Hungary,HUN,2003,10600000
Hungary,HUN,2004,11992000
Hungary,HUN,2005,9723000
Hungary,HUN,2006,10075000
Hungary,HUN,2007,10172000
Hungary,HUN,2008,9939000
Hungary,HUN,2009,9013000
Hungary,HUN,2010,7926000
Hungary,HUN,2011,7901000
Hungary,HUN,2012,7689000
Hungary,HUN,2013,6427000
Hungary,HUN,2014,6478000
Hungary,HUN,2015,7130000
Hungary,HUN,2016,7373000
Hungary,HUN,2017,6928000
Hungary,HUN,2018,6843000
Hungary,HUN,2019,7054000
Hungary,HUN,2020,7032000
Hungary,HUN,2021,6493000
Iceland,ISL,2017,0
Iceland,ISL,2018,26000
Iceland,ISL,2019,30000
Iceland,ISL,2020,29000
Iceland,ISL,2021,28000
Iran,IRN,1961,350000
Iran,IRN,1962,355000
Iran,IRN,1963,360000
Iran,IRN,1964,365000
Iran,IRN,1965,370000
Iran,IRN,1966,380000
Iran,IRN,1967,390000
Iran,IRN,1968,400000
Iran,IRN,1969,410000
Iran,IRN,1970,425000
Iran,IRN,1971,440000
Iran,IRN,1972,455000
Iran,IRN,1973,470000
Iran,IRN,1974,486000
Iran,IRN,1975,482000
Iran,IRN,1976,510000
Iran,IRN,1977,538000
Iran,IRN,1978,550000
Iran,IRN,1979,570000
Iran,IRN,1980,585000
Iran,IRN,1981,600000
Iran,IRN,1982,618000
Iran,IRN,1983,650000
Iran,IRN,1984,700000
Iran,IRN,1985,800000
Iran,IRN,1986,900000
Iran,IRN,1987,1043000
Iran,IRN,1988,1100000
Iran,IRN,1989,1200000
Iran,IRN,1990,1400000
Iran,IRN,1991,1600000
Iran,IRN,1992,1800000
Iran,IRN,1993,2023000
Iran,IRN,1994,2200000
Iran,IRN,1995,2200000
Iran,IRN,1996,2300000
Iran,IRN,1997,2300000
Iran,IRN,1998,2100000
Iran,IRN,1999,2000000
Iran,IRN,2000,2000000
Iran,IRN,2001,2000000
Iran,IRN,2002,2000000
Iran,IRN,2003,2000000
Iran,IRN,2004,2000000
Iran,IRN,2005,2000000
Iran,IRN,2006,2000000
Iran,IRN,2007,2000000
Iran,IRN,2008,2000000
Iran,IRN,2009,2000000
Iran,IRN,2010,2000000
Iran,IRN,2011,2000000
Iran,IRN,2012,2002000
Iran,IRN,2013,2005000
Iran,IRN,2014,2013000
Iran,IRN,2015,2014000
Iran,IRN,2016,2016000
Iran,IRN,2017,2017000
Iran,IRN,2018,1981000
Iran,IRN,2019,1930000
Iran,IRN,2020,1863000
Iran,IRN,2021,1780000
Ireland,IRL,1961,1000000
Ireland,IRL,1962,1000000
Ireland,IRL,1963,1000000
Ireland,IRL,1964,900000
Ireland,IRL,1965,900000
Ireland,IRL,1966,800000
Ireland,IRL,1967,800000
Ireland,IRL,1968,800000
Ireland,IRL,1969,800000
Ireland,IRL,1970,800000
Ireland,IRL,1971,900000
Ireland,IRL,1972,800000
Ireland,IRL,1973,800000
Ireland,IRL,1974,1100000
Ireland,IRL,1975,1000000
Ireland,IRL,1976,1000000
Ireland,IRL,1977,1200000
Ireland,IRL,1978,1300000
Ireland,IRL,1979,1400000
Ireland,IRL,1980,1200000
Ireland,IRL,1981,1400000
Ireland,IRL,1982,1900000
Ireland,IRL,1983,2094000
Ireland,IRL,1984,2088000
Ireland,IRL,1985,2275000
Ireland,IRL,1986,2387000
Ireland,IRL,1987,2500000
Ireland,IRL,1988,2700000
Ireland,IRL,1989,3000000
Ireland,IRL,1990,3800000
Ireland,IRL,1991,4913000
Ireland,IRL,1992,4599000
Ireland,IRL,1993,3846000
Ireland,IRL,1994,4297000
Ireland,IRL,1995,4684000
Ireland,IRL,1996,4111000
Ireland,IRL,1997,4092000
Ireland,IRL,1998,4208000
Ireland,IRL,1999,4800000
Ireland,IRL,2000,4800000
Ireland,IRL,2001,4300000
Ireland,IRL,2002,4300000
Ireland,IRL,2003,4200000
Ireland,IRL,2004,4800000
Ireland,IRL,2005,4800000
Ireland,IRL,2006,4200000
Ireland,IRL,2007,3700000
Ireland,IRL,2008,3900000
Ireland,IRL,2009,3500000
Ireland,IRL,2010,3700000
Ireland,IRL,2011,4000000
Ireland,IRL,2012,4000000
Ireland,IRL,2013,3936000
Ireland,IRL,2014,4039000
Ireland,IRL,2015,4055000
Ireland,IRL,2016,4174000
Ireland,IRL,2017,4198000
Ireland,IRL,2018,1352000
Ireland,IRL,2019,1299000
Ireland,IRL,2020,1375000
Ireland,IRL,2021,1535000
Israel,ISR,1961,1500000
Israel,ISR,1962,1800000
Israel,ISR,1963,1900000
Israel,ISR,1964,1900000
Israel,ISR,1965,2100000
Israel,ISR,1966,2300000
Israel,ISR,1967,2500000
Israel,ISR,1968,3000000
Israel,ISR,1969,3250000
Israel,ISR,1970,3950000
Israel,ISR,1971,5400000
Israel,ISR,1972,7152000
Israel,ISR,1973,7875000
Israel,ISR,1974,9075000
Israel,ISR,1975,11000000
Israel,ISR,1976,11650000
Israel,ISR,1977,13500000
Israel,ISR,1978,13500000
Israel,ISR,1979,13000000
Israel,ISR,1980,13000000
Israel,ISR,1981,14000000
Israel,ISR,1982,14000000
Israel,ISR,1983,16800000
Israel,ISR,1984,14500000
Israel,ISR,1985,12900000
Israel,ISR,1986,13550000
Israel,ISR,1987,16450000
Israel,ISR,1988,8500000
Israel,ISR,1989,8300000
Israel,ISR,1990,8800000
Israel,ISR,1991,9800000
Israel,ISR,1992,11200000
Israel,ISR,1993,13500000
Israel,ISR,1994,14900000
Israel,ISR,1995,15000000
Israel,ISR,1996,13400000
Israel,ISR,1997,13700000
Israel,ISR,1998,13700000
Israel,ISR,1999,13300000
Israel,ISR,2000,21000000
Israel,ISR,2001,19300000
Israel,ISR,2002,19200000
Israel,ISR,2003,17400000
Israel,ISR,2004,17700000
Israel,ISR,2005,17400000
Israel,ISR,2006,16200000
Israel,ISR,2007,16000000
Israel,ISR,2008,15000000
Israel,ISR,2009,14000000
Israel,ISR,2010,13800000
Israel,ISR,2011,13800000
Israel,ISR,2012,14100000
Israel,ISR,2013,12810000
Israel,ISR,2014,13888000
Israel,ISR,2015,15331000
Israel,ISR,2016,13795000
Israel,ISR,2017,13820000
Israel,ISR,2018,13406000
Israel,ISR,2019,15389000
Israel,ISR,2020,12208000
Israel,ISR,2021,12856000
Italy,ITA,1961,1650000
Italy,ITA,1962,1780000
Italy,ITA,1963,2140000
Italy,ITA,1964,2140000
Italy,ITA,1965,2600000
Italy,ITA,1966,3100000
Italy,ITA,1967,3570000
Italy,ITA,1968,4170000
Italy,ITA,1969,5000000
Italy,ITA,1970,7700000
Italy,ITA,1971,13100000
Italy,ITA,1972,15500000
Italy,ITA,1973,18500000
Italy,ITA,1974,19500000
Italy,ITA,1975,20200000
Italy,ITA,1976,20700000
Italy,ITA,1977,22000000
Italy,ITA,1978,23200000
Italy,ITA,1979,24400000
Italy,ITA,1980,26800000
Italy,ITA,1981,27000000
Italy,ITA,1982,28000000
Italy,ITA,1983,30000000
Italy,ITA,1984,28500000
Italy,ITA,1985,27600000
Italy,ITA,1986,28200000
Italy,ITA,1987,28800000
Italy,ITA,1988,29800000
Italy,ITA,1989,30500000
Italy,ITA,1990,33200000
Italy,ITA,1991,32500000
Italy,ITA,1992,32000000
Italy,ITA,1993,31600000
Italy,ITA,1994,32000000
Italy,ITA,1995,35000000
Italy,ITA,1996,36000000
Italy,ITA,1997,34995000
Italy,ITA,1998,36614000
Italy,ITA,1999,35200000
Italy,ITA,2000,33700000
Italy,ITA,2001,35000000
Italy,ITA,2002,45000000
Italy,ITA,2003,28104000
Italy,ITA,2004,28105000
Italy,ITA,2005,29621000
Italy,ITA,2006,26797000
Italy,ITA,2007,27721000
Italy,ITA,2008,29959000
Italy,ITA,2009,29216000
Italy,ITA,2010,28284000
Italy,ITA,2011,28733000
Italy,ITA,2012,30351000
Italy,ITA,2013,29232000
Italy,ITA,2014,29894000
Italy,ITA,2015,30292000
Italy,ITA,2016,30944000
Italy,ITA,2017,28489000
Italy,ITA,2018,27767000
Italy,ITA,2019,28536000
Italy,ITA,2020,29431000
Italy,ITA,2021,27474000
Japan,JPN,1961,16000
Japan,JPN,1962,16000
Japan,JPN,1963,16000
Japan,JPN,1964,17000
Japan,JPN,1965,17000
Japan,JPN,1966,17000
Japan,JPN,1967,18000
Japan,JPN,1968,18000
Japan,JPN,1969,18000
Japan,JPN,1970,18000
Japan,JPN,1971,18000
Japan,JPN,1972,18000
Japan,JPN,1973,19000
Japan,JPN,1974,19000
Japan,JPN,1975,19000
Japan,JPN,1976,19000
Japan,JPN,1977,20000
Japan,JPN,1978,25000
Japan,JPN,1979,30000
Japan,JPN,1980,37000
Japan,JPN,1981,21000
Japan,JPN,1982,29000
Japan,JPN,1983,20000
