Entity,Code,Year,Rabbits | 00001140 || Stocks | 005112 || animals
Northern Africa (FAO),,1974,3103000
Northern Africa (FAO),,1975,3153000
Northern Africa (FAO),,1976,3203000
Northern Africa (FAO),,1977,3232000
Northern Africa (FAO),,1978,3240000
Northern Africa (FAO),,1979,3248000
Northern Africa (FAO),,1980,3254000
Northern Africa (FAO),,1981,4180000
Northern Africa (FAO),,1982,4800000
Northern Africa (FAO),,1983,5483000
Northern Africa (FAO),,1984,6853000
Northern Africa (FAO),,1985,7017000
Northern Africa (FAO),,1986,7185000
Northern Africa (FAO),,1987,7456000
Northern Africa (FAO),,1988,7631000
Northern Africa (FAO),,1989,7809000
Northern Africa (FAO),,1990,7991000
Northern Africa (FAO),,1991,9314000
Northern Africa (FAO),,1992,11122000
Northern Africa (FAO),,1993,13343000
Northern Africa (FAO),,1994,16072000
Northern Africa (FAO),,1995,17539000
Northern Africa (FAO),,1996,18177000
Northern Africa (FAO),,1997,8650000
Northern Africa (FAO),,1998,8650000
Northern Africa (FAO),,1999,8650000
Northern Africa (FAO),,2000,8700000
Northern Africa (FAO),,2001,8700000
Northern Africa (FAO),,2002,8700000
Northern Africa (FAO),,2003,8700000
Northern Africa (FAO),,2004,15857000
Northern Africa (FAO),,2005,14980000
Northern Africa (FAO),,2006,16256000
Northern Africa (FAO),,2007,17170000
Northern Africa (FAO),,2008,19671000
Northern Africa (FAO),,2009,10653000
Northern Africa (FAO),,2010,7664000
Northern Africa (FAO),,2011,6848000
Northern Africa (FAO),,2012,6349000
Northern Africa (FAO),,2013,6247000
Northern Africa (FAO),,2014,7100000
Northern Africa (FAO),,2015,8140000
Northern Africa (FAO),,2016,7806000
Northern Africa (FAO),,2017,8742000
Northern Africa (FAO),,2018,8730000
Northern Africa (FAO),,2019,8677000
Northern Africa (FAO),,2020,8171000
Northern Africa (FAO),,2021,8495000
Northern Europe (FAO),,1990,1800000
Northern Europe (FAO),,1991,1570000
Northern Europe (FAO),,1992,759000
Northern Europe (FAO),,1993,488000
Northern Europe (FAO),,1994,411000
Northern Europe (FAO),,1995,352000
Northern Europe (FAO),,1996,337000
Northern Europe (FAO),,1997,388000
Northern Europe (FAO),,1998,644000
Northern Europe (FAO),,1999,947000
Northern Europe (FAO),,2000,884000
Northern Europe (FAO),,2001,1039000
Northern Europe (FAO),,2002,627000
Northern Europe (FAO),,2003,449000
Northern Europe (FAO),,2004,500000
Northern Europe (FAO),,2005,514000
Northern Europe (FAO),,2006,494000
Northern Europe (FAO),,2007,457000
Northern Europe (FAO),,2008,433000
Northern Europe (FAO),,2009,572000
Northern Europe (FAO),,2010,299000
Northern Europe (FAO),,2011,284000
Northern Europe (FAO),,2012,309000
Northern Europe (FAO),,2013,178000
Northern Europe (FAO),,2014,184000
Northern Europe (FAO),,2015,222000
Northern Europe (FAO),,2016,224000
Northern Europe (FAO),,2017,207000
Northern Europe (FAO),,2018,151000
Northern Europe (FAO),,2019,143000
Northern Europe (FAO),,2020,101000
Northern Europe (FAO),,2021,87000
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0
Norway,NOR,2000,0
Norway,NOR,2001,0
Norway,NOR,2002,0
Norway,NOR,2003,2000
Norway,NOR,2004,2000
Norway,NOR,2005,2000
Norway,NOR,2006,2000
Norway,NOR,2007,2000
Norway,NOR,2008,2000
Norway,NOR,2009,2000
Norway,NOR,2010,2000
Norway,NOR,2011,2000
Norway,NOR,2012,2000
Norway,NOR,2013,2000
Norway,NOR,2014,2000
Norway,NOR,2015,1000
Norway,NOR,2016,1000
Norway,NOR,2017,1000
Norway,NOR,2018,1000
Norway,NOR,2019,1000
Norway,NOR,2020,1000
Norway,NOR,2021,1000
Oceania,,1986,4000
Oceania,,1987,4000
Oceania,,1990,0
Oceania,,1991,0
Oceania,,1992,0
Oceania,,1993,0
Oceania,,1994,0
Oceania,,1995,0
Oceania,,1996,0
Oceania,,1997,0
Oceania,,1998,0
Oceania,,1999,0
Oceania,,2000,0
Oceania,,2001,0
Oceania,,2002,0
Oceania,,2003,0
Oceania,,2004,0
Oceania,,2005,0
Oceania,,2006,0
Oceania,,2007,0
Oceania,,2008,0
Oceania,,2009,0
Oceania,,2010,0
Oceania,,2011,0
Oceania,,2012,0
Oceania,,2013,0
Oceania,,2014,0
Oceania,,2015,0
Oceania,,2016,0
Oceania,,2017,0
Oceania,,2018,0
Oceania,,2019,0
Oceania,,2020,0
Oceania,,2021,0
Oceania (FAO),,1986,4000
Oceania (FAO),,1987,4000
Oceania (FAO),,1990,0
Oceania (FAO),,1991,0
Oceania (FAO),,1992,0
Peru,PER,1961,520000
Peru,PER,1962,525000
Peru,PER,1963,530000
Peru,PER,1964,535000
Peru,PER,1965,540000
Peru,PER,1966,545000
Peru,PER,1967,550000
Peru,PER,1968,555000
Peru,PER,1969,560000
Peru,PER,1970,565000
Peru,PER,1971,570000
Peru,PER,1972,575000
Peru,PER,1973,580000
Peru,PER,1974,585000
Peru,PER,1975,590000
Peru,PER,1976,595000
Peru,PER,1977,600000
Peru,PER,1978,605000
Peru,PER,1979,610000
Peru,PER,1980,615000
Peru,PER,1981,620000
Peru,PER,1982,625000
Peru,PER,1983,630000
Peru,PER,1984,640000
Peru,PER,1985,650000
Peru,PER,1986,670000
Peru,PER,1987,670000
Peru,PER,1988,670000
Peru,PER,1989,670000
Peru,PER,1990,690000
Peru,PER,1991,690000
Peru,PER,1992,700000
Peru,PER,1993,700000
Peru,PER,1994,700000
Peru,PER,1995,700000
Peru,PER,1996,700000
Peru,PER,1997,700000
Peru,PER,1998,700000
Peru,PER,1999,720000
Peru,PER,2000,750000
Peru,PER,2001,780000
Peru,PER,2002,800000
Peru,PER,2003,810000
Peru,PER,2004,850000
Peru,PER,2005,900000
Peru,PER,2006,950000
Peru,PER,2007,950000
Peru,PER,2008,1000000
Peru,PER,2009,1050000
Peru,PER,2010,1100000
Peru,PER,2011,1100000
Peru,PER,2012,1100000
Peru,PER,2013,1100000
Peru,PER,2014,1100000
Peru,PER,2015,1103000
Peru,PER,2016,1106000
Peru,PER,2017,1111000
Peru,PER,2018,1127000
Peru,PER,2019,1130000
Peru,PER,2020,1136000
Peru,PER,2021,1141000
Poland,POL,1961,2900000
Poland,POL,1962,2900000
Poland,POL,1963,2900000
Poland,POL,1964,3500000
Poland,POL,1965,3700000
Poland,POL,1966,3700000
Poland,POL,1967,3600000
Poland,POL,1968,3600000
Poland,POL,1969,3600000
Poland,POL,1970,3700000
Poland,POL,1971,4100000
Poland,POL,1972,4100000
Poland,POL,1973,4200000
Poland,POL,1974,4600000
Poland,POL,1975,4100000
Poland,POL,1976,3400000
Poland,POL,1977,3700000
Poland,POL,1978,3500000
Poland,POL,1979,3500000
Poland,POL,1980,3700000
Poland,POL,1981,3200000
Poland,POL,1982,4200000
Poland,POL,1983,3900000
Poland,POL,1984,3500000
Poland,POL,1985,2800000
Poland,POL,1986,3200000
Poland,POL,1987,2900000
Poland,POL,1988,2900000
Poland,POL,1989,1900000
Poland,POL,1990,1900000
Poland,POL,1991,2000000
Poland,POL,1992,1700000
Poland,POL,1993,1500000
Poland,POL,1994,1300000
Poland,POL,1995,1200000
Poland,POL,1996,1300000
Poland,POL,1997,1200000
Poland,POL,1998,1100000
Poland,POL,1999,1000000
Poland,POL,2000,1000000
Poland,POL,2001,1000000
Poland,POL,2002,1000000
Poland,POL,2003,1000000
Poland,POL,2004,1000000
Poland,POL,2005,1000000
Poland,POL,2006,889000
Poland,POL,2007,1075000
Poland,POL,2008,735000
Poland,POL,2009,628000
Poland,POL,2010,526000
Poland,POL,2011,532000
Poland,POL,2012,548000
Poland,POL,2013,386000
Poland,POL,2014,386000
Poland,POL,2015,386000
Poland,POL,2016,350000
Poland,POL,2017,350000
Poland,POL,2018,350000
Poland,POL,2019,350000
Polynesia,OWID_PYA,1986,4000
Polynesia,OWID_PYA,1987,4000
Polynesia,OWID_PYA,1990,0
Polynesia,OWID_PYA,1991,0
Polynesia,OWID_PYA,1992,0
Puerto Rico,PRI,1991,0
Puerto Rico,PRI,1992,0
Puerto Rico,PRI,1993,82000
Puerto Rico,PRI,1994,75000
Puerto Rico,PRI,1995,50000
Puerto Rico,PRI,1996,50000
Puerto Rico,PRI,1997,50000
Puerto Rico,PRI,1998,59000
Puerto Rico,PRI,1999,60000
Puerto Rico,PRI,2000,60000
Puerto Rico,PRI,2001,60000
Puerto Rico,PRI,2002,60000
Puerto Rico,PRI,2003,40000
Puerto Rico,PRI,2004,26000
Puerto Rico,PRI,2005,24000
Puerto Rico,PRI,2006,30000
Puerto Rico,PRI,2007,30000
Puerto Rico,PRI,2008,35000
Puerto Rico,PRI,2009,35000
Puerto Rico,PRI,2010,35000
Puerto Rico,PRI,2011,35000
Puerto Rico,PRI,2012,35000
Puerto Rico,PRI,2013,35000
Puerto Rico,PRI,2014,35000
Puerto Rico,PRI,2015,35000
Puerto Rico,PRI,2016,34000
Puerto Rico,PRI,2017,34000
Puerto Rico,PRI,2018,33000
Puerto Rico,PRI,2019,32000
Puerto Rico,PRI,2020,32000
Puerto Rico,PRI,2021,31000
Reunion,REU,1961,20000
Reunion,REU,1962,20000
Reunion,REU,1963,21000
Reunion,REU,1964,21000
Reunion,REU,1965,21000
Reunion,REU,1966,22000
Reunion,REU,1967,22000
Reunion,REU,1968,22000
Reunion,REU,1969,23000
Reunion,REU,1970,23000
Reunion,REU,1971,23000
Reunion,REU,1972,23000
Reunion,REU,1973,24000
Reunion,REU,1974,24000
Reunion,REU,1975,24000
Reunion,REU,1976,24000
Reunion,REU,1977,24000
Reunion,REU,1978,24000
Reunion,REU,1979,24000
Reunion,REU,1980,24000
Reunion,REU,1981,40000
Reunion,REU,1982,80000
Reunion,REU,1983,100000
Reunion,REU,1984,140000
Reunion,REU,1985,180000
Reunion,REU,1986,230000
Reunion,REU,1987,255000
Reunion,REU,1988,290000
Reunion,REU,1989,307000
Reunion,REU,1990,325000
Reunion,REU,1991,314000
Reunion,REU,1992,332000
Reunion,REU,1993,340000
Reunion,REU,1994,340000
Reunion,REU,1995,330000
Reunion,REU,1996,320000
Reunion,REU,1997,310000
Reunion,REU,1998,300000
Reunion,REU,1999,290000
Reunion,REU,2000,270000
Reunion,REU,2001,250000
Reunion,REU,2002,200000
Reunion,REU,2003,200000
Reunion,REU,2004,200000
Reunion,REU,2005,200000
Reunion,REU,2006,200000
Romania,ROU,1961,300000
Romania,ROU,1962,300000
Romania,ROU,1963,300000
Romania,ROU,1964,300000
Romania,ROU,1965,300000
Romania,ROU,1966,310000
Romania,ROU,1967,270000
Romania,ROU,1968,212000
Romania,ROU,1969,136000
Romania,ROU,1970,142000
Romania,ROU,1971,164000
Romania,ROU,1972,281000
Romania,ROU,1973,302000
Romania,ROU,1974,311000
Romania,ROU,1975,316000
Romania,ROU,1976,367000
Romania,ROU,1977,427000
Romania,ROU,1978,415000
Romania,ROU,1979,465000
Romania,ROU,1980,445000
Romania,ROU,1981,456000
Romania,ROU,1982,512000
Romania,ROU,1983,520000
Romania,ROU,1984,522000
Romania,ROU,1985,526000
Romania,ROU,1986,600000
Romania,ROU,1987,625000
Romania,ROU,1988,750000
Romania,ROU,1989,1000000
Romania,ROU,1990,1330000
Romania,ROU,1991,1000000
Romania,ROU,1992,640000
Romania,ROU,1993,771000
Romania,ROU,1994,800000
Romania,ROU,1995,1000000
Romania,ROU,1996,1000000
Romania,ROU,1997,1000000
Romania,ROU,1998,1200000
Romania,ROU,1999,1300000
Romania,ROU,2000,1300000
Romania,ROU,2001,1300000
Romania,ROU,2002,1300000
Romania,ROU,2003,1300000
Romania,ROU,2004,1300000
Romania,ROU,2005,1000000
Romania,ROU,2006,1500000
Romania,ROU,2007,1600000
Romania,ROU,2008,1600000
Romania,ROU,2009,1600000
Romania,ROU,2010,1700000
Romania,ROU,2011,1700000
Romania,ROU,2012,1700000
Romania,ROU,2013,1700000
Romania,ROU,2014,1700000
Romania,ROU,2015,1741000
Romania,ROU,2016,1823000
Romania,ROU,2017,1820000
Russia,RUS,1992,3366000
Russia,RUS,1993,3298000
Russia,RUS,1994,2988000
Russia,RUS,1995,2471000
Russia,RUS,1996,1579000
Russia,RUS,1997,1353000
Russia,RUS,1998,1201000
Russia,RUS,1999,1150000
Russia,RUS,2000,1210000
Russia,RUS,2001,1277000
Russia,RUS,2002,1696000
Russia,RUS,2003,1856000
Russia,RUS,2004,1714000
Russia,RUS,2005,1565000
Russia,RUS,2006,1585000
Russia,RUS,2007,1900000
Russia,RUS,2008,1988000
Russia,RUS,2009,2092000
Russia,RUS,2010,2408000
Russia,RUS,2011,2653000
Russia,RUS,2012,2847000
Russia,RUS,2013,2990000
Russia,RUS,2014,3020000
Russia,RUS,2015,3503000
Russia,RUS,2016,3750000
Russia,RUS,2017,3626000
Russia,RUS,2018,3745000
Russia,RUS,2019,3562000
Russia,RUS,2020,3588000
Russia,RUS,2021,3445000
Rwanda,RWA,1961,10000
Rwanda,RWA,1962,15000
Rwanda,RWA,1963,20000
Rwanda,RWA,1964,25000
Rwanda,RWA,1965,30000
Rwanda,RWA,1966,35000
Rwanda,RWA,1967,40000
Rwanda,RWA,1968,45000
Rwanda,RWA,1969,50000
Rwanda,RWA,1970,60000
Rwanda,RWA,1971,70000
Rwanda,RWA,1972,82000
Rwanda,RWA,1973,90000
Rwanda,RWA,1974,97000
Rwanda,RWA,1975,100000
Rwanda,RWA,1976,114000
Rwanda,RWA,1977,127000
Rwanda,RWA,1978,124000
Rwanda,RWA,1979,145000
Rwanda,RWA,1980,134000
Rwanda,RWA,1981,107000
Rwanda,RWA,1982,124000
Rwanda,RWA,1983,122000
Rwanda,RWA,1984,130000
Rwanda,RWA,1985,170000
Rwanda,RWA,1986,198000
Rwanda,RWA,1987,204000
Rwanda,RWA,1988,229000
Rwanda,RWA,1989,231000
Rwanda,RWA,1990,292000
Rwanda,RWA,1991,294000
Rwanda,RWA,1992,296000
Rwanda,RWA,1993,298000
Rwanda,RWA,1994,300000
Rwanda,RWA,1995,248000
Rwanda,RWA,1996,300000
Rwanda,RWA,1997,300000
Rwanda,RWA,1998,175000
Rwanda,RWA,1999,229000
Rwanda,RWA,2000,339000
Rwanda,RWA,2001,376000
Rwanda,RWA,2002,489000
Rwanda,RWA,2003,498000
Rwanda,RWA,2004,520000
Rwanda,RWA,2005,643000
Rwanda,RWA,2006,418000
Rwanda,RWA,2007,423000
Rwanda,RWA,2008,451000
Rwanda,RWA,2009,745000
Rwanda,RWA,2010,793000
Rwanda,RWA,2011,865000
Rwanda,RWA,2012,994000
Rwanda,RWA,2013,1106000
Rwanda,RWA,2014,1203000
Rwanda,RWA,2015,1354000
Rwanda,RWA,2016,1387000
Rwanda,RWA,2017,1348000
Rwanda,RWA,2018,1265000
Rwanda,RWA,2019,1333000
Rwanda,RWA,2020,1315000
Rwanda,RWA,2021,1305000
Sierra Leone,SLE,1991,0
Sierra Leone,SLE,1992,0
Sierra Leone,SLE,1993,0
Sierra Leone,SLE,1994,0
Sierra Leone,SLE,1995,0
Sierra Leone,SLE,1996,0
Sierra Leone,SLE,1997,0
Sierra Leone,SLE,1998,0
Sierra Leone,SLE,1999,0
Sierra Leone,SLE,2000,300000
Sierra Leone,SLE,2001,300000
Sierra Leone,SLE,2002,337000
Sierra Leone,SLE,2003,900000
Sierra Leone,SLE,2004,1125000
Sierra Leone,SLE,2005,1350000
Sierra Leone,SLE,2006,1400000
Sierra Leone,SLE,2007,1425000
Sierra Leone,SLE,2008,1450000
Sierra Leone,SLE,2009,1400000
Sierra Leone,SLE,2010,1520000
Sierra Leone,SLE,2011,1520000
Sierra Leone,SLE,2012,1550000
Sierra Leone,SLE,2013,1580000
Sierra Leone,SLE,2014,1600000
Sierra Leone,SLE,2015,1584000
Sierra Leone,SLE,2016,1557000
Sierra Leone,SLE,2017,1530000
Sierra Leone,SLE,2018,1624000
Sierra Leone,SLE,2019,1613000
Sierra Leone,SLE,2020,1621000
Sierra Leone,SLE,2021,1628000
Slovakia,SVK,1993,2700000
Slovakia,SVK,1994,2700000
Slovakia,SVK,1995,1000000
Slovakia,SVK,1996,1000000
Slovakia,SVK,1997,1000000
Slovakia,SVK,1998,1000000
Slovakia,SVK,1999,1000000
Slovakia,SVK,2000,1000000
Slovakia,SVK,2001,1000000
Slovakia,SVK,2002,1000000
Slovakia,SVK,2003,1000000
Slovakia,SVK,2004,1000000
Slovakia,SVK,2005,1150000
Slovakia,SVK,2006,1000000
Slovakia,SVK,2007,900000
Slovakia,SVK,2008,1000000
Slovakia,SVK,2009,1000000
Slovakia,SVK,2010,1100000
Slovakia,SVK,2011,1000000
Slovakia,SVK,2012,1000000
Slovakia,SVK,2013,1000000
Slovakia,SVK,2014,1000000
Slovakia,SVK,2015,1000000
Slovakia,SVK,2016,1000000
Slovakia,SVK,2017,1000000
Slovenia,SVN,1992,165000
Slovenia,SVN,1993,160000
Slovenia,SVN,1994,158000
Slovenia,SVN,1995,156000
Slovenia,SVN,1996,152000
Slovenia,SVN,1997,150000
Slovenia,SVN,1998,147000
Slovenia,SVN,1999,145000
Slovenia,SVN,2000,144000
Slovenia,SVN,2001,180000
Slovenia,SVN,2002,140000
Slovenia,SVN,2003,139000
Slovenia,SVN,2004,139000
Slovenia,SVN,2005,130000
Slovenia,SVN,2006,130000
Slovenia,SVN,2007,120000
Slovenia,SVN,2008,116000
Slovenia,SVN,2009,116000
Slovenia,SVN,2010,90000
Slovenia,SVN,2011,85000
Slovenia,SVN,2012,80000
Slovenia,SVN,2013,78000
Slovenia,SVN,2014,96000
Slovenia,SVN,2015,98000
Slovenia,SVN,2016,110000
Slovenia,SVN,2017,110000
Small Island Developing States (FAO),,1961,22000
Small Island Developing States (FAO),,1962,22000
Small Island Developing States (FAO),,1963,22000
Small Island Developing States (FAO),,1964,22000
Small Island Developing States (FAO),,1965,18000
Small Island Developing States (FAO),,1966,19000
Small Island Developing States (FAO),,1967,16000
Small Island Developing States (FAO),,1968,15000
Small Island Developing States (FAO),,1969,14000
Small Island Developing States (FAO),,1970,14000
Small Island Developing States (FAO),,1971,16000
Small Island Developing States (FAO),,1972,16000
Small Island Developing States (FAO),,1973,16000
Small Island Developing States (FAO),,1974,17000
Small Island Developing States (FAO),,1975,18000
Small Island Developing States (FAO),,1976,20000
Small Island Developing States (FAO),,1977,20000
Small Island Developing States (FAO),,1978,24000
Small Island Developing States (FAO),,1979,29000
Small Island Developing States (FAO),,1980,32000
Small Island Developing States (FAO),,1981,62000
Small Island Developing States (FAO),,1982,60000
Small Island Developing States (FAO),,1983,61000
Small Island Developing States (FAO),,1984,87000
Small Island Developing States (FAO),,1985,89000
Small Island Developing States (FAO),,1986,98000
Small Island Developing States (FAO),,1987,98000
Small Island Developing States (FAO),,1988,94000
Small Island Developing States (FAO),,1989,79000
Small Island Developing States (FAO),,1990,77000
Small Island Developing States (FAO),,1991,66000
Small Island Developing States (FAO),,1992,71000
Small Island Developing States (FAO),,1993,150000
Small Island Developing States (FAO),,1994,143000
Small Island Developing States (FAO),,1995,103000
Small Island Developing States (FAO),,1996,93000
Small Island Developing States (FAO),,1997,96000
Small Island Developing States (FAO),,1998,105000
Small Island Developing States (FAO),,1999,106000
Small Island Developing States (FAO),,2000,99000
Small Island Developing States (FAO),,2001,99000
Small Island Developing States (FAO),,2002,100000
Small Island Developing States (FAO),,2003,80000
Small Island Developing States (FAO),,2004,61000
Small Island Developing States (FAO),,2005,56000
Small Island Developing States (FAO),,2006,60000
Small Island Developing States (FAO),,2007,35000
Small Island Developing States (FAO),,2008,46000
Small Island Developing States (FAO),,2009,46000
Small Island Developing States (FAO),,2010,45000
Small Island Developing States (FAO),,2011,42000
Small Island Developing States (FAO),,2012,46000
Small Island Developing States (FAO),,2013,44000
Small Island Developing States (FAO),,2014,45000
Small Island Developing States (FAO),,2015,45000
Small Island Developing States (FAO),,2016,44000
Small Island Developing States (FAO),,2017,44000
Small Island Developing States (FAO),,2018,42000
Small Island Developing States (FAO),,2019,41000
Small Island Developing States (FAO),,2020,41000
Small Island Developing States (FAO),,2021,40000
South America,,1961,1637000
South America,,1962,1659000
South America,,1963,1632000
South America,,1964,1657000
South America,,1965,1679000
South America,,1966,1802000
South America,,1967,1726000
South America,,1968,1701000
South America,,1969,1734000
South America,,1970,1769000
South America,,1971,1798000
South America,,1972,1856000
South America,,1973,1914000
South America,,1974,1939000
South America,,1975,1967000
South America,,1976,2022000
South America,,1977,2046000
South America,,1978,2084000
South America,,1979,2114000
South America,,1980,2297000
South America,,1981,2325000
South America,,1982,2301000
South America,,1983,2328000
South America,,1984,2321000
South America,,1985,2367000
South America,,1986,2561000
South America,,1987,2737000
South America,,1988,2702000
South America,,1989,3414000
South America,,1990,3364000
South America,,1991,3342000
South America,,1992,3328000
South America,,1993,3352000
South America,,1994,3277000
South America,,1995,3238000
South America,,1996,3062000
South America,,1997,3075000
South America,,1998,3093000
South America,,1999,3197000
South America,,2000,3228000
South America,,2001,3246000
South America,,2002,3259000
South America,,2003,3450000
South America,,2004,3489000
South America,,2005,3529000
South America,,2006,3590000
South America,,2007,3686000
South America,,2008,3748000
South America,,2009,3821000
South America,,2010,4086000
South America,,2011,4204000
South America,,2012,4230000
South America,,2013,4289000
South America,,2014,4204000
South America,,2015,4251000
South America,,2016,4288000
South America,,2017,4328000
South America,,2018,4450000
South America,,2019,4498000
South America,,2020,4560000
South America,,2021,4506000
South America (FAO),,1961,1637000
South America (FAO),,1962,1659000
South America (FAO),,1963,1632000
South America (FAO),,1964,1657000
South America (FAO),,1965,1679000
South America (FAO),,1966,1802000
South America (FAO),,1967,1726000
South America (FAO),,1968,1701000
South America (FAO),,1969,1734000
South America (FAO),,1970,1769000
South America (FAO),,1971,1798000
South America (FAO),,1972,1856000
South America (FAO),,1973,1914000
South America (FAO),,1974,1939000
South America (FAO),,1975,1967000
South America (FAO),,1976,2022000
South America (FAO),,1977,2046000
South America (FAO),,1978,2084000
South America (FAO),,1979,2114000
South America (FAO),,1980,2297000
South America (FAO),,1981,2325000
South America (FAO),,1982,2301000
South America (FAO),,1983,2328000
South America (FAO),,1984,2321000
South America (FAO),,1985,2367000
South America (FAO),,1986,2561000
South America (FAO),,1987,2737000
South America (FAO),,1988,2702000
South America (FAO),,1989,3414000
South America (FAO),,1990,3364000
South America (FAO),,1991,3342000
South America (FAO),,1992,3328000
South America (FAO),,1993,3352000
South America (FAO),,1994,3277000
South America (FAO),,1995,3238000
South America (FAO),,1996,3062000
South America (FAO),,1997,3075000
South America (FAO),,1998,3093000
South America (FAO),,1999,3197000
South America (FAO),,2000,3228000
South America (FAO),,2001,3246000
South America (FAO),,2002,3259000
South America (FAO),,2003,3450000
South America (FAO),,2004,3489000
South America (FAO),,2005,3529000
South America (FAO),,2006,3590000
South America (FAO),,2007,3686000
South America (FAO),,2008,3748000
South America (FAO),,2009,3821000
South America (FAO),,2010,4086000
South America (FAO),,2011,4204000
South America (FAO),,2012,4230000
South America (FAO),,2013,4289000
South America (FAO),,2014,4204000
South America (FAO),,2015,4251000
South America (FAO),,2016,4288000
South America (FAO),,2017,4328000
South America (FAO),,2018,4450000
South America (FAO),,2019,4498000
South America (FAO),,2020,4560000
South America (FAO),,2021,4506000
South Korea,KOR,1961,792000
South Korea,KOR,1962,749000
South Korea,KOR,1963,1317000
South Korea,KOR,1964,1131000
South Korea,KOR,1965,794000
South Korea,KOR,1966,763000
South Korea,KOR,1967,909000
South Korea,KOR,1968,883000
South Korea,KOR,1969,651000
South Korea,KOR,1970,489000
South Korea,KOR,1971,469000
South Korea,KOR,1972,364000
South Korea,KOR,1973,421000
South Korea,KOR,1974,587000
South Korea,KOR,1975,848000
South Korea,KOR,1976,842000
South Korea,KOR,1977,920000
South Korea,KOR,1978,1047000
South Korea,KOR,1979,1042000
South Korea,KOR,1980,817000
South Korea,KOR,1981,523000
South Korea,KOR,1982,602000
South Korea,KOR,1983,554000
South Korea,KOR,1984,511000
South Korea,KOR,1985,628000
South Korea,KOR,1986,670000
South Korea,KOR,1987,554000
South Korea,KOR,1988,248000
South Korea,KOR,1989,166000
South Korea,KOR,1990,156000
South Korea,KOR,1991,158000
South Korea,KOR,1992,180000
South Korea,KOR,1993,158000
South Korea,KOR,1994,156000
South Korea,KOR,1995,218000
South Korea,KOR,1996,202000
South Korea,KOR,1997,197000
South Korea,KOR,1998,259000
South Korea,KOR,1999,462000
South Korea,KOR,2000,436000
South Korea,KOR,2001,416000
South Korea,KOR,2002,362000
South Korea,KOR,2003,376000
South Korea,KOR,2004,319000
South Korea,KOR,2005,331000
South Korea,KOR,2006,302000
South Korea,KOR,2007,298000
South Korea,KOR,2008,238000
South Korea,KOR,2009,256000
South Korea,KOR,2010,245000
South Korea,KOR,2011,206000
South Korea,KOR,2012,189000
South Korea,KOR,2013,137000
South Korea,KOR,2014,115000
South Korea,KOR,2015,117000
South Korea,KOR,2016,81000
South Korea,KOR,2017,103000
South Korea,KOR,2018,91000
South Korea,KOR,2019,82000
South Korea,KOR,2020,71000
South Korea,KOR,2021,67000
Southern Africa (FAO),,1961,40000
Southern Africa (FAO),,1962,40000
Southern Africa (FAO),,1963,40000
Southern Africa (FAO),,1964,40000
Southern Africa (FAO),,1965,40000
Southern Africa (FAO),,1966,40000
Southern Africa (FAO),,1967,40000
Southern Africa (FAO),,1968,40000
Southern Africa (FAO),,1969,40000
Southern Africa (FAO),,1970,40000
Southern Africa (FAO),,1971,50000
Southern Africa (FAO),,1972,50000
Southern Africa (FAO),,1973,50000
Southern Africa (FAO),,1974,50000
Southern Africa (FAO),,1975,50000
Southern Africa (FAO),,1976,60000
Southern Africa (FAO),,1977,60000
Southern Africa (FAO),,1978,60000
Southern Africa (FAO),,1979,60000
Southern Africa (FAO),,1980,80000
Southern Africa (FAO),,1981,80000
Southern Africa (FAO),,1982,100000
Southern Africa (FAO),,1983,100000
Southern Africa (FAO),,1984,100000
Southern Africa (FAO),,1985,100000
Southern Africa (FAO),,1986,100000
Southern Africa (FAO),,1987,100000
Southern Africa (FAO),,1988,100000
Southern Africa (FAO),,1989,100000
Southern Africa (FAO),,1990,100000
Southern Africa (FAO),,1991,100000
Southern Africa (FAO),,1992,100000
Southern Africa (FAO),,1993,100000
Southern Africa (FAO),,1994,100000
Southern Africa (FAO),,1995,100000
Southern Africa (FAO),,1996,100000
Southern Africa (FAO),,1997,100000
Southern Africa (FAO),,1998,100000
Southern Africa (FAO),,1999,100000
Southern Africa (FAO),,2000,100000
Southern Africa (FAO),,2001,100000
Southern Africa (FAO),,2002,100000
Southern Africa (FAO),,2003,100000
Southern Africa (FAO),,2004,100000
Southern Africa (FAO),,2005,100000
Southern Africa (FAO),,2006,100000
Southern Africa (FAO),,2007,100000
Southern Africa (FAO),,2008,110000
Southern Africa (FAO),,2009,110000
Southern Africa (FAO),,2010,120000
Southern Africa (FAO),,2011,120000
Southern Africa (FAO),,2012,120000
Southern Africa (FAO),,2013,120000
Southern Africa (FAO),,2014,120000
Southern Africa (FAO),,2015,121000
Southern Africa (FAO),,2016,122000
Southern Africa (FAO),,2017,122000
Southern Africa (FAO),,2018,123000
Southern Africa (FAO),,2019,124000
Southern Africa (FAO),,2020,124000
Southern Africa (FAO),,2021,125000
Southern Europe (FAO),,1961,21390000
Southern Europe (FAO),,1962,22892000
Southern Europe (FAO),,1963,24156000
Southern Europe (FAO),,1964,24438000
Southern Europe (FAO),,1965,25988000
Southern Europe (FAO),,1966,28099000
Southern Europe (FAO),,1967,29100000
Southern Europe (FAO),,1968,30495000
Southern Europe (FAO),,1969,31856000
Southern Europe (FAO),,1970,33767000
