Entity,Code,Year,Bees | 00001181 || Stocks | 005114 || Number
Czechoslovakia,OWID_CZS,1968,985874
Czechoslovakia,OWID_CZS,1969,1046674
Czechoslovakia,OWID_CZS,1970,1060538
Czechoslovakia,OWID_CZS,1971,1060538
Czechoslovakia,OWID_CZS,1972,1073768
Czechoslovakia,OWID_CZS,1973,1047087
Czechoslovakia,OWID_CZS,1974,1050569
Czechoslovakia,OWID_CZS,1975,1072521
Czechoslovakia,OWID_CZS,1976,1056201
Czechoslovakia,OWID_CZS,1977,1025748
Czechoslovakia,OWID_CZS,1978,1031620
Czechoslovakia,OWID_CZS,1979,1014936
Czechoslovakia,OWID_CZS,1980,992702
Czechoslovakia,OWID_CZS,1981,958451
Czechoslovakia,OWID_CZS,1982,948185
Czechoslovakia,OWID_CZS,1983,943323
Czechoslovakia,OWID_CZS,1984,969817
Czechoslovakia,OWID_CZS,1985,970000
Czechoslovakia,OWID_CZS,1986,980000
Czechoslovakia,OWID_CZS,1987,970000
Czechoslovakia,OWID_CZS,1988,970000
Czechoslovakia,OWID_CZS,1989,1093926
Czechoslovakia,OWID_CZS,1990,1120720
Czechoslovakia,OWID_CZS,1991,1001566
Czechoslovakia,OWID_CZS,1992,903600
Dominican Republic,DOM,1961,28000
Dominican Republic,DOM,1962,29000
Dominican Republic,DOM,1963,29900
Dominican Republic,DOM,1964,29000
Dominican Republic,DOM,1965,29000
Dominican Republic,DOM,1966,28750
Dominican Republic,DOM,1967,29150
Dominican Republic,DOM,1968,29400
Dominican Republic,DOM,1969,38150
Dominican Republic,DOM,1970,37800
Dominican Republic,DOM,1971,37450
Dominican Republic,DOM,1972,37100
Dominican Republic,DOM,1973,44500
Dominican Republic,DOM,1974,51250
Dominican Republic,DOM,1975,48650
Dominican Republic,DOM,1976,40400
Dominican Republic,DOM,1977,48450
Dominican Republic,DOM,1978,60000
Dominican Republic,DOM,1979,65000
Dominican Republic,DOM,1980,65000
Dominican Republic,DOM,1981,65000
Dominican Republic,DOM,1982,65000
Dominican Republic,DOM,1983,65000
Dominican Republic,DOM,1984,74000
Dominican Republic,DOM,1985,71500
Dominican Republic,DOM,1986,81034
Dominican Republic,DOM,1987,84000
Dominican Republic,DOM,1988,85000
Dominican Republic,DOM,1989,85000
Dominican Republic,DOM,1990,91000
Dominican Republic,DOM,1991,91000
Dominican Republic,DOM,1992,91500
Dominican Republic,DOM,1993,91500
Dominican Republic,DOM,1994,91500
Dominican Republic,DOM,1995,91500
Dominican Republic,DOM,1996,91500
Dominican Republic,DOM,1997,91500
Dominican Republic,DOM,1998,91500
Dominican Republic,DOM,1999,91500
Dominican Republic,DOM,2000,91500
Dominican Republic,DOM,2001,91500
Dominican Republic,DOM,2002,91500
Dominican Republic,DOM,2003,92000
Dominican Republic,DOM,2004,92000
Dominican Republic,DOM,2005,92000
Dominican Republic,DOM,2006,93000
Dominican Republic,DOM,2007,93000
Dominican Republic,DOM,2008,93000
Dominican Republic,DOM,2009,93000
Dominican Republic,DOM,2010,93000
Dominican Republic,DOM,2011,93000
Dominican Republic,DOM,2012,93500
Dominican Republic,DOM,2013,94000
Dominican Republic,DOM,2014,94500
Dominican Republic,DOM,2015,94828
Dominican Republic,DOM,2016,95060
Dominican Republic,DOM,2017,95235
Dominican Republic,DOM,2018,95066
Dominican Republic,DOM,2019,95234
Dominican Republic,DOM,2020,95363
Dominican Republic,DOM,2021,95493
East Timor,TLS,1966,7500
East Timor,TLS,1967,31000
East Timor,TLS,1968,20000
East Timor,TLS,1969,24000
East Timor,TLS,1970,17000
East Timor,TLS,1971,23000
East Timor,TLS,1972,25000
East Timor,TLS,1973,36000
East Timor,TLS,1974,20000
East Timor,TLS,1975,20000
East Timor,TLS,1976,20000
East Timor,TLS,1977,20000
East Timor,TLS,1978,20000
East Timor,TLS,1979,20000
East Timor,TLS,1980,20000
East Timor,TLS,1981,20000
East Timor,TLS,1982,20000
East Timor,TLS,1983,20000
East Timor,TLS,1984,20000
East Timor,TLS,1985,20000
East Timor,TLS,1986,20000
East Timor,TLS,1987,20000
East Timor,TLS,1988,20000
East Timor,TLS,1989,20000
East Timor,TLS,1990,20000
East Timor,TLS,1991,20000
East Timor,TLS,1992,20000
East Timor,TLS,1993,20000
East Timor,TLS,1994,20000
East Timor,TLS,1995,20000
East Timor,TLS,1996,20000
East Timor,TLS,1997,20000
East Timor,TLS,1998,20000
East Timor,TLS,1999,20000
East Timor,TLS,2000,20000
East Timor,TLS,2001,20000
East Timor,TLS,2002,20000
East Timor,TLS,2003,20000
East Timor,TLS,2004,20000
East Timor,TLS,2005,20000
East Timor,TLS,2006,20000
East Timor,TLS,2007,20000
East Timor,TLS,2008,20000
East Timor,TLS,2009,20000
East Timor,TLS,2010,20000
East Timor,TLS,2011,20000
East Timor,TLS,2012,20000
East Timor,TLS,2013,20000
East Timor,TLS,2014,20000
East Timor,TLS,2015,20000
East Timor,TLS,2016,20000
East Timor,TLS,2017,20000
East Timor,TLS,2018,20000
East Timor,TLS,2019,20000
East Timor,TLS,2020,20000
East Timor,TLS,2021,20000
Eastern Africa (FAO),,1961,3922850
Eastern Africa (FAO),,1962,3957950
Eastern Africa (FAO),,1963,4091050
Eastern Africa (FAO),,1964,4123275
Eastern Africa (FAO),,1965,4258375
Eastern Africa (FAO),,1966,4293264
Eastern Africa (FAO),,1967,4346458
Eastern Africa (FAO),,1968,4554631
Eastern Africa (FAO),,1969,4661429
Eastern Africa (FAO),,1970,4838830
Eastern Africa (FAO),,1971,4918600
Eastern Africa (FAO),,1972,5051825
Eastern Africa (FAO),,1973,5048950
Eastern Africa (FAO),,1974,5041062
Eastern Africa (FAO),,1975,5243225
Eastern Africa (FAO),,1976,5350050
Eastern Africa (FAO),,1977,5313050
Eastern Africa (FAO),,1978,5525875
Eastern Africa (FAO),,1979,5566100
Eastern Africa (FAO),,1980,5731150
Eastern Africa (FAO),,1981,5890375
Eastern Africa (FAO),,1982,5966000
Eastern Africa (FAO),,1983,5832500
Eastern Africa (FAO),,1984,6129125
Eastern Africa (FAO),,1985,6301500
Eastern Africa (FAO),,1986,6706625
Eastern Africa (FAO),,1987,6831625
Eastern Africa (FAO),,1988,7114125
Eastern Africa (FAO),,1989,7419522
Eastern Africa (FAO),,1990,7955663
Eastern Africa (FAO),,1991,8354594
Eastern Africa (FAO),,1992,8829900
Eastern Africa (FAO),,1993,8514900
Eastern Africa (FAO),,1994,8599900
Eastern Africa (FAO),,1995,8693900
Eastern Africa (FAO),,1996,8717910
Eastern Africa (FAO),,1997,8603090
Eastern Africa (FAO),,1998,8420360
Eastern Africa (FAO),,1999,8770720
Eastern Africa (FAO),,2000,10173701
Eastern Africa (FAO),,2001,10718511
Eastern Africa (FAO),,2002,11562011
Eastern Africa (FAO),,2003,11111479
Eastern Africa (FAO),,2004,10988995
Eastern Africa (FAO),,2005,11274160
Eastern Africa (FAO),,2006,11119056
Eastern Africa (FAO),,2007,10264063
Eastern Africa (FAO),,2008,10303909
Eastern Africa (FAO),,2009,9788035
Eastern Africa (FAO),,2010,10007723
Eastern Africa (FAO),,2011,9754573
Eastern Africa (FAO),,2012,10535341
Eastern Africa (FAO),,2013,10327614
Eastern Africa (FAO),,2014,10734924
Eastern Africa (FAO),,2015,10858892
Eastern Africa (FAO),,2016,11103198
Eastern Africa (FAO),,2017,11647400
Eastern Africa (FAO),,2018,12156714
Eastern Africa (FAO),,2019,11810239
Eastern Africa (FAO),,2020,11980051
Eastern Africa (FAO),,2021,12111862
Eastern Asia (FAO),,1961,3607863
Eastern Asia (FAO),,1962,3768966
Eastern Asia (FAO),,1963,3849294
Eastern Asia (FAO),,1964,3959457
Eastern Asia (FAO),,1965,4098800
Eastern Asia (FAO),,1966,4215698
Eastern Asia (FAO),,1967,4236692
Eastern Asia (FAO),,1968,4352638
Eastern Asia (FAO),,1969,4568603
Eastern Asia (FAO),,1970,4550817
Eastern Asia (FAO),,1971,4760100
Eastern Asia (FAO),,1972,4756000
Eastern Asia (FAO),,1973,4581371
Eastern Asia (FAO),,1974,4606550
Eastern Asia (FAO),,1975,4629000
Eastern Asia (FAO),,1976,4627255
Eastern Asia (FAO),,1977,4786779
Eastern Asia (FAO),,1978,4920128
Eastern Asia (FAO),,1979,5017509
Eastern Asia (FAO),,1980,6119644
Eastern Asia (FAO),,1981,6787747
Eastern Asia (FAO),,1982,7052206
Eastern Asia (FAO),,1983,7305612
Eastern Asia (FAO),,1984,7479605
Eastern Asia (FAO),,1985,7771111
Eastern Asia (FAO),,1986,7701002
Eastern Asia (FAO),,1987,7679631
Eastern Asia (FAO),,1988,8672508
Eastern Asia (FAO),,1989,8706624
Eastern Asia (FAO),,1990,8267843
Eastern Asia (FAO),,1991,8560413
Eastern Asia (FAO),,1992,8525932
Eastern Asia (FAO),,1993,8035181
Eastern Asia (FAO),,1994,7468162
Eastern Asia (FAO),,1995,7410895
Eastern Asia (FAO),,1996,7317479
Eastern Asia (FAO),,1997,8131087
Eastern Asia (FAO),,1998,8251764
Eastern Asia (FAO),,1999,8473152
Eastern Asia (FAO),,2000,8921986
Eastern Asia (FAO),,2001,9313086
Eastern Asia (FAO),,2002,9656588
Eastern Asia (FAO),,2003,9956868
Eastern Asia (FAO),,2004,10299264
Eastern Asia (FAO),,2005,10613692
Eastern Asia (FAO),,2006,10643275
Eastern Asia (FAO),,2007,10648957
Eastern Asia (FAO),,2008,10816891
Eastern Asia (FAO),,2009,11001563
Eastern Asia (FAO),,2010,10784205
Eastern Asia (FAO),,2011,10673375
Eastern Asia (FAO),,2012,10974529
Eastern Asia (FAO),,2013,10970670
Eastern Asia (FAO),,2014,11224607
Eastern Asia (FAO),,2015,11291884
Eastern Asia (FAO),,2016,11539377
Eastern Asia (FAO),,2017,11458509
Eastern Asia (FAO),,2018,11608383
Eastern Asia (FAO),,2019,11663460
Eastern Asia (FAO),,2020,11740960
Eastern Asia (FAO),,2021,11778674
Eastern Europe (FAO),,1961,14021827
Eastern Europe (FAO),,1962,14069444
Eastern Europe (FAO),,1963,14613458
Eastern Europe (FAO),,1964,13969135
Eastern Europe (FAO),,1965,13765868
Eastern Europe (FAO),,1966,14068678
Eastern Europe (FAO),,1967,14320467
Eastern Europe (FAO),,1968,14458797
Eastern Europe (FAO),,1969,14369810
Eastern Europe (FAO),,1970,14046963
Eastern Europe (FAO),,1971,14375864
Eastern Europe (FAO),,1972,14499855
Eastern Europe (FAO),,1973,14599476
Eastern Europe (FAO),,1974,14143775
Eastern Europe (FAO),,1975,13817694
Eastern Europe (FAO),,1976,13349483
Eastern Europe (FAO),,1977,13727713
Eastern Europe (FAO),,1978,14284794
Eastern Europe (FAO),,1979,13863382
Eastern Europe (FAO),,1980,13714048
Eastern Europe (FAO),,1981,13565213
Eastern Europe (FAO),,1982,13652467
Eastern Europe (FAO),,1983,13737845
Eastern Europe (FAO),,1984,13837180
Eastern Europe (FAO),,1985,14220210
Eastern Europe (FAO),,1986,14311269
Eastern Europe (FAO),,1987,14163968
Eastern Europe (FAO),,1988,14088952
Eastern Europe (FAO),,1989,14396406
Eastern Europe (FAO),,1990,14236993
Eastern Europe (FAO),,1991,13833248
Eastern Europe (FAO),,1992,9745666
Eastern Europe (FAO),,1993,9417225
Eastern Europe (FAO),,1994,8738374
Eastern Europe (FAO),,1995,8518111
Eastern Europe (FAO),,1996,8212391
Eastern Europe (FAO),,1997,7760479
Eastern Europe (FAO),,1998,7627044
Eastern Europe (FAO),,1999,7461621
Eastern Europe (FAO),,2000,7362202
Eastern Europe (FAO),,2001,7433573
Eastern Europe (FAO),,2002,7489954
Eastern Europe (FAO),,2003,7423057
Eastern Europe (FAO),,2004,7458198
Eastern Europe (FAO),,2005,7601033
Eastern Europe (FAO),,2006,7930172
Eastern Europe (FAO),,2007,7693522
Eastern Europe (FAO),,2008,7758817
Eastern Europe (FAO),,2009,7499066
Eastern Europe (FAO),,2010,7689476
Eastern Europe (FAO),,2011,8083313
Eastern Europe (FAO),,2012,8408521
Eastern Europe (FAO),,2013,8376214
Eastern Europe (FAO),,2014,8725295
Eastern Europe (FAO),,2015,8928846
Eastern Europe (FAO),,2016,9170752
Eastern Europe (FAO),,2017,9169280
Eastern Europe (FAO),,2018,9727494
Eastern Europe (FAO),,2019,9824385
Eastern Europe (FAO),,2020,10394248
Eastern Europe (FAO),,2021,10696592
Ecuador,ECU,1961,23000
Ecuador,ECU,1962,23000
Ecuador,ECU,1963,24000
Ecuador,ECU,1964,24000
Ecuador,ECU,1965,25000
Ecuador,ECU,1966,25000
Ecuador,ECU,1967,28000
Ecuador,ECU,1968,28000
Ecuador,ECU,1969,30000
Ecuador,ECU,1970,30000
Ecuador,ECU,1971,33000
Ecuador,ECU,1972,33000
Ecuador,ECU,1973,40000
Ecuador,ECU,1974,40000
Ecuador,ECU,1975,46000
Ecuador,ECU,1976,46000
Ecuador,ECU,1977,52000
Ecuador,ECU,1978,55000
Ecuador,ECU,1979,56000
Ecuador,ECU,1980,62000
Ecuador,ECU,1981,60000
Ecuador,ECU,1982,56000
Ecuador,ECU,1983,52000
Ecuador,ECU,1984,48000
Ecuador,ECU,1985,44000
Ecuador,ECU,1986,41000
Ecuador,ECU,1987,40000
Ecuador,ECU,1988,38000
Ecuador,ECU,1989,37100
Ecuador,ECU,1990,32600
Ecuador,ECU,1991,36000
Ecuador,ECU,1992,37500
Ecuador,ECU,1993,38500
Ecuador,ECU,1994,39000
Ecuador,ECU,1995,39000
Ecuador,ECU,1996,39000
Ecuador,ECU,1997,39000
Ecuador,ECU,1998,40000
Ecuador,ECU,1999,40000
Ecuador,ECU,2000,41000
Ecuador,ECU,2001,42000
Ecuador,ECU,2002,42500
Ecuador,ECU,2003,43000
Ecuador,ECU,2004,44000
Ecuador,ECU,2005,44000
Ecuador,ECU,2006,44000
Ecuador,ECU,2007,45000
Ecuador,ECU,2008,45000
Ecuador,ECU,2009,45000
Ecuador,ECU,2010,45000
Ecuador,ECU,2011,45000
Ecuador,ECU,2012,45500
Ecuador,ECU,2013,46000
Ecuador,ECU,2014,46000
Ecuador,ECU,2015,46049
Ecuador,ECU,2016,46176
Ecuador,ECU,2017,46341
Ecuador,ECU,2018,46950
Ecuador,ECU,2019,47091
Ecuador,ECU,2020,47307
Ecuador,ECU,2021,47523
Egypt,EGY,1961,634000
Egypt,EGY,1962,706045
Egypt,EGY,1963,764800
Egypt,EGY,1964,673200
Egypt,EGY,1965,688000
Egypt,EGY,1966,752000
Egypt,EGY,1967,759000
Egypt,EGY,1968,754000
Egypt,EGY,1969,796000
Egypt,EGY,1970,807000
Egypt,EGY,1971,882000
Egypt,EGY,1972,937000
Egypt,EGY,1973,918000
Egypt,EGY,1974,1076000
Egypt,EGY,1975,1155000
Egypt,EGY,1976,1093000
Egypt,EGY,1977,949000
Egypt,EGY,1978,894000
Egypt,EGY,1979,897000
Egypt,EGY,1980,858000
Egypt,EGY,1981,947000
Egypt,EGY,1982,1039000
Egypt,EGY,1983,1099000
Egypt,EGY,1984,1204000
Egypt,EGY,1985,1363000
Egypt,EGY,1986,1406000
Egypt,EGY,1987,1456000
Egypt,EGY,1988,1473000
Egypt,EGY,1989,1668000
Egypt,EGY,1990,1651000
Egypt,EGY,1991,1479000
Egypt,EGY,1992,1415000
Egypt,EGY,1993,1243000
Egypt,EGY,1994,1225000
Egypt,EGY,1995,1238837
Egypt,EGY,1996,1278372
Egypt,EGY,1997,1269730
Egypt,EGY,1998,1384014
Egypt,EGY,1999,1328000
Egypt,EGY,2000,1422721
Egypt,EGY,2001,1485000
Egypt,EGY,2002,1447000
Egypt,EGY,2003,1436682
Egypt,EGY,2004,1436544
Egypt,EGY,2005,1461939
Egypt,EGY,2006,1417465
Egypt,EGY,2007,1352109
Egypt,EGY,2008,1277316
Egypt,EGY,2009,1253229
Egypt,EGY,2010,1139414
Egypt,EGY,2011,1090955
Egypt,EGY,2012,983041
Egypt,EGY,2013,965258
Egypt,EGY,2014,929626
Egypt,EGY,2015,879975
Egypt,EGY,2016,841307
Egypt,EGY,2017,820516
Egypt,EGY,2018,934517
Egypt,EGY,2019,819060
Egypt,EGY,2020,788013
Egypt,EGY,2021,749152
El Salvador,SLV,1961,50000
El Salvador,SLV,1962,62500
El Salvador,SLV,1963,68750
El Salvador,SLV,1964,70000
El Salvador,SLV,1965,72000
El Salvador,SLV,1966,71772
El Salvador,SLV,1967,70592
El Salvador,SLV,1968,70000
El Salvador,SLV,1969,72000
El Salvador,SLV,1970,73000
El Salvador,SLV,1971,78000
El Salvador,SLV,1972,78000
El Salvador,SLV,1973,80000
El Salvador,SLV,1974,81000
El Salvador,SLV,1975,82000
El Salvador,SLV,1976,125000
El Salvador,SLV,1977,105900
El Salvador,SLV,1978,118600
El Salvador,SLV,1979,125000
El Salvador,SLV,1980,126000
El Salvador,SLV,1981,150000
El Salvador,SLV,1982,160000
El Salvador,SLV,1983,180000
El Salvador,SLV,1984,197660
El Salvador,SLV,1985,198790
El Salvador,SLV,1986,197000
El Salvador,SLV,1987,197000
El Salvador,SLV,1988,170000
El Salvador,SLV,1989,180000
El Salvador,SLV,1990,185000
El Salvador,SLV,1991,186000
El Salvador,SLV,1992,220000
El Salvador,SLV,1993,220000
El Salvador,SLV,1994,220000
El Salvador,SLV,1995,220000
El Salvador,SLV,1996,220000
El Salvador,SLV,1997,220000
El Salvador,SLV,1998,220000
El Salvador,SLV,1999,220000
El Salvador,SLV,2000,215000
El Salvador,SLV,2001,215000
El Salvador,SLV,2002,215000
El Salvador,SLV,2003,215000
El Salvador,SLV,2004,215000
El Salvador,SLV,2005,215000
El Salvador,SLV,2006,215000
El Salvador,SLV,2007,215000
El Salvador,SLV,2008,215100
El Salvador,SLV,2009,215000
El Salvador,SLV,2010,215100
El Salvador,SLV,2011,215100
El Salvador,SLV,2012,215150
El Salvador,SLV,2013,215150
El Salvador,SLV,2014,215100
El Salvador,SLV,2015,215777
El Salvador,SLV,2016,216072
El Salvador,SLV,2017,216119
El Salvador,SLV,2018,216090
El Salvador,SLV,2019,216066
El Salvador,SLV,2020,216102
El Salvador,SLV,2021,216138
Estonia,EST,1992,55900
Estonia,EST,1993,55000
Estonia,EST,1994,53000
Estonia,EST,1995,50000
Estonia,EST,1996,48000
Estonia,EST,1997,19900
Estonia,EST,1998,20600
Estonia,EST,1999,20500
Estonia,EST,2000,23400
Estonia,EST,2001,37000
Estonia,EST,2002,47500
Estonia,EST,2003,50500
Estonia,EST,2004,34500
Estonia,EST,2005,32700
Estonia,EST,2006,33000
Estonia,EST,2007,38000
Estonia,EST,2008,29700
Estonia,EST,2009,24800
Estonia,EST,2010,27500
Estonia,EST,2011,28300
Estonia,EST,2012,26400
Estonia,EST,2013,41400
Estonia,EST,2014,39000
Estonia,EST,2015,46800
Estonia,EST,2016,47800
Estonia,EST,2017,49900
Estonia,EST,2018,48700
Estonia,EST,2019,49300
Estonia,EST,2020,47900
Estonia,EST,2021,50000
Ethiopia,ETH,1993,3500000
Ethiopia,ETH,1994,3500000
Ethiopia,ETH,1995,3500000
Ethiopia,ETH,1996,3549010
Ethiopia,ETH,1997,3364190
Ethiopia,ETH,1998,3100460
Ethiopia,ETH,1999,3386970
Ethiopia,ETH,2000,3220430
Ethiopia,ETH,2001,3327370
Ethiopia,ETH,2002,4399580
Ethiopia,ETH,2003,4200000
Ethiopia,ETH,2004,4546245
Ethiopia,ETH,2005,4020410
Ethiopia,ETH,2006,4884468
Ethiopia,ETH,2007,4688010
Ethiopia,ETH,2008,5146990
Ethiopia,ETH,2009,4598226
Ethiopia,ETH,2010,5130322
Ethiopia,ETH,2011,4993815
Ethiopia,ETH,2012,5207300
Ethiopia,ETH,2013,5124228
Ethiopia,ETH,2014,5885263
Ethiopia,ETH,2015,5916100
Ethiopia,ETH,2016,6189329
Ethiopia,ETH,2017,6523969
Ethiopia,ETH,2018,7075188
Ethiopia,ETH,2019,6958004
Ethiopia,ETH,2020,6986100
Ethiopia,ETH,2021,7105876
Ethiopia (former),OWID_ERE,1961,2400000
Ethiopia (former),OWID_ERE,1962,2400000
Ethiopia (former),OWID_ERE,1963,2500000
Ethiopia (former),OWID_ERE,1964,2500000
Ethiopia (former),OWID_ERE,1965,2600000
Ethiopia (former),OWID_ERE,1966,2600000
Ethiopia (former),OWID_ERE,1967,2600000
Ethiopia (former),OWID_ERE,1968,2700000
Ethiopia (former),OWID_ERE,1969,2800000
Ethiopia (former),OWID_ERE,1970,2900000
Ethiopia (former),OWID_ERE,1971,2900000
Ethiopia (former),OWID_ERE,1972,3000000
Ethiopia (former),OWID_ERE,1973,3020000
Ethiopia (former),OWID_ERE,1974,3130000
Ethiopia (former),OWID_ERE,1975,3200000
Ethiopia (former),OWID_ERE,1976,3250000
Ethiopia (former),OWID_ERE,1977,3167000
Ethiopia (former),OWID_ERE,1978,3330000
Ethiopia (former),OWID_ERE,1979,3330000
Ethiopia (former),OWID_ERE,1980,3420000
Ethiopia (former),OWID_ERE,1981,3500000
Ethiopia (former),OWID_ERE,1982,3500000
Ethiopia (former),OWID_ERE,1983,3143000
Ethiopia (former),OWID_ERE,1984,3580000
Ethiopia (former),OWID_ERE,1985,3600000
Ethiopia (former),OWID_ERE,1986,3650000
Ethiopia (former),OWID_ERE,1987,3700000
Ethiopia (former),OWID_ERE,1988,3750000
Ethiopia (former),OWID_ERE,1989,3800000
Ethiopia (former),OWID_ERE,1990,3850000
Ethiopia (former),OWID_ERE,1991,3900000
Ethiopia (former),OWID_ERE,1992,3950000
Europe (FAO),,1961,21097616
Europe (FAO),,1962,21182264
Europe (FAO),,1963,21758652
Europe (FAO),,1964,21159900
Europe (FAO),,1965,20966688
Europe (FAO),,1966,21215962
Europe (FAO),,1967,21473088
Europe (FAO),,1968,21553536
Europe (FAO),,1969,21657464
Europe (FAO),,1970,21111816
Europe (FAO),,1971,21438088
Europe (FAO),,1972,21276848
Europe (FAO),,1973,21668168
Europe (FAO),,1974,21067972
Europe (FAO),,1975,21062924
Europe (FAO),,1976,20660368
Europe (FAO),,1977,20837160
Europe (FAO),,1978,21940586
Europe (FAO),,1979,21731228
Europe (FAO),,1980,21420092
Europe (FAO),,1981,21726144
Europe (FAO),,1982,21834700
Europe (FAO),,1983,22054026
Europe (FAO),,1984,22405276
Europe (FAO),,1985,23005170
Europe (FAO),,1986,23242102
Europe (FAO),,1987,23471900
Europe (FAO),,1988,22398798
Europe (FAO),,1989,22694856
Europe (FAO),,1990,22466656
Europe (FAO),,1991,21739948
Europe (FAO),,1992,18250936
Europe (FAO),,1993,17727896
Europe (FAO),,1994,16751292
Europe (FAO),,1995,16366898
Europe (FAO),,1996,16198492
Europe (FAO),,1997,15638991
Europe (FAO),,1998,15569575
Europe (FAO),,1999,15573026
Europe (FAO),,2000,15550628
Europe (FAO),,2001,15792136
Europe (FAO),,2002,15813673
Europe (FAO),,2003,15827635
Europe (FAO),,2004,16000565
Europe (FAO),,2005,16205339
Europe (FAO),,2006,16554089
Europe (FAO),,2007,16466664
Europe (FAO),,2008,16721606
Europe (FAO),,2009,16459096
Europe (FAO),,2010,16850460
Europe (FAO),,2011,17276226
Europe (FAO),,2012,18114612
Europe (FAO),,2013,18265842
Europe (FAO),,2014,19013434
Europe (FAO),,2015,19660936
Europe (FAO),,2016,20228544
Europe (FAO),,2017,20629068
Europe (FAO),,2018,22310768
Europe (FAO),,2019,23257566
Europe (FAO),,2020,24217178
Europe (FAO),,2021,25071804
European Union (27) (FAO),,1961,8822348
European Union (27) (FAO),,1962,8830460
European Union (27) (FAO),,1963,8676480
European Union (27) (FAO),,1964,8737696
European Union (27) (FAO),,1965,8951288
European Union (27) (FAO),,1966,9061383
European Union (27) (FAO),,1967,9362070
European Union (27) (FAO),,1968,9423762
European Union (27) (FAO),,1969,9438121
European Union (27) (FAO),,1970,9155647
European Union (27) (FAO),,1971,9172840
European Union (27) (FAO),,1972,8945274
European Union (27) (FAO),,1973,9388327
European Union (27) (FAO),,1974,8898704
European Union (27) (FAO),,1975,8961144
European Union (27) (FAO),,1976,8986466
European Union (27) (FAO),,1977,9048357
European Union (27) (FAO),,1978,10275221
European Union (27) (FAO),,1979,10843519
European Union (27) (FAO),,1980,10841890
European Union (27) (FAO),,1981,11349828
European Union (27) (FAO),,1982,11526591
European Union (27) (FAO),,1983,11655961
European Union (27) (FAO),,1984,12175112
European Union (27) (FAO),,1985,12512850
European Union (27) (FAO),,1986,12343845
European Union (27) (FAO),,1987,12408904
European Union (27) (FAO),,1988,11652571
European Union (27) (FAO),,1989,11798767
European Union (27) (FAO),,1990,11420759
European Union (27) (FAO),,1991,10713963
European Union (27) (FAO),,1992,11709805
European Union (27) (FAO),,1993,11999675
European Union (27) (FAO),,1994,11425254
European Union (27) (FAO),,1995,11132531
European Union (27) (FAO),,1996,11152673
European Union (27) (FAO),,1997,10937504
European Union (27) (FAO),,1998,11039513
European Union (27) (FAO),,1999,11158531
European Union (27) (FAO),,2000,11216693
European Union (27) (FAO),,2001,11391981
European Union (27) (FAO),,2002,11423352
European Union (27) (FAO),,2003,11420205
European Union (27) (FAO),,2004,11536374
European Union (27) (FAO),,2005,11679632
European Union (27) (FAO),,2006,12023344
European Union (27) (FAO),,2007,12095292
European Union (27) (FAO),,2008,12272136
European Union (27) (FAO),,2009,12114194
European Union (27) (FAO),,2010,12347025
European Union (27) (FAO),,2011,12756317
European Union (27) (FAO),,2012,13020341
European Union (27) (FAO),,2013,13119458
European Union (27) (FAO),,2014,13760322
European Union (27) (FAO),,2015,14141639
European Union (27) (FAO),,2016,14665551
European Union (27) (FAO),,2017,15144808
European Union (27) (FAO),,2018,16875330
European Union (27) (FAO),,2019,17635188
European Union (27) (FAO),,2020,18545900
European Union (27) (FAO),,2021,19632188
Fiji,FJI,1990,1898
Fiji,FJI,1991,2152
Fiji,FJI,1992,2722
Fiji,FJI,1993,2216
Fiji,FJI,1994,2400
Fiji,FJI,1995,2599
Fiji,FJI,1996,3045
Fiji,FJI,1997,3200
Fiji,FJI,1998,3000
Fiji,FJI,1999,3900
Fiji,FJI,2000,4600
Fiji,FJI,2001,5300
Fiji,FJI,2002,4900
Fiji,FJI,2003,4700
Fiji,FJI,2004,4700
Fiji,FJI,2005,4700
Fiji,FJI,2006,4700
Fiji,FJI,2007,10900
Fiji,FJI,2008,13200
Fiji,FJI,2009,12101
Fiji,FJI,2010,11892
Fiji,FJI,2011,11698
Fiji,FJI,2012,11617
Fiji,FJI,2013,11681
Fiji,FJI,2014,7320
Fiji,FJI,2015,2110
Fiji,FJI,2016,9194
Fiji,FJI,2017,11041
Fiji,FJI,2018,13200
Fiji,FJI,2019,13200
Fiji,FJI,2020,13300
Fiji,FJI,2021,14000
Finland,FIN,1961,20000
Finland,FIN,1962,20000
Finland,FIN,1963,19000
Finland,FIN,1964,19000
Finland,FIN,1965,20000
Finland,FIN,1966,19500
Finland,FIN,1967,19800
Finland,FIN,1968,21000
Finland,FIN,1969,21000
Finland,FIN,1970,22000
Finland,FIN,1971,22000
Finland,FIN,1972,30000
Finland,FIN,1973,30000
Finland,FIN,1974,30000
Finland,FIN,1975,31000
Finland,FIN,1976,30000
Finland,FIN,1977,30000
Finland,FIN,1978,30200
Finland,FIN,1979,32000
Finland,FIN,1980,33000
Finland,FIN,1981,35000
Finland,FIN,1982,64000
Finland,FIN,1983,50000
Finland,FIN,1984,46000
Finland,FIN,1985,50000
Finland,FIN,1986,62000
Finland,FIN,1987,49000
Finland,FIN,1988,70000
Finland,FIN,1989,47000
Finland,FIN,1990,50000
Finland,FIN,1991,49000
Finland,FIN,1992,49000
Finland,FIN,1993,49000
Finland,FIN,1994,44000
Finland,FIN,1995,42000
Finland,FIN,1996,40000
Finland,FIN,1997,40000
Finland,FIN,1998,42000
Finland,FIN,1999,39000
