Entity,Code,Year,"Meat, rabbit | 00001141 || Producing or slaughtered animals | 005321 || animals"
Caribbean (FAO),,1978,35000
Caribbean (FAO),,1979,54000
Caribbean (FAO),,1980,69000
Caribbean (FAO),,1981,187000
Caribbean (FAO),,1982,180000
Caribbean (FAO),,1983,185000
Caribbean (FAO),,1984,283000
Caribbean (FAO),,1985,287000
Caribbean (FAO),,1986,300000
Caribbean (FAO),,1987,312000
Caribbean (FAO),,1988,312000
Caribbean (FAO),,1989,247000
Caribbean (FAO),,1990,214000
Caribbean (FAO),,1991,388000
Caribbean (FAO),,1992,441000
Caribbean (FAO),,1993,421000
Caribbean (FAO),,1994,406000
Caribbean (FAO),,1995,280000
Caribbean (FAO),,1996,248000
Caribbean (FAO),,1997,215000
Caribbean (FAO),,1998,245000
Caribbean (FAO),,1999,262000
Caribbean (FAO),,2000,262000
Caribbean (FAO),,2001,262000
Caribbean (FAO),,2002,262000
Caribbean (FAO),,2003,208000
Caribbean (FAO),,2004,186000
Caribbean (FAO),,2005,241000
Caribbean (FAO),,2006,181000
Caribbean (FAO),,2007,108000
Caribbean (FAO),,2008,115000
Caribbean (FAO),,2009,117000
Caribbean (FAO),,2010,119000
Caribbean (FAO),,2011,117000
Caribbean (FAO),,2012,121000
Caribbean (FAO),,2013,118000
Caribbean (FAO),,2014,119000
Caribbean (FAO),,2015,117000
Caribbean (FAO),,2016,112000
Caribbean (FAO),,2017,118000
Caribbean (FAO),,2018,111000
Caribbean (FAO),,2019,108000
Caribbean (FAO),,2020,106000
Caribbean (FAO),,2021,102000
Central America (FAO),,1961,300000
Central America (FAO),,1962,300000
Central America (FAO),,1963,305000
Central America (FAO),,1964,310000
Central America (FAO),,1965,320000
Central America (FAO),,1966,330000
Central America (FAO),,1967,335000
Central America (FAO),,1968,340000
Central America (FAO),,1969,345000
Central America (FAO),,1970,350000
Central America (FAO),,1971,350000
Central America (FAO),,1972,354000
Central America (FAO),,1973,476000
Central America (FAO),,1974,605000
Central America (FAO),,1975,2303000
Central America (FAO),,1976,2469000
Central America (FAO),,1977,3470000
Central America (FAO),,1978,3720000
Central America (FAO),,1979,3994000
Central America (FAO),,1980,4309000
Central America (FAO),,1981,4476000
Central America (FAO),,1982,4661000
Central America (FAO),,1983,3800000
Central America (FAO),,1984,3600000
Central America (FAO),,1985,3600000
Central America (FAO),,1986,3650000
Central America (FAO),,1987,3680000
Central America (FAO),,1988,3710000
Central America (FAO),,1989,3800000
Central America (FAO),,1990,3800000
Central America (FAO),,1991,3800000
Central America (FAO),,1992,4000000
Central America (FAO),,1993,4000000
Central America (FAO),,1994,4050000
Central America (FAO),,1995,4050000
Central America (FAO),,1996,4100000
Central America (FAO),,1997,4100000
Central America (FAO),,1998,4130000
Central America (FAO),,1999,4130000
Central America (FAO),,2000,4160000
Central America (FAO),,2001,4190000
Central America (FAO),,2002,4190000
Central America (FAO),,2003,4220000
Central America (FAO),,2004,4220000
Central America (FAO),,2005,4230000
Central America (FAO),,2006,4250000
Central America (FAO),,2007,4250000
Central America (FAO),,2008,4300000
Central America (FAO),,2009,4300000
Central America (FAO),,2010,4350000
Central America (FAO),,2011,4350000
Central America (FAO),,2012,4360000
Central America (FAO),,2013,4360000
Central America (FAO),,2014,4368000
Central America (FAO),,2015,4400000
Central America (FAO),,2016,4413000
Central America (FAO),,2017,4428000
Central America (FAO),,2018,4459000
Central America (FAO),,2019,4467000
Central America (FAO),,2020,4482000
Central America (FAO),,2021,4496000
Central Asia (FAO),,1992,1118000
Central Asia (FAO),,1993,526000
Central Asia (FAO),,1994,695000
Central Asia (FAO),,1995,443000
Central Asia (FAO),,1996,301000
Central Asia (FAO),,1997,266000
Central Asia (FAO),,1998,226000
Central Asia (FAO),,1999,281000
Central Asia (FAO),,2000,308000
Central Asia (FAO),,2001,332000
Central Asia (FAO),,2002,348000
Central Asia (FAO),,2003,430000
Central Asia (FAO),,2004,280000
Central Asia (FAO),,2005,268000
Central Asia (FAO),,2006,452000
Central Asia (FAO),,2007,411000
Central Asia (FAO),,2008,338000
Central Asia (FAO),,2009,298000
Central Asia (FAO),,2010,339000
Central Asia (FAO),,2011,363000
Central Asia (FAO),,2012,365000
Central Asia (FAO),,2013,376000
Central Asia (FAO),,2014,343000
Central Asia (FAO),,2015,333000
Central Asia (FAO),,2016,335000
Central Asia (FAO),,2017,330000
Central Asia (FAO),,2018,428000
Central Asia (FAO),,2019,359000
Central Asia (FAO),,2020,341000
Central Asia (FAO),,2021,409000
China,CHN,1961,7000000
China,CHN,1962,8000000
China,CHN,1963,9000000
China,CHN,1964,11000000
China,CHN,1965,12000000
China,CHN,1966,13000000
China,CHN,1967,18700000
China,CHN,1968,22000000
China,CHN,1969,23000000
China,CHN,1970,22000000
China,CHN,1971,25000000
China,CHN,1972,26000000
China,CHN,1973,27000000
China,CHN,1974,25000000
China,CHN,1975,30000000
China,CHN,1976,32000000
China,CHN,1977,33000000
China,CHN,1978,35000000
China,CHN,1979,37000000
China,CHN,1980,40000000
China,CHN,1981,37000000
China,CHN,1982,37000000
China,CHN,1983,38000000
China,CHN,1984,40000000
China,CHN,1985,37400000
China,CHN,1986,49000000
China,CHN,1987,67000000
China,CHN,1988,76650000
China,CHN,1989,68650000
China,CHN,1990,64000000
China,CHN,1991,72000000
China,CHN,1992,123000000
China,CHN,1993,136000000
China,CHN,1994,169246000
China,CHN,1995,193928000
China,CHN,1996,220000000
China,CHN,1997,200000000
China,CHN,1998,220000000
China,CHN,1999,222000000
China,CHN,2000,258782000
China,CHN,2001,289925000
China,CHN,2002,305602000
China,CHN,2003,319384000
China,CHN,2004,339859000
China,CHN,2005,378404000
China,CHN,2006,403677000
China,CHN,2007,440873000
China,CHN,2008,415299000
China,CHN,2009,432814000
China,CHN,2010,464525000
China,CHN,2011,474704000
China,CHN,2012,478000000
China,CHN,2013,503666000
China,CHN,2014,516791000
China,CHN,2015,523569000
China,CHN,2016,423955000
China,CHN,2017,319553000
China,CHN,2018,316709000
China,CHN,2019,313231000
China,CHN,2020,289299000
China,CHN,2021,275337000
China (FAO),,1961,7000000
China (FAO),,1962,8000000
China (FAO),,1963,9000000
China (FAO),,1964,11000000
China (FAO),,1965,12000000
China (FAO),,1966,13000000
China (FAO),,1967,18700000
China (FAO),,1968,22000000
China (FAO),,1969,23000000
China (FAO),,1970,22000000
China (FAO),,1971,25000000
China (FAO),,1972,26000000
China (FAO),,1973,27000000
China (FAO),,1974,25000000
China (FAO),,1975,30000000
China (FAO),,1976,32000000
China (FAO),,1977,33000000
China (FAO),,1978,35000000
China (FAO),,1979,37000000
China (FAO),,1980,40000000
China (FAO),,1981,37000000
China (FAO),,1982,37000000
China (FAO),,1983,38000000
China (FAO),,1984,40000000
China (FAO),,1985,37400000
China (FAO),,1986,49000000
China (FAO),,1987,67000000
China (FAO),,1988,76650000
China (FAO),,1989,68650000
China (FAO),,1990,64000000
China (FAO),,1991,72000000
China (FAO),,1992,123000000
China (FAO),,1993,136000000
China (FAO),,1994,169246000
China (FAO),,1995,193928000
China (FAO),,1996,220000000
China (FAO),,1997,200000000
China (FAO),,1998,220000000
China (FAO),,1999,222000000
China (FAO),,2000,258782000
China (FAO),,2001,289925000
China (FAO),,2002,305602000
China (FAO),,2003,319384000
China (FAO),,2004,339859000
China (FAO),,2005,378404000
China (FAO),,2006,403677000
China (FAO),,2007,440873000
China (FAO),,2008,415299000
China (FAO),,2009,432814000
China (FAO),,2010,464525000
China (FAO),,2011,474704000
China (FAO),,2012,478000000
China (FAO),,2013,503666000
China (FAO),,2014,516791000
China (FAO),,2015,523569000
China (FAO),,2016,423955000
China (FAO),,2017,319553000
China (FAO),,2018,316709000
China (FAO),,2019,313231000
China (FAO),,2020,289299000
China (FAO),,2021,275337000
Colombia,COL,1961,570000
Colombia,COL,1962,600000
Colombia,COL,1963,630000
Colombia,COL,1964,670000
Colombia,COL,1965,700000
Colombia,COL,1966,740000
Colombia,COL,1967,790000
Colombia,COL,1968,837000
Colombia,COL,1969,885000
Colombia,COL,1970,930000
Colombia,COL,1971,1000000
Colombia,COL,1972,1070000
Colombia,COL,1973,1140000
Colombia,COL,1974,1230000
Colombia,COL,1975,1531000
Colombia,COL,1976,1644000
Colombia,COL,1977,1768000
Colombia,COL,1978,1869000
Colombia,COL,1979,1986000
Colombia,COL,1980,2000000
Colombia,COL,1981,2075000
Colombia,COL,1982,2100000
Colombia,COL,1983,2200000
Colombia,COL,1984,2250000
Colombia,COL,1985,2270000
Colombia,COL,1986,2300000
Colombia,COL,1987,2300000
Colombia,COL,1988,2300000
Colombia,COL,1989,2300000
Colombia,COL,1990,2300000
Colombia,COL,1991,2300000
Colombia,COL,1992,2400000
Colombia,COL,1993,2400000
Colombia,COL,1994,2400000
Colombia,COL,1995,2400000
Colombia,COL,1996,2400000
Colombia,COL,1997,2400000
Colombia,COL,1998,2400000
Colombia,COL,1999,2450000
Colombia,COL,2000,2450000
Colombia,COL,2001,2450000
Colombia,COL,2002,2450000
Colombia,COL,2003,2450000
Colombia,COL,2004,2450000
Colombia,COL,2005,2450000
Colombia,COL,2006,2450000
Colombia,COL,2007,2450000
Colombia,COL,2008,2450000
Colombia,COL,2009,2450000
Colombia,COL,2010,2450000
Colombia,COL,2011,2450000
Colombia,COL,2012,2450000
Colombia,COL,2013,2450000
Colombia,COL,2014,2450000
Colombia,COL,2015,2452000
Colombia,COL,2016,2456000
Colombia,COL,2017,2458000
Colombia,COL,2018,2463000
Colombia,COL,2019,2458000
Colombia,COL,2020,2460000
Colombia,COL,2021,2461000
Cyprus,CYP,1961,130000
Cyprus,CYP,1962,130000
Cyprus,CYP,1963,130000
Cyprus,CYP,1964,130000
Cyprus,CYP,1965,130000
Cyprus,CYP,1966,135000
Cyprus,CYP,1967,135000
Cyprus,CYP,1968,135000
Cyprus,CYP,1969,135000
Cyprus,CYP,1970,135000
Cyprus,CYP,1971,140000
Cyprus,CYP,1972,140000
Cyprus,CYP,1973,150000
Cyprus,CYP,1974,120000
Cyprus,CYP,1975,170000
Cyprus,CYP,1976,200000
Cyprus,CYP,1977,210000
Cyprus,CYP,1978,240000
Cyprus,CYP,1979,240000
Cyprus,CYP,1980,240000
Cyprus,CYP,1981,280000
Cyprus,CYP,1982,445000
Cyprus,CYP,1983,460000
Cyprus,CYP,1984,475000
Cyprus,CYP,1985,500000
Cyprus,CYP,1986,590000
Cyprus,CYP,1987,630000
Cyprus,CYP,1988,650000
Cyprus,CYP,1989,670000
Cyprus,CYP,1990,670000
Cyprus,CYP,1991,675000
Cyprus,CYP,1992,680000
Cyprus,CYP,1993,700000
Cyprus,CYP,1994,710000
Cyprus,CYP,1995,650000
Cyprus,CYP,1996,630000
Cyprus,CYP,1997,635000
Cyprus,CYP,1998,650000
Cyprus,CYP,1999,640000
Cyprus,CYP,2000,630000
Cyprus,CYP,2001,650000
Cyprus,CYP,2002,625000
Cyprus,CYP,2003,707000
Cyprus,CYP,2004,900000
Cyprus,CYP,2005,570000
Cyprus,CYP,2006,484000
Cyprus,CYP,2007,450000
Cyprus,CYP,2008,556000
Cyprus,CYP,2009,293000
Cyprus,CYP,2010,566000
Cyprus,CYP,2011,579000
Cyprus,CYP,2012,593000
Cyprus,CYP,2013,593000
Cyprus,CYP,2014,412000
Cyprus,CYP,2015,403000
Cyprus,CYP,2016,367000
Cyprus,CYP,2017,346000
Czechia,CZE,1993,11435000
Czechia,CZE,1994,11505000
Czechia,CZE,1995,11178000
Czechia,CZE,1996,11667000
Czechia,CZE,1997,11667000
Czechia,CZE,1998,12783000
Czechia,CZE,1999,12842000
Czechia,CZE,2000,12833000
Czechia,CZE,2001,12833000
Czechia,CZE,2002,12833000
Czechia,CZE,2003,12833000
Czechia,CZE,2004,12833000
Czechia,CZE,2005,12833000
Czechia,CZE,2006,12833000
Czechia,CZE,2007,12833000
Czechia,CZE,2008,12833000
Czechia,CZE,2009,12833000
Czechia,CZE,2010,12833000
Czechia,CZE,2011,12833000
Czechia,CZE,2012,12833000
Czechia,CZE,2013,12833000
Czechia,CZE,2014,12833000
Czechia,CZE,2015,12833000
Czechia,CZE,2016,12833000
Czechia,CZE,2017,12833000
Czechoslovakia,OWID_CZS,1961,6125000
Czechoslovakia,OWID_CZS,1962,6125000
Czechoslovakia,OWID_CZS,1963,6125000
Czechoslovakia,OWID_CZS,1964,6125000
Czechoslovakia,OWID_CZS,1965,6150000
Czechoslovakia,OWID_CZS,1966,6150000
Czechoslovakia,OWID_CZS,1967,6240000
Czechoslovakia,OWID_CZS,1968,15000000
Czechoslovakia,OWID_CZS,1969,23730000
Czechoslovakia,OWID_CZS,1970,23750000
Czechoslovakia,OWID_CZS,1971,24400000
Czechoslovakia,OWID_CZS,1972,23550000
Czechoslovakia,OWID_CZS,1973,21830000
Czechoslovakia,OWID_CZS,1974,22150000
Czechoslovakia,OWID_CZS,1975,23700000
Czechoslovakia,OWID_CZS,1976,18900000
Czechoslovakia,OWID_CZS,1977,19110000
Czechoslovakia,OWID_CZS,1978,18600000
Czechoslovakia,OWID_CZS,1979,19650000
Czechoslovakia,OWID_CZS,1980,20840000
Czechoslovakia,OWID_CZS,1981,23000000
Czechoslovakia,OWID_CZS,1982,24100000
Czechoslovakia,OWID_CZS,1983,27600000
Czechoslovakia,OWID_CZS,1984,29500000
Czechoslovakia,OWID_CZS,1985,26000000
Czechoslovakia,OWID_CZS,1986,27750000
Czechoslovakia,OWID_CZS,1987,26000000
Czechoslovakia,OWID_CZS,1988,25700000
Czechoslovakia,OWID_CZS,1989,23000000
Czechoslovakia,OWID_CZS,1990,23300000
Czechoslovakia,OWID_CZS,1991,22700000
Czechoslovakia,OWID_CZS,1992,22900000
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0
Denmark,DNK,1997,0
Denmark,DNK,1998,0
Denmark,DNK,1999,0
Denmark,DNK,2000,0
Denmark,DNK,2001,0
Denmark,DNK,2002,0
Denmark,DNK,2003,0
Denmark,DNK,2004,0
Denmark,DNK,2005,0
Denmark,DNK,2006,0
Denmark,DNK,2007,0
Denmark,DNK,2008,0
Denmark,DNK,2009,0
Denmark,DNK,2010,0
Denmark,DNK,2011,0
Denmark,DNK,2012,0
Denmark,DNK,2013,0
Denmark,DNK,2014,0
Denmark,DNK,2015,0
Denmark,DNK,2016,0
Denmark,DNK,2017,0
Denmark,DNK,2018,0
Denmark,DNK,2019,0
Denmark,DNK,2020,0
Denmark,DNK,2021,0
Eastern Africa (FAO),,1961,223000
Eastern Africa (FAO),,1962,240000
Eastern Africa (FAO),,1963,266000
Eastern Africa (FAO),,1964,282000
Eastern Africa (FAO),,1965,299000
Eastern Africa (FAO),,1966,329000
Eastern Africa (FAO),,1967,345000
Eastern Africa (FAO),,1968,361000
Eastern Africa (FAO),,1969,411000
Eastern Africa (FAO),,1970,444000
Eastern Africa (FAO),,1971,492000
Eastern Africa (FAO),,1972,525000
Eastern Africa (FAO),,1973,572000
Eastern Africa (FAO),,1974,589000
Eastern Africa (FAO),,1975,610000
Eastern Africa (FAO),,1976,661000
Eastern Africa (FAO),,1977,709000
Eastern Africa (FAO),,1978,699000
Eastern Africa (FAO),,1979,773000
Eastern Africa (FAO),,1980,812000
Eastern Africa (FAO),,1981,928000
Eastern Africa (FAO),,1982,1394000
Eastern Africa (FAO),,1983,1668000
Eastern Africa (FAO),,1984,2094000
Eastern Africa (FAO),,1985,2806000
Eastern Africa (FAO),,1986,3445000
Eastern Africa (FAO),,1987,3715000
Eastern Africa (FAO),,1988,4250000
Eastern Africa (FAO),,1989,4805000
Eastern Africa (FAO),,1990,5388000
Eastern Africa (FAO),,1991,7067000
Eastern Africa (FAO),,1992,7272000
Eastern Africa (FAO),,1993,7545000
Eastern Africa (FAO),,1994,7246000
Eastern Africa (FAO),,1995,7208000
Eastern Africa (FAO),,1996,8020000
Eastern Africa (FAO),,1997,7458000
Eastern Africa (FAO),,1998,6839000
Eastern Africa (FAO),,1999,8333000
Eastern Africa (FAO),,2000,7927000
Eastern Africa (FAO),,2001,7770000
Eastern Africa (FAO),,2002,7840000
Eastern Africa (FAO),,2003,7835000
Eastern Africa (FAO),,2004,7635000
Eastern Africa (FAO),,2005,7876000
Eastern Africa (FAO),,2006,7211000
Eastern Africa (FAO),,2007,5644000
Eastern Africa (FAO),,2008,6084000
Eastern Africa (FAO),,2009,6169000
Eastern Africa (FAO),,2010,6639000
Eastern Africa (FAO),,2011,6974000
Eastern Africa (FAO),,2012,7311000
Eastern Africa (FAO),,2013,6638000
Eastern Africa (FAO),,2014,6432000
Eastern Africa (FAO),,2015,6251000
Eastern Africa (FAO),,2016,5729000
Eastern Africa (FAO),,2017,5467000
Eastern Africa (FAO),,2018,4584000
Eastern Africa (FAO),,2019,5024000
Eastern Africa (FAO),,2020,6379000
Eastern Africa (FAO),,2021,5072000
Eastern Asia (FAO),,1961,9500000
Eastern Asia (FAO),,1962,10300000
Eastern Asia (FAO),,1963,13000000
Eastern Asia (FAO),,1964,14500000
Eastern Asia (FAO),,1965,14400000
Eastern Asia (FAO),,1966,15300000
Eastern Asia (FAO),,1967,21500000
Eastern Asia (FAO),,1968,24700000
Eastern Asia (FAO),,1969,25000000
Eastern Asia (FAO),,1970,23500000
Eastern Asia (FAO),,1971,26400000
Eastern Asia (FAO),,1972,27100000
Eastern Asia (FAO),,1973,28500000
Eastern Asia (FAO),,1974,27100000
Eastern Asia (FAO),,1975,33000000
Eastern Asia (FAO),,1976,35000000
Eastern Asia (FAO),,1977,36300000
Eastern Asia (FAO),,1978,38700000
Eastern Asia (FAO),,1979,40700000
Eastern Asia (FAO),,1980,43000000
Eastern Asia (FAO),,1981,39000000
Eastern Asia (FAO),,1982,38900000
Eastern Asia (FAO),,1983,39800000
Eastern Asia (FAO),,1984,41600000
Eastern Asia (FAO),,1985,39400000
Eastern Asia (FAO),,1986,51100000
Eastern Asia (FAO),,1987,68800000
Eastern Asia (FAO),,1988,77450000
Eastern Asia (FAO),,1989,69230000
Eastern Asia (FAO),,1990,64540000
Eastern Asia (FAO),,1991,72550000
Eastern Asia (FAO),,1992,123620000
Eastern Asia (FAO),,1993,136550000
Eastern Asia (FAO),,1994,169796000
Eastern Asia (FAO),,1995,194688000
Eastern Asia (FAO),,1996,231710000
Eastern Asia (FAO),,1997,210560000
Eastern Asia (FAO),,1998,231000000
Eastern Asia (FAO),,1999,242330000
Eastern Asia (FAO),,2000,301582000
Eastern Asia (FAO),,2001,361425000
Eastern Asia (FAO),,2002,377102000
Eastern Asia (FAO),,2003,391284000
Eastern Asia (FAO),,2004,412109000
Eastern Asia (FAO),,2005,451154000
Eastern Asia (FAO),,2006,484027000
Eastern Asia (FAO),,2007,528298000
Eastern Asia (FAO),,2008,511724000
Eastern Asia (FAO),,2009,537239000
Eastern Asia (FAO),,2010,568975000
Eastern Asia (FAO),,2011,591184000
Eastern Asia (FAO),,2012,594472000
Eastern Asia (FAO),,2013,619663000
Eastern Asia (FAO),,2014,635270000
Eastern Asia (FAO),,2015,642910000
Eastern Asia (FAO),,2016,542130000
Eastern Asia (FAO),,2017,438881000
Eastern Asia (FAO),,2018,433447000
Eastern Asia (FAO),,2019,442293000
Eastern Asia (FAO),,2020,399811000
Eastern Asia (FAO),,2021,376877000
Eastern Europe (FAO),,1961,52082000
Eastern Europe (FAO),,1962,46682000
Eastern Europe (FAO),,1963,46182000
Eastern Europe (FAO),,1964,47682000
Eastern Europe (FAO),,1965,47207000
Eastern Europe (FAO),,1966,47635000
Eastern Europe (FAO),,1967,47411000
Eastern Europe (FAO),,1968,54407000
Eastern Europe (FAO),,1969,62267000
Eastern Europe (FAO),,1970,66055000
Eastern Europe (FAO),,1971,80769000
Eastern Europe (FAO),,1972,92350000
Eastern Europe (FAO),,1973,100193000
Eastern Europe (FAO),,1974,109539000
Eastern Europe (FAO),,1975,118903000
Eastern Europe (FAO),,1976,106449000
Eastern Europe (FAO),,1977,108330000
Eastern Europe (FAO),,1978,108986000
Eastern Europe (FAO),,1979,107580000
Eastern Europe (FAO),,1980,109311000
Eastern Europe (FAO),,1981,109232000
Eastern Europe (FAO),,1982,114676000
Eastern Europe (FAO),,1983,119544000
Eastern Europe (FAO),,1984,119557000
Eastern Europe (FAO),,1985,114288000
Eastern Europe (FAO),,1986,119567000
Eastern Europe (FAO),,1987,122840000
Eastern Europe (FAO),,1988,128090000
Eastern Europe (FAO),,1989,121883000
Eastern Europe (FAO),,1990,128516000
Eastern Europe (FAO),,1991,115099000
Eastern Europe (FAO),,1992,70338000
Eastern Europe (FAO),,1993,64832000
Eastern Europe (FAO),,1994,58873000
Eastern Europe (FAO),,1995,51613000
Eastern Europe (FAO),,1996,52409000
Eastern Europe (FAO),,1997,47166000
Eastern Europe (FAO),,1998,43945000
Eastern Europe (FAO),,1999,46824000
Eastern Europe (FAO),,2000,47557000
Eastern Europe (FAO),,2001,43028000
Eastern Europe (FAO),,2002,42926000
Eastern Europe (FAO),,2003,40380000
Eastern Europe (FAO),,2004,40543000
Eastern Europe (FAO),,2005,39798000
Eastern Europe (FAO),,2006,38163000
Eastern Europe (FAO),,2007,38707000
Eastern Europe (FAO),,2008,35363000
Eastern Europe (FAO),,2009,36907000
Eastern Europe (FAO),,2010,39467000
Eastern Europe (FAO),,2011,39266000
Eastern Europe (FAO),,2012,39412000
Eastern Europe (FAO),,2013,40008000
Eastern Europe (FAO),,2014,40179000
Eastern Europe (FAO),,2015,39930000
Eastern Europe (FAO),,2016,38878000
Eastern Europe (FAO),,2017,39107000
Eastern Europe (FAO),,2018,22785000
Eastern Europe (FAO),,2019,22478000
Eastern Europe (FAO),,2020,22682000
Eastern Europe (FAO),,2021,22295000
Ecuador,ECU,1961,480000
Ecuador,ECU,1962,490000
Ecuador,ECU,1963,510000
Ecuador,ECU,1964,530000
Ecuador,ECU,1965,540000
Ecuador,ECU,1966,550000
Ecuador,ECU,1967,570000
Ecuador,ECU,1968,580000
Ecuador,ECU,1969,600000
Ecuador,ECU,1970,610000
Ecuador,ECU,1971,630000
Ecuador,ECU,1972,640000
Ecuador,ECU,1973,660000
Ecuador,ECU,1974,670000
Ecuador,ECU,1975,690000
Ecuador,ECU,1976,700000
Ecuador,ECU,1977,720000
Ecuador,ECU,1978,740000
Ecuador,ECU,1979,750000
Ecuador,ECU,1980,760000
Ecuador,ECU,1981,780000
Ecuador,ECU,1982,790000
Ecuador,ECU,1983,810000
Ecuador,ECU,1984,820000
Ecuador,ECU,1985,840000
Ecuador,ECU,1986,800000
Ecuador,ECU,1987,700000
Ecuador,ECU,1988,600000
Ecuador,ECU,1989,500000
Ecuador,ECU,1990,486000
Ecuador,ECU,1991,532000
Ecuador,ECU,1992,583000
Ecuador,ECU,1993,630000
Ecuador,ECU,1994,630000
Ecuador,ECU,1995,630000
Ecuador,ECU,1996,635000
Ecuador,ECU,1997,640000
Ecuador,ECU,1998,645000
Ecuador,ECU,1999,645000
Ecuador,ECU,2000,658000
Ecuador,ECU,2001,660000
Ecuador,ECU,2002,665000
Ecuador,ECU,2003,922000
Ecuador,ECU,2004,933000
Ecuador,ECU,2005,943000
Ecuador,ECU,2006,735000
Ecuador,ECU,2007,750000
Ecuador,ECU,2008,750000
Ecuador,ECU,2009,750000
Ecuador,ECU,2010,750000
Ecuador,ECU,2011,750000
Ecuador,ECU,2012,750000
Ecuador,ECU,2013,750000
Ecuador,ECU,2014,750000
Ecuador,ECU,2015,750000
Ecuador,ECU,2016,750000
Ecuador,ECU,2017,750000
Ecuador,ECU,2018,773000
Ecuador,ECU,2019,779000
Ecuador,ECU,2020,785000
Ecuador,ECU,2021,790000
Egypt,EGY,1961,6000000
Egypt,EGY,1962,6000000
Egypt,EGY,1963,6000000
Egypt,EGY,1964,6100000
Egypt,EGY,1965,6300000
Egypt,EGY,1966,6500000
Egypt,EGY,1967,6500000
Egypt,EGY,1968,6500000
Egypt,EGY,1969,6500000
Egypt,EGY,1970,6500000
Egypt,EGY,1971,6500000
Egypt,EGY,1972,6500000
Egypt,EGY,1973,6500000
Egypt,EGY,1974,6500000
Egypt,EGY,1975,6500000
Egypt,EGY,1976,6500000
Egypt,EGY,1977,6500000
Egypt,EGY,1978,8350000
Egypt,EGY,1979,10500000
Egypt,EGY,1980,13000000
Egypt,EGY,1981,18000000
Egypt,EGY,1982,22000000
Egypt,EGY,1983,25000000
Egypt,EGY,1984,30000000
Egypt,EGY,1985,35906000
Egypt,EGY,1986,36972000
Egypt,EGY,1987,38038000
Egypt,EGY,1988,39144000
Egypt,EGY,1989,40250000
Egypt,EGY,1990,40850000
Egypt,EGY,1991,42000000
Egypt,EGY,1992,43200000
Egypt,EGY,1993,44400000
Egypt,EGY,1994,45000000
Egypt,EGY,1995,45000000
Egypt,EGY,1996,45000000
Egypt,EGY,1997,45000000
Egypt,EGY,1998,45000000
Egypt,EGY,1999,45100000
Egypt,EGY,2000,45200000
Egypt,EGY,2001,45300000
Egypt,EGY,2002,45400000
Egypt,EGY,2003,45500000
Egypt,EGY,2004,45600000
Egypt,EGY,2005,45700000
Egypt,EGY,2006,42633000
Egypt,EGY,2007,43993000
Egypt,EGY,2008,45874000
Egypt,EGY,2009,45407000
Egypt,EGY,2010,46235000
Egypt,EGY,2011,46948000
Egypt,EGY,2012,47335000
Egypt,EGY,2013,53213000
Egypt,EGY,2014,56333000
Egypt,EGY,2015,57807000
Egypt,EGY,2016,54637000
Egypt,EGY,2017,55292000
Egypt,EGY,2018,59566000
Egypt,EGY,2019,60000000
Egypt,EGY,2020,56093000
Egypt,EGY,2021,58000000
Estonia,EST,1992,90000
Estonia,EST,1993,50000
Estonia,EST,1994,91000
Estonia,EST,1995,36000
Estonia,EST,1996,35000
Estonia,EST,1997,30000
Estonia,EST,1998,34000
Estonia,EST,1999,28000
Estonia,EST,2000,34000
Estonia,EST,2001,35000
Estonia,EST,2002,14000
Estonia,EST,2003,16000
Estonia,EST,2004,8000
Estonia,EST,2005,8000
Estonia,EST,2006,8000
Estonia,EST,2007,8000
Estonia,EST,2008,8000
Estonia,EST,2009,8000
Estonia,EST,2010,8000
Estonia,EST,2011,8000
Estonia,EST,2012,8000
Estonia,EST,2013,8000
Estonia,EST,2014,8000
Estonia,EST,2015,8000
Estonia,EST,2016,8000
Estonia,EST,2017,8000
Europe,,1961,243986000
Europe,,1962,242602000
Europe,,1963,243611000
Europe,,1964,244008000
Europe,,1965,247146000
Europe,,1966,254313000
Europe,,1967,256915000
Europe,,1968,267381000
Europe,,1969,279029000
Europe,,1970,289198000
Europe,,1971,314865000
Europe,,1972,335223000
Europe,,1973,349701000
Europe,,1974,377215000
Europe,,1975,386437000
Europe,,1976,406398000
Europe,,1977,431876000
Europe,,1978,428271000
Europe,,1979,430336000
Europe,,1980,417472000
Europe,,1981,412222000
Europe,,1982,412763000
Europe,,1983,421165000
Europe,,1984,422590000
Europe,,1985,423711000
Europe,,1986,422285000
Europe,,1987,431490000
Europe,,1988,432101000
Europe,,1989,396790000
Europe,,1990,399870000
Europe,,1991,287841000
Europe,,1992,257142000
Europe,,1993,255188000
Europe,,1994,243205000
Europe,,1995,239387000
Europe,,1996,247298000
Europe,,1997,238510000
Europe,,1998,241155000
Europe,,1999,222895000
Europe,,2000,224113000
Europe,,2001,225497000
Europe,,2002,228526000
Europe,,2003,215560000
Europe,,2004,187928000
Europe,,2005,185986000
Europe,,2006,183082000
Europe,,2007,183305000
Europe,,2008,166851000
Europe,,2009,157662000
Europe,,2010,160302000
Europe,,2011,162824000
Europe,,2012,161675000
Europe,,2013,160568000
Europe,,2014,158188000
Europe,,2015,153743000
Europe,,2016,145553000
Europe,,2017,139248000
Europe,,2018,113571000
Europe,,2019,80280000
Europe,,2020,72485000
Europe,,2021,32510000
Europe (FAO),,1961,243856000
