Entity,Code,Year,Geese | 00001072 || Stocks | 005112 || animals
Germany,DEU,1963,1142000
Germany,DEU,1964,999000
Germany,DEU,1965,1008000
Germany,DEU,1966,908000
Germany,DEU,1967,829000
Germany,DEU,1968,732000
Germany,DEU,1969,627000
Germany,DEU,1970,507000
Germany,DEU,1971,491000
Germany,DEU,1972,414000
Germany,DEU,1973,408000
Germany,DEU,1974,337000
Germany,DEU,1975,320000
Germany,DEU,1976,343000
Germany,DEU,1977,322000
Germany,DEU,1978,319000
Germany,DEU,1979,285000
Germany,DEU,1980,304000
Germany,DEU,1981,323000
Germany,DEU,1982,328000
Germany,DEU,1983,363000
Germany,DEU,1984,353000
Germany,DEU,1985,377000
Germany,DEU,1986,346000
Germany,DEU,1987,403000
Germany,DEU,1988,410000
Germany,DEU,1989,515000
Germany,DEU,1990,496000
Germany,DEU,1991,477000
Germany,DEU,1992,551000
Germany,DEU,1993,572000
Germany,DEU,1994,593000
Germany,DEU,1995,617000
Germany,DEU,1996,641000
Germany,DEU,1997,640000
Germany,DEU,1998,520000
Germany,DEU,1999,402000
Germany,DEU,2000,400000
Germany,DEU,2001,404000
Germany,DEU,2002,408000
Germany,DEU,2003,384000
Germany,DEU,2004,400000
Germany,DEU,2005,329000
Germany,DEU,2006,350000
Germany,DEU,2007,327000
Germany,DEU,2008,300000
Germany,DEU,2009,290000
Germany,DEU,2010,278000
Germany,DEU,2011,272000
Germany,DEU,2012,268000
Germany,DEU,2013,544000
Germany,DEU,2014,300000
Germany,DEU,2015,305000
Germany,DEU,2016,329000
Germany,DEU,2017,303000
Greece,GRC,1961,91000
Greece,GRC,1962,93000
Greece,GRC,1963,83000
Greece,GRC,1964,69000
Greece,GRC,1965,74000
Greece,GRC,1966,80000
Greece,GRC,1967,78000
Greece,GRC,1968,74000
Greece,GRC,1969,78000
Greece,GRC,1970,61000
Greece,GRC,1971,57000
Greece,GRC,1972,56000
Greece,GRC,1973,53000
Greece,GRC,1974,54000
Greece,GRC,1975,51000
Greece,GRC,1976,72000
Greece,GRC,1977,60000
Greece,GRC,1978,52000
Greece,GRC,1979,48000
Greece,GRC,1980,47000
Greece,GRC,1981,45000
Greece,GRC,1982,41000
Greece,GRC,1983,43000
Greece,GRC,1984,43000
Greece,GRC,1985,44000
Greece,GRC,1986,48000
Greece,GRC,1987,44000
Greece,GRC,1988,45000
Greece,GRC,1989,49000
Greece,GRC,1990,46000
Greece,GRC,1991,38000
Greece,GRC,1992,36000
Greece,GRC,1993,35000
Greece,GRC,1994,33000
Greece,GRC,1995,33000
Greece,GRC,1996,33000
Greece,GRC,1997,33000
Greece,GRC,1998,33000
Greece,GRC,1999,34000
Greece,GRC,2000,33000
Greece,GRC,2001,31000
Greece,GRC,2002,31000
Greece,GRC,2003,31000
Greece,GRC,2004,31000
Greece,GRC,2005,31000
Greece,GRC,2006,30000
Greece,GRC,2007,30000
Greece,GRC,2008,30000
Greece,GRC,2009,30000
Greece,GRC,2010,29000
Greece,GRC,2011,29000
Greece,GRC,2012,31000
Greece,GRC,2013,30000
Greece,GRC,2014,23000
Greece,GRC,2015,20000
Greece,GRC,2016,19000
Greece,GRC,2017,21000
Haiti,HTI,1961,17000
Haiti,HTI,1962,17000
Haiti,HTI,1963,17000
Haiti,HTI,1964,17000
Haiti,HTI,1965,18000
Haiti,HTI,1966,18000
Haiti,HTI,1967,19000
Haiti,HTI,1968,21000
Haiti,HTI,1969,21000
Haiti,HTI,1970,22000
Haiti,HTI,1971,22000
Haiti,HTI,1972,23000
Haiti,HTI,1973,23000
Haiti,HTI,1974,24000
Haiti,HTI,1975,24000
Haiti,HTI,1976,25000
Haiti,HTI,1977,25000
Haiti,HTI,1978,25000
Haiti,HTI,1979,26000
Haiti,HTI,1980,26000
Haiti,HTI,1981,26000
Haiti,HTI,1982,27000
Haiti,HTI,1983,27000
Haiti,HTI,1984,27000
Haiti,HTI,1985,27000
Haiti,HTI,1986,27000
Haiti,HTI,1987,30000
Haiti,HTI,1988,30000
Haiti,HTI,1989,30000
Haiti,HTI,1990,30000
Haiti,HTI,1991,30000
Haiti,HTI,1992,30000
Haiti,HTI,1993,30000
Haiti,HTI,1994,30000
Haiti,HTI,1995,30000
Haiti,HTI,1996,30000
Haiti,HTI,1997,30000
Haiti,HTI,1998,30000
Haiti,HTI,1999,30000
Haiti,HTI,2000,30000
Haiti,HTI,2001,35000
Haiti,HTI,2002,35000
Haiti,HTI,2003,40000
Haiti,HTI,2004,40000
Haiti,HTI,2005,40000
Haiti,HTI,2006,40000
Haiti,HTI,2007,40000
Haiti,HTI,2008,40000
Haiti,HTI,2009,40000
Haiti,HTI,2010,40000
Haiti,HTI,2011,40000
Haiti,HTI,2012,40000
Haiti,HTI,2013,40000
Haiti,HTI,2014,40000
Haiti,HTI,2015,40000
Haiti,HTI,2016,40000
Haiti,HTI,2017,40000
Haiti,HTI,2018,40000
Haiti,HTI,2019,40000
Haiti,HTI,2020,40000
Haiti,HTI,2021,40000
High-income countries,,1961,12040000
High-income countries,,1962,11744000
High-income countries,,1963,10746000
High-income countries,,1964,10771000
High-income countries,,1965,11056000
High-income countries,,1966,10894000
High-income countries,,1967,11540000
High-income countries,,1968,11183000
High-income countries,,1969,11446000
High-income countries,,1970,10930000
High-income countries,,1971,11347000
High-income countries,,1972,9814000
High-income countries,,1973,10014000
High-income countries,,1974,9636000
High-income countries,,1975,9467000
High-income countries,,1976,8339000
High-income countries,,1977,7598000
High-income countries,,1978,8343000
High-income countries,,1979,8001000
High-income countries,,1980,7599000
High-income countries,,1981,7868000
High-income countries,,1982,8051000
High-income countries,,1983,8869000
High-income countries,,1984,8287000
High-income countries,,1985,8359000
High-income countries,,1986,8448000
High-income countries,,1987,8283000
High-income countries,,1988,8411000
High-income countries,,1989,8628000
High-income countries,,1990,9732000
High-income countries,,1991,8569000
High-income countries,,1992,8482000
High-income countries,,1993,8565000
High-income countries,,1994,9325000
High-income countries,,1995,9796000
High-income countries,,1996,8988000
High-income countries,,1997,8908000
High-income countries,,1998,8890000
High-income countries,,1999,8867000
High-income countries,,2000,8280000
High-income countries,,2001,8228000
High-income countries,,2002,12580000
High-income countries,,2003,10689000
High-income countries,,2004,10885000
High-income countries,,2005,10116000
High-income countries,,2006,7992000
High-income countries,,2007,8608000
High-income countries,,2008,7435000
High-income countries,,2009,7736000
High-income countries,,2010,11304000
High-income countries,,2011,7662000
High-income countries,,2012,6682000
High-income countries,,2013,7209000
High-income countries,,2014,10613000
High-income countries,,2015,9807000
High-income countries,,2016,7884000
High-income countries,,2017,8337000
High-income countries,,2018,9108000
High-income countries,,2019,9225000
High-income countries,,2020,5104000
High-income countries,,2021,4649000
Hong Kong,HKG,1961,40000
Hong Kong,HKG,1962,43000
Hong Kong,HKG,1963,41000
Hong Kong,HKG,1964,33000
Hong Kong,HKG,1965,22000
Hong Kong,HKG,1966,19000
Hong Kong,HKG,1967,19000
Hong Kong,HKG,1968,14000
Hong Kong,HKG,1969,9000
Hong Kong,HKG,1970,6000
Hong Kong,HKG,1971,5000
Hong Kong,HKG,1972,7000
Hong Kong,HKG,1973,6000
Hong Kong,HKG,1974,6000
Hong Kong,HKG,1975,5000
Hong Kong,HKG,1976,4000
Hong Kong,HKG,1977,5000
Hong Kong,HKG,1978,5000
Hong Kong,HKG,1979,5000
Hong Kong,HKG,1980,4000
Hong Kong,HKG,1981,3000
Hong Kong,HKG,1982,19000
Hong Kong,HKG,1983,11000
Hong Kong,HKG,1984,11000
Hong Kong,HKG,1985,7000
Hong Kong,HKG,1986,15000
Hong Kong,HKG,1987,16000
Hong Kong,HKG,1988,14000
Hong Kong,HKG,1989,16000
Hong Kong,HKG,1990,12000
Hong Kong,HKG,1991,10000
Hong Kong,HKG,1992,14000
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,1000
Hong Kong,HKG,1997,1000
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2021,0
Hungary,HUN,1961,843000
Hungary,HUN,1962,854000
Hungary,HUN,1963,669000
Hungary,HUN,1964,722000
Hungary,HUN,1965,909000
Hungary,HUN,1966,878000
Hungary,HUN,1967,1070000
Hungary,HUN,1968,1285000
Hungary,HUN,1969,921000
Hungary,HUN,1970,1169000
Hungary,HUN,1971,1602000
Hungary,HUN,1972,950000
Hungary,HUN,1973,863000
Hungary,HUN,1974,771000
Hungary,HUN,1975,908000
Hungary,HUN,1976,742000
Hungary,HUN,1977,805000
Hungary,HUN,1978,976000
Hungary,HUN,1979,1017000
Hungary,HUN,1980,941000
Hungary,HUN,1981,992000
Hungary,HUN,1982,1148000
Hungary,HUN,1983,1567000
Hungary,HUN,1984,1002000
Hungary,HUN,1985,1150000
Hungary,HUN,1986,1402000
Hungary,HUN,1987,1172000
Hungary,HUN,1988,1109000
Hungary,HUN,1989,1519000
Hungary,HUN,1990,2125000
Hungary,HUN,1991,1858000
Hungary,HUN,1992,1092000
Hungary,HUN,1993,894000
Hungary,HUN,1994,876000
Hungary,HUN,1995,1385000
Hungary,HUN,1996,1111000
Hungary,HUN,1997,1089000
Hungary,HUN,1998,1136000
Hungary,HUN,1999,1074000
Hungary,HUN,2000,1226000
Hungary,HUN,2001,1470000
Hungary,HUN,2002,2175000
Hungary,HUN,2003,2009000
Hungary,HUN,2004,2801000
Hungary,HUN,2005,2127000
Hungary,HUN,2006,1370000
Hungary,HUN,2007,2708000
Hungary,HUN,2008,1817000
Hungary,HUN,2009,2120000
Hungary,HUN,2010,1405000
Hungary,HUN,2011,1384000
Hungary,HUN,2012,1085000
Hungary,HUN,2013,1189000
Hungary,HUN,2014,1631000
Hungary,HUN,2015,1027000
Hungary,HUN,2016,1023000
Hungary,HUN,2017,1257000
Hungary,HUN,2018,1189000
Hungary,HUN,2019,1335000
Hungary,HUN,2020,1173000
Hungary,HUN,2021,798000
Iran,IRN,1961,600000
Iran,IRN,1962,620000
Iran,IRN,1963,640000
Iran,IRN,1964,660000
Iran,IRN,1965,680000
Iran,IRN,1966,700000
Iran,IRN,1967,720000
Iran,IRN,1968,740000
Iran,IRN,1969,760000
Iran,IRN,1970,780000
Iran,IRN,1971,800000
Iran,IRN,1972,820000
Iran,IRN,1973,840000
Iran,IRN,1974,860000
Iran,IRN,1975,880000
Iran,IRN,1976,900000
Iran,IRN,1977,920000
Iran,IRN,1978,940000
Iran,IRN,1979,960000
Iran,IRN,1980,980000
Iran,IRN,1981,1000000
Iran,IRN,1982,1020000
Iran,IRN,1983,1040000
Iran,IRN,1984,1060000
Iran,IRN,1985,1080000
Iran,IRN,1986,1100000
Iran,IRN,1987,1140000
Iran,IRN,1988,1180000
Iran,IRN,1989,922000
Iran,IRN,1990,1000000
Iran,IRN,1991,1050000
Iran,IRN,1992,1100000
Iran,IRN,1993,1100000
Iran,IRN,1994,1100000
Iran,IRN,1995,1100000
Iran,IRN,1996,1100000
Iran,IRN,1997,1100000
Iran,IRN,1998,1000000
Iran,IRN,1999,1000000
Iran,IRN,2000,1000000
Iran,IRN,2001,1000000
Iran,IRN,2002,1000000
Iran,IRN,2003,1000000
Iran,IRN,2004,1000000
Iran,IRN,2005,1000000
Iran,IRN,2006,1000000
Iran,IRN,2007,1000000
Iran,IRN,2008,1000000
Iran,IRN,2009,1000000
Iran,IRN,2010,1000000
Iran,IRN,2011,1000000
Iran,IRN,2012,1000000
Iran,IRN,2013,1000000
Iran,IRN,2014,1000000
Iran,IRN,2015,999000
Iran,IRN,2016,996000
Iran,IRN,2017,993000
Iran,IRN,2018,992000
Iran,IRN,2019,994000
Iran,IRN,2020,994000
Iran,IRN,2021,994000
Ireland,IRL,1961,156000
Ireland,IRL,1962,143000
Ireland,IRL,1963,130000
Ireland,IRL,1964,118000
Ireland,IRL,1965,110000
Ireland,IRL,1966,100000
Ireland,IRL,1967,73000
Ireland,IRL,1968,87000
Ireland,IRL,1969,73000
Ireland,IRL,1970,64000
Ireland,IRL,1971,60000
Ireland,IRL,1972,80000
Ireland,IRL,1973,108000
Ireland,IRL,1974,104000
Ireland,IRL,1975,95000
Ireland,IRL,1976,84000
Ireland,IRL,1977,84000
Ireland,IRL,1978,81000
Ireland,IRL,1979,74000
Ireland,IRL,1980,58000
Ireland,IRL,1981,64000
Ireland,IRL,1982,60000
Ireland,IRL,1983,59000
Ireland,IRL,1984,55000
Ireland,IRL,1985,56000
Ireland,IRL,1986,56000
Ireland,IRL,1987,56000
Ireland,IRL,1988,54000
Ireland,IRL,1989,55000
Ireland,IRL,1990,55000
Ireland,IRL,1991,55000
Ireland,IRL,1992,55000
Ireland,IRL,1993,55000
Ireland,IRL,1994,55000
Ireland,IRL,1995,55000
Ireland,IRL,1996,55000
Ireland,IRL,1997,55000
Ireland,IRL,1998,55000
Ireland,IRL,1999,55000
Ireland,IRL,2000,55000
Ireland,IRL,2001,55000
Ireland,IRL,2002,55000
Ireland,IRL,2003,55000
Ireland,IRL,2004,55000
Ireland,IRL,2005,55000
Ireland,IRL,2006,60000
Ireland,IRL,2007,60000
Ireland,IRL,2008,60000
Ireland,IRL,2009,60000
Ireland,IRL,2010,60000
Ireland,IRL,2011,60000
Ireland,IRL,2012,60000
Ireland,IRL,2013,60000
Ireland,IRL,2014,60000
Ireland,IRL,2015,60000
Ireland,IRL,2016,61000
Ireland,IRL,2017,61000
Israel,ISR,1961,300000
Israel,ISR,1962,300000
Israel,ISR,1963,300000
Israel,ISR,1964,400000
Israel,ISR,1965,400000
Israel,ISR,1966,400000
Israel,ISR,1967,400000
Israel,ISR,1968,400000
Israel,ISR,1969,500000
Israel,ISR,1970,530000
Israel,ISR,1971,630000
Israel,ISR,1972,670000
Israel,ISR,1973,870000
Israel,ISR,1974,1000000
Israel,ISR,1975,1000000
Israel,ISR,1976,1000000
Israel,ISR,1977,1000000
Israel,ISR,1978,1000000
Israel,ISR,1979,1100000
Israel,ISR,1980,1100000
Israel,ISR,1981,1300000
Israel,ISR,1982,1000000
Israel,ISR,1983,1000000
Israel,ISR,1984,1000000
Israel,ISR,1985,1000000
Israel,ISR,1986,1100000
Israel,ISR,1987,1100000
Israel,ISR,1988,1100000
Israel,ISR,1989,1100000
Israel,ISR,1990,1100000
Israel,ISR,1991,1150000
Israel,ISR,1992,1200000
Israel,ISR,1993,1250000
Israel,ISR,1994,1250000
Israel,ISR,1995,1300000
Israel,ISR,1996,1350000
Israel,ISR,1997,1350000
Israel,ISR,1998,1400000
Israel,ISR,1999,1400000
Israel,ISR,2000,1200000
Israel,ISR,2001,1200000
Israel,ISR,2002,1000000
Israel,ISR,2003,1000000
Israel,ISR,2004,1000000
Israel,ISR,2005,1000000
Israel,ISR,2006,1000000
Israel,ISR,2007,1000000
Israel,ISR,2008,1000000
Israel,ISR,2009,1000000
Israel,ISR,2010,1000000
Israel,ISR,2011,1050000
Israel,ISR,2012,1000000
Israel,ISR,2013,950000
Israel,ISR,2014,935000
Israel,ISR,2015,922000
Israel,ISR,2016,912000
Israel,ISR,2017,905000
Israel,ISR,2018,920000
Israel,ISR,2019,918000
Israel,ISR,2020,915000
Israel,ISR,2021,912000
Jordan,JOR,1969,6000
Jordan,JOR,1970,6000
Jordan,JOR,1971,4000
Jordan,JOR,1972,8000
Jordan,JOR,1973,9000
Jordan,JOR,1974,4000
Jordan,JOR,1975,3000
Jordan,JOR,1976,4000
Jordan,JOR,1977,4000
Jordan,JOR,1978,4000
Jordan,JOR,1979,4000
Jordan,JOR,1980,3000
Jordan,JOR,1981,5000
Jordan,JOR,1982,3000
Jordan,JOR,1983,3000
Jordan,JOR,1984,2000
Jordan,JOR,1985,2000
Jordan,JOR,1986,2000
Jordan,JOR,1987,2000
Jordan,JOR,1988,2000
Jordan,JOR,1989,2000
Jordan,JOR,1990,0
Jordan,JOR,1991,0
Jordan,JOR,1992,0
Jordan,JOR,1993,0
Jordan,JOR,1994,0
Jordan,JOR,1995,0
Jordan,JOR,1996,0
Jordan,JOR,1997,0
Jordan,JOR,1998,0
Jordan,JOR,1999,0
Jordan,JOR,2000,0
Jordan,JOR,2001,0
Jordan,JOR,2002,1000
Jordan,JOR,2003,2000
Jordan,JOR,2004,3000
Jordan,JOR,2005,3000
Jordan,JOR,2006,3000
Jordan,JOR,2007,3000
Jordan,JOR,2008,3000
Jordan,JOR,2009,3000
Jordan,JOR,2010,3000
Jordan,JOR,2011,3000
Jordan,JOR,2012,3000
Jordan,JOR,2013,3000
Jordan,JOR,2014,3000
Jordan,JOR,2015,3000
Jordan,JOR,2016,3000
Jordan,JOR,2017,3000
Jordan,JOR,2018,3000
Jordan,JOR,2019,3000
Jordan,JOR,2020,3000
Jordan,JOR,2021,3000
Kyrgyzstan,KGZ,1992,200000
Kyrgyzstan,KGZ,1993,160000
Kyrgyzstan,KGZ,1994,100000
Kyrgyzstan,KGZ,1995,30000
Kyrgyzstan,KGZ,1996,30000
Kyrgyzstan,KGZ,1997,30000
Kyrgyzstan,KGZ,1998,40000
Kyrgyzstan,KGZ,1999,40000
Kyrgyzstan,KGZ,2000,50000
Kyrgyzstan,KGZ,2001,50000
Kyrgyzstan,KGZ,2002,50000
Kyrgyzstan,KGZ,2003,65000
Kyrgyzstan,KGZ,2004,82000
Kyrgyzstan,KGZ,2005,87000
Kyrgyzstan,KGZ,2006,73000
Kyrgyzstan,KGZ,2007,80000
Kyrgyzstan,KGZ,2008,70000
Kyrgyzstan,KGZ,2009,57000
Kyrgyzstan,KGZ,2010,60000
Kyrgyzstan,KGZ,2011,54000
Kyrgyzstan,KGZ,2012,53000
Kyrgyzstan,KGZ,2013,54000
Kyrgyzstan,KGZ,2014,56000
Kyrgyzstan,KGZ,2015,50000
Kyrgyzstan,KGZ,2016,54000
Kyrgyzstan,KGZ,2017,54000
Kyrgyzstan,KGZ,2018,43000
Kyrgyzstan,KGZ,2019,42000
Kyrgyzstan,KGZ,2020,44000
Kyrgyzstan,KGZ,2021,44000
Land Locked Developing Countries (FAO),,1961,74000
Land Locked Developing Countries (FAO),,1962,76000
Land Locked Developing Countries (FAO),,1963,79000
Land Locked Developing Countries (FAO),,1964,77000
Land Locked Developing Countries (FAO),,1965,81000
Land Locked Developing Countries (FAO),,1966,84000
Land Locked Developing Countries (FAO),,1967,84000
Land Locked Developing Countries (FAO),,1968,81000
Land Locked Developing Countries (FAO),,1969,76000
Land Locked Developing Countries (FAO),,1970,71000
Land Locked Developing Countries (FAO),,1971,70000
Land Locked Developing Countries (FAO),,1972,79000
Land Locked Developing Countries (FAO),,1973,87000
Land Locked Developing Countries (FAO),,1974,90000
Land Locked Developing Countries (FAO),,1975,92000
Land Locked Developing Countries (FAO),,1976,88000
Land Locked Developing Countries (FAO),,1977,85000
Land Locked Developing Countries (FAO),,1978,91000
Land Locked Developing Countries (FAO),,1979,94000
Land Locked Developing Countries (FAO),,1980,88000
Land Locked Developing Countries (FAO),,1981,82000
Land Locked Developing Countries (FAO),,1982,86000
Land Locked Developing Countries (FAO),,1983,89000
Land Locked Developing Countries (FAO),,1984,95000
Land Locked Developing Countries (FAO),,1985,99000
Land Locked Developing Countries (FAO),,1986,107000
Land Locked Developing Countries (FAO),,1987,111000
Land Locked Developing Countries (FAO),,1988,116000
Land Locked Developing Countries (FAO),,1989,115000
Land Locked Developing Countries (FAO),,1990,121000
Land Locked Developing Countries (FAO),,1991,134000
Land Locked Developing Countries (FAO),,1992,337000
Land Locked Developing Countries (FAO),,1993,332000
Land Locked Developing Countries (FAO),,1994,272000
Land Locked Developing Countries (FAO),,1995,199000
Land Locked Developing Countries (FAO),,1996,194000
Land Locked Developing Countries (FAO),,1997,198000
Land Locked Developing Countries (FAO),,1998,208000
Land Locked Developing Countries (FAO),,1999,208000
Land Locked Developing Countries (FAO),,2000,229000
Land Locked Developing Countries (FAO),,2001,232000
Land Locked Developing Countries (FAO),,2002,239000
Land Locked Developing Countries (FAO),,2003,265000
Land Locked Developing Countries (FAO),,2004,287000
Land Locked Developing Countries (FAO),,2005,297000
Land Locked Developing Countries (FAO),,2006,289000
Land Locked Developing Countries (FAO),,2007,301000
Land Locked Developing Countries (FAO),,2008,296000
Land Locked Developing Countries (FAO),,2009,293000
Land Locked Developing Countries (FAO),,2010,286000
Land Locked Developing Countries (FAO),,2011,285000
Land Locked Developing Countries (FAO),,2012,289000
Land Locked Developing Countries (FAO),,2013,291000
Land Locked Developing Countries (FAO),,2014,293000
Land Locked Developing Countries (FAO),,2015,292000
Land Locked Developing Countries (FAO),,2016,301000
Land Locked Developing Countries (FAO),,2017,299000
Land Locked Developing Countries (FAO),,2018,291000
Land Locked Developing Countries (FAO),,2019,292000
Land Locked Developing Countries (FAO),,2020,297000
Land Locked Developing Countries (FAO),,2021,300000
Laos,LAO,1961,40000
Laos,LAO,1962,43000
Laos,LAO,1963,45000
Laos,LAO,1964,42000
Laos,LAO,1965,46000
Laos,LAO,1966,48000
Laos,LAO,1967,51000
Laos,LAO,1968,51000
Laos,LAO,1969,51000
Laos,LAO,1970,49000
Laos,LAO,1971,50000
Laos,LAO,1972,50000
Laos,LAO,1973,50000
Laos,LAO,1974,50000
Laos,LAO,1975,50000
Laos,LAO,1976,46000
Laos,LAO,1977,43000
Laos,LAO,1978,47000
Laos,LAO,1979,51000
Laos,LAO,1980,53000
Laos,LAO,1981,55000
Laos,LAO,1982,58000
Laos,LAO,1983,60000
Laos,LAO,1984,63000
Laos,LAO,1985,65000
Laos,LAO,1986,68000
Laos,LAO,1987,72000
Laos,LAO,1988,74000
Laos,LAO,1989,75000
Laos,LAO,1990,77000
Laos,LAO,1991,78000
Laos,LAO,1992,80000
Laos,LAO,1993,85000
Laos,LAO,1994,85000
Laos,LAO,1995,90000
Laos,LAO,1996,85000
Laos,LAO,1997,85000
Laos,LAO,1998,85000
Laos,LAO,1999,85000
Laos,LAO,2000,90000
Laos,LAO,2001,93000
Laos,LAO,2002,95000
Laos,LAO,2003,100000
Laos,LAO,2004,100000
Laos,LAO,2005,100000
Laos,LAO,2006,100000
Laos,LAO,2007,100000
Laos,LAO,2008,100000
Laos,LAO,2009,110000
Laos,LAO,2010,100000
Laos,LAO,2011,105000
Laos,LAO,2012,105000
Laos,LAO,2013,106000
Laos,LAO,2014,106000
Laos,LAO,2015,108000
Laos,LAO,2016,109000
Laos,LAO,2017,110000
Laos,LAO,2018,111000
Laos,LAO,2019,110000
Laos,LAO,2020,110000
Laos,LAO,2021,111000
Least Developed Countries (FAO),,1961,1627000
Least Developed Countries (FAO),,1962,1670000
Least Developed Countries (FAO),,1963,1712000
Least Developed Countries (FAO),,1964,1758000
Least Developed Countries (FAO),,1965,1815000
Least Developed Countries (FAO),,1966,1870000
Least Developed Countries (FAO),,1967,1930000
Least Developed Countries (FAO),,1968,2006000
Least Developed Countries (FAO),,1969,2069000
Least Developed Countries (FAO),,1970,2189000
Least Developed Countries (FAO),,1971,2252000
Least Developed Countries (FAO),,1972,2312000
Least Developed Countries (FAO),,1973,2374000
Least Developed Countries (FAO),,1974,2230000
Least Developed Countries (FAO),,1975,2441000
Least Developed Countries (FAO),,1976,2351000
Least Developed Countries (FAO),,1977,2357000
Least Developed Countries (FAO),,1978,2567000
Least Developed Countries (FAO),,1979,2587000
Least Developed Countries (FAO),,1980,2103000
Least Developed Countries (FAO),,1981,2131000
Least Developed Countries (FAO),,1982,2061000
Least Developed Countries (FAO),,1983,1967000
Least Developed Countries (FAO),,1984,1998000
Least Developed Countries (FAO),,1985,2520000
Least Developed Countries (FAO),,1986,2624000
Least Developed Countries (FAO),,1987,2230000
Least Developed Countries (FAO),,1988,2452000
Least Developed Countries (FAO),,1989,2288000
Least Developed Countries (FAO),,1990,2510000
Least Developed Countries (FAO),,1991,2629000
Least Developed Countries (FAO),,1992,2643000
Least Developed Countries (FAO),,1993,2763000
Least Developed Countries (FAO),,1994,2789000
Least Developed Countries (FAO),,1995,2922000
Least Developed Countries (FAO),,1996,3172000
Least Developed Countries (FAO),,1997,3273000
Least Developed Countries (FAO),,1998,3373000
Least Developed Countries (FAO),,1999,10023000
Least Developed Countries (FAO),,2000,13186000
Least Developed Countries (FAO),,2001,9397000
Least Developed Countries (FAO),,2002,8739000
Least Developed Countries (FAO),,2003,15870000
Least Developed Countries (FAO),,2004,11174000
Least Developed Countries (FAO),,2005,6543000
Least Developed Countries (FAO),,2006,6230000
Least Developed Countries (FAO),,2007,23505000
Least Developed Countries (FAO),,2008,12725000
Least Developed Countries (FAO),,2009,16736000
Least Developed Countries (FAO),,2010,20704000
Least Developed Countries (FAO),,2011,20122000
Least Developed Countries (FAO),,2012,20348000
Least Developed Countries (FAO),,2013,20598000
Least Developed Countries (FAO),,2014,20902000
Least Developed Countries (FAO),,2015,20895000
Least Developed Countries (FAO),,2016,18924000
Least Developed Countries (FAO),,2017,21906000
Least Developed Countries (FAO),,2018,23401000
Least Developed Countries (FAO),,2019,23286000
Least Developed Countries (FAO),,2020,23733000
Least Developed Countries (FAO),,2021,24201000
Lithuania,LTU,1992,137000
Lithuania,LTU,1993,70000
Lithuania,LTU,1994,80000
Lithuania,LTU,1995,68000
Lithuania,LTU,1996,66000
Lithuania,LTU,1997,57000
Lithuania,LTU,1998,68000
Lithuania,LTU,1999,65000
Lithuania,LTU,2000,65000
Lithuania,LTU,2001,48000
Lithuania,LTU,2002,53000
Lithuania,LTU,2003,59000
Lithuania,LTU,2004,52000
Lithuania,LTU,2005,52000
Lithuania,LTU,2006,48000
Lithuania,LTU,2007,44000
Lithuania,LTU,2008,37000
Lithuania,LTU,2009,33000
Lithuania,LTU,2010,30000
Lithuania,LTU,2011,24000
Lithuania,LTU,2012,18000
Lithuania,LTU,2013,17000
Lithuania,LTU,2014,11000
Lithuania,LTU,2015,10000
Lithuania,LTU,2016,9000
Lithuania,LTU,2017,13000
Lithuania,LTU,2018,10000
Lithuania,LTU,2019,11000
Lithuania,LTU,2020,9000
Lithuania,LTU,2021,9000
Low Income Food Deficit Countries (FAO),,1961,1546000
Low Income Food Deficit Countries (FAO),,1962,1594000
Low Income Food Deficit Countries (FAO),,1963,1646000
Low Income Food Deficit Countries (FAO),,1964,1708000
Low Income Food Deficit Countries (FAO),,1965,1759000
Low Income Food Deficit Countries (FAO),,1966,1816000
Low Income Food Deficit Countries (FAO),,1967,1887000
Low Income Food Deficit Countries (FAO),,1968,1907000
Low Income Food Deficit Countries (FAO),,1969,1959000
Low Income Food Deficit Countries (FAO),,1970,2063000
Low Income Food Deficit Countries (FAO),,1971,2121000
Low Income Food Deficit Countries (FAO),,1972,2170000
Low Income Food Deficit Countries (FAO),,1973,2226000
Low Income Food Deficit Countries (FAO),,1974,2084000
Low Income Food Deficit Countries (FAO),,1975,2291000
Low Income Food Deficit Countries (FAO),,1976,2220000
Low Income Food Deficit Countries (FAO),,1977,2217000
Low Income Food Deficit Countries (FAO),,1978,2426000
Low Income Food Deficit Countries (FAO),,1979,2439000
Low Income Food Deficit Countries (FAO),,1980,1938000
Low Income Food Deficit Countries (FAO),,1981,1938000
Low Income Food Deficit Countries (FAO),,1982,1820000
