Entity,Code,Year,Turkeys | 00001079 || Stocks | 005112 || animals
Slovakia,SVK,2004,163000
Slovakia,SVK,2005,167000
Slovakia,SVK,2006,180000
Slovakia,SVK,2007,164000
Slovakia,SVK,2008,160000
Slovakia,SVK,2009,126000
Slovakia,SVK,2010,123000
Slovakia,SVK,2011,116000
Slovakia,SVK,2012,123000
Slovakia,SVK,2013,131000
Slovakia,SVK,2014,139000
Slovakia,SVK,2015,118000
Slovakia,SVK,2016,126000
Slovakia,SVK,2017,136000
Slovakia,SVK,2018,156000
Slovakia,SVK,2019,125000
Slovakia,SVK,2020,151000
Slovakia,SVK,2021,146000
Slovenia,SVN,1992,500000
Slovenia,SVN,1993,480000
Slovenia,SVN,1994,400000
Slovenia,SVN,1995,350000
Slovenia,SVN,1996,280000
Slovenia,SVN,1997,292000
Slovenia,SVN,1998,285000
Slovenia,SVN,1999,275000
Slovenia,SVN,2000,260000
Slovenia,SVN,2001,252000
Slovenia,SVN,2002,251000
Slovenia,SVN,2003,417000
Slovenia,SVN,2004,209000
Slovenia,SVN,2005,130000
Slovenia,SVN,2006,135000
Slovenia,SVN,2007,110000
Slovenia,SVN,2008,158000
Slovenia,SVN,2009,145000
Slovenia,SVN,2010,94000
Slovenia,SVN,2011,69000
Slovenia,SVN,2012,96000
Slovenia,SVN,2013,111000
Slovenia,SVN,2014,96000
Slovenia,SVN,2015,121000
Slovenia,SVN,2016,108000
Slovenia,SVN,2017,156000
Slovenia,SVN,2018,148000
Slovenia,SVN,2019,149000
Slovenia,SVN,2020,146000
Slovenia,SVN,2021,104000
Small Island Developing States (FAO),,1961,189000
Small Island Developing States (FAO),,1962,191000
Small Island Developing States (FAO),,1963,193000
Small Island Developing States (FAO),,1964,195000
Small Island Developing States (FAO),,1965,199000
Small Island Developing States (FAO),,1966,201000
Small Island Developing States (FAO),,1967,205000
Small Island Developing States (FAO),,1968,209000
Small Island Developing States (FAO),,1969,213000
Small Island Developing States (FAO),,1970,216000
Small Island Developing States (FAO),,1971,218000
Small Island Developing States (FAO),,1972,220000
Small Island Developing States (FAO),,1973,223000
Small Island Developing States (FAO),,1974,227000
Small Island Developing States (FAO),,1975,229000
Small Island Developing States (FAO),,1976,231000
Small Island Developing States (FAO),,1977,234000
Small Island Developing States (FAO),,1978,236000
Small Island Developing States (FAO),,1979,238000
Small Island Developing States (FAO),,1980,246000
Small Island Developing States (FAO),,1981,249000
Small Island Developing States (FAO),,1982,250000
Small Island Developing States (FAO),,1983,251000
Small Island Developing States (FAO),,1984,257000
Small Island Developing States (FAO),,1985,287000
Small Island Developing States (FAO),,1986,285000
Small Island Developing States (FAO),,1987,288000
Small Island Developing States (FAO),,1988,289000
Small Island Developing States (FAO),,1989,285000
Small Island Developing States (FAO),,1990,283000
Small Island Developing States (FAO),,1991,286000
Small Island Developing States (FAO),,1992,268000
Small Island Developing States (FAO),,1993,271000
Small Island Developing States (FAO),,1994,274000
Small Island Developing States (FAO),,1995,286000
Small Island Developing States (FAO),,1996,287000
Small Island Developing States (FAO),,1997,321000
Small Island Developing States (FAO),,1998,331000
Small Island Developing States (FAO),,1999,322000
Small Island Developing States (FAO),,2000,349000
Small Island Developing States (FAO),,2001,363000
Small Island Developing States (FAO),,2002,376000
Small Island Developing States (FAO),,2003,384000
Small Island Developing States (FAO),,2004,374000
Small Island Developing States (FAO),,2005,378000
Small Island Developing States (FAO),,2006,380000
Small Island Developing States (FAO),,2007,362000
Small Island Developing States (FAO),,2008,366000
Small Island Developing States (FAO),,2009,374000
Small Island Developing States (FAO),,2010,388000
Small Island Developing States (FAO),,2011,395000
Small Island Developing States (FAO),,2012,401000
Small Island Developing States (FAO),,2013,407000
Small Island Developing States (FAO),,2014,406000
Small Island Developing States (FAO),,2015,408000
Small Island Developing States (FAO),,2016,412000
Small Island Developing States (FAO),,2017,416000
Small Island Developing States (FAO),,2018,420000
Small Island Developing States (FAO),,2019,421000
Small Island Developing States (FAO),,2020,425000
Small Island Developing States (FAO),,2021,429000
South Africa,ZAF,1961,200000
South Africa,ZAF,1962,205000
South Africa,ZAF,1963,210000
South Africa,ZAF,1964,215000
South Africa,ZAF,1965,220000
South Africa,ZAF,1966,280000
South Africa,ZAF,1967,230000
South Africa,ZAF,1968,235000
South Africa,ZAF,1969,240000
South Africa,ZAF,1970,246000
South Africa,ZAF,1971,251000
South Africa,ZAF,1972,256000
South Africa,ZAF,1973,261000
South Africa,ZAF,1974,265000
South Africa,ZAF,1975,265000
South Africa,ZAF,1976,265000
South Africa,ZAF,1977,265000
South Africa,ZAF,1978,265000
South Africa,ZAF,1979,267000
South Africa,ZAF,1980,270000
South Africa,ZAF,1981,275000
South Africa,ZAF,1982,280000
South Africa,ZAF,1983,285000
South Africa,ZAF,1984,290000
South Africa,ZAF,1985,295000
South Africa,ZAF,1986,295000
South Africa,ZAF,1987,300000
South Africa,ZAF,1988,305000
South Africa,ZAF,1989,310000
South Africa,ZAF,1990,310000
South Africa,ZAF,1991,315000
South Africa,ZAF,1992,315000
South Africa,ZAF,1993,315000
South Africa,ZAF,1994,320000
South Africa,ZAF,1995,325000
South Africa,ZAF,1996,330000
South Africa,ZAF,1997,335000
South Africa,ZAF,1998,340000
South Africa,ZAF,1999,345000
South Africa,ZAF,2000,340000
South Africa,ZAF,2001,343000
South Africa,ZAF,2002,380000
South Africa,ZAF,2003,410000
South Africa,ZAF,2004,500000
South Africa,ZAF,2005,500000
South Africa,ZAF,2006,500000
South Africa,ZAF,2007,500000
South Africa,ZAF,2008,510000
South Africa,ZAF,2009,515000
South Africa,ZAF,2010,520000
South Africa,ZAF,2011,520000
South Africa,ZAF,2012,525000
South Africa,ZAF,2013,530000
South Africa,ZAF,2014,530000
South Africa,ZAF,2015,530000
South Africa,ZAF,2016,530000
South Africa,ZAF,2017,531000
South Africa,ZAF,2018,540000
South Africa,ZAF,2019,538000
South Africa,ZAF,2020,539000
South Africa,ZAF,2021,541000
South America,,1961,1629000
South America,,1962,1730000
South America,,1963,1867000
South America,,1964,1963000
South America,,1965,2084000
South America,,1966,2214000
South America,,1967,1911000
South America,,1968,2001000
South America,,1969,2093000
South America,,1970,2122000
South America,,1971,2127000
South America,,1972,2431000
South America,,1973,2637000
South America,,1974,3172000
South America,,1975,3226000
South America,,1976,2829000
South America,,1977,2872000
South America,,1978,3198000
South America,,1979,3606000
South America,,1980,3899000
South America,,1981,4881000
South America,,1982,5188000
South America,,1983,5739000
South America,,1984,6398000
South America,,1985,6813000
South America,,1986,7228000
South America,,1987,7547000
South America,,1988,7649000
South America,,1989,8427000
South America,,1990,8833000
South America,,1991,7615000
South America,,1992,8658000
South America,,1993,9103000
South America,,1994,17685000
South America,,1995,19002000
South America,,1996,22101000
South America,,1997,22804000
South America,,1998,25007000
South America,,1999,27406000
South America,,2000,32796000
South America,,2001,36015000
South America,,2002,37402000
South America,,2003,39920000
South America,,2004,46568000
South America,,2005,45925000
South America,,2006,47006000
South America,,2007,53344000
South America,,2008,57683000
South America,,2009,57784000
South America,,2010,60377000
South America,,2011,62612000
South America,,2012,63649000
South America,,2013,64331000
South America,,2014,64723000
South America,,2015,62735000
South America,,2016,60759000
South America,,2017,58780000
South America,,2018,57803000
South America,,2019,61488000
South America,,2020,61403000
South America,,2021,61685000
South America (FAO),,1961,1629000
South America (FAO),,1962,1730000
South America (FAO),,1963,1866000
South America (FAO),,1964,1963000
South America (FAO),,1965,2084000
South America (FAO),,1966,2214000
South America (FAO),,1967,1910000
South America (FAO),,1968,2001000
South America (FAO),,1969,2093000
South America (FAO),,1970,2122000
South America (FAO),,1971,2126000
South America (FAO),,1972,2431000
South America (FAO),,1973,2637000
South America (FAO),,1974,3171000
South America (FAO),,1975,3226000
South America (FAO),,1976,2829000
South America (FAO),,1977,2872000
South America (FAO),,1978,3198000
South America (FAO),,1979,3606000
South America (FAO),,1980,3899000
South America (FAO),,1981,4881000
South America (FAO),,1982,5188000
South America (FAO),,1983,5739000
South America (FAO),,1984,6398000
South America (FAO),,1985,6813000
South America (FAO),,1986,7228000
South America (FAO),,1987,7547000
South America (FAO),,1988,7649000
South America (FAO),,1989,8427000
South America (FAO),,1990,8833000
South America (FAO),,1991,7615000
South America (FAO),,1992,8658000
South America (FAO),,1993,9103000
South America (FAO),,1994,17685000
South America (FAO),,1995,19002000
South America (FAO),,1996,22101000
South America (FAO),,1997,22804000
South America (FAO),,1998,25007000
South America (FAO),,1999,27406000
South America (FAO),,2000,32796000
South America (FAO),,2001,36015000
South America (FAO),,2002,37402000
South America (FAO),,2003,39920000
South America (FAO),,2004,46568000
South America (FAO),,2005,45925000
South America (FAO),,2006,47006000
South America (FAO),,2007,53344000
South America (FAO),,2008,57683000
South America (FAO),,2009,57784000
South America (FAO),,2010,60377000
South America (FAO),,2011,62612000
South America (FAO),,2012,63649000
South America (FAO),,2013,64331000
South America (FAO),,2014,64723000
South America (FAO),,2015,62734000
South America (FAO),,2016,60760000
South America (FAO),,2017,58780000
South America (FAO),,2018,57803000
South America (FAO),,2019,61488000
South America (FAO),,2020,61402000
South America (FAO),,2021,61684000
South Korea,KOR,1965,2000
South Korea,KOR,1966,2000
South Korea,KOR,1967,2000
South Korea,KOR,1968,2000
South Korea,KOR,1969,2000
South Korea,KOR,1970,2000
South Korea,KOR,1971,2000
South Korea,KOR,1972,4000
South Korea,KOR,1973,12000
South Korea,KOR,1974,7000
South Korea,KOR,1975,6000
South Korea,KOR,1976,8000
South Korea,KOR,1977,10000
South Korea,KOR,1978,41000
South Korea,KOR,1979,177000
South Korea,KOR,1980,35000
South Korea,KOR,1981,16000
South Korea,KOR,1982,7000
South Korea,KOR,1983,5000
South Korea,KOR,1984,5000
South Korea,KOR,1985,4000
South Korea,KOR,1986,5000
South Korea,KOR,1987,5000
South Korea,KOR,1988,5000
South Korea,KOR,1989,5000
South Korea,KOR,1990,6000
South Korea,KOR,1991,10000
South Korea,KOR,1992,11000
South Korea,KOR,1993,9000
South Korea,KOR,1994,9000
South Korea,KOR,1995,11000
South Korea,KOR,1996,10000
South Korea,KOR,1997,8000
South Korea,KOR,1998,8000
South Korea,KOR,1999,9000
South Korea,KOR,2000,13000
South Korea,KOR,2001,16000
South Korea,KOR,2002,24000
South Korea,KOR,2003,16000
South Korea,KOR,2004,19000
South Korea,KOR,2005,16000
South Korea,KOR,2006,11000
South Korea,KOR,2007,11000
South Korea,KOR,2008,8000
South Korea,KOR,2009,6000
South Korea,KOR,2010,7000
South Korea,KOR,2011,5000
South Korea,KOR,2012,19000
South Korea,KOR,2013,11000
South Korea,KOR,2014,11000
South Korea,KOR,2015,9000
South Korea,KOR,2016,9000
South Korea,KOR,2017,10000
South Korea,KOR,2018,10000
South Korea,KOR,2019,10000
South Korea,KOR,2020,10000
South Korea,KOR,2021,11000
South-eastern Asia (FAO),,1961,42000
South-eastern Asia (FAO),,1962,75000
South-eastern Asia (FAO),,1963,103000
South-eastern Asia (FAO),,1964,95000
South-eastern Asia (FAO),,1965,98000
South-eastern Asia (FAO),,1966,130000
South-eastern Asia (FAO),,1967,122000
South-eastern Asia (FAO),,1968,133000
South-eastern Asia (FAO),,1969,128000
South-eastern Asia (FAO),,1970,144000
South-eastern Asia (FAO),,1971,133000
South-eastern Asia (FAO),,1972,138000
South-eastern Asia (FAO),,1973,144000
South-eastern Asia (FAO),,1974,153000
South-eastern Asia (FAO),,1975,162000
South-eastern Asia (FAO),,1976,172000
South-eastern Asia (FAO),,1977,181000
South-eastern Asia (FAO),,1978,193000
South-eastern Asia (FAO),,1979,203000
South-eastern Asia (FAO),,1980,208000
South-eastern Asia (FAO),,1981,214000
South-eastern Asia (FAO),,1982,224000
South-eastern Asia (FAO),,1983,244000
South-eastern Asia (FAO),,1984,244000
South-eastern Asia (FAO),,1985,245000
South-eastern Asia (FAO),,1986,265000
South-eastern Asia (FAO),,1987,285000
South-eastern Asia (FAO),,1988,305000
South-eastern Asia (FAO),,1989,354000
South-eastern Asia (FAO),,1990,374000
South-eastern Asia (FAO),,1991,393000
South-eastern Asia (FAO),,1992,404000
South-eastern Asia (FAO),,1993,422000
South-eastern Asia (FAO),,1994,452000
South-eastern Asia (FAO),,1995,462000
South-eastern Asia (FAO),,1996,472000
South-eastern Asia (FAO),,1997,482000
South-eastern Asia (FAO),,1998,482000
South-eastern Asia (FAO),,1999,502000
South-eastern Asia (FAO),,2000,502000
South-eastern Asia (FAO),,2001,502000
South-eastern Asia (FAO),,2002,502000
South-eastern Asia (FAO),,2003,502000
South-eastern Asia (FAO),,2004,562000
South-eastern Asia (FAO),,2005,602000
South-eastern Asia (FAO),,2006,582000
South-eastern Asia (FAO),,2007,570000
South-eastern Asia (FAO),,2008,572000
South-eastern Asia (FAO),,2009,577000
South-eastern Asia (FAO),,2010,573000
South-eastern Asia (FAO),,2011,573000
South-eastern Asia (FAO),,2012,578000
South-eastern Asia (FAO),,2013,573000
South-eastern Asia (FAO),,2014,573000
South-eastern Asia (FAO),,2015,575000
South-eastern Asia (FAO),,2016,578000
South-eastern Asia (FAO),,2017,581000
South-eastern Asia (FAO),,2018,583000
South-eastern Asia (FAO),,2019,581000
South-eastern Asia (FAO),,2020,581000
South-eastern Asia (FAO),,2021,582000
Southern Africa (FAO),,1961,200000
Southern Africa (FAO),,1962,205000
Southern Africa (FAO),,1963,210000
Southern Africa (FAO),,1964,215000
Southern Africa (FAO),,1965,220000
Southern Africa (FAO),,1966,280000
Southern Africa (FAO),,1967,230000
Southern Africa (FAO),,1968,235000
Southern Africa (FAO),,1969,240000
Southern Africa (FAO),,1970,246000
Southern Africa (FAO),,1971,251000
Southern Africa (FAO),,1972,256000
Southern Africa (FAO),,1973,261000
Southern Africa (FAO),,1974,265000
Southern Africa (FAO),,1975,265000
Southern Africa (FAO),,1976,265000
Southern Africa (FAO),,1977,265000
Southern Africa (FAO),,1978,265000
Southern Africa (FAO),,1979,267000
Southern Africa (FAO),,1980,270000
Southern Africa (FAO),,1981,275000
Southern Africa (FAO),,1982,280000
Southern Africa (FAO),,1983,285000
Southern Africa (FAO),,1984,290000
Southern Africa (FAO),,1985,295000
Southern Africa (FAO),,1986,295000
Southern Africa (FAO),,1987,300000
Southern Africa (FAO),,1988,305000
Southern Africa (FAO),,1989,310000
Southern Africa (FAO),,1990,310000
Southern Africa (FAO),,1991,315000
Southern Africa (FAO),,1992,315000
Southern Africa (FAO),,1993,315000
Southern Africa (FAO),,1994,320000
Southern Africa (FAO),,1995,325000
Southern Africa (FAO),,1996,330000
Southern Africa (FAO),,1997,335000
Southern Africa (FAO),,1998,340000
Southern Africa (FAO),,1999,345000
Southern Africa (FAO),,2000,340000
Southern Africa (FAO),,2001,343000
Southern Africa (FAO),,2002,380000
Southern Africa (FAO),,2003,410000
Southern Africa (FAO),,2004,500000
Southern Africa (FAO),,2005,500000
Southern Africa (FAO),,2006,500000
Southern Africa (FAO),,2007,500000
Southern Africa (FAO),,2008,510000
Southern Africa (FAO),,2009,515000
Southern Africa (FAO),,2010,520000
Southern Africa (FAO),,2011,520000
Southern Africa (FAO),,2012,525000
Southern Africa (FAO),,2013,530000
Southern Africa (FAO),,2014,530000
Southern Africa (FAO),,2015,530000
Southern Africa (FAO),,2016,530000
Southern Africa (FAO),,2017,531000
Southern Africa (FAO),,2018,540000
Southern Africa (FAO),,2019,538000
Southern Africa (FAO),,2020,539000
Southern Africa (FAO),,2021,541000
Southern Asia (FAO),,1961,350000
Southern Asia (FAO),,1962,355000
Southern Asia (FAO),,1963,360000
Southern Asia (FAO),,1964,365000
Southern Asia (FAO),,1965,370000
Southern Asia (FAO),,1966,380000
Southern Asia (FAO),,1967,390000
Southern Asia (FAO),,1968,400000
Southern Asia (FAO),,1969,410000
Southern Asia (FAO),,1970,425000
Southern Asia (FAO),,1971,440000
Southern Asia (FAO),,1972,455000
Southern Asia (FAO),,1973,470000
Southern Asia (FAO),,1974,486000
Southern Asia (FAO),,1975,482000
Southern Asia (FAO),,1976,510000
Southern Asia (FAO),,1977,538000
Southern Asia (FAO),,1978,550000
Southern Asia (FAO),,1979,570000
Southern Asia (FAO),,1980,585000
Southern Asia (FAO),,1981,600000
Southern Asia (FAO),,1982,618000
Southern Asia (FAO),,1983,650000
Southern Asia (FAO),,1984,700000
Southern Asia (FAO),,1985,800000
Southern Asia (FAO),,1986,900000
Southern Asia (FAO),,1987,1043000
Southern Asia (FAO),,1988,1100000
Southern Asia (FAO),,1989,1200000
Southern Asia (FAO),,1990,1400000
Southern Asia (FAO),,1991,1600000
Southern Asia (FAO),,1992,1800000
Southern Asia (FAO),,1993,2023000
Southern Asia (FAO),,1994,2200000
Southern Asia (FAO),,1995,2200000
Southern Asia (FAO),,1996,2300000
Southern Asia (FAO),,1997,2300000
Southern Asia (FAO),,1998,2100000
Southern Asia (FAO),,1999,2000000
Southern Asia (FAO),,2000,2000000
Southern Asia (FAO),,2001,2000000
Southern Asia (FAO),,2002,2000000
Southern Asia (FAO),,2003,2000000
Southern Asia (FAO),,2004,2000000
Southern Asia (FAO),,2005,2000000
Southern Asia (FAO),,2006,2000000
Southern Asia (FAO),,2007,2000000
Southern Asia (FAO),,2008,2000000
Southern Asia (FAO),,2009,2000000
Southern Asia (FAO),,2010,2000000
Southern Asia (FAO),,2011,2000000
Southern Asia (FAO),,2012,2000000
Southern Asia (FAO),,2013,2000000
Southern Asia (FAO),,2014,2000000
Southern Asia (FAO),,2015,2000000
Southern Asia (FAO),,2016,2000000
Southern Asia (FAO),,2017,1998000
Southern Asia (FAO),,2018,1965000
Southern Asia (FAO),,2019,1912000
Southern Asia (FAO),,2020,1843000
Southern Asia (FAO),,2021,1760000
Southern Europe (FAO),,1961,2951000
Southern Europe (FAO),,1962,3140000
Southern Europe (FAO),,1963,3009000
Southern Europe (FAO),,1964,3093000
Southern Europe (FAO),,1965,3421000
Southern Europe (FAO),,1966,3734000
Southern Europe (FAO),,1967,4284000
Southern Europe (FAO),,1968,4636000
Southern Europe (FAO),,1969,5112000
Southern Europe (FAO),,1970,6976000
Southern Europe (FAO),,1971,10947000
Southern Europe (FAO),,1972,12452000
Southern Europe (FAO),,1973,14859000
Southern Europe (FAO),,1974,16148000
Southern Europe (FAO),,1975,16581000
Southern Europe (FAO),,1976,17546000
Southern Europe (FAO),,1977,18963000
Southern Europe (FAO),,1978,19828000
Southern Europe (FAO),,1979,21107000
Southern Europe (FAO),,1980,23492000
Southern Europe (FAO),,1981,25067000
Southern Europe (FAO),,1982,25521000
Southern Europe (FAO),,1983,26657000
Southern Europe (FAO),,1984,26081000
Southern Europe (FAO),,1985,26339000
Southern Europe (FAO),,1986,26797000
Southern Europe (FAO),,1987,27899000
Southern Europe (FAO),,1988,28873000
Southern Europe (FAO),,1989,29726000
Southern Europe (FAO),,1990,31862000
Southern Europe (FAO),,1991,29878000
Southern Europe (FAO),,1992,29862000
Southern Europe (FAO),,1993,29591000
Southern Europe (FAO),,1994,30358000
Southern Europe (FAO),,1995,32692000
Southern Europe (FAO),,1996,35878000
Southern Europe (FAO),,1997,34332000
Southern Europe (FAO),,1998,35228000
Southern Europe (FAO),,1999,34715000
Southern Europe (FAO),,2000,32693000
Southern Europe (FAO),,2001,34141000
Southern Europe (FAO),,2002,34291000
Southern Europe (FAO),,2003,33402000
Southern Europe (FAO),,2004,34490000
Southern Europe (FAO),,2005,35298000
Southern Europe (FAO),,2006,34142000
Southern Europe (FAO),,2007,34802000
Southern Europe (FAO),,2008,34575000
Southern Europe (FAO),,2009,33590000
Southern Europe (FAO),,2010,32980000
Southern Europe (FAO),,2011,33199000
Southern Europe (FAO),,2012,33089000
Southern Europe (FAO),,2013,33199000
Southern Europe (FAO),,2014,32761000
Southern Europe (FAO),,2015,32978000
Southern Europe (FAO),,2016,33176000
Southern Europe (FAO),,2017,33042000
Southern Europe (FAO),,2018,33026000
Southern Europe (FAO),,2019,33023000
Southern Europe (FAO),,2020,32870000
Southern Europe (FAO),,2021,32481000
Spain,ESP,1961,237000
Spain,ESP,1962,234000
Spain,ESP,1963,330000
Spain,ESP,1964,316000
Spain,ESP,1965,298000
Spain,ESP,1966,413000
Spain,ESP,1967,479000
Spain,ESP,1968,484000
Spain,ESP,1969,514000
Spain,ESP,1970,456000
Spain,ESP,1971,430000
Spain,ESP,1972,448000
Spain,ESP,1973,512000
Spain,ESP,1974,514000
Spain,ESP,1975,493000
Spain,ESP,1976,432000
Spain,ESP,1977,429000
Spain,ESP,1978,405000
Spain,ESP,1979,540000
Spain,ESP,1980,650000
Spain,ESP,1981,700000
Spain,ESP,1982,750000
Spain,ESP,1983,750000
Spain,ESP,1984,800000
Spain,ESP,1985,900000
Spain,ESP,1986,901000
Spain,ESP,1987,950000
Spain,ESP,1988,980000
Spain,ESP,1989,1070000
Spain,ESP,1990,1350000
Sweden,SWE,1961,70000
Sweden,SWE,1962,70000
Sweden,SWE,1963,87000
Sweden,SWE,1964,115000
Sweden,SWE,1965,171000
Sweden,SWE,1966,243000
Sweden,SWE,1967,250000
Sweden,SWE,1968,255000
Sweden,SWE,1969,260000
Sweden,SWE,1970,255000
Sweden,SWE,1971,260000
Sweden,SWE,1972,260000
Sweden,SWE,1973,260000
Sweden,SWE,1974,280000
Sweden,SWE,1975,285000
Sweden,SWE,1976,260000
Sweden,SWE,1977,250000
Sweden,SWE,1978,280000
Sweden,SWE,1979,280000
Sweden,SWE,1980,285000
Sweden,SWE,1981,285000
Sweden,SWE,1982,285000
Sweden,SWE,1983,285000
Sweden,SWE,1984,280000
Sweden,SWE,1985,280000
Sweden,SWE,1986,285000
Sweden,SWE,1987,285000
Sweden,SWE,1988,290000
Sweden,SWE,1989,290000
Sweden,SWE,1990,290000
Sweden,SWE,1991,291000
Sweden,SWE,1992,292000
Sweden,SWE,1993,174000
Sweden,SWE,1994,200000
Sweden,SWE,1995,200000
Sweden,SWE,1996,200000
Sweden,SWE,1997,200000
Sweden,SWE,1998,150000
Sweden,SWE,1999,120000
Sweden,SWE,2000,150000
Sweden,SWE,2001,200000
Sweden,SWE,2002,200000
Sweden,SWE,2003,200000
Sweden,SWE,2004,200000
Sweden,SWE,2005,122000
Sweden,SWE,2006,110000
Sweden,SWE,2007,101000
Sweden,SWE,2008,111000
Sweden,SWE,2009,112000
Sweden,SWE,2010,116000
Sweden,SWE,2011,134000
Sweden,SWE,2012,109000
Sweden,SWE,2013,80000
Sweden,SWE,2014,83000
Sweden,SWE,2015,83000
Sweden,SWE,2016,85000
Sweden,SWE,2017,100000
Sweden,SWE,2020,89000
Switzerland,CHE,1990,600000
Switzerland,CHE,1991,150000
Switzerland,CHE,1992,160000
Switzerland,CHE,1993,158000
Switzerland,CHE,1994,158000
Switzerland,CHE,1995,156000
Switzerland,CHE,1996,174000
Switzerland,CHE,1997,184000
Switzerland,CHE,1998,158000
Switzerland,CHE,1999,155000
Switzerland,CHE,2000,173000
Switzerland,CHE,2001,123000
Switzerland,CHE,2002,124000
Switzerland,CHE,2003,134000
Switzerland,CHE,2004,139000
Switzerland,CHE,2005,132000
Switzerland,CHE,2006,137000
Switzerland,CHE,2007,112000
Switzerland,CHE,2008,54000
Switzerland,CHE,2009,52000
Switzerland,CHE,2010,58000
Switzerland,CHE,2011,58000
Switzerland,CHE,2012,51000
Switzerland,CHE,2013,55000
Switzerland,CHE,2014,57000
Switzerland,CHE,2015,49000
Switzerland,CHE,2016,71000
Switzerland,CHE,2017,77000
Switzerland,CHE,2018,84000
Switzerland,CHE,2019,75000
Switzerland,CHE,2020,88000
Switzerland,CHE,2021,83000
Syria,SYR,1961,190000
Syria,SYR,1962,218000
Syria,SYR,1963,237000
Syria,SYR,1964,259000
Syria,SYR,1965,229000
Syria,SYR,1966,241000
Syria,SYR,1967,273000
Syria,SYR,1968,243000
Syria,SYR,1969,240000
Syria,SYR,1970,261000
Syria,SYR,1971,257000
Syria,SYR,1972,229000
Syria,SYR,1973,237000
Syria,SYR,1974,288000
Syria,SYR,1975,337000
Syria,SYR,1976,325000
Syria,SYR,1977,332000
Syria,SYR,1978,341000
Syria,SYR,1979,338000
Syria,SYR,1980,333000
Syria,SYR,1981,361000
Syria,SYR,1982,382000
Syria,SYR,1983,343000
Syria,SYR,1984,310000
Syria,SYR,1985,232000
Syria,SYR,1986,217000
Syria,SYR,1987,226000
Syria,SYR,1988,228000
Syria,SYR,1989,251000
Syria,SYR,1990,259000
Syria,SYR,1991,247000
Syria,SYR,1992,256000
Syria,SYR,1993,257000
Syria,SYR,1994,275000
Syria,SYR,1995,286000
Syria,SYR,1996,286000
Syria,SYR,1997,278000
Syria,SYR,1998,265000
Syria,SYR,1999,255000
Syria,SYR,2000,252000
Syria,SYR,2001,230000
Syria,SYR,2002,236000
Syria,SYR,2003,232000
Syria,SYR,2004,239000
Syria,SYR,2005,222000
Syria,SYR,2006,216000
Syria,SYR,2007,234000
Syria,SYR,2008,240000
Syria,SYR,2009,229000
Syria,SYR,2010,230000
Syria,SYR,2011,218000
Syria,SYR,2012,206000
Syria,SYR,2013,195000
Syria,SYR,2014,188000
Syria,SYR,2015,180000
Syria,SYR,2016,188000
Syria,SYR,2017,160000
Syria,SYR,2018,163000
Syria,SYR,2019,149000
Syria,SYR,2020,145000
Syria,SYR,2021,139000
Taiwan,TWN,1961,312000
Taiwan,TWN,1962,329000
Taiwan,TWN,1963,331000
Taiwan,TWN,1964,349000
Taiwan,TWN,1965,368000
Taiwan,TWN,1966,410000
Taiwan,TWN,1967,450000
Taiwan,TWN,1968,478000
Taiwan,TWN,1969,502000
Taiwan,TWN,1970,522000
Taiwan,TWN,1971,546000
Taiwan,TWN,1972,549000
Taiwan,TWN,1973,603000
Taiwan,TWN,1974,606000
Taiwan,TWN,1975,639000
Taiwan,TWN,1976,675000
Taiwan,TWN,1977,702000
Taiwan,TWN,1978,695000
Taiwan,TWN,1979,703000
Taiwan,TWN,1980,706000
Taiwan,TWN,1981,675000
Taiwan,TWN,1982,638000
Taiwan,TWN,1983,643000
Taiwan,TWN,1984,644000
Taiwan,TWN,1985,597000
Taiwan,TWN,1986,558000
Taiwan,TWN,1987,563000
Taiwan,TWN,1988,529000
Taiwan,TWN,1989,464000
Taiwan,TWN,1990,395000
Taiwan,TWN,1991,349000
Taiwan,TWN,1992,284000
Taiwan,TWN,1993,267000
Taiwan,TWN,1994,268000
Taiwan,TWN,1995,215000
Taiwan,TWN,1996,204000
Taiwan,TWN,1997,180000
Taiwan,TWN,1998,211000
Taiwan,TWN,1999,229000
Taiwan,TWN,2000,262000
Taiwan,TWN,2001,251000
Taiwan,TWN,2002,235000
Taiwan,TWN,2003,191000
Taiwan,TWN,2004,186000
Taiwan,TWN,2005,197000
Taiwan,TWN,2006,179000
Taiwan,TWN,2007,163000
Taiwan,TWN,2008,156000
Taiwan,TWN,2009,147000
Taiwan,TWN,2010,132000
Taiwan,TWN,2011,131000
Taiwan,TWN,2012,139000
Taiwan,TWN,2013,113000
Taiwan,TWN,2014,118000
Taiwan,TWN,2015,111000
Taiwan,TWN,2016,102000
Taiwan,TWN,2017,81000
Taiwan,TWN,2018,83000
Taiwan,TWN,2019,90000
Taiwan,TWN,2020,85000
Taiwan,TWN,2021,77000
Tunisia,TUN,1984,100000
Tunisia,TUN,1985,200000
Tunisia,TUN,1986,300000
Tunisia,TUN,1987,400000
Tunisia,TUN,1988,508000
Tunisia,TUN,1989,747000
Tunisia,TUN,1990,922000
Tunisia,TUN,1991,940000
Tunisia,TUN,1992,1500000
Tunisia,TUN,1993,2345000
Tunisia,TUN,1994,2682000
Tunisia,TUN,1995,2600000
Tunisia,TUN,1996,2725000
Tunisia,TUN,1997,3270000
Tunisia,TUN,1998,3137000
Tunisia,TUN,1999,3484000
Tunisia,TUN,2000,4258000
Tunisia,TUN,2001,4776000
Tunisia,TUN,2002,4370000
