Entity,Code,Year,"Meat, buffalo | 00000947 || Producing or slaughtered animals | 005320 || animals"
Egypt,EGY,1997,1450000
Egypt,EGY,1998,1520000
Egypt,EGY,1999,1580000
Egypt,EGY,2000,1640000
Egypt,EGY,2001,1073468
Egypt,EGY,2002,1156965
Egypt,EGY,2003,1048000
Egypt,EGY,2004,1068000
Egypt,EGY,2005,1115000
Egypt,EGY,2006,1132000
Egypt,EGY,2007,1167000
Egypt,EGY,2008,1182000
Egypt,EGY,2009,1228000
Egypt,EGY,2010,1262000
Egypt,EGY,2011,1271000
Egypt,EGY,2012,1205000
Egypt,EGY,2013,1170000
Egypt,EGY,2014,1149000
Egypt,EGY,2015,1179000
Egypt,EGY,2016,1089000
Egypt,EGY,2017,1077000
Egypt,EGY,2018,1096000
Egypt,EGY,2019,659000
Egypt,EGY,2020,556000
Egypt,EGY,2021,504634
Europe,,1961,80633
Europe,,1962,109400
Europe,,1963,99051
Europe,,1964,85610
Europe,,1965,77460
Europe,,1966,76628
Europe,,1967,59077
Europe,,1968,59535
Europe,,1969,55474
Europe,,1970,45990
Europe,,1971,41114
Europe,,1972,41023
Europe,,1973,40553
Europe,,1974,40541
Europe,,1975,36957
Europe,,1976,37887
Europe,,1977,36652
Europe,,1978,33369
Europe,,1979,30297
Europe,,1980,29882
Europe,,1981,25516
Europe,,1982,18853
Europe,,1983,17432
Europe,,1984,14752
Europe,,1985,14741
Europe,,1986,13604
Europe,,1987,12612
Europe,,1988,12809
Europe,,1989,11851
Europe,,1990,10628
Europe,,1991,11322
Europe,,1992,16404
Europe,,1993,15008
Europe,,1994,13881
Europe,,1995,9845
Europe,,1996,11800
Europe,,1997,12467
Europe,,1998,11018
Europe,,1999,8467
Europe,,2000,9802
Europe,,2001,6883
Europe,,2002,9460
Europe,,2003,7958
Europe,,2004,14051
Europe,,2005,30199
Europe,,2006,7072
Europe,,2007,19747
Europe,,2008,11771
Europe,,2009,28230
Europe,,2010,33216
Europe,,2011,58010
Europe,,2012,121207
Europe,,2013,60244
Europe,,2014,80812
Europe,,2015,87544
Europe,,2016,99811
Europe,,2017,94667
Europe,,2018,111456
Europe,,2019,106815
Europe,,2020,103566
Europe,,2021,107949
Europe (FAO),,1961,80633
Europe (FAO),,1962,109400
Europe (FAO),,1963,99051
Europe (FAO),,1964,85610
Europe (FAO),,1965,77460
Europe (FAO),,1966,76628
Europe (FAO),,1967,59077
Europe (FAO),,1968,59535
Europe (FAO),,1969,55474
Europe (FAO),,1970,45990
Europe (FAO),,1971,41114
Europe (FAO),,1972,41023
Europe (FAO),,1973,40553
Europe (FAO),,1974,40541
Europe (FAO),,1975,36957
Europe (FAO),,1976,37887
Europe (FAO),,1977,36652
Europe (FAO),,1978,33369
Europe (FAO),,1979,30297
Europe (FAO),,1980,29882
Europe (FAO),,1981,25516
Europe (FAO),,1982,18853
Europe (FAO),,1983,17432
Europe (FAO),,1984,14752
Europe (FAO),,1985,14741
Europe (FAO),,1986,13604
Europe (FAO),,1987,12612
Europe (FAO),,1988,12809
Europe (FAO),,1989,11851
Europe (FAO),,1990,10628
Europe (FAO),,1991,11322
Europe (FAO),,1992,16404
Europe (FAO),,1993,15008
Europe (FAO),,1994,13881
Europe (FAO),,1995,9845
Europe (FAO),,1996,11800
Europe (FAO),,1997,12467
Europe (FAO),,1998,11018
Europe (FAO),,1999,8467
Europe (FAO),,2000,9802
Europe (FAO),,2001,6883
Europe (FAO),,2002,9460
Europe (FAO),,2003,7958
Europe (FAO),,2004,14051
Europe (FAO),,2005,30199
Europe (FAO),,2006,7072
Europe (FAO),,2007,19747
Europe (FAO),,2008,11771
Europe (FAO),,2009,28230
Europe (FAO),,2010,33216
Europe (FAO),,2011,58010
Europe (FAO),,2012,121207
Europe (FAO),,2013,60244
Europe (FAO),,2014,80812
Europe (FAO),,2015,87544
Europe (FAO),,2016,99811
Europe (FAO),,2017,94667
Europe (FAO),,2018,111456
Europe (FAO),,2019,106815
Europe (FAO),,2020,107066
Europe (FAO),,2021,110949
European Union (27),,1961,80633
European Union (27),,1962,109400
European Union (27),,1963,99051
European Union (27),,1964,85610
European Union (27),,1965,77460
European Union (27),,1966,76628
European Union (27),,1967,59077
European Union (27),,1968,59535
European Union (27),,1969,55474
European Union (27),,1970,45990
European Union (27),,1971,41114
European Union (27),,1972,41023
European Union (27),,1973,40553
European Union (27),,1974,40541
European Union (27),,1975,36957
European Union (27),,1976,37887
European Union (27),,1977,36652
European Union (27),,1978,33369
European Union (27),,1979,30297
European Union (27),,1980,29882
European Union (27),,1981,25516
European Union (27),,1982,18853
European Union (27),,1983,17432
European Union (27),,1984,14752
European Union (27),,1985,14741
European Union (27),,1986,13604
European Union (27),,1987,12612
European Union (27),,1988,12809
European Union (27),,1989,11851
European Union (27),,1990,10628
European Union (27),,1991,11322
European Union (27),,1992,16404
European Union (27),,1993,15008
European Union (27),,1994,13881
European Union (27),,1995,9845
European Union (27),,1996,11800
European Union (27),,1997,12467
European Union (27),,1998,11018
European Union (27),,1999,8467
European Union (27),,2000,9802
European Union (27),,2001,6883
European Union (27),,2002,9460
European Union (27),,2003,7958
European Union (27),,2004,14051
European Union (27),,2005,30199
European Union (27),,2006,7072
European Union (27),,2007,19747
European Union (27),,2008,11771
European Union (27),,2009,28230
European Union (27),,2010,33216
European Union (27),,2011,58010
European Union (27),,2012,121207
European Union (27),,2013,60244
European Union (27),,2014,80812
European Union (27),,2015,87544
European Union (27),,2016,99811
European Union (27),,2017,94667
European Union (27),,2018,111456
European Union (27),,2019,106815
European Union (27),,2020,103566
European Union (27),,2021,107949
European Union (27) (FAO),,1961,80633
European Union (27) (FAO),,1962,109400
European Union (27) (FAO),,1963,99051
European Union (27) (FAO),,1964,85610
European Union (27) (FAO),,1965,77460
European Union (27) (FAO),,1966,76628
European Union (27) (FAO),,1967,59077
European Union (27) (FAO),,1968,59535
European Union (27) (FAO),,1969,55474
European Union (27) (FAO),,1970,45990
European Union (27) (FAO),,1971,41114
European Union (27) (FAO),,1972,41023
European Union (27) (FAO),,1973,40553
European Union (27) (FAO),,1974,40541
European Union (27) (FAO),,1975,36957
European Union (27) (FAO),,1976,37887
European Union (27) (FAO),,1977,36652
European Union (27) (FAO),,1978,33369
European Union (27) (FAO),,1979,30297
European Union (27) (FAO),,1980,29882
European Union (27) (FAO),,1981,25516
European Union (27) (FAO),,1982,18853
European Union (27) (FAO),,1983,17432
European Union (27) (FAO),,1984,14752
European Union (27) (FAO),,1985,14741
European Union (27) (FAO),,1986,13604
European Union (27) (FAO),,1987,12612
European Union (27) (FAO),,1988,12809
European Union (27) (FAO),,1989,11851
European Union (27) (FAO),,1990,10628
European Union (27) (FAO),,1991,11322
European Union (27) (FAO),,1992,16404
European Union (27) (FAO),,1993,15008
European Union (27) (FAO),,1994,13881
European Union (27) (FAO),,1995,9845
European Union (27) (FAO),,1996,11800
European Union (27) (FAO),,1997,12467
European Union (27) (FAO),,1998,11018
European Union (27) (FAO),,1999,8467
European Union (27) (FAO),,2000,9802
European Union (27) (FAO),,2001,6883
European Union (27) (FAO),,2002,9460
European Union (27) (FAO),,2003,7958
European Union (27) (FAO),,2004,14051
European Union (27) (FAO),,2005,30199
European Union (27) (FAO),,2006,7072
European Union (27) (FAO),,2007,19747
European Union (27) (FAO),,2008,11771
European Union (27) (FAO),,2009,28230
European Union (27) (FAO),,2010,33216
European Union (27) (FAO),,2011,58010
European Union (27) (FAO),,2012,121207
European Union (27) (FAO),,2013,60244
European Union (27) (FAO),,2014,80812
European Union (27) (FAO),,2015,87544
European Union (27) (FAO),,2016,99811
European Union (27) (FAO),,2017,94667
European Union (27) (FAO),,2018,111456
European Union (27) (FAO),,2019,106815
European Union (27) (FAO),,2020,107066
European Union (27) (FAO),,2021,110949
Germany,DEU,1991,0
Germany,DEU,1992,0
Germany,DEU,1993,0
Germany,DEU,1994,0
Germany,DEU,1995,0
Germany,DEU,1996,0
Germany,DEU,1997,0
Germany,DEU,1998,0
Germany,DEU,1999,0
Germany,DEU,2000,0
Germany,DEU,2001,0
Germany,DEU,2002,0
Germany,DEU,2003,0
Germany,DEU,2004,0
Germany,DEU,2005,0
Germany,DEU,2006,0
Germany,DEU,2007,0
Germany,DEU,2008,0
Germany,DEU,2009,0
Germany,DEU,2010,0
Germany,DEU,2011,0
Germany,DEU,2012,0
Germany,DEU,2013,0
Germany,DEU,2014,0
Germany,DEU,2015,0
Germany,DEU,2016,0
Germany,DEU,2017,0
Germany,DEU,2018,0
Germany,DEU,2019,0
Germany,DEU,2020,0
Germany,DEU,2021,0
Greece,GRC,1961,24233
Greece,GRC,1962,27000
Greece,GRC,1963,25251
Greece,GRC,1964,24610
Greece,GRC,1965,19160
Greece,GRC,1966,18625
Greece,GRC,1967,15756
Greece,GRC,1968,16245
Greece,GRC,1969,12860
Greece,GRC,1970,11669
Greece,GRC,1971,9078
Greece,GRC,1972,6785
Greece,GRC,1973,5721
Greece,GRC,1974,6953
Greece,GRC,1975,3855
Greece,GRC,1976,3455
Greece,GRC,1977,3150
Greece,GRC,1978,1698
Greece,GRC,1979,1093
Greece,GRC,1980,914
Greece,GRC,1981,565
Greece,GRC,1982,670
Greece,GRC,1983,400
Greece,GRC,1984,512
Greece,GRC,1985,693
Greece,GRC,1991,299
Greece,GRC,1992,360
Greece,GRC,1993,322
Greece,GRC,1994,298
Greece,GRC,1995,345
Greece,GRC,1996,296
Greece,GRC,1997,250
Greece,GRC,1998,288
Greece,GRC,1999,321
Greece,GRC,2000,356
Greece,GRC,2001,383
Greece,GRC,2002,446
Greece,GRC,2003,373
Greece,GRC,2004,405
Greece,GRC,2005,443
Greece,GRC,2006,464
Greece,GRC,2007,524
Greece,GRC,2008,607
Greece,GRC,2009,731
Greece,GRC,2010,629
Greece,GRC,2011,695
Greece,GRC,2012,762
Greece,GRC,2013,867
Greece,GRC,2014,652
Greece,GRC,2015,4187
Greece,GRC,2016,3732
Greece,GRC,2017,3076
Greece,GRC,2018,2145
Greece,GRC,2019,2039
High-income countries,,1961,50882
High-income countries,,1962,64515
High-income countries,,1963,72060
High-income countries,,1964,74679
High-income countries,,1965,57496
High-income countries,,1966,56300
High-income countries,,1967,55420
High-income countries,,1968,60941
High-income countries,,1969,60791
High-income countries,,1970,61111
High-income countries,,1971,55194
High-income countries,,1972,41651
High-income countries,,1973,39730
High-income countries,,1974,38816
High-income countries,,1975,31004
High-income countries,,1976,54700
High-income countries,,1977,70987
High-income countries,,1978,48499
High-income countries,,1979,44648
High-income countries,,1980,35033
High-income countries,,1981,35432
High-income countries,,1982,33062
High-income countries,,1983,30208
High-income countries,,1984,29560
High-income countries,,1985,32868
High-income countries,,1986,19095
High-income countries,,1987,20005
High-income countries,,1988,18342
High-income countries,,1989,23253
High-income countries,,1990,14902
High-income countries,,1991,12767
High-income countries,,1992,12071
High-income countries,,1993,8220
High-income countries,,1994,9147
High-income countries,,1995,8926
High-income countries,,1996,11550
High-income countries,,1997,12467
High-income countries,,1998,11918
High-income countries,,1999,10167
High-income countries,,2000,11722
High-income countries,,2001,9083
High-income countries,,2002,14277
High-income countries,,2003,10788
High-income countries,,2004,16135
High-income countries,,2005,31219
High-income countries,,2006,7986
High-income countries,,2007,21622
High-income countries,,2008,13773
High-income countries,,2009,30076
High-income countries,,2010,34784
High-income countries,,2011,59523
High-income countries,,2012,121595
High-income countries,,2013,60684
High-income countries,,2014,81683
High-income countries,,2015,90688
High-income countries,,2016,103068
High-income countries,,2017,97449
High-income countries,,2018,115699
High-income countries,,2019,110863
High-income countries,,2020,108021
High-income countries,,2021,113764
India,IND,1961,3994000
India,IND,1962,4070000
India,IND,1963,4057000
India,IND,1964,4220000
India,IND,1965,4300000
India,IND,1966,4390000
India,IND,1967,4500000
India,IND,1968,4642000
India,IND,1969,4706000
India,IND,1970,4826000
India,IND,1971,4948000
India,IND,1972,5000000
India,IND,1973,5100000
India,IND,1974,5240000
India,IND,1975,5330000
India,IND,1976,5430000
India,IND,1977,5580000
India,IND,1978,5700000
India,IND,1979,5820000
India,IND,1980,5946000
India,IND,1981,6140000
India,IND,1982,6840000
India,IND,1983,6771000
India,IND,1984,6856000
India,IND,1985,7300000
India,IND,1986,7480000
India,IND,1987,7370000
India,IND,1988,7515000
India,IND,1989,7663000
India,IND,1990,7815000
India,IND,1991,7969000
India,IND,1992,8168000
India,IND,1993,8276000
India,IND,1994,8385000
India,IND,1995,8496000
India,IND,1996,8610000
India,IND,1997,8722000
India,IND,1998,8846000
India,IND,1999,8973000
India,IND,2000,9100000
India,IND,2001,9231000
India,IND,2002,9363000
India,IND,2003,9500000
India,IND,2004,9674000
India,IND,2005,9852000
India,IND,2006,10030000
India,IND,2007,10220000
India,IND,2008,10406000
India,IND,2009,10599000
India,IND,2010,11200000
India,IND,2011,11300000
India,IND,2012,11400000
India,IND,2013,11500000
India,IND,2014,11600000
India,IND,2015,11440777
India,IND,2016,11433750
India,IND,2017,11337190
India,IND,2018,11926270
India,IND,2019,11695507
India,IND,2020,11523862
India,IND,2021,11769252
Indonesia,IDN,1961,252076
Indonesia,IDN,1962,222000
Indonesia,IDN,1963,205000
Indonesia,IDN,1964,247000
Indonesia,IDN,1965,249000
Indonesia,IDN,1966,210000
Indonesia,IDN,1967,200000
Indonesia,IDN,1968,230000
Indonesia,IDN,1969,182364
Indonesia,IDN,1970,192318
Indonesia,IDN,1971,175249
Indonesia,IDN,1972,193218
Indonesia,IDN,1973,186671
Indonesia,IDN,1974,192484
Indonesia,IDN,1975,183642
Indonesia,IDN,1976,196477
Indonesia,IDN,1977,226472
Indonesia,IDN,1978,210264
Indonesia,IDN,1979,212032
Indonesia,IDN,1980,193599
Indonesia,IDN,1981,200412
Indonesia,IDN,1982,200138
Indonesia,IDN,1983,209216
Indonesia,IDN,1984,207741
Indonesia,IDN,1985,209741
Indonesia,IDN,1986,224552
Indonesia,IDN,1987,198741
Indonesia,IDN,1988,189587
Indonesia,IDN,1989,195956
Indonesia,IDN,1990,201305
Indonesia,IDN,1991,216064
Indonesia,IDN,1992,204550
Indonesia,IDN,1993,232880
Indonesia,IDN,1994,211282
Indonesia,IDN,1995,218486
Indonesia,IDN,1996,244256
Indonesia,IDN,1997,225703
Indonesia,IDN,1998,223040
Indonesia,IDN,1999,235199
Indonesia,IDN,2000,224000
Indonesia,IDN,2001,213000
Indonesia,IDN,2002,207000
Indonesia,IDN,2003,199000
Indonesia,IDN,2004,182346
Indonesia,IDN,2005,176881
Indonesia,IDN,2006,215000
Indonesia,IDN,2007,204000
Indonesia,IDN,2008,186000
Indonesia,IDN,2009,164000
Indonesia,IDN,2010,167000
Indonesia,IDN,2011,164000
Indonesia,IDN,2012,153094
Indonesia,IDN,2013,106901
Indonesia,IDN,2014,123545
Indonesia,IDN,2015,143064
Indonesia,IDN,2016,126724
Indonesia,IDN,2017,126019
Indonesia,IDN,2018,89028
Indonesia,IDN,2019,115773
Indonesia,IDN,2020,71126
Indonesia,IDN,2021,80517
Iran,IRN,1961,49000
Iran,IRN,1962,52000
Iran,IRN,1963,46000
Iran,IRN,1964,50000
Iran,IRN,1965,50000
Iran,IRN,1966,50000
Iran,IRN,1967,51000
Iran,IRN,1968,52000
Iran,IRN,1969,48000
Iran,IRN,1970,44000
Iran,IRN,1971,44000
Iran,IRN,1972,48000
Iran,IRN,1973,44000
Iran,IRN,1974,47000
Iran,IRN,1975,50000
Iran,IRN,1976,48000
Iran,IRN,1977,45000
Iran,IRN,1978,44000
Iran,IRN,1979,44000
Iran,IRN,1980,48000
Iran,IRN,1981,53000
Iran,IRN,1982,56000
Iran,IRN,1983,57000
Iran,IRN,1984,58000
Iran,IRN,1985,60000
Iran,IRN,1986,61000
Iran,IRN,1987,62000
Iran,IRN,1988,64000
Iran,IRN,1989,64000
Iran,IRN,1990,66000
Iran,IRN,1991,55000
Iran,IRN,1992,56000
Iran,IRN,1993,57000
Iran,IRN,1994,58000
Iran,IRN,1995,62000
Iran,IRN,1996,65000
Iran,IRN,1997,56000
Iran,IRN,1998,52400
Iran,IRN,1999,51800
Iran,IRN,2000,50900
Iran,IRN,2001,50000
Iran,IRN,2002,39000
Iran,IRN,2003,39000
Iran,IRN,2004,46000
Iran,IRN,2005,54000
Iran,IRN,2006,46000
Iran,IRN,2007,69977
Iran,IRN,2008,46822
Iran,IRN,2009,38082
Iran,IRN,2010,41429
Iran,IRN,2011,42058
Iran,IRN,2012,42409
Iran,IRN,2013,20000
Iran,IRN,2014,27817
Iran,IRN,2015,28687
Iran,IRN,2016,24307
Iran,IRN,2017,21975
Iran,IRN,2018,19925
Iran,IRN,2019,13758
Iran,IRN,2020,23859
Iran,IRN,2021,33599
Iraq,IRQ,1961,30000
Iraq,IRQ,1962,30000
Iraq,IRQ,1963,30000
Iraq,IRQ,1964,28000
Iraq,IRQ,1965,26000
Iraq,IRQ,1966,25000
Iraq,IRQ,1967,25000
Iraq,IRQ,1968,25000
Iraq,IRQ,1969,26000
Iraq,IRQ,1970,28000
Iraq,IRQ,1971,26000
Iraq,IRQ,1972,27000
Iraq,IRQ,1973,25000
Iraq,IRQ,1974,24000
Iraq,IRQ,1975,23869
Iraq,IRQ,1976,26198
Iraq,IRQ,1977,23500
Iraq,IRQ,1978,22000
Iraq,IRQ,1979,20500
Iraq,IRQ,1980,20200
Iraq,IRQ,1981,21500
Iraq,IRQ,1982,21000
Iraq,IRQ,1983,21500
Iraq,IRQ,1984,20500
Iraq,IRQ,1985,18000
Iraq,IRQ,1986,16500
Iraq,IRQ,1987,16800
Iraq,IRQ,1988,16900
Iraq,IRQ,1989,17400
Iraq,IRQ,1990,41000
Iraq,IRQ,1991,24000
Iraq,IRQ,1992,21000
Iraq,IRQ,1993,30000
Iraq,IRQ,1994,25000
Iraq,IRQ,1995,21000
Iraq,IRQ,1996,10960
Iraq,IRQ,1997,11000
Iraq,IRQ,1998,12000
Iraq,IRQ,1999,12000
Iraq,IRQ,2000,12500
Iraq,IRQ,2001,10000
Iraq,IRQ,2002,8000
Iraq,IRQ,2003,5074
Iraq,IRQ,2004,7989
Iraq,IRQ,2005,13125
Iraq,IRQ,2006,26250
Iraq,IRQ,2007,20735
Iraq,IRQ,2008,42650
Iraq,IRQ,2009,35545
Iraq,IRQ,2010,40000
Iraq,IRQ,2011,38342
Iraq,IRQ,2012,43700
Iraq,IRQ,2013,22617
Iraq,IRQ,2014,23301
Iraq,IRQ,2015,27200
Iraq,IRQ,2016,23941
Iraq,IRQ,2017,27118
Iraq,IRQ,2018,26559
Iraq,IRQ,2019,27470
Iraq,IRQ,2020,28412
Iraq,IRQ,2021,29386
Italy,ITA,1961,1400
Italy,ITA,1962,2400
Italy,ITA,1963,2800
Italy,ITA,1964,3000
Italy,ITA,1965,3300
Italy,ITA,1966,3300
Italy,ITA,1967,3300
Italy,ITA,1968,3500
Italy,ITA,1969,3500
Italy,ITA,1970,3700
Italy,ITA,1971,4200
Italy,ITA,1972,4500
Italy,ITA,1973,5200
Italy,ITA,1974,7249
Italy,ITA,1975,8410
Italy,ITA,1976,6580
Italy,ITA,1977,6970
Italy,ITA,1978,5745
Italy,ITA,1979,7235
Italy,ITA,1980,6915
Italy,ITA,1981,9175
Italy,ITA,1982,4260
Italy,ITA,1983,3855
Italy,ITA,1984,3670
Italy,ITA,1985,4395
Italy,ITA,1986,3956
Italy,ITA,1987,4350
Italy,ITA,1988,3885
Italy,ITA,1989,3130
Italy,ITA,1990,2845
Italy,ITA,1991,2530
Italy,ITA,1992,2480
Italy,ITA,1993,2686
Italy,ITA,1994,2202
Italy,ITA,1995,3000
Italy,ITA,1996,6304
Italy,ITA,1997,7717
Italy,ITA,1998,7430
Italy,ITA,1999,5346
Italy,ITA,2000,7446
Italy,ITA,2001,5000
Italy,ITA,2002,8131
Italy,ITA,2003,5915
Italy,ITA,2004,12880
Italy,ITA,2005,27956
Italy,ITA,2006,4622
Italy,ITA,2007,18598
Italy,ITA,2008,10516
Italy,ITA,2009,26795
Italy,ITA,2010,31654
Italy,ITA,2011,56597
Italy,ITA,2012,118653
Italy,ITA,2013,57570
Italy,ITA,2014,77988
Italy,ITA,2015,82515
Italy,ITA,2016,94860
Italy,ITA,2017,89698
Italy,ITA,2018,109311
Italy,ITA,2019,104776
Italy,ITA,2020,103566
Italy,ITA,2021,107949
Land Locked Developing Countries (FAO),,1961,157500
Land Locked Developing Countries (FAO),,1962,158500
Land Locked Developing Countries (FAO),,1963,175550
Land Locked Developing Countries (FAO),,1964,176650
Land Locked Developing Countries (FAO),,1965,180680
Land Locked Developing Countries (FAO),,1966,175680
Land Locked Developing Countries (FAO),,1967,191690
Land Locked Developing Countries (FAO),,1968,185700
Land Locked Developing Countries (FAO),,1969,188700
Land Locked Developing Countries (FAO),,1970,197720
Land Locked Developing Countries (FAO),,1971,214720
Land Locked Developing Countries (FAO),,1972,236760
Land Locked Developing Countries (FAO),,1973,242750
Land Locked Developing Countries (FAO),,1974,260750
Land Locked Developing Countries (FAO),,1975,287780
Land Locked Developing Countries (FAO),,1976,315800
Land Locked Developing Countries (FAO),,1977,337800
Land Locked Developing Countries (FAO),,1978,365820
Land Locked Developing Countries (FAO),,1979,385830
Land Locked Developing Countries (FAO),,1980,440850
Land Locked Developing Countries (FAO),,1981,475870
Land Locked Developing Countries (FAO),,1982,427870
Land Locked Developing Countries (FAO),,1983,464880
Land Locked Developing Countries (FAO),,1984,492870
Land Locked Developing Countries (FAO),,1985,514870
Land Locked Developing Countries (FAO),,1986,529860
Land Locked Developing Countries (FAO),,1987,534487
Land Locked Developing Countries (FAO),,1988,518576
Land Locked Developing Countries (FAO),,1989,526240
Land Locked Developing Countries (FAO),,1990,527685
Land Locked Developing Countries (FAO),,1991,544520
Land Locked Developing Countries (FAO),,1992,550200
Land Locked Developing Countries (FAO),,1993,591531
Land Locked Developing Countries (FAO),,1994,595950
Land Locked Developing Countries (FAO),,1995,628800
Land Locked Developing Countries (FAO),,1996,643600
Land Locked Developing Countries (FAO),,1997,716040
Land Locked Developing Countries (FAO),,1998,723840
Land Locked Developing Countries (FAO),,1999,731780
Land Locked Developing Countries (FAO),,2000,736340
Land Locked Developing Countries (FAO),,2001,740900
Land Locked Developing Countries (FAO),,2002,748060
Land Locked Developing Countries (FAO),,2003,769780
Land Locked Developing Countries (FAO),,2004,784880
Land Locked Developing Countries (FAO),,2005,805780
Land Locked Developing Countries (FAO),,2006,823988
Land Locked Developing Countries (FAO),,2007,847463
Land Locked Developing Countries (FAO),,2008,864788
Land Locked Developing Countries (FAO),,2009,889163
Land Locked Developing Countries (FAO),,2010,916525
Land Locked Developing Countries (FAO),,2011,942563
Land Locked Developing Countries (FAO),,2012,970042
Land Locked Developing Countries (FAO),,2013,974850
Land Locked Developing Countries (FAO),,2014,973582
Land Locked Developing Countries (FAO),,2015,979850
Land Locked Developing Countries (FAO),,2016,942569
Land Locked Developing Countries (FAO),,2017,890615
Land Locked Developing Countries (FAO),,2018,895236
Land Locked Developing Countries (FAO),,2019,1783643
Land Locked Developing Countries (FAO),,2020,1784275
Land Locked Developing Countries (FAO),,2021,1781298
Laos,LAO,1961,37000
Laos,LAO,1962,38000
Laos,LAO,1963,38000
Laos,LAO,1964,39000
Laos,LAO,1965,39000
Laos,LAO,1966,40000
Laos,LAO,1967,50000
Laos,LAO,1968,41000
Laos,LAO,1969,42000
Laos,LAO,1970,44000
Laos,LAO,1971,45000
Laos,LAO,1972,46000
Laos,LAO,1973,42000
Laos,LAO,1974,40000
Laos,LAO,1975,37000
Laos,LAO,1976,45000
Laos,LAO,1977,37000
Laos,LAO,1978,45000
Laos,LAO,1979,55000
Laos,LAO,1980,65000
Laos,LAO,1981,69000
Laos,LAO,1982,70000
Laos,LAO,1983,73000
Laos,LAO,1984,80000
Laos,LAO,1985,88000
Laos,LAO,1986,95000
Laos,LAO,1987,96000
Laos,LAO,1988,75000
Laos,LAO,1989,75000
Laos,LAO,1990,75000
Laos,LAO,1991,90000
Laos,LAO,1992,93000
Laos,LAO,1993,95300
Laos,LAO,1994,95600
Laos,LAO,1995,128500
Laos,LAO,1996,143000
Laos,LAO,1997,145400
Laos,LAO,1998,148300
Laos,LAO,1999,151300
Laos,LAO,2000,150900
Laos,LAO,2001,154500
Laos,LAO,2002,157700
Laos,LAO,2003,166400
Laos,LAO,2004,168500
Laos,LAO,2005,164400
Laos,LAO,2006,166200
Laos,LAO,2007,168000
Laos,LAO,2008,173000
Laos,LAO,2009,175000
Laos,LAO,2010,177000
Laos,LAO,2011,178000
Laos,LAO,2012,177000
Laos,LAO,2013,177000
Laos,LAO,2014,172132
Laos,LAO,2015,176569
Laos,LAO,2016,179325
Laos,LAO,2017,181801
Laos,LAO,2018,185452
Laos,LAO,2019,190844
Laos,LAO,2020,194737
Laos,LAO,2021,198343
Least Developed Countries (FAO),,1961,250140
Least Developed Countries (FAO),,1962,250570
Least Developed Countries (FAO),,1963,272450
Least Developed Countries (FAO),,1964,284400
Least Developed Countries (FAO),,1965,288480
Least Developed Countries (FAO),,1966,286680
Least Developed Countries (FAO),,1967,313790
Least Developed Countries (FAO),,1968,327000
Least Developed Countries (FAO),,1969,335000
Least Developed Countries (FAO),,1970,381620
Least Developed Countries (FAO),,1971,402420
Least Developed Countries (FAO),,1972,421260
Least Developed Countries (FAO),,1973,421650
Least Developed Countries (FAO),,1974,440150
Least Developed Countries (FAO),,1975,462380
Least Developed Countries (FAO),,1976,477000
Least Developed Countries (FAO),,1977,484600
Least Developed Countries (FAO),,1978,516020
Least Developed Countries (FAO),,1979,540230
Least Developed Countries (FAO),,1980,597750
Least Developed Countries (FAO),,1981,638470
Least Developed Countries (FAO),,1982,596270
Least Developed Countries (FAO),,1983,639380
Least Developed Countries (FAO),,1984,677280
Least Developed Countries (FAO),,1985,707270
Least Developed Countries (FAO),,1986,727360
Least Developed Countries (FAO),,1987,737487
Least Developed Countries (FAO),,1988,729076
Least Developed Countries (FAO),,1989,729340
Least Developed Countries (FAO),,1990,738885
Least Developed Countries (FAO),,1991,758099
Least Developed Countries (FAO),,1992,768886
Least Developed Countries (FAO),,1993,815450
Least Developed Countries (FAO),,1994,818040
Least Developed Countries (FAO),,1995,850862
Least Developed Countries (FAO),,1996,870291
Least Developed Countries (FAO),,1997,947496
Least Developed Countries (FAO),,1998,955539
Least Developed Countries (FAO),,1999,973719
Least Developed Countries (FAO),,2000,986340
Least Developed Countries (FAO),,2001,976285
Least Developed Countries (FAO),,2002,992110
Least Developed Countries (FAO),,2003,1027078
Least Developed Countries (FAO),,2004,1044864
Least Developed Countries (FAO),,2005,1074518
Least Developed Countries (FAO),,2006,1101210
Least Developed Countries (FAO),,2007,1186084
Least Developed Countries (FAO),,2008,1238973
Least Developed Countries (FAO),,2009,1261563
Least Developed Countries (FAO),,2010,1287825
Least Developed Countries (FAO),,2011,1378763
Least Developed Countries (FAO),,2012,1415742
Least Developed Countries (FAO),,2013,1425450
Least Developed Countries (FAO),,2014,1415276
Least Developed Countries (FAO),,2015,1428565
Least Developed Countries (FAO),,2016,1408278
Least Developed Countries (FAO),,2017,1381285
Least Developed Countries (FAO),,2018,1212070
Least Developed Countries (FAO),,2019,1217779
Least Developed Countries (FAO),,2020,1215129
Least Developed Countries (FAO),,2021,1204419
Low Income Food Deficit Countries (FAO),,1961,4342300
Low Income Food Deficit Countries (FAO),,1962,4422300
Low Income Food Deficit Countries (FAO),,1963,4432300
Low Income Food Deficit Countries (FAO),,1964,4604300
Low Income Food Deficit Countries (FAO),,1965,4697800
Low Income Food Deficit Countries (FAO),,1966,4794801
Low Income Food Deficit Countries (FAO),,1967,4918343
Low Income Food Deficit Countries (FAO),,1968,5075395
Low Income Food Deficit Countries (FAO),,1969,5149787
Low Income Food Deficit Countries (FAO),,1970,5286372
