Entity,Code,Year,"Meat, goose and guinea fowl | 00001073 || Producing or slaughtered animals | 005321 || animals"
Iran,IRN,1996,1100000
Iran,IRN,1997,1100000
Iran,IRN,1998,1000000
Iran,IRN,1999,1000000
Iran,IRN,2000,1000000
Iran,IRN,2001,1000000
Iran,IRN,2002,1000000
Iran,IRN,2003,1000000
Iran,IRN,2004,1000000
Iran,IRN,2005,1000000
Iran,IRN,2006,1018000
Iran,IRN,2007,1027000
Iran,IRN,2008,1050000
Iran,IRN,2009,1050000
Iran,IRN,2010,1050000
Iran,IRN,2011,1050000
Iran,IRN,2012,1042000
Iran,IRN,2013,1044000
Iran,IRN,2014,1046000
Iran,IRN,2015,1047000
Iran,IRN,2016,1047000
Iran,IRN,2017,1046000
Iran,IRN,2018,1047000
Iran,IRN,2019,1052000
Iran,IRN,2020,1054000
Iran,IRN,2021,1056000
Ireland,IRL,1961,250000
Ireland,IRL,1962,250000
Ireland,IRL,1963,250000
Ireland,IRL,1964,230000
Ireland,IRL,1965,230000
Ireland,IRL,1966,200000
Ireland,IRL,1967,190000
Ireland,IRL,1968,190000
Ireland,IRL,1969,190000
Ireland,IRL,1970,180000
Ireland,IRL,1971,180000
Ireland,IRL,1972,190000
Ireland,IRL,1973,200000
Ireland,IRL,1974,200000
Ireland,IRL,1975,190000
Ireland,IRL,1976,180000
Ireland,IRL,1977,180000
Ireland,IRL,1978,180000
Ireland,IRL,1979,170000
Ireland,IRL,1980,160000
Ireland,IRL,1981,170000
Ireland,IRL,1982,170000
Ireland,IRL,1983,170000
Ireland,IRL,1984,170000
Ireland,IRL,1985,160000
Ireland,IRL,1986,160000
Ireland,IRL,1987,160000
Ireland,IRL,1988,160000
Ireland,IRL,1989,160000
Ireland,IRL,1990,160000
Ireland,IRL,1991,160000
Ireland,IRL,1992,160000
Ireland,IRL,1993,160000
Ireland,IRL,1994,160000
Ireland,IRL,1995,160000
Ireland,IRL,1996,160000
Ireland,IRL,1997,160000
Ireland,IRL,1998,160000
Ireland,IRL,1999,160000
Ireland,IRL,2000,320000
Ireland,IRL,2001,320000
Ireland,IRL,2002,320000
Ireland,IRL,2003,320000
Ireland,IRL,2004,320000
Ireland,IRL,2005,320000
Ireland,IRL,2006,300000
Ireland,IRL,2007,300000
Ireland,IRL,2008,300000
Ireland,IRL,2009,300000
Ireland,IRL,2010,300000
Ireland,IRL,2011,300000
Ireland,IRL,2012,300000
Ireland,IRL,2013,298000
Ireland,IRL,2014,300000
Ireland,IRL,2015,301000
Ireland,IRL,2016,304000
Ireland,IRL,2017,306000
Israel,ISR,1961,300000
Israel,ISR,1962,300000
Israel,ISR,1963,300000
Israel,ISR,1964,400000
Israel,ISR,1965,400000
Israel,ISR,1966,400000
Israel,ISR,1967,400000
Israel,ISR,1968,400000
Israel,ISR,1969,500000
Israel,ISR,1970,530000
Israel,ISR,1971,630000
Israel,ISR,1972,670000
Israel,ISR,1973,870000
Israel,ISR,1974,1000000
Israel,ISR,1975,1000000
Israel,ISR,1976,1000000
Israel,ISR,1977,1000000
Israel,ISR,1978,1000000
Israel,ISR,1979,1100000
Israel,ISR,1980,1100000
Israel,ISR,1981,1250000
Israel,ISR,1982,1000000
Israel,ISR,1983,1000000
Israel,ISR,1984,1000000
Israel,ISR,1985,1100000
Israel,ISR,1986,1375000
Israel,ISR,1987,1375000
Israel,ISR,1988,1375000
Israel,ISR,1989,1375000
Israel,ISR,1990,1380000
Israel,ISR,1991,1440000
Israel,ISR,1992,1500000
Israel,ISR,1993,1550000
Israel,ISR,1994,1560000
Israel,ISR,1995,1600000
Israel,ISR,1996,1650000
Israel,ISR,1997,1650000
Israel,ISR,1998,1700000
Israel,ISR,1999,1700000
Israel,ISR,2000,1250000
Israel,ISR,2001,1250000
Israel,ISR,2002,1050000
Israel,ISR,2003,1035000
Israel,ISR,2004,1035000
Israel,ISR,2005,1035000
Israel,ISR,2006,1040000
Israel,ISR,2007,1040000
Israel,ISR,2008,1060000
Israel,ISR,2009,1060000
Israel,ISR,2010,1080000
Israel,ISR,2011,1090000
Israel,ISR,2012,1015000
Israel,ISR,2013,978000
Israel,ISR,2014,975000
Israel,ISR,2015,961000
Israel,ISR,2016,948000
Israel,ISR,2017,939000
Israel,ISR,2018,953000
Israel,ISR,2019,950000
Israel,ISR,2020,945000
Israel,ISR,2021,941000
Italy,ITA,1991,0
Italy,ITA,1992,0
Italy,ITA,1993,0
Italy,ITA,1994,0
Italy,ITA,1995,0
Italy,ITA,1996,0
Italy,ITA,1997,0
Italy,ITA,1998,0
Italy,ITA,1999,0
Italy,ITA,2000,0
Italy,ITA,2001,0
Italy,ITA,2002,16000
Italy,ITA,2003,21000
Italy,ITA,2004,20000
Italy,ITA,2005,16000
Italy,ITA,2006,24000
Italy,ITA,2007,25000
Italy,ITA,2008,14000
Italy,ITA,2009,19000
Italy,ITA,2010,29000
Italy,ITA,2011,19000
Italy,ITA,2012,23000
Italy,ITA,2013,16000
Italy,ITA,2014,18000
Italy,ITA,2015,17000
Italy,ITA,2016,19000
Italy,ITA,2017,19000
Italy,ITA,2018,14000
Italy,ITA,2019,7000
Italy,ITA,2020,5000
Jordan,JOR,1961,0
Jordan,JOR,1962,0
Jordan,JOR,1963,0
Jordan,JOR,1964,0
Jordan,JOR,1965,0
Jordan,JOR,1966,0
Jordan,JOR,1967,0
Jordan,JOR,1968,0
Jordan,JOR,1969,6000
Jordan,JOR,1970,7000
Jordan,JOR,1971,4000
Jordan,JOR,1972,8000
Jordan,JOR,1973,9000
Jordan,JOR,1974,5000
Jordan,JOR,1975,4000
Jordan,JOR,1976,5000
Jordan,JOR,1977,5000
Jordan,JOR,1978,5000
Jordan,JOR,1979,5000
Jordan,JOR,1980,2000
Jordan,JOR,1981,3000
Jordan,JOR,1982,2000
Jordan,JOR,1983,2000
Jordan,JOR,1984,2000
Jordan,JOR,1985,2000
Jordan,JOR,1986,2000
Jordan,JOR,1987,2000
Jordan,JOR,1988,2000
Jordan,JOR,1989,2000
Jordan,JOR,1990,0
Jordan,JOR,1991,0
Jordan,JOR,1992,0
Jordan,JOR,1993,0
Jordan,JOR,1994,0
Jordan,JOR,1995,0
Jordan,JOR,1996,0
Jordan,JOR,1997,0
Jordan,JOR,1998,0
Jordan,JOR,1999,0
Jordan,JOR,2000,0
Jordan,JOR,2001,0
Jordan,JOR,2002,1000
Jordan,JOR,2003,1000
Jordan,JOR,2004,1000
Jordan,JOR,2005,1000
Jordan,JOR,2006,1000
Jordan,JOR,2007,2000
Jordan,JOR,2008,1000
Jordan,JOR,2009,1000
Jordan,JOR,2010,1000
Jordan,JOR,2011,1000
Jordan,JOR,2012,1000
Jordan,JOR,2013,1000
Jordan,JOR,2014,1000
Jordan,JOR,2015,1000
Jordan,JOR,2016,1000
Jordan,JOR,2017,1000
Jordan,JOR,2018,1000
Jordan,JOR,2019,1000
Jordan,JOR,2020,1000
Jordan,JOR,2021,1000
Kazakhstan,KAZ,2018,0
Kazakhstan,KAZ,2019,280000
Kazakhstan,KAZ,2020,250000
Kazakhstan,KAZ,2021,250000
Land Locked Developing Countries (FAO),,1961,64000
Land Locked Developing Countries (FAO),,1962,65000
Land Locked Developing Countries (FAO),,1963,68000
Land Locked Developing Countries (FAO),,1964,69000
Land Locked Developing Countries (FAO),,1965,72000
Land Locked Developing Countries (FAO),,1966,74000
Land Locked Developing Countries (FAO),,1967,74000
Land Locked Developing Countries (FAO),,1968,71000
Land Locked Developing Countries (FAO),,1969,65000
Land Locked Developing Countries (FAO),,1970,61000
Land Locked Developing Countries (FAO),,1971,60000
Land Locked Developing Countries (FAO),,1972,69000
Land Locked Developing Countries (FAO),,1973,77000
Land Locked Developing Countries (FAO),,1974,80000
Land Locked Developing Countries (FAO),,1975,82000
Land Locked Developing Countries (FAO),,1976,80000
Land Locked Developing Countries (FAO),,1977,78000
Land Locked Developing Countries (FAO),,1978,83000
Land Locked Developing Countries (FAO),,1979,85000
Land Locked Developing Countries (FAO),,1980,81000
Land Locked Developing Countries (FAO),,1981,75000
Land Locked Developing Countries (FAO),,1982,80000
Land Locked Developing Countries (FAO),,1983,84000
Land Locked Developing Countries (FAO),,1984,89000
Land Locked Developing Countries (FAO),,1985,92000
Land Locked Developing Countries (FAO),,1986,99000
Land Locked Developing Countries (FAO),,1987,105000
Land Locked Developing Countries (FAO),,1988,109000
Land Locked Developing Countries (FAO),,1989,113000
Land Locked Developing Countries (FAO),,1990,122000
Land Locked Developing Countries (FAO),,1991,140000
Land Locked Developing Countries (FAO),,1992,145000
Land Locked Developing Countries (FAO),,1993,185000
Land Locked Developing Countries (FAO),,1994,185000
Land Locked Developing Countries (FAO),,1995,180000
Land Locked Developing Countries (FAO),,1996,175000
Land Locked Developing Countries (FAO),,1997,180000
Land Locked Developing Countries (FAO),,1998,180000
Land Locked Developing Countries (FAO),,1999,180000
Land Locked Developing Countries (FAO),,2000,190000
Land Locked Developing Countries (FAO),,2001,193000
Land Locked Developing Countries (FAO),,2002,200000
Land Locked Developing Countries (FAO),,2003,212000
Land Locked Developing Countries (FAO),,2004,215000
Land Locked Developing Countries (FAO),,2005,220000
Land Locked Developing Countries (FAO),,2006,225000
Land Locked Developing Countries (FAO),,2007,230000
Land Locked Developing Countries (FAO),,2008,235000
Land Locked Developing Countries (FAO),,2009,245000
Land Locked Developing Countries (FAO),,2010,235000
Land Locked Developing Countries (FAO),,2011,240000
Land Locked Developing Countries (FAO),,2012,245000
Land Locked Developing Countries (FAO),,2013,246000
Land Locked Developing Countries (FAO),,2014,247000
Land Locked Developing Countries (FAO),,2015,253000
Land Locked Developing Countries (FAO),,2016,258000
Land Locked Developing Countries (FAO),,2017,255000
Land Locked Developing Countries (FAO),,2018,259000
Land Locked Developing Countries (FAO),,2019,541000
Land Locked Developing Countries (FAO),,2020,514000
Land Locked Developing Countries (FAO),,2021,517000
Laos,LAO,1961,30000
Laos,LAO,1962,32000
Laos,LAO,1963,34000
Laos,LAO,1964,34000
Laos,LAO,1965,37000
Laos,LAO,1966,38000
Laos,LAO,1967,41000
Laos,LAO,1968,41000
Laos,LAO,1969,40000
Laos,LAO,1970,39000
Laos,LAO,1971,40000
Laos,LAO,1972,40000
Laos,LAO,1973,40000
Laos,LAO,1974,40000
Laos,LAO,1975,40000
Laos,LAO,1976,38000
Laos,LAO,1977,36000
Laos,LAO,1978,39000
Laos,LAO,1979,42000
Laos,LAO,1980,46000
Laos,LAO,1981,48000
Laos,LAO,1982,52000
Laos,LAO,1983,55000
Laos,LAO,1984,58000
Laos,LAO,1985,60000
Laos,LAO,1986,64000
Laos,LAO,1987,69000
Laos,LAO,1988,72000
Laos,LAO,1989,75000
Laos,LAO,1990,77000
Laos,LAO,1991,80000
Laos,LAO,1992,80000
Laos,LAO,1993,85000
Laos,LAO,1994,85000
Laos,LAO,1995,90000
Laos,LAO,1996,85000
Laos,LAO,1997,85000
Laos,LAO,1998,85000
Laos,LAO,1999,85000
Laos,LAO,2000,90000
Laos,LAO,2001,93000
Laos,LAO,2002,95000
Laos,LAO,2003,100000
Laos,LAO,2004,100000
Laos,LAO,2005,100000
Laos,LAO,2006,100000
Laos,LAO,2007,100000
Laos,LAO,2008,100000
Laos,LAO,2009,110000
Laos,LAO,2010,100000
Laos,LAO,2011,105000
Laos,LAO,2012,105000
Laos,LAO,2013,106000
Laos,LAO,2014,106000
Laos,LAO,2015,108000
Laos,LAO,2016,110000
Laos,LAO,2017,110000
Laos,LAO,2018,111000
Laos,LAO,2019,110000
Laos,LAO,2020,111000
Laos,LAO,2021,112000
Least Developed Countries (FAO),,1961,2248000
Least Developed Countries (FAO),,1962,2292000
Least Developed Countries (FAO),,1963,2344000
Least Developed Countries (FAO),,1964,2406000
Least Developed Countries (FAO),,1965,2480000
Least Developed Countries (FAO),,1966,2558000
Least Developed Countries (FAO),,1967,2785000
Least Developed Countries (FAO),,1968,2806000
Least Developed Countries (FAO),,1969,2847000
Least Developed Countries (FAO),,1970,3131000
Least Developed Countries (FAO),,1971,3190000
Least Developed Countries (FAO),,1972,3285000
Least Developed Countries (FAO),,1973,3490000
Least Developed Countries (FAO),,1974,3170000
Least Developed Countries (FAO),,1975,3492000
Least Developed Countries (FAO),,1976,3375000
Least Developed Countries (FAO),,1977,3407000
Least Developed Countries (FAO),,1978,3736000
Least Developed Countries (FAO),,1979,3774000
Least Developed Countries (FAO),,1980,3169000
Least Developed Countries (FAO),,1981,3214000
Least Developed Countries (FAO),,1982,3171000
Least Developed Countries (FAO),,1983,3044000
Least Developed Countries (FAO),,1984,3119000
Least Developed Countries (FAO),,1985,3910000
Least Developed Countries (FAO),,1986,4018000
Least Developed Countries (FAO),,1987,3455000
Least Developed Countries (FAO),,1988,3781000
Least Developed Countries (FAO),,1989,3506000
Least Developed Countries (FAO),,1990,3789000
Least Developed Countries (FAO),,1991,3971000
Least Developed Countries (FAO),,1992,4009000
Least Developed Countries (FAO),,1993,4210000
Least Developed Countries (FAO),,1994,4220000
Least Developed Countries (FAO),,1995,4375000
Least Developed Countries (FAO),,1996,4659000
Least Developed Countries (FAO),,1997,4785000
Least Developed Countries (FAO),,1998,4975000
Least Developed Countries (FAO),,1999,5155000
Least Developed Countries (FAO),,2000,5460000
Least Developed Countries (FAO),,2001,5366000
Least Developed Countries (FAO),,2002,5398000
Least Developed Countries (FAO),,2003,5476000
Least Developed Countries (FAO),,2004,5626000
Least Developed Countries (FAO),,2005,5926000
Least Developed Countries (FAO),,2006,6226000
Least Developed Countries (FAO),,2007,6726000
Least Developed Countries (FAO),,2008,7126000
Least Developed Countries (FAO),,2009,7376000
Least Developed Countries (FAO),,2010,7631000
Least Developed Countries (FAO),,2011,7897000
Least Developed Countries (FAO),,2012,7930000
Least Developed Countries (FAO),,2013,7942000
Least Developed Countries (FAO),,2014,8056000
Least Developed Countries (FAO),,2015,9599000
Least Developed Countries (FAO),,2016,9614000
Least Developed Countries (FAO),,2017,10894000
Least Developed Countries (FAO),,2018,9062000
Least Developed Countries (FAO),,2019,9287000
Least Developed Countries (FAO),,2020,9680000
Least Developed Countries (FAO),,2021,9735000
Lithuania,LTU,1992,144000
Lithuania,LTU,1993,76000
Lithuania,LTU,1994,91000
Lithuania,LTU,1995,81000
Lithuania,LTU,1996,82000
Lithuania,LTU,1997,74000
Lithuania,LTU,1998,91000
Lithuania,LTU,1999,91000
Lithuania,LTU,2000,94000
Lithuania,LTU,2001,72000
Lithuania,LTU,2002,76000
Lithuania,LTU,2003,81000
Lithuania,LTU,2004,50000
Lithuania,LTU,2005,50000
Lithuania,LTU,2006,54000
Lithuania,LTU,2007,58000
Lithuania,LTU,2008,80000
Lithuania,LTU,2009,71000
Lithuania,LTU,2010,21000
Lithuania,LTU,2011,99000
Lithuania,LTU,2012,71000
Lithuania,LTU,2013,20000
Lithuania,LTU,2014,31000
Lithuania,LTU,2015,20000
Lithuania,LTU,2016,25000
Lithuania,LTU,2017,20000
Lithuania,LTU,2018,18000
Lithuania,LTU,2019,15000
Low Income Food Deficit Countries (FAO),,1961,2139000
Low Income Food Deficit Countries (FAO),,1962,2207000
Low Income Food Deficit Countries (FAO),,1963,2279000
Low Income Food Deficit Countries (FAO),,1964,2360000
Low Income Food Deficit Countries (FAO),,1965,2432000
Low Income Food Deficit Countries (FAO),,1966,2508000
Low Income Food Deficit Countries (FAO),,1967,2598000
Low Income Food Deficit Countries (FAO),,1968,2637000
Low Income Food Deficit Countries (FAO),,1969,2710000
Low Income Food Deficit Countries (FAO),,1970,2853000
Low Income Food Deficit Countries (FAO),,1971,2930000
Low Income Food Deficit Countries (FAO),,1972,3001000
Low Income Food Deficit Countries (FAO),,1973,3077000
Low Income Food Deficit Countries (FAO),,1974,2874000
Low Income Food Deficit Countries (FAO),,1975,3160000
Low Income Food Deficit Countries (FAO),,1976,3049000
Low Income Food Deficit Countries (FAO),,1977,3045000
Low Income Food Deficit Countries (FAO),,1978,3334000
Low Income Food Deficit Countries (FAO),,1979,3346000
Low Income Food Deficit Countries (FAO),,1980,2646000
Low Income Food Deficit Countries (FAO),,1981,2647000
Low Income Food Deficit Countries (FAO),,1982,2489000
Low Income Food Deficit Countries (FAO),,1983,2343000
Low Income Food Deficit Countries (FAO),,1984,2331000
Low Income Food Deficit Countries (FAO),,1985,3020000
Low Income Food Deficit Countries (FAO),,1986,3150000
Low Income Food Deficit Countries (FAO),,1987,2585000
Low Income Food Deficit Countries (FAO),,1988,2874000
Low Income Food Deficit Countries (FAO),,1989,2735000
Low Income Food Deficit Countries (FAO),,1990,3013000
Low Income Food Deficit Countries (FAO),,1991,3154000
Low Income Food Deficit Countries (FAO),,1992,3153000
Low Income Food Deficit Countries (FAO),,1993,3291000
Low Income Food Deficit Countries (FAO),,1994,3292000
Low Income Food Deficit Countries (FAO),,1995,3435000
Low Income Food Deficit Countries (FAO),,1996,3716000
Low Income Food Deficit Countries (FAO),,1997,3853000
Low Income Food Deficit Countries (FAO),,1998,4020000
Low Income Food Deficit Countries (FAO),,1999,4120000
Low Income Food Deficit Countries (FAO),,2000,4419000
Low Income Food Deficit Countries (FAO),,2001,4270000
Low Income Food Deficit Countries (FAO),,2002,4273000
Low Income Food Deficit Countries (FAO),,2003,4274000
Low Income Food Deficit Countries (FAO),,2004,4276000
Low Income Food Deficit Countries (FAO),,2005,4274000
Low Income Food Deficit Countries (FAO),,2006,4273000
Low Income Food Deficit Countries (FAO),,2007,4266000
Low Income Food Deficit Countries (FAO),,2008,4266000
Low Income Food Deficit Countries (FAO),,2009,4272000
Low Income Food Deficit Countries (FAO),,2010,4254000
Low Income Food Deficit Countries (FAO),,2011,4264000
Low Income Food Deficit Countries (FAO),,2012,4264000
Low Income Food Deficit Countries (FAO),,2013,4254000
Low Income Food Deficit Countries (FAO),,2014,4268000
Low Income Food Deficit Countries (FAO),,2015,4267000
Low Income Food Deficit Countries (FAO),,2016,4282000
Low Income Food Deficit Countries (FAO),,2017,4284000
Low Income Food Deficit Countries (FAO),,2018,4280000
Low Income Food Deficit Countries (FAO),,2019,4275000
Low Income Food Deficit Countries (FAO),,2020,4278000
Low Income Food Deficit Countries (FAO),,2021,4280000
Low-income countries,,1961,2129000
Low-income countries,,1962,2197000
Low-income countries,,1963,2269000
Low-income countries,,1964,2350000
Low-income countries,,1965,2421000
Low-income countries,,1966,2497000
Low-income countries,,1967,2587000
Low-income countries,,1968,2626000
Low-income countries,,1969,2698000
Low-income countries,,1970,2841000
Low-income countries,,1971,2918000
Low-income countries,,1972,2987000
Low-income countries,,1973,3063000
Low-income countries,,1974,2860000
Low-income countries,,1975,3145000
Low-income countries,,1976,3034000
Low-income countries,,1977,3030000
Low-income countries,,1978,3319000
Low-income countries,,1979,3330000
Low-income countries,,1980,2630000
Low-income countries,,1981,2631000
Low-income countries,,1982,2472000
Low-income countries,,1983,2326000
Low-income countries,,1984,2314000
Low-income countries,,1985,3003000
Low-income countries,,1986,3133000
Low-income countries,,1987,2565000
Low-income countries,,1988,2854000
Low-income countries,,1989,2715000
Low-income countries,,1990,2993000
Low-income countries,,1991,3134000
Low-income countries,,1992,3133000
Low-income countries,,1993,3271000
Low-income countries,,1994,3272000
Low-income countries,,1995,3415000
Low-income countries,,1996,3696000
Low-income countries,,1997,3833000
Low-income countries,,1998,4000000
Low-income countries,,1999,4100000
Low-income countries,,2000,4399000
Low-income countries,,2001,4247000
Low-income countries,,2002,4250000
Low-income countries,,2003,4248000
Low-income countries,,2004,4250000
Low-income countries,,2005,4248000
Low-income countries,,2006,4247000
Low-income countries,,2007,4240000
Low-income countries,,2008,4240000
Low-income countries,,2009,4246000
Low-income countries,,2010,4228000
Low-income countries,,2011,4238000
Low-income countries,,2012,4238000
Low-income countries,,2013,4228000
Low-income countries,,2014,4241000
Low-income countries,,2015,4241000
Low-income countries,,2016,4256000
Low-income countries,,2017,4259000
Low-income countries,,2018,4253000
Low-income countries,,2019,4250000
Low-income countries,,2020,4252000
Low-income countries,,2021,4255000
Lower-middle-income countries,,1961,3108000
Lower-middle-income countries,,1962,3222000
Lower-middle-income countries,,1963,3294000
Lower-middle-income countries,,1964,3326000
Lower-middle-income countries,,1965,3411000
Lower-middle-income countries,,1966,3538000
Lower-middle-income countries,,1967,3775000
Lower-middle-income countries,,1968,3748000
Lower-middle-income countries,,1969,3746000
Lower-middle-income countries,,1970,3967000
Lower-middle-income countries,,1971,3992000
Lower-middle-income countries,,1972,4069000
Lower-middle-income countries,,1973,4256000
Lower-middle-income countries,,1974,4203000
Lower-middle-income countries,,1975,4290000
Lower-middle-income countries,,1976,4369000
Lower-middle-income countries,,1977,4452000
Lower-middle-income countries,,1978,4554000
Lower-middle-income countries,,1979,4657000
Lower-middle-income countries,,1980,4803000
Lower-middle-income countries,,1981,4889000
Lower-middle-income countries,,1982,6361000
Lower-middle-income countries,,1983,7614000
Lower-middle-income countries,,1984,8159000
Lower-middle-income countries,,1985,8380000
Lower-middle-income countries,,1986,8478000
Lower-middle-income countries,,1987,8625000
Lower-middle-income countries,,1988,8841000
Lower-middle-income countries,,1989,8566000
Lower-middle-income countries,,1990,8759000
Lower-middle-income countries,,1991,10084000
Lower-middle-income countries,,1992,24496000
Lower-middle-income countries,,1993,25332000
Lower-middle-income countries,,1994,19634000
Lower-middle-income countries,,1995,19595000
Lower-middle-income countries,,1996,19134000
Lower-middle-income countries,,1997,18880000
Lower-middle-income countries,,1998,18470000
Lower-middle-income countries,,1999,19266000
Lower-middle-income countries,,2000,19690000
Lower-middle-income countries,,2001,19373000
Lower-middle-income countries,,2002,19993000
Lower-middle-income countries,,2003,20768000
Lower-middle-income countries,,2004,19766000
Lower-middle-income countries,,2005,20156000
Lower-middle-income countries,,2006,19133000
Lower-middle-income countries,,2007,20135000
Lower-middle-income countries,,2008,19590000
Lower-middle-income countries,,2009,17974000
Lower-middle-income countries,,2010,17619000
Lower-middle-income countries,,2011,18257000
Lower-middle-income countries,,2012,18487000
Lower-middle-income countries,,2013,18776000
Lower-middle-income countries,,2014,18785000
Lower-middle-income countries,,2015,21404000
Lower-middle-income countries,,2016,20059000
Lower-middle-income countries,,2017,21266000
Lower-middle-income countries,,2018,20436000
Lower-middle-income countries,,2019,15551000
Lower-middle-income countries,,2020,16060000
Lower-middle-income countries,,2021,15782000
Macao,MAC,1990,29000
Macao,MAC,1991,26000
Macao,MAC,1992,27000
Macao,MAC,1993,30000
Macao,MAC,1994,28000
Macao,MAC,1995,22000
Macao,MAC,1996,21000
Macao,MAC,1997,0
Macao,MAC,1998,30000
Macao,MAC,1999,78000
Macao,MAC,2000,18000
Macao,MAC,2001,9000
Macao,MAC,2002,24000
Macao,MAC,2003,24000
Macao,MAC,2004,5000
Macao,MAC,2005,15000
Macao,MAC,2006,21000
Macao,MAC,2007,24000
Macao,MAC,2008,24000
Macao,MAC,2009,24000
Macao,MAC,2010,24000
Macao,MAC,2011,24000
Macao,MAC,2012,24000
Macao,MAC,2013,24000
Macao,MAC,2014,23000
Macao,MAC,2015,24000
Macao,MAC,2016,23000
Macao,MAC,2017,23000
Macao,MAC,2018,24000
Macao,MAC,2019,24000
Macao,MAC,2020,24000
Macao,MAC,2021,24000
Madagascar,MDG,1961,2100000
Madagascar,MDG,1962,2170000
Madagascar,MDG,1963,2240000
Madagascar,MDG,1964,2310000
Madagascar,MDG,1965,2380000
Madagascar,MDG,1966,2450000
Madagascar,MDG,1967,2520000
Madagascar,MDG,1968,2590000
Madagascar,MDG,1969,2660000
Madagascar,MDG,1970,2800000
Madagascar,MDG,1971,2870000
Madagascar,MDG,1972,2940000
Madagascar,MDG,1973,3010000
Madagascar,MDG,1974,2800000
Madagascar,MDG,1975,3080000
Madagascar,MDG,1976,2940000
Madagascar,MDG,1977,2940000
Madagascar,MDG,1978,3220000
Madagascar,MDG,1979,3220000
Madagascar,MDG,1980,2520000
Madagascar,MDG,1981,2520000
Madagascar,MDG,1982,2380000
Madagascar,MDG,1983,2240000
Madagascar,MDG,1984,2240000
Madagascar,MDG,1985,2940000
Madagascar,MDG,1986,3080000
Madagascar,MDG,1987,2520000
Madagascar,MDG,1988,2800000
Madagascar,MDG,1989,2660000
Madagascar,MDG,1990,2940000
Madagascar,MDG,1991,3080000
Madagascar,MDG,1992,3080000
Madagascar,MDG,1993,3220000
Madagascar,MDG,1994,3220000
Madagascar,MDG,1995,3360000
Madagascar,MDG,1996,3640000
Madagascar,MDG,1997,3780000
Madagascar,MDG,1998,3950000
Madagascar,MDG,1999,4050000
Madagascar,MDG,2000,4350000
Madagascar,MDG,2001,4200000
Madagascar,MDG,2002,4200000
Madagascar,MDG,2003,4200000
Madagascar,MDG,2004,4200000
Madagascar,MDG,2005,4200000
Madagascar,MDG,2006,4200000
Madagascar,MDG,2007,4200000
Madagascar,MDG,2008,4200000
Madagascar,MDG,2009,4210000
Madagascar,MDG,2010,4210000
Madagascar,MDG,2011,4220000
Madagascar,MDG,2012,4220000
Madagascar,MDG,2013,4210000
Madagascar,MDG,2014,4225000
Madagascar,MDG,2015,4233000
Madagascar,MDG,2016,4242000
Madagascar,MDG,2017,4245000
Madagascar,MDG,2018,4239000
Madagascar,MDG,2019,4236000
Madagascar,MDG,2020,4238000
Madagascar,MDG,2021,4241000
Martinique,MTQ,1961,1000
Martinique,MTQ,1962,1000
Martinique,MTQ,1963,1000
Martinique,MTQ,1964,1000
Martinique,MTQ,1965,2000
Martinique,MTQ,1966,2000
Martinique,MTQ,1967,2000
Martinique,MTQ,1968,2000
Martinique,MTQ,1969,2000
Martinique,MTQ,1970,2000
Martinique,MTQ,1971,2000
Martinique,MTQ,1972,2000
Martinique,MTQ,1973,2000
Martinique,MTQ,1974,3000
Martinique,MTQ,1975,3000
Martinique,MTQ,1976,3000
Martinique,MTQ,1977,3000
Martinique,MTQ,1978,2000
Martinique,MTQ,1979,2000
Martinique,MTQ,1980,2000
Martinique,MTQ,1981,2000
Martinique,MTQ,1982,0
Martinique,MTQ,1983,0
Martinique,MTQ,1984,0
Martinique,MTQ,1985,0
Martinique,MTQ,1986,0
Martinique,MTQ,1987,0
Martinique,MTQ,1988,0
Martinique,MTQ,1989,0
Martinique,MTQ,1990,0
Martinique,MTQ,1991,0
Martinique,MTQ,1992,0
Martinique,MTQ,1993,0
Martinique,MTQ,1994,0
Martinique,MTQ,1995,0
Martinique,MTQ,1996,0
Martinique,MTQ,1997,0
Martinique,MTQ,1998,0
Martinique,MTQ,1999,0
Martinique,MTQ,2000,0
Martinique,MTQ,2001,0
Martinique,MTQ,2002,0
Martinique,MTQ,2003,0
Martinique,MTQ,2004,0
Martinique,MTQ,2005,0
Martinique,MTQ,2006,0
Mauritius,MUS,1961,2000
Mauritius,MUS,1962,2000
Mauritius,MUS,1963,2000
Mauritius,MUS,1964,1000
Mauritius,MUS,1965,1000
Mauritius,MUS,1966,1000
Mauritius,MUS,1967,1000
Mauritius,MUS,1968,1000
Mauritius,MUS,1969,1000
Mauritius,MUS,1970,1000
Mauritius,MUS,1971,1000
Mauritius,MUS,1972,1000
Mauritius,MUS,1973,1000
Mauritius,MUS,1974,2000
Mauritius,MUS,1975,2000
Mauritius,MUS,1976,2000
Mauritius,MUS,1977,2000
Mauritius,MUS,1978,2000
Mauritius,MUS,1979,2000
Mauritius,MUS,1980,2000
Mauritius,MUS,1981,2000
Mauritius,MUS,1982,2000
Mauritius,MUS,1983,2000
Mauritius,MUS,1984,2000
Mauritius,MUS,1985,2000
Mauritius,MUS,1986,2000
Mauritius,MUS,1987,2000
Mauritius,MUS,1988,2000
Mauritius,MUS,1989,2000
Mauritius,MUS,1990,2000
Mauritius,MUS,1991,2000
Mauritius,MUS,1992,3000
Mauritius,MUS,1993,4000
Mauritius,MUS,1994,6000
Mauritius,MUS,1995,8000
Mauritius,MUS,1996,10000
