Entity,Code,Year,Buffalo | 00000946 || Stocks | 005111 || animals
Hong Kong,HKG,1987,100
Hong Kong,HKG,1988,120
Hong Kong,HKG,1989,140
Hong Kong,HKG,1990,140
Hong Kong,HKG,1991,160
Hong Kong,HKG,1992,90
Hong Kong,HKG,1993,80
Hong Kong,HKG,1994,90
Hong Kong,HKG,1995,150
Hong Kong,HKG,1996,220
Hong Kong,HKG,1997,250
Hong Kong,HKG,1998,250
Hong Kong,HKG,1999,250
Hong Kong,HKG,2000,250
Hong Kong,HKG,2001,250
Hong Kong,HKG,2002,250
Hong Kong,HKG,2003,250
Hong Kong,HKG,2004,250
Hong Kong,HKG,2005,280
Hong Kong,HKG,2006,300
Hong Kong,HKG,2007,310
Hong Kong,HKG,2008,300
Hong Kong,HKG,2009,300
Hong Kong,HKG,2010,280
Hong Kong,HKG,2011,280
Hong Kong,HKG,2012,300
Hong Kong,HKG,2013,300
Hong Kong,HKG,2014,300
Hong Kong,HKG,2015,302
Hong Kong,HKG,2016,305
Hong Kong,HKG,2017,310
Hong Kong,HKG,2018,323
Hong Kong,HKG,2019,321
Hong Kong,HKG,2020,324
Hong Kong,HKG,2021,326
Hungary,HUN,2018,7000
Hungary,HUN,2019,6000
Hungary,HUN,2020,7500
Hungary,HUN,2021,7800
India,IND,1961,51207920
India,IND,1962,51541008
India,IND,1963,51355008
India,IND,1964,52200000
India,IND,1965,52540000
India,IND,1966,52955008
India,IND,1967,53856000
India,IND,1968,54609008
India,IND,1969,55364000
India,IND,1970,56118000
India,IND,1971,56876000
India,IND,1972,57426000
India,IND,1973,58649008
India,IND,1974,59560000
India,IND,1975,59920000
India,IND,1976,60930000
India,IND,1977,62029008
India,IND,1978,63330000
India,IND,1979,64680000
India,IND,1980,66070000
India,IND,1981,67500000
India,IND,1982,69784000
India,IND,1983,71573008
India,IND,1984,73396000
India,IND,1985,75250000
India,IND,1986,77155008
India,IND,1987,75967000
India,IND,1988,77470000
India,IND,1989,79000000
India,IND,1990,80570000
India,IND,1991,82160000
India,IND,1992,84206000
India,IND,1993,85318000
India,IND,1994,86444000
India,IND,1995,87585000
India,IND,1996,88741000
India,IND,1997,89918000
India,IND,1998,91204000
India,IND,1999,92508000
India,IND,2000,93831000
India,IND,2001,95173000
India,IND,2002,96534000
India,IND,2003,97922000
India,IND,2004,99724000
India,IND,2005,101559000
India,IND,2006,103427000
India,IND,2007,105340000
India,IND,2008,106014000
India,IND,2009,106693000
India,IND,2010,107375000
India,IND,2011,108063000
India,IND,2012,108702120
India,IND,2013,109400000
India,IND,2014,110000000
India,IND,2015,110313640
India,IND,2016,110361504
India,IND,2017,110233528
India,IND,2018,110085376
India,IND,2019,109851680
India,IND,2020,109736432
India,IND,2021,111786192
Indonesia,IDN,1961,2893281
Indonesia,IDN,1962,2803000
Indonesia,IDN,1963,2836000
Indonesia,IDN,1964,2836000
Indonesia,IDN,1965,2951000
Indonesia,IDN,1966,2820000
Indonesia,IDN,1967,2497000
Indonesia,IDN,1968,2932000
Indonesia,IDN,1969,2940000
Indonesia,IDN,1970,2885000
Indonesia,IDN,1971,2918000
Indonesia,IDN,1972,2822000
Indonesia,IDN,1973,2276000
Indonesia,IDN,1974,2415000
Indonesia,IDN,1975,2432000
Indonesia,IDN,1976,2284000
Indonesia,IDN,1977,2292000
Indonesia,IDN,1978,2312000
Indonesia,IDN,1979,2432000
Indonesia,IDN,1980,2457000
Indonesia,IDN,1981,2488000
Indonesia,IDN,1982,2513000
Indonesia,IDN,1983,2398000
Indonesia,IDN,1984,2743000
Indonesia,IDN,1985,3245000
Indonesia,IDN,1986,3496000
Indonesia,IDN,1987,3295712
Indonesia,IDN,1988,3194000
Indonesia,IDN,1989,3224000
Indonesia,IDN,1990,3335079
Indonesia,IDN,1991,3310682
Indonesia,IDN,1992,3342000
Indonesia,IDN,1993,3056510
Indonesia,IDN,1994,3104420
Indonesia,IDN,1995,3136000
Indonesia,IDN,1996,3171185
Indonesia,IDN,1997,3064532
Indonesia,IDN,1998,2829291
Indonesia,IDN,1999,2503788
Indonesia,IDN,2000,2405277
Indonesia,IDN,2001,2333429
Indonesia,IDN,2002,2402990
Indonesia,IDN,2003,2459434
Indonesia,IDN,2004,2403298
Indonesia,IDN,2005,2128491
Indonesia,IDN,2006,2166606
Indonesia,IDN,2007,2085779
Indonesia,IDN,2008,1930716
Indonesia,IDN,2009,1932927
Indonesia,IDN,2010,1999604
Indonesia,IDN,2011,1305078
Indonesia,IDN,2012,1438294
Indonesia,IDN,2013,1109636
Indonesia,IDN,2014,1335147
Indonesia,IDN,2015,1346917
Indonesia,IDN,2016,1355124
Indonesia,IDN,2017,1321904
Indonesia,IDN,2018,894278
Indonesia,IDN,2019,1133815
Indonesia,IDN,2020,1154226
Indonesia,IDN,2021,1189260
Iran,IRN,1961,247000
Iran,IRN,1962,260000
Iran,IRN,1963,230000
Iran,IRN,1964,250000
Iran,IRN,1965,250000
Iran,IRN,1966,250000
Iran,IRN,1967,256000
Iran,IRN,1968,260000
Iran,IRN,1969,240000
Iran,IRN,1970,240000
Iran,IRN,1971,230000
Iran,IRN,1972,240000
Iran,IRN,1973,220000
Iran,IRN,1974,236000
Iran,IRN,1975,248132
Iran,IRN,1976,240000
Iran,IRN,1977,225000
Iran,IRN,1978,220000
Iran,IRN,1979,220000
Iran,IRN,1980,240000
Iran,IRN,1981,265516
Iran,IRN,1982,288000
Iran,IRN,1983,315000
Iran,IRN,1984,335000
Iran,IRN,1985,360000
Iran,IRN,1986,382293
Iran,IRN,1987,405000
Iran,IRN,1988,435853
Iran,IRN,1989,436000
Iran,IRN,1990,440000
Iran,IRN,1991,440000
Iran,IRN,1992,421600
Iran,IRN,1993,430000
Iran,IRN,1994,438000
Iran,IRN,1995,447000
Iran,IRN,1996,456000
Iran,IRN,1997,465000
Iran,IRN,1998,474000
Iran,IRN,1999,474900
Iran,IRN,2000,490600
Iran,IRN,2001,506800
Iran,IRN,2002,383000
Iran,IRN,2003,392000
Iran,IRN,2004,402000
Iran,IRN,2005,413000
Iran,IRN,2006,424000
Iran,IRN,2007,435000
Iran,IRN,2008,191000
Iran,IRN,2009,193000
Iran,IRN,2010,195000
Iran,IRN,2011,197000
Iran,IRN,2012,199000
Iran,IRN,2013,202000
Iran,IRN,2014,106517
Iran,IRN,2015,101056
Iran,IRN,2016,125143
Iran,IRN,2017,126765
Iran,IRN,2018,138433
Iran,IRN,2019,147802
Iran,IRN,2020,171156
Iran,IRN,2021,162424
Iraq,IRQ,1961,250000
Iraq,IRQ,1962,245000
Iraq,IRQ,1963,240000
Iraq,IRQ,1964,230000
Iraq,IRQ,1965,224622
Iraq,IRQ,1966,240000
Iraq,IRQ,1967,250000
Iraq,IRQ,1968,260000
Iraq,IRQ,1969,270000
Iraq,IRQ,1970,288000
Iraq,IRQ,1971,270000
Iraq,IRQ,1972,250000
Iraq,IRQ,1973,240000
Iraq,IRQ,1974,184000
Iraq,IRQ,1975,161000
Iraq,IRQ,1976,146000
Iraq,IRQ,1977,160000
Iraq,IRQ,1978,170000
Iraq,IRQ,1979,170000
Iraq,IRQ,1980,170000
Iraq,IRQ,1981,175000
Iraq,IRQ,1982,174000
Iraq,IRQ,1983,175000
Iraq,IRQ,1984,170000
Iraq,IRQ,1985,155000
Iraq,IRQ,1986,141483
Iraq,IRQ,1987,140000
Iraq,IRQ,1988,141000
Iraq,IRQ,1989,145000
Iraq,IRQ,1990,150000
Iraq,IRQ,1991,110000
Iraq,IRQ,1992,105000
Iraq,IRQ,1993,108000
Iraq,IRQ,1994,87000
Iraq,IRQ,1995,70000
Iraq,IRQ,1996,50000
Iraq,IRQ,1997,62250
Iraq,IRQ,1998,80000
Iraq,IRQ,1999,90000
Iraq,IRQ,2000,115000
Iraq,IRQ,2001,109000
Iraq,IRQ,2002,120000
Iraq,IRQ,2003,115000
Iraq,IRQ,2004,111000
Iraq,IRQ,2005,213000
Iraq,IRQ,2006,410000
Iraq,IRQ,2007,396000
Iraq,IRQ,2008,285537
Iraq,IRQ,2009,286000
Iraq,IRQ,2010,295000
Iraq,IRQ,2011,302000
Iraq,IRQ,2012,312000
Iraq,IRQ,2013,180662
Iraq,IRQ,2014,187401
Iraq,IRQ,2015,194391
Iraq,IRQ,2016,201642
Iraq,IRQ,2017,209163
Iraq,IRQ,2018,216965
Iraq,IRQ,2019,225058
Iraq,IRQ,2020,233453
Iraq,IRQ,2021,242161
Ireland,IRL,2018,0
Ireland,IRL,2019,0
Ireland,IRL,2020,0
Ireland,IRL,2021,0
Italy,ITA,1961,18000
Italy,ITA,1962,30600
Italy,ITA,1963,37000
Italy,ITA,1964,40900
Italy,ITA,1965,42700
Italy,ITA,1966,43000
Italy,ITA,1967,43000
Italy,ITA,1968,44500
Italy,ITA,1969,46200
Italy,ITA,1970,48600
Italy,ITA,1971,54580
Italy,ITA,1972,58130
Italy,ITA,1973,67000
Italy,ITA,1974,79600
Italy,ITA,1975,89400
Italy,ITA,1976,82300
Italy,ITA,1977,75700
Italy,ITA,1978,80900
Italy,ITA,1979,85100
Italy,ITA,1980,88900
Italy,ITA,1981,102500
Italy,ITA,1982,107100
Italy,ITA,1983,107300
Italy,ITA,1984,108000
Italy,ITA,1985,99800
Italy,ITA,1986,101100
Italy,ITA,1987,102200
Italy,ITA,1988,104400
Italy,ITA,1989,106400
Italy,ITA,1990,112400
Italy,ITA,1991,94500
Italy,ITA,1992,83300
Italy,ITA,1993,103200
Italy,ITA,1994,100900
Italy,ITA,1995,108300
Italy,ITA,1996,148400
Italy,ITA,1997,150000
Italy,ITA,1998,162000
Italy,ITA,1999,200000
Italy,ITA,2000,182000
Italy,ITA,2001,182000
Italy,ITA,2002,193774
Italy,ITA,2003,185000
Italy,ITA,2004,223393
Italy,ITA,2005,210000
Italy,ITA,2006,205000
Italy,ITA,2007,231000
Italy,ITA,2008,307149
Italy,ITA,2009,344007
Italy,ITA,2010,365086
Italy,ITA,2011,354402
Italy,ITA,2012,348861
Italy,ITA,2013,402659
Italy,ITA,2014,369352
Italy,ITA,2015,374458
Italy,ITA,2016,385121
Italy,ITA,2017,400792
Italy,ITA,2018,400790
Italy,ITA,2019,402290
Italy,ITA,2020,407030
Italy,ITA,2021,409410
Jordan,JOR,1961,200
Jordan,JOR,1962,200
Jordan,JOR,1963,200
Jordan,JOR,1964,200
Jordan,JOR,1965,200
Jordan,JOR,1966,200
Jordan,JOR,1967,200
Jordan,JOR,1968,200
Jordan,JOR,1969,200
Jordan,JOR,1970,200
Jordan,JOR,1971,200
Jordan,JOR,1972,200
Jordan,JOR,1973,200
Jordan,JOR,1974,190
Jordan,JOR,1975,190
Jordan,JOR,1976,180
Jordan,JOR,1977,180
Jordan,JOR,1978,170
Jordan,JOR,1979,170
Jordan,JOR,1980,160
Jordan,JOR,1981,132
Jordan,JOR,1982,150
Jordan,JOR,1983,150
Jordan,JOR,1984,150
Jordan,JOR,1985,150
Jordan,JOR,1986,150
Jordan,JOR,1987,150
Jordan,JOR,1988,150
Jordan,JOR,1989,150
Jordan,JOR,1990,150
Jordan,JOR,1991,150
Jordan,JOR,1992,150
Jordan,JOR,1993,150
Jordan,JOR,1994,150
Jordan,JOR,1995,150
Jordan,JOR,1996,150
Jordan,JOR,1997,150
Jordan,JOR,1998,100
Jordan,JOR,1999,100
Jordan,JOR,2000,100
Jordan,JOR,2001,100
Jordan,JOR,2002,100
Jordan,JOR,2003,100
Jordan,JOR,2004,100
Jordan,JOR,2005,100
Jordan,JOR,2006,100
Jordan,JOR,2007,100
Jordan,JOR,2008,100
Jordan,JOR,2009,100
Jordan,JOR,2010,100
Jordan,JOR,2011,100
Jordan,JOR,2012,100
Jordan,JOR,2013,100
Jordan,JOR,2014,100
Jordan,JOR,2015,99
Jordan,JOR,2016,98
Jordan,JOR,2017,96
Jordan,JOR,2018,95
Jordan,JOR,2019,95
Jordan,JOR,2020,95
Jordan,JOR,2021,95
Kazakhstan,KAZ,1992,12000
Kazakhstan,KAZ,1993,11000
Kazakhstan,KAZ,1994,10500
Kazakhstan,KAZ,1995,10500
Kazakhstan,KAZ,1996,10000
Kazakhstan,KAZ,1997,10000
Kazakhstan,KAZ,1998,9000
Kazakhstan,KAZ,1999,9000
Kazakhstan,KAZ,2000,9000
Kazakhstan,KAZ,2001,9000
Kazakhstan,KAZ,2002,9000
Kazakhstan,KAZ,2003,9000
Kazakhstan,KAZ,2004,9000
Kazakhstan,KAZ,2005,9000
Kazakhstan,KAZ,2006,10000
Kazakhstan,KAZ,2007,10000
Kazakhstan,KAZ,2008,10000
Kazakhstan,KAZ,2009,10000
Kazakhstan,KAZ,2010,10000
Kazakhstan,KAZ,2011,10000
Kazakhstan,KAZ,2012,10000
Kazakhstan,KAZ,2013,10000
Kazakhstan,KAZ,2014,10000
Kazakhstan,KAZ,2015,10000
Kazakhstan,KAZ,2016,10067
Kazakhstan,KAZ,2017,10066
Kazakhstan,KAZ,2018,9985
Kazakhstan,KAZ,2019,9986
Kazakhstan,KAZ,2020,9979
Kazakhstan,KAZ,2021,9972
Land Locked Developing Countries (FAO),,1961,1218000
Land Locked Developing Countries (FAO),,1962,1253000
Land Locked Developing Countries (FAO),,1963,1416100
Land Locked Developing Countries (FAO),,1964,1499100
Land Locked Developing Countries (FAO),,1965,1600400
Land Locked Developing Countries (FAO),,1966,1633159
Land Locked Developing Countries (FAO),,1967,1808340
Land Locked Developing Countries (FAO),,1968,1788500
Land Locked Developing Countries (FAO),,1969,1777600
Land Locked Developing Countries (FAO),,1970,1793700
Land Locked Developing Countries (FAO),,1971,1870700
Land Locked Developing Countries (FAO),,1972,1983800
Land Locked Developing Countries (FAO),,1973,2013900
Land Locked Developing Countries (FAO),,1974,2128800
Land Locked Developing Countries (FAO),,1975,2314000
Land Locked Developing Countries (FAO),,1976,2445859
Land Locked Developing Countries (FAO),,1977,2681500
Land Locked Developing Countries (FAO),,1978,2861600
Land Locked Developing Countries (FAO),,1979,2961800
Land Locked Developing Countries (FAO),,1980,3367300
Land Locked Developing Countries (FAO),,1981,3385080
Land Locked Developing Countries (FAO),,1982,3282523
Land Locked Developing Countries (FAO),,1983,3529736
Land Locked Developing Countries (FAO),,1984,3685360
Land Locked Developing Countries (FAO),,1985,3784259
Land Locked Developing Countries (FAO),,1986,3876840
Land Locked Developing Countries (FAO),,1987,3950379
Land Locked Developing Countries (FAO),,1988,3996670
Land Locked Developing Countries (FAO),,1989,4033658
Land Locked Developing Countries (FAO),,1990,4088622
Land Locked Developing Countries (FAO),,1991,4146020
Land Locked Developing Countries (FAO),,1992,4510113
Land Locked Developing Countries (FAO),,1993,4532429
Land Locked Developing Countries (FAO),,1994,4661200
Land Locked Developing Countries (FAO),,1995,4787656
Land Locked Developing Countries (FAO),,1996,4833678
Land Locked Developing Countries (FAO),,1997,4916707
Land Locked Developing Countries (FAO),,1998,4832806
Land Locked Developing Countries (FAO),,1999,4797379
Land Locked Developing Countries (FAO),,2000,4876483
Land Locked Developing Countries (FAO),,2001,5001287
Land Locked Developing Countries (FAO),,2002,5122033
Land Locked Developing Countries (FAO),,2003,5285260
Land Locked Developing Countries (FAO),,2004,5411137
Land Locked Developing Countries (FAO),,2005,5512441
Land Locked Developing Countries (FAO),,2006,5694116
Land Locked Developing Countries (FAO),,2007,5868152
Land Locked Developing Countries (FAO),,2008,6074843
Land Locked Developing Countries (FAO),,2009,6219532
Land Locked Developing Countries (FAO),,2010,6373967
Land Locked Developing Countries (FAO),,2011,6533419
Land Locked Developing Countries (FAO),,2012,6657144
Land Locked Developing Countries (FAO),,2013,6766098
Land Locked Developing Countries (FAO),,2014,6657050
Land Locked Developing Countries (FAO),,2015,6649428
Land Locked Developing Countries (FAO),,2016,6637554
Land Locked Developing Countries (FAO),,2017,6641945
Land Locked Developing Countries (FAO),,2018,6732947
Land Locked Developing Countries (FAO),,2019,6772642
Land Locked Developing Countries (FAO),,2020,6717433
Land Locked Developing Countries (FAO),,2021,6610448
Laos,LAO,1961,420000
Laos,LAO,1962,450000
Laos,LAO,1963,500000
Laos,LAO,1964,582800
Laos,LAO,1965,657000
Laos,LAO,1966,729759
Laos,LAO,1967,864890
Laos,LAO,1968,825000
Laos,LAO,1969,800000
Laos,LAO,1970,770000
Laos,LAO,1971,740000
Laos,LAO,1972,710000
Laos,LAO,1973,680000
Laos,LAO,1974,660000
Laos,LAO,1975,640000
Laos,LAO,1976,641359
Laos,LAO,1977,677000
Laos,LAO,1978,722000
Laos,LAO,1979,757000
Laos,LAO,1980,862300
Laos,LAO,1981,879580
Laos,LAO,1982,897200
Laos,LAO,1983,916000
Laos,LAO,1984,936760
Laos,LAO,1985,939390
Laos,LAO,1986,980100
Laos,LAO,1987,1027600
Laos,LAO,1988,1040730
Laos,LAO,1989,1026155
Laos,LAO,1990,1071757
Laos,LAO,1991,1099500
Laos,LAO,1992,1130300
Laos,LAO,1993,1134200
Laos,LAO,1994,1168230
Laos,LAO,1995,1191410
Laos,LAO,1996,1211700
Laos,LAO,1997,1223800
Laos,LAO,1998,1092700
Laos,LAO,1999,1008000
Laos,LAO,2000,1028000
Laos,LAO,2001,1051400
Laos,LAO,2002,1089400
Laos,LAO,2003,1111000
Laos,LAO,2004,1125000
Laos,LAO,2005,1096000
Laos,LAO,2006,1108000
Laos,LAO,2007,1123000
Laos,LAO,2008,1154000
Laos,LAO,2009,1178000
Laos,LAO,2010,1189000
Laos,LAO,2011,1197000
Laos,LAO,2012,1188000
Laos,LAO,2013,1190000
Laos,LAO,2014,1153000
Laos,LAO,2015,1165000
Laos,LAO,2016,1177000
Laos,LAO,2017,1189000
Laos,LAO,2018,1200040
Laos,LAO,2019,1222000
Laos,LAO,2020,1234000
Laos,LAO,2021,1243959
Latvia,LVA,2018,0
Latvia,LVA,2019,0
Latvia,LVA,2020,0
Latvia,LVA,2021,0
Least Developed Countries (FAO),,1961,3407943
Least Developed Countries (FAO),,1962,3483433
Least Developed Countries (FAO),,1963,3770962
Least Developed Countries (FAO),,1964,3790246
Least Developed Countries (FAO),,1965,3879130
Least Developed Countries (FAO),,1966,4135983
Least Developed Countries (FAO),,1967,4739793
Least Developed Countries (FAO),,1968,5005686
Least Developed Countries (FAO),,1969,5092024
Least Developed Countries (FAO),,1970,5203373
Least Developed Countries (FAO),,1971,5155347
Least Developed Countries (FAO),,1972,5161547
Least Developed Countries (FAO),,1973,5032888
Least Developed Countries (FAO),,1974,5112025
Least Developed Countries (FAO),,1975,5187440
Least Developed Countries (FAO),,1976,5204535
Least Developed Countries (FAO),,1977,5349604
Least Developed Countries (FAO),,1978,5489600
Least Developed Countries (FAO),,1979,5687300
Least Developed Countries (FAO),,1980,6142900
Least Developed Countries (FAO),,1981,6259080
Least Developed Countries (FAO),,1982,6288523
Least Developed Countries (FAO),,1983,6627736
Least Developed Countries (FAO),,1984,6977569
Least Developed Countries (FAO),,1985,7180444
Least Developed Countries (FAO),,1986,7336633
Least Developed Countries (FAO),,1987,7498445
Least Developed Countries (FAO),,1988,7682242
Least Developed Countries (FAO),,1989,7569893
Least Developed Countries (FAO),,1990,7702370
Least Developed Countries (FAO),,1991,7828338
Least Developed Countries (FAO),,1992,7976955
Least Developed Countries (FAO),,1993,8061722
Least Developed Countries (FAO),,1994,8229128
Least Developed Countries (FAO),,1995,8395684
Least Developed Countries (FAO),,1996,8455576
Least Developed Countries (FAO),,1997,8576163
Least Developed Countries (FAO),,1998,8445519
Least Developed Countries (FAO),,1999,8465258
Least Developed Countries (FAO),,2000,8681023
Least Developed Countries (FAO),,2001,8829166
Least Developed Countries (FAO),,2002,9041996
Least Developed Countries (FAO),,2003,9321450
Least Developed Countries (FAO),,2004,9534686
Least Developed Countries (FAO),,2005,9767951
Least Developed Countries (FAO),,2006,10118727
Least Developed Countries (FAO),,2007,10468274
Least Developed Countries (FAO),,2008,10781722
Least Developed Countries (FAO),,2009,10926656
Least Developed Countries (FAO),,2010,11195180
Least Developed Countries (FAO),,2011,11516773
Least Developed Countries (FAO),,2012,11802475
Least Developed Countries (FAO),,2013,12046595
Least Developed Countries (FAO),,2014,12046748
Least Developed Countries (FAO),,2015,12186716
Least Developed Countries (FAO),,2016,12315303
Least Developed Countries (FAO),,2017,12568593
Least Developed Countries (FAO),,2018,10720084
Least Developed Countries (FAO),,2019,10821247
Least Developed Countries (FAO),,2020,10824233
Least Developed Countries (FAO),,2021,10736099
Lithuania,LTU,2018,0
Lithuania,LTU,2019,0
Lithuania,LTU,2020,0
Lithuania,LTU,2021,0
Low Income Food Deficit Countries (FAO),,1961,54756320
Low Income Food Deficit Countries (FAO),,1962,55161108
Low Income Food Deficit Countries (FAO),,1963,55221408
Low Income Food Deficit Countries (FAO),,1964,56142800
Low Income Food Deficit Countries (FAO),,1965,56455700
Low Income Food Deficit Countries (FAO),,1966,56920008
Low Income Food Deficit Countries (FAO),,1967,57807900
Low Income Food Deficit Countries (FAO),,1968,58663888
Low Income Food Deficit Countries (FAO),,1969,59449916
Low Income Food Deficit Countries (FAO),,1970,60245192
Low Income Food Deficit Countries (FAO),,1971,60993448
Low Income Food Deficit Countries (FAO),,1972,61508736
Low Income Food Deficit Countries (FAO),,1973,62685084
Low Income Food Deficit Countries (FAO),,1974,63763864
Low Income Food Deficit Countries (FAO),,1975,64225552
Low Income Food Deficit Countries (FAO),,1976,65433384
Low Income Food Deficit Countries (FAO),,1977,66789864
Low Income Food Deficit Countries (FAO),,1978,68223960
Low Income Food Deficit Countries (FAO),,1979,69704688
Low Income Food Deficit Countries (FAO),,1980,71360304
Low Income Food Deficit Countries (FAO),,1981,72858600
Low Income Food Deficit Countries (FAO),,1982,75089320
Low Income Food Deficit Countries (FAO),,1983,77162704
Low Income Food Deficit Countries (FAO),,1984,79268480
Low Income Food Deficit Countries (FAO),,1985,81286528
Low Income Food Deficit Countries (FAO),,1986,83339912
Low Income Food Deficit Countries (FAO),,1987,82302680
Low Income Food Deficit Countries (FAO),,1988,83927728
Low Income Food Deficit Countries (FAO),,1989,85608264
Low Income Food Deficit Countries (FAO),,1990,87209520
Low Income Food Deficit Countries (FAO),,1991,88870672
Low Income Food Deficit Countries (FAO),,1992,90998024
Low Income Food Deficit Countries (FAO),,1993,92232880
Low Income Food Deficit Countries (FAO),,1994,93484912
Low Income Food Deficit Countries (FAO),,1995,94721968
Low Income Food Deficit Countries (FAO),,1996,95865608
Low Income Food Deficit Countries (FAO),,1997,97093320
Low Income Food Deficit Countries (FAO),,1998,98410352
Low Income Food Deficit Countries (FAO),,1999,99801592
Low Income Food Deficit Countries (FAO),,2000,101160184
Low Income Food Deficit Countries (FAO),,2001,102542376
Low Income Food Deficit Countries (FAO),,2002,104038384
Low Income Food Deficit Countries (FAO),,2003,105626352
Low Income Food Deficit Countries (FAO),,2004,107624824
Low Income Food Deficit Countries (FAO),,2005,109691640
Low Income Food Deficit Countries (FAO),,2006,111730488
Low Income Food Deficit Countries (FAO),,2007,113934216
Low Income Food Deficit Countries (FAO),,2008,114689208
Low Income Food Deficit Countries (FAO),,2009,115584992
Low Income Food Deficit Countries (FAO),,2010,116459984
Low Income Food Deficit Countries (FAO),,2011,117185056
Low Income Food Deficit Countries (FAO),,2012,117928480
Low Income Food Deficit Countries (FAO),,2013,118689008
Low Income Food Deficit Countries (FAO),,2014,119179944
Low Income Food Deficit Countries (FAO),,2015,119492592
Low Income Food Deficit Countries (FAO),,2016,119544120
Low Income Food Deficit Countries (FAO),,2017,119403680
Low Income Food Deficit Countries (FAO),,2018,119295824
Low Income Food Deficit Countries (FAO),,2019,119060832
Low Income Food Deficit Countries (FAO),,2020,118842472
Low Income Food Deficit Countries (FAO),,2021,120732824
Low-income countries,,1961,1400
Low-income countries,,1962,1700
Low-income countries,,1963,1600
Low-income countries,,1964,1500
Low-income countries,,1965,1300
Low-income countries,,1966,1800
Low-income countries,,1967,1800
Low-income countries,,1968,1978
Low-income countries,,1969,1816
Low-income countries,,1970,1491
Low-income countries,,1971,1346
Low-income countries,,1972,1437
Low-income countries,,1973,1576
Low-income countries,,1974,1366
Low-income countries,,1975,1752
Low-income countries,,1976,1885
Low-income countries,,1977,2156
Low-income countries,,1978,2263
Low-income countries,,1979,2685
Low-income countries,,1980,2300
Low-income countries,,1981,2200
Low-income countries,,1982,2500
Low-income countries,,1983,2500
Low-income countries,,1984,2068
Low-income countries,,1985,1960
Low-income countries,,1986,1861
Low-income countries,,1987,1400
Low-income countries,,1988,1286
Low-income countries,,1989,1159
Low-income countries,,1990,855
Low-income countries,,1991,1148
Low-income countries,,1992,1316
Low-income countries,,1993,1162
Low-income countries,,1994,1255
Low-income countries,,1995,1244
Low-income countries,,1996,1441
Low-income countries,,1997,1698
Low-income countries,,1998,1280
Low-income countries,,1999,2803
Low-income countries,,2000,2824
Low-income countries,,2001,2477
Low-income countries,,2002,2794
Low-income countries,,2003,3500
Low-income countries,,2004,4000
Low-income countries,,2005,4470
Low-income countries,,2006,5000
Low-income countries,,2007,6000
Low-income countries,,2008,6000
Low-income countries,,2009,5910
Low-income countries,,2010,7000
Low-income countries,,2011,7408
Low-income countries,,2012,7408
Low-income countries,,2013,7596
Low-income countries,,2014,7933
Low-income countries,,2015,8000
Low-income countries,,2016,8000
Low-income countries,,2017,6996
Low-income countries,,2018,6988
Low-income countries,,2019,7146
Low-income countries,,2020,7179
Low-income countries,,2021,6432
Lower-middle-income countries,,1961,72432751
Lower-middle-income countries,,1962,73057641
Lower-middle-income countries,,1963,73387456
Lower-middle-income countries,,1964,74573735
Lower-middle-income countries,,1965,75528139
Lower-middle-income countries,,1966,77271555
Lower-middle-income countries,,1967,78794536
Lower-middle-income countries,,1968,80977222
Lower-middle-income countries,,1969,82206261
Lower-middle-income countries,,1970,83238281
Lower-middle-income countries,,1971,84357727
Lower-middle-income countries,,1972,85188076
Lower-middle-income countries,,1973,86179055
Lower-middle-income countries,,1974,86893168
Lower-middle-income countries,,1975,86887272
Lower-middle-income countries,,1976,87340041
Lower-middle-income countries,,1977,88983049
Lower-middle-income countries,,1978,90863427
Lower-middle-income countries,,1979,92585673
Lower-middle-income countries,,1980,94829853
Lower-middle-income countries,,1981,96928090
Lower-middle-income countries,,1982,99696213
Lower-middle-income countries,,1983,102075094
Lower-middle-income countries,,1984,105164419
Lower-middle-income countries,,1985,108081084
Lower-middle-income countries,,1986,113124184
Lower-middle-income countries,,1987,112351780
Lower-middle-income countries,,1988,114424353
Lower-middle-income countries,,1989,116398990
Lower-middle-income countries,,1990,118895074
Lower-middle-income countries,,1991,120414320
Lower-middle-income countries,,1992,123140627
Lower-middle-income countries,,1993,124520929
Lower-middle-income countries,,1994,126695799
Lower-middle-income countries,,1995,128740032
Lower-middle-income countries,,1996,130566686
Lower-middle-income countries,,1997,132609458
Lower-middle-income countries,,1998,133819692
Lower-middle-income countries,,1999,135609451
Lower-middle-income countries,,2000,137846342
Lower-middle-income countries,,2001,139888755
Lower-middle-income countries,,2002,142343953
Lower-middle-income countries,,2003,144982868
Lower-middle-income countries,,2004,147864763
Lower-middle-income countries,,2005,150625027
Lower-middle-income countries,,2006,154018807
Lower-middle-income countries,,2007,157294333
Lower-middle-income countries,,2008,158542027
Lower-middle-income countries,,2009,160061844
Lower-middle-income countries,,2010,160581220
Lower-middle-income countries,,2011,162997593
Lower-middle-income countries,,2012,165015215
Lower-middle-income countries,,2013,166096779
Lower-middle-income countries,,2014,167695369
Lower-middle-income countries,,2015,168947181
Lower-middle-income countries,,2016,169872706
Lower-middle-income countries,,2017,171056138
Lower-middle-income countries,,2018,169763602
Lower-middle-income countries,,2019,168959047
Lower-middle-income countries,,2020,169962204
Lower-middle-income countries,,2021,173015746
Luxembourg,LUX,2018,0
Luxembourg,LUX,2019,0
Luxembourg,LUX,2020,0
Luxembourg,LUX,2021,0
