Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/~3463812,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2015,76050,https://wikirate.org/~3463804,3463812.0,https://realbusiness.co.uk/hr-and-management/2016/05/26/unilever-empowering-women-across-its-global-employee-and-supply-network/,1.0,"The source states that the proportion of female managers reaching 45% in 2015. With this data, I found the number of female employees by multiplying the percentage of female managers with the total number of employees in 2015 (169,000). Danielle Lee[https://wikirate.org/Danielle_Lee].....2018-04-12 02:09:37 UTC",GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3463782,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2016,77740,https://wikirate.org/~3463767,3463782.0,https://www.unilever.com/sustainable-living/enhancing-livelihoods/opportunities-for-women/,1.0,"The source states that the proportion of female managers reaching 46% in 2016. With this data, I found the number of female employees by multiplying the percentage of female managers with the total number of employees in 2016 (169,000). Danielle Lee[https://wikirate.org/Danielle_Lee].....2018-04-12 02:05:28 UTC",GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3513038,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2017,77000,https://wikirate.org/~3508545,3513038.0,https://www.unilever.com/Images/unilever-annual-report-and-accounts-2017_tcm244-516456_en.pdf,1.0,p.7 Danielle Lee[https://wikirate.org/Danielle_Lee].....2018-05-02 12:22:47 UTC,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~5672524,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2018,53465,https://wikirate.org/~5672510,5672524.0,https://www.unilever.com/Images/unilever-gri-index-2018-final_tcm244-537594_1_en.pdf,1.0,"Available under section 'Diversity and Equal opportunity, 405-1, HR Metrics data sheet' Loret Tsvetanova[https://wikirate.org/Loret_Tsvetanova].....2020-02-02 22:24:01 UTC",GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~6803742,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2019,53469,https://wikirate.org/~6788324,6803742.0,https://www.unilever.com/Images/unilever-annual-report-and-accounts-2019_tcm244-547893_en.pdf,1.0,"On page 21 Unilever state that they no longer ""We do not publicly report this data broken down by region or gender"" However on page 18 the SLR: Advancing diversity and inclusion- gender statistics give a percentage of females that work for Unilever. 36% of woman work for Unilever meaning 64% of men which would mean: roughly 153,000 x 36% = roughly 56,000 women work for Unilever Chloe Hunter[https://wikirate.org/Chloe_Hunter].....2021-02-05 03:32:44 UTC Page 20 of Annual Report 2019 Chloe Hunter[https://wikirate.org/Chloe_Hunter].....2021-02-05 14:15:02 UTC",GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~12106207,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2020,51967,https://wikirate.org/~12105869,12106207.0,https://assets.unilever.com/files/92ui5egz/production/e665693f2bd2efbbde5658baf84043df7937cfd7.pdf,1.0,"Page 19- ""gender statistics"" eilidhmurdoch[https://wikirate.org/eilidhmurdoch].....2022-02-17 11:42:15 UTC",GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~13010526,"Global Reporting Initiative+Female employees, GRI 102-8-a (formerly G4-10-a)",Unilever,2021,52925,https://wikirate.org/~13010468,13010526.0,https://www.unilever.com/files/92ui5egz/production/e582e46a7f7170fd10be32cf65113b738f19f0c2.pdf,1.0,"pg. 64 ""Total workforce (2021) Female 52,925"" Manali Rana[https://wikirate.org/Manali_Rana].....2022-07-12 12:56:58 UTC",GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508713,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2000,Unknown,https://wikirate.org/~3508513,3508713.0,https://www.unilever.com/Images/2000-ara-form-20-f_tcm244-424104_1_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508704,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2001,Unknown,https://wikirate.org/~3503671,3508704.0,https://www.unilever.com/Images/2001-ara-en_tcm244-424099_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508678,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2002,Unknown,https://wikirate.org/~3464396,3508678.0,https://www.unilever.com/Images/2002-ara-english_tcm244-424092_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508689,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2003,Unknown,https://wikirate.org/~3503613,3508689.0,https://www.unilever.com/Images/2003-annual-report-english_tcm244-424086_1_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508646,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2004,Unknown,https://wikirate.org/~3503602,3508646.0,https://www.unilever.com/Images/annual-report-and-accounts-2004-english_tcm244-424241_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508642,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2005,Unknown,https://wikirate.org/~3503563,3508642.0,https://www.unilever.com/Images/ir-2005-annual-report-english-amended_tcm244-421583_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508632,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2006,Unknown,https://wikirate.org/~3503547,3508632.0,https://www.unilever.com/Images/ir-06-annual-report-en_tcm244-421560_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508628,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2007,Unknown,https://wikirate.org/~3464358,3508628.0,https://www.unilever.com/Images/ir-unilever-07-annual-report-en_tcm244-421750_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508611,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2008,Unknown,https://wikirate.org/~3464331,3508611.0,https://www.unilever.com/Images/ir-ar08-annual-report_tcm244-421619_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508607,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2009,Unknown,https://wikirate.org/~3464295,3508607.0,https://www.unilever.com/Images/ir-unilever-ar09_tcm244-421759_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508603,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2010,Unknown,https://wikirate.org/~3464131,3508603.0,https://www.unilever.com/Images/unilever-ar10_tcm244-421849_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508599,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2011,Unknown,https://wikirate.org/~3464067,3508599.0,https://www.unilever.com/Images/unilever-ar11_tcm244-421850_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508595,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2012,Unknown,https://wikirate.org/~3463979,3508595.0,https://www.unilever.com/Images/ir-unilever-ar12_tcm244-421760_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508591,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2013,Unknown,https://wikirate.org/~3463844,3508591.0,https://www.unilever.com/Images/unilever-ar13_tcm244-421851_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508587,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2014,Unknown,https://wikirate.org/~3463927,3508587.0,https://www.unilever.com/Images/ir_strategic_report_ar14_tcm244-421555_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508576,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2015,Unknown,https://wikirate.org/~3445448,3508576.0,https://www.unilever.com/Images/annual_report_and_accounts_ar15_tcm244-478426_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508571,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2016,Unknown,https://wikirate.org/~3445787,3508571.0,https://www.unilever.com/Images/unilever-annual-report-and-accounts-2016_tcm244-498880_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3508551,Global Reporting Initiative+Female injury rate (G4-LA6-a),Unilever,2017,Unknown,https://wikirate.org/~3508545,3508551.0,https://www.unilever.com/Images/unilever-annual-report-and-accounts-2017_tcm244-516456_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2003,Wikirate SDG Metric design+Female Workers %,Unilever,2003,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2004,Wikirate SDG Metric design+Female Workers %,Unilever,2004,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2005,Wikirate SDG Metric design+Female Workers %,Unilever,2005,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2006,Wikirate SDG Metric design+Female Workers %,Unilever,2006,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2007,Wikirate SDG Metric design+Female Workers %,Unilever,2007,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2008,Wikirate SDG Metric design+Female Workers %,Unilever,2008,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2009,Wikirate SDG Metric design+Female Workers %,Unilever,2009,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2010,Wikirate SDG Metric design+Female Workers %,Unilever,2010,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2011,Wikirate SDG Metric design+Female Workers %,Unilever,2011,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2012,Wikirate SDG Metric design+Female Workers %,Unilever,2012,Unknown,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2013,Wikirate SDG Metric design+Female Workers %,Unilever,2013,31.748275862068965,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2014,Wikirate SDG Metric design+Female Workers %,Unilever,2014,43.049710982658965,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2015,Wikirate SDG Metric design+Female Workers %,Unilever,2015,44.473684210526315,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2016,Wikirate SDG Metric design+Female Workers %,Unilever,2016,46,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2017,Wikirate SDG Metric design+Female Workers %,Unilever,2017,46.666666666666664,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2018,Wikirate SDG Metric design+Female Workers %,Unilever,2018,33.83860759493671,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2019,Wikirate SDG Metric design+Female Workers %,Unilever,2019,34.94705882352942,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2020,Wikirate SDG Metric design+Female Workers %,Unilever,2020,34.87718120805369,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/Wikirate_SDG_Metric_design+Female_Workers+Unilever+2021,Wikirate SDG Metric design+Female Workers %,Unilever,2021,35.74950690335306,,,,,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509622,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2000,Unknown,https://wikirate.org/~3508513,3509622.0,https://www.unilever.com/Images/2000-ara-form-20-f_tcm244-424104_1_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509618,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2001,Unknown,https://wikirate.org/~3503671,3509618.0,https://www.unilever.com/Images/2001-ara-en_tcm244-424099_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509608,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2002,Unknown,https://wikirate.org/~3464396,3509608.0,https://www.unilever.com/Images/2002-ara-english_tcm244-424092_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509597,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2003,Unknown,https://wikirate.org/~3503613,3509597.0,https://www.unilever.com/Images/2003-annual-report-english_tcm244-424086_1_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509593,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2004,Unknown,https://wikirate.org/~3503602,3509593.0,https://www.unilever.com/Images/annual-report-and-accounts-2004-english_tcm244-424241_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509589,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2005,Unknown,https://wikirate.org/~3503563,3509589.0,https://www.unilever.com/Images/ir-2005-annual-report-english-amended_tcm244-421583_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509585,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2006,Unknown,https://wikirate.org/~3503547,3509585.0,https://www.unilever.com/Images/ir-06-annual-report-en_tcm244-421560_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509577,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2007,Unknown,https://wikirate.org/~3464358,3509577.0,https://www.unilever.com/Images/ir-unilever-07-annual-report-en_tcm244-421750_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509581,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2008,Unknown,https://wikirate.org/~3464331,3509581.0,https://www.unilever.com/Images/ir-ar08-annual-report_tcm244-421619_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509563,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2009,Unknown,https://wikirate.org/~3464295,3509563.0,https://www.unilever.com/Images/ir-unilever-ar09_tcm244-421759_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
https://wikirate.org/~3509549,Global Reporting Initiative+Female Worker Fatalities (G4-LA6-a),Unilever,2010,Unknown,https://wikirate.org/~3464131,3509549.0,https://www.unilever.com/Images/unilever-ar10_tcm244-421849_en.pdf,1.0,,GB00B10RZP78;NL0000388684;NL0000388726;NL0000388742;NL0015000S61;NL0015000YS1;NL0015000ZW0;NL00150016G8;NL0015001BD9;NL0015001FI9;NL0015001L26;NL0015001S78;NL0015001YU5;NL00150023K6;US013078AA81;US9047677045
