url,content,type,position,Language
https://genv.org/hi/gut-microbiome/,किण्वित खाद्य पदार्थ खाएं,text,29,GenV Hindi
https://genv.org/hi/gut-microbiome/,"किमची, कोम्बुचा, सौकरकूट, टेम्पेह और मिसो जैसे किण्वित खाद्य पदार्थ प्रोबायोटिक्स से भरपूर होते हैं। ये ‘अच्छे’ बैक्टीरिया हैं जो आंत – और व्यापक – स्वास्थ्य का समर्थन करने में मदद करते हैं।स्पेक्टर का मानना ​​हैकि “हर कोई स्वस्थ होगा यदि वे अपने जीवन में कुछ किण्वित खाद्य पदार्थ प्रतिदिन लेते रहें”।",text,30,GenV Hindi
https://genv.org/hi/gut-microbiome/,https://genv.org/wp-content/uploads/2020/12/cherries-polyphenols-1800x1200.jpg,image,31,GenV Hindi
https://genv.org/hi/gut-microbiome/,पॉलीफेनोल्स से भरपूर खाद्य पदार्थ खाएं,text,32,GenV Hindi
https://genv.org/hi/gut-microbiome/,"पॉलीफेनोल्स सूक्ष्म पोषक तत्व होते हैं जो कुछ वनस्पति-आधारित खाद्य पदार्थों में पाए जाते हैं और वे एंटीऑक्सिडेंट से भरे होते हैं।साक्ष्यलगातार बताते हैं कि भोजन में निहित पॉलीफेनोल्स ऑक्सीडेटिव तनाव, शरीर में आने वाली सूजन को कम करने और यहां तक ​​कि संज्ञानात्मक क्रिया को बढ़ावा देने में लाभकारी प्रभाव डाल सकते हैं। हमें बेरीज, चेरी, आलूबुखारा और आड़ू; आटि॔चोक, एस्परैगस, प्याज और गाजर; काली बीन्स, टोफू, टेम्पेह और सोया दूध; हेज़लनट्स, चेस्टनट, पेकान और अखरोट; जई, राई और साबुत गेहूं खाना चाहिए। पॉलीफेनोल्स हर्ब्स,  चाय, कॉफी, जैतून, अदरक, केपर्स और डार्क चॉकलेट में भी पाए जाते हैं।",text,33,GenV Hindi
https://genv.org/hi/gut-microbiome/,प्रीबायोटिक फूड्स खाएं,text,34,GenV Hindi
https://genv.org/hi/gut-microbiome/,"प्रीबायोटिक्स के बिना – खाद्य पदार्थ जो स्वस्थ आंत बैक्टीरिया को बढ़ने में मदद करते हैं – हमारे माइक्रोबायोम असंतुलित हो सकते हैं। यह अल्पावधि में असुविधाजनक पाचन समस्याएं पैदा कर सकता है, और लंबी अवधि में अधिक गंभीर समस्याएं पैदा कर सकता है। महान प्रीबायोटिक खाद्य पदार्थों में पत्तेदार प्याज़, लहसुन, प्याज, एस्परैगस, कासनी, जेरूसलम आटि॔चोक, केला और जई शामिल हैं।",text,35,GenV Hindi
https://genv.org/hi/gut-microbiome/,साबुत अनाज खाएं,text,36,GenV Hindi
https://genv.org/hi/gut-microbiome/,"साबुत अनाज लंबे समय से पाचन तंत्र के लिए फायदेमंद माना जाता रहा है, और अध्ययनों ने अनाज से भरपूर आहार कोपेट के कैंसर का जोख़िम कम करनेसे जोड़ा है। साबुत अनाज में मौजूद एक अद्भुद सामग्री का नाम फाइबर है। परंतु अनाज के फाइबर तथा फलों और सब्जियों के फाइबर आपस में भिन्न होते हैं। इसके अलावा,साबुत अनाजकोलेस्ट्रॉल के स्तर को तथा जीर्ण सूजन को कम करते हैं, जिसका सीधा संबंध कैंसर और हृदय रोग को कम करने से है।",text,37,GenV Hindi
https://genv.org/hi/gut-microbiome/,कृत्रिम मिठास का सेवन सीमित करें,text,38,GenV Hindi
https://genv.org/hi/gut-microbiome/,"हालांकि चीनी की तुलना में कम कैलोरी वाले कुछ मिठास हमारे आंत माइक्रोबायोम की संरचना कोनकारात्मक रूप से प्रभावितकरते हैं। इसके कारण होने वाले स्वास्थ्य परिणाम, शोध में अभी तक नहीं दिखे हैं लेकिन खतरे से बचने के लिए, इन उत्पादों के उपयोग को सीमित करना बुद्धिमानी है।",text,39,GenV Hindi
https://genv.org/hi/gut-microbiome/,प्रोबायोटिक सप्लीमेंट लें,text,40,GenV Hindi
https://genv.org/hi/gut-microbiome/,प्रोबायोटिक्स जीवित बैक्टीरिया और खमीर होते हैं जो आंत में बैक्टीरिया के प्राकृतिक संतुलन को सुधारने में मदद करते हैं। प्रोबायोटिक्स किण्वित खाद्य पदार्थों में पाए जाते हैं लेकिन आप इनके स्थान पर किसी पूरक/अन्य खाद्य पदार्थ का सेवन भी कर सकते हैं ।,text,41,GenV Hindi
https://genv.org/hi/gut-microbiome/,वनस्पति-आधारित आहार आजमायें,text,42,GenV Hindi
https://genv.org/hi/gut-microbiome/,"वे खाद्य पदार्थ जो आंत के स्वास्थ्य का समर्थन करते हैं वे वनस्पति-आधारित आहार होते हैं: जैसे साबुत अनाज, एंटीऑक्सिडेंट युक्त फल, और कई विभिन्न सब्जियों में मौजूद प्रीबायोटिक फाइबर। साथ में ये सभी, आंत के स्वास्थ्य की रक्षा करते हैं, जैसा कि अब हम जानते हैं कि हमारे शरीर के बाकी हिस्सों के स्वास्थ्य पर भी इसका बहुत प्रभाव पड़ता है। इसके विपरीत,पशु उत्पादशरीर में सूजन पैदा करने वाले होते हैं, खराब बैक्टीरिया को बढ़ाने वाले होते हैं, और ये उत्पाद हृदय रोग, टाइप 2 मधुमेह और कुछ कैंसर सहित कई गंभीर बीमारियों का खतरा बढ़ा सकते हैं।",text,43,GenV Hindi
https://genv.org/hi/gut-microbiome/,https://genv.org/wp-content/uploads/2020/08/vegetables-2338824_1920.jpg,image,44,GenV Hindi
https://genv.org/hi/gut-microbiome/,निष्कर्ष,text,45,GenV Hindi
https://genv.org/hi/gut-microbiome/,"जब हम प्रसंस्कृत खाद्य पदार्थ, शक्करयुक्त अल्पाहार या पशु उत्पादों को जल्दबाज़ी में या बिना परवाह किये खाते हैं, तो हमें अपने अंदर के खरबों बैक्टीरिया के बारे में सोचना चाहिए जिन पर ये पदार्थ सीधा प्रभाव डालेंगे। हमारे समग्र स्वास्थ्य में उनकी भूमिका को कम करके नहीं आंका जा सकता। अपने शरीर में मौजूद बैक्टीरिया को विविध, स्वस्थ, पौष्टिक, पौधों पर आधारित खाद्य उत्पाद खिलाएं – और वे आपके लिए कड़ी मेहनत करेंगे, वे यह सुनिश्चित करेंगे कि आपका सिस्टम (पाचन तंत्र) बेहतर तरीके से काम करे, जिससे आप स्वस्थ रह सकें।",text,46,GenV Hindi
https://genv.org/hi/gut-microbiome/,क्या आप वनस्पति-आधारित आहार खाने में रुचि रखते हैं? शुरू करने के लिए हमारे वीगन स्टार्टर किट और हमारे स्वास्थ्य और पोषण गाइड परएक नज़र डालें!,text,47,GenV Hindi
https://genv.org/hi/gut-microbiome/,साझा करें,text,48,GenV Hindi
https://genv.org/hi/gut-microbiome/,ब्लॉग से और पढ़ें,text,49,GenV Hindi
https://genv.org/hi/gut-microbiome/,https://genv.org/wp-content/uploads/2020/12/Friends-400x267.jpg,image,50,GenV Hindi
https://genv.org/hi/gut-microbiome/,छह चीजें जो हमने 2020 में सीखीं (या दोबारा सीखीं)।,text,51,GenV Hindi
https://genv.org/hi/gut-microbiome/,https://genv.org/wp-content/uploads/2020/08/bacteria-359956_1920-400x267.jpg,image,52,GenV Hindi
https://genv.org/hi/gut-microbiome/,एंटीबायोटिक प्रतिरोधी सुपरबग्स: मैं अपनी सुरक्षा कैसे कर सकता हूं?,text,53,GenV Hindi
https://genv.org/hi/gut-microbiome/,https://genv.org/wp-content/uploads/2020/08/UK-Colony-Cage-Egg-farm-Copyright-Chris-Shoebridge-CAS_7665-copy-400x267.jpg,image,54,GenV Hindi
https://genv.org/hi/gut-microbiome/,अंडा उद्योग से सम्बंधित तथ्य और सच्चाई,text,55,GenV Hindi
https://genv.org/hi/gut-microbiome/,वीगन बनने के लिए तैयार हैं?,text,56,GenV Hindi
https://genv.org/hi/gut-microbiome/,पहले से वीगन हैं?,text,57,GenV Hindi
https://genv.org/hi/gut-microbiome/,"दुनिया भर से नवीनतम समाचार, सामग्री और वीगन युक्तियाँ प्राप्त करें।",text,58,GenV Hindi
https://genv.org/hi/gut-microbiome/,"जनरेशन वीगन एक 501(सी)(3) गैर-लाभकारी संस्था है जो लोगों को पौधे-आधारित जीवन शैली अपनाने से होने वाले पर्यावरणीय, नैतिक, व्यक्तिगत और सार्वजनिक स्वास्थ्य लाभों के बारे में शिक्षित करने के लिए समर्पित है।",text,59,GenV Hindi
https://genv.org/hi/gut-microbiome/,"परोपकार से संचालित, GenV (मिलियन डॉलर वीगन) एक गैर-लाभकारी 501(c)(3) संगठन है। टैक्स आईडी 87-2839022",text,60,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"हमारी साइट पर जाकर, आप कुकीज़, ट्रैकिंग आँकड़े आदि से संबंधित हमारी गोपनीयता नीति से सहमत होते हैं।अधिक पढ़ें।",text,1,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"हमारी साइट पर जाकर, आप कुकीज़, ट्रैकिंग आँकड़े आदि से संबंधित हमारी गोपनीयता नीति से सहमत होते हैं।अधिक पढ़ें।",text,2,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,स्वीकार करनाX,text,3,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,महामारियों की रोकथाम के लिए,text,4,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,https://genv.org/wp-content/uploads/2022/06/why-pandemics-header-400x200.jpg,image,5,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"महामारी आना चौंकाने वाली घटना तो है लेकिन गन्दगी, क्रॉस-संदूषण और पशु शोषण के कारण महामारी एक अपरिहार्य परिणाम है जो उन प्रणालियों में दीर्घस्थायी है जो भोजन के लिए जानवरों का शोषण करते हैं। वायरस, जीवित पशु बाजारों में और पशुपालन उद्योगों में हुई अत्यंत गंदगी से उभरते हैं, इस प्रकार वे वायरस जानवरों के ज़रिये दुनिया भर के लोगों में फैलना जारी रखते हैं।",text,6,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"पिछले सौ वर्षों में, संक्रामक रोग महामारीयाँ दुनिया भर में फैल गई हैं, जिसमें 10 करोड़ लोगों की मौत हो चुकी है, जिसमें तीन-चौथाई उभरती संक्रामक बीमारियां हैं, जो इसीलिए उभरी हैं क्योंकि हम मांस, दूध, अंडे और खाल के लिए जानवरों का शोषण करते हैं।",text,7,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"हमारे द्वारा बनाई गई खाद्य प्रणाली की घातक प्रकृति को पहचानने और पिछली कई महामारियों से सीखने के बजाय, हमने अपने जोखिमों को और बढ़ा दिया है। हमने अकल्पनीय पैमाने पर पशुओं का प्रजनन किया, मांस के लिए उन्हें बढ़ा किया, उनका कब्जा किया और वध किया, और अब हमने  पूरी दुनिया में, अरबों जानवरों को गंदे पशुपालन उद्योगों के बाड़ों में जबरदस्ती भर दिया है। बीमार और कमज़ोर जानवर खराब परिस्थितियों में रहते हैं जो बीमारी के लिए उपयुक्त स्रोत हैं।",text,8,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"वायरोलॉजिस्ट (वे चिकित्सक जो संक्रमण के निदान, प्रबंधन और रोकथाम की देखरेख करते हैं) व्यापक रूप से भविष्यवाणी करते हैं कि एक और महामारी दुनिया में मुर्गियों या सुअरों के उद्योगों से निकलेगी, जिसमेंबर्डऔरपोर्सिन फ्लूके वायरस पहले से ही घूम रहे हैं और उत्परिवर्तित हो रहे हैं।",text,9,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,तीन-चौथाई उभरती संक्रामक बीमारियां जानवरों से आती हैं,text,10,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,https://genv.org/wp-content/uploads/2022/06/Diagram-Diseases-Animals-v2-1.svg,image,11,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,Source:Centers for Disease Control and Prevention,text,12,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,हम वायरस के पनपने को आसान बनाते हैं,text,13,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"हमने पहले से ही पशुपालन उद्योगों में विषाणुओं की संख्या बढ़ाना आसान बना दिया है और अब हम पशुपालन उद्योग के जानवरों के लिए चारा उगाने के लिए प्राकृतिक स्थानों को नष्ट कर रहे हैं और इस तरह हम विषाणुओं को लोगों तक पहुँचाने का दूसरा मौका देते हैं। और हम उन्हें लोगों तक पहुंचने का दूसरा मौका देते हैं जब हम पशुपालन उद्योग के जानवरों को चारा खिलने के लिए दुनिया के प्राकृतिक स्थानों को काट देते हैं। हम ऐसा इसलिए करते हैं क्योंकि पशुपालन उद्योग को वनस्पति-आधारित कृषि की तुलना में बहुत अधिक भूमि की आवश्यकता होती है, और यह भूमि हम प्रकृति से छीन लेते हैं।",text,14,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"पशुपालन उद्योग विश्व में वनों की कटाई और प्राकृतिक आवासों के नष्ट होने का प्रमुख चालक है। अकेले लैटिन अमेरिका में, यह हर साल27.1 लाख हेक्टेयरउष्णकटिबंधीय वन को नष्ट करने के लिए जिम्मेदार है। जब हम जंगलों को काटते हैं, तो हम जंगली जानवरों के आवासों को नष्ट कर देते हैं, उनके द्वारा पैदा किए गए घातक रोगजनकों को मुक्त कर देते हैं, और उन्हें लोगों के संपर्क में आने की अनुमति देते हैं।",text,15,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,रोकथाम और इलाज,text,16,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"न केवल वनस्पति-आधारित आहार को अपनाने से भविष्य में होने वाली महामारियों को रोकने में मदद मिल सकती है, बल्कि इस तरह से खाने से हमें व्यक्तिगत रूप में भी मदद मिलती है यदि हम किसी एक महामारी के परिणामस्वरूप बीमार हो जाते हैं।अध्ययनोंसे पता चलता है कि जो लोग वनस्पति-आधारित आहार का सेवन करते हैं, उन लोगों में कोविड -19 के कम गंभीर लक्षण दिखाई देते हैं, उन लोगों में कोविड-19 के गंभीर लक्षण कम दिखाई देते हैं, उन लोगों की तुलना में जो वनस्पति-आधारित आहार का सेवन नहीं करते हैं।",text,17,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,वीगन बनने के लिए तैयार हैं?,text,18,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,पहले से वीगन हैं?,text,19,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"दुनिया भर से नवीनतम समाचार, सामग्री और वीगन युक्तियाँ प्राप्त करें।",text,20,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"जनरेशन वीगन एक 501(सी)(3) गैर-लाभकारी संस्था है जो लोगों को पौधे-आधारित जीवन शैली अपनाने से होने वाले पर्यावरणीय, नैतिक, व्यक्तिगत और सार्वजनिक स्वास्थ्य लाभों के बारे में शिक्षित करने के लिए समर्पित है।",text,21,GenV Hindi
https://genv.org/hi/why-vegan/to-prevent-pandemics/,"परोपकार से संचालित, GenV (मिलियन डॉलर वीगन) एक गैर-लाभकारी 501(c)(3) संगठन है। टैक्स आईडी 87-2839022",text,22,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"हमारी साइट पर जाकर, आप कुकीज़, ट्रैकिंग आँकड़े आदि से संबंधित हमारी गोपनीयता नीति से सहमत होते हैं।अधिक पढ़ें।",text,1,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"हमारी साइट पर जाकर, आप कुकीज़, ट्रैकिंग आँकड़े आदि से संबंधित हमारी गोपनीयता नीति से सहमत होते हैं।अधिक पढ़ें।",text,2,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,स्वीकार करनाX,text,3,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,वीगनवाद का निर्धारित खर्चों पर असर,text,4,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,https://genv.org/wp-content/uploads/2022/03/veganism-on-a-budget-header-400x200.jpg,image,5,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"आमतौर पर लोगो का मानना है कि ‘वीगन-आहार’ महंगा है, लेकिन शोधो में सामने आने वाली सच्चाई हर बार इस तथ्य के विपरीत होती है। एकअध्ययनमें पाया गया कि पश्चिमी देशों में, वीगन और शाकाहारी भोजन अन्य वैकल्पिक आहारों की तुलना में लगभग एक तिहाई सस्ता है, जिसमें वीगन भोजन और भी सस्ता है।",text,6,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"भारत के किसी भी भोजनालय में जाने से आपको यह भी पता चलेगा कि शाकाहारी व्यंजन मांसाहारी व्यंजन की तुलना में सस्ते होते हैं। इनमें से बहुत सरे शाकाहारी व्यंजनों को बहुत ही आसानी से वीगन बनाया जा सकता है अगर वे पहले से ही वीगन नहीं हैं। पारंपरिक भारतीय भोजन अधिकांशतः सब्जियों, फ़लों, अनाज, दालों और बीजों पर निर्भर करता है। अधिकांश भारतीय घरों में घर का बना भोजन होता है जिसमें गेहूं की रोटियां या चावल जैसे अनाज होते हैं, दाल या सांभर जैसे दालों से बने पकवान और कम से कम एक सब्जी होती है- और इन सभी को आसानी से वीगन बनाया जा सकता है।",text,7,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"एक संपूर्ण प्राकृतिक वनस्पति-आधारित आहार फ़लों, सब्जियों, फलियों, नट और अनाज को प्राथमिकता देता है। चाहे आप इन्हें ताज़ा खरीदें, सूखे रूप में खरीदें या पूर्ण रूप से जमा हुआ खरीदें, इनका अनगिनत तरीकों से स्वादिष्ट और पौष्टिक भोजन में बनाया जा सकता है, जो सस्ता भी होता है। जिसमें नमकीन और मीठे पेय पदार्थ, करी/साग , सूखे व्यंजन, उबले हुए व्यंजन, स्नैक्स, चटनी, अचार, विभिन्न प्रकार की ब्रेड और बहुत कुछ शामिल हैं। हम सौभाग्यशाली हैं कि सदियों से इस तरह के हज़ारो व्यंजन हमारे मुख्य व्यंजन का हिस्सा रहे हैं।",text,8,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"वनस्पति-आधारित भोजन को बुनियादी सामग्री से तैयार करना भोजन खाने का सबसे किफायती तरीका है, जो कि सदियों से हमारी परंपरा में शामिल रहा है, फिर भी अगर कोई भोजन पकाने में कुशल नहीं हैं, या किसी को इस प्रकार का भोजन पकाने में कोई समस्या आती है तो उन्हें ‘ऑनलाइन’ आसानी से और तेज़ी से बनने वाली कई प्रकार के वीगन व्यंजन बनाने की विधियां मिल सकती हैं।",text,9,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"वीगन मांस या वीगन चीज जैसे खाद्य पदार्थों को भोजन में जोड़ने से निश्चित रूप से लागत बढ़ सकती है, लेकिन मुख्य सामग्री मांस और दूध के उत्पादों को खरीदने की तुलना में बहुत सस्ती हैं- इसलिए कुल लागत में और भी कमी आने की संभावना रहती है।",text,10,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"जैसा कि ज़्यादातर भारतीय पहले से ही जानते हैं कि तयशुदा खर्च के भीतर होने वाला भोजन नीरस, उबाऊ या बेस्वाद नहीं होता है । आप हमारीभोजन योजना सुझावोंसे भोजन योजनाओं या भोजन बनाने की विधियों को प्राप्त कर सकते हैं। और यदि आप कुछ अलग करना चाहें, तो यहां हमारी कुछ पसंदीदा वेबसाइटें हैं जो तय खर्च में व्यंजन बनाने की सरल विधियां उपलब्ध कराती हैं, जो आपकी वीगन यात्रा की शुरुवात करने के लिए सैकड़ों स्वादिष्ट व्यंजनों के विकल्प आपके सामने रखती हैं।",text,11,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,वीगन बनने के लिए तैयार हैं?,text,12,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,पहले से वीगन हैं?,text,13,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"दुनिया भर से नवीनतम समाचार, सामग्री और वीगन युक्तियाँ प्राप्त करें।",text,14,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"जनरेशन वीगन एक 501(सी)(3) गैर-लाभकारी संस्था है जो लोगों को पौधे-आधारित जीवन शैली अपनाने से होने वाले पर्यावरणीय, नैतिक, व्यक्तिगत और सार्वजनिक स्वास्थ्य लाभों के बारे में शिक्षित करने के लिए समर्पित है।",text,15,GenV Hindi
https://genv.org/hi/veganism-for-all/veganism-on-a-budget/,"परोपकार से संचालित, GenV (मिलियन डॉलर वीगन) एक गैर-लाभकारी 501(c)(3) संगठन है। टैक्स आईडी 87-2839022",text,16,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"हमारी साइट पर जाकर, आप कुकीज़, ट्रैकिंग आँकड़े आदि से संबंधित हमारी गोपनीयता नीति से सहमत होते हैं।अधिक पढ़ें।",text,1,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"हमारी साइट पर जाकर, आप कुकीज़, ट्रैकिंग आँकड़े आदि से संबंधित हमारी गोपनीयता नीति से सहमत होते हैं।अधिक पढ़ें।",text,2,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,स्वीकार करनाX,text,3,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,बेहतर स्वास्थ्य: वनस्पति-आधारित आहार आपके लिए सर्वोत्तम क्यों है,text,4,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,https://genv.org/wp-content/uploads/2020/07/strawberries-heart-400x267.jpg,image,5,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"आप जैसा खाते हैं वैसे ही बन जाते हैं। ऐसा ही कहा जाता है, हैं ना?",text,6,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"सबसे बुनियादी स्तर पर हमारा शरीर उन खाद्य पदार्थों को ग्रहण करता है जिन्हें हम अपने मुंह में डालते हैं और, कुछ आलौकिक परिवर्तन के माध्यम से, हमारा शरीर उनके टुकड़े कर देता है और उनसे प्राप्त घटकों/तत्वों का उपयोग हमें विकसित करने, हमारी मरम्मत करने और हमें ईंधन देने के लिए करता है।",text,7,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"लेकिन क्या होगा अगर हमारे भोजन के विकल्प हमारे आसपास के वातावरण को भी प्रभावित करते हैं, और बदले में यह हमारे स्वास्थ्य को प्रभावित करते हैं तथा यह निर्धारित करते हैं कि क्या हम व्यक्तिगत और सामूहिक रूप से फलते-फूलते हैं?",text,8,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"और क्या होगा यदि उन भोजन विकल्पों से कुछ अति गंभीर पता चले जैसे कि हम नक़ाब के पीछे एक व्यक्ति के रूप में कौन हैं? और अगर यह सब सच हुआ तो, हम वास्तव में कौन हैं यह इस बात से परिभाषित होगा कि हम अपने आहार में क्या खाते हैं।",text,9,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,बेहतर  स्वास्थ्य क्या है?,text,10,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"अच्छा प्रश्न है। बेहतर स्वास्थ्य अलग-अलग लोगों के लिए अलग-अलग दर्शाया जाता है, लेकिन इसके सबसे मौलिक स्तर पर, यह हमारा शरीर है जो जितना संभव हो सके काम करता है, व हमारे शारीरिक, भावनात्मक और मनोवैज्ञानिक कल्याण का समर्थन करता है, इसके साथ-साथ जहां तक ​​संभव हो बीमारी, अस्वस्थता और अकाल मृत्यु को भी कम करता है।",text,11,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"बेहतर स्वास्थ्य, जैसा कि मीडिया में प्रचारित किया जाता है, उससे बहुत अलग है।1950 के दशक में,सिगरेट को स्वास्थ्य के लिए लाभकारी के रूप में प्रचारित किया गया था, भले ही सबूत पहले से ही इसके विपरीत दिखा रहे थे। 1970 के दशक में,लोगों को वजन कम करने में मदद करने के लिए चीनी का विपणन/प्रचार किया गया था। आज, स्वास्थ्य विपणन/प्रचार अधिक सूक्ष्म हो गया है लेकिनबड़े ब्रांड अभी भीअस्वास्थ्यकर खाद्य पदार्थों को इस तरह से बढ़ावा देते हैं जिससे लगता हैं की यह हमारे लिए इतने बुरे नहीं हैं। परन्तु जब बेहतर स्वास्थ्य के लिए खाने की बात आती है, तो एक बात स्पष्ट है: हमें मार्केटिंग(विज्ञापन) पर भरोसा नहीं करना चाहिए; हमें विज्ञान पर भरोसा करना चाहिए।",text,12,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,वनस्पति-आधारित आहार क्या है?,text,13,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"वनस्पति-आधारित आहार, जैसा कि नाम से पता चलता है, यह ऐसा आहार है जो फल, सब्जियां, अनाज, फलियां, कंद, बीज, मेवे, मसाले और हर्ब्स से बना होता है, तथा जिसमें जानवरों से प्राप्त कोई उत्पाद शामिल नहीं होता है, इसलिए इसमें ना तो मांस होता है और ना ही दूध या फिर अंडे। वनस्पति-आधारित आहार अविश्वसनीय रूप से विविध और अविश्वसनीय रूप से स्वादिष्ट होता है, और यदि आप संसाधित सुविधा वाले खाद्य पदार्थों की मात्रा को सीमित करते हैं, तो यह अविश्वसनीय रूप से स्वास्थ्य के लिए लाभकारी भी हो सकता है।",text,14,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,क्या डॉक्टर वनस्पति-आधारित आहार की सलाह देते हैं?,text,15,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"डॉक्टर साबुत-वनस्पति आधारित आहार लेने की सलाह पर ज़ोर दे रहे हैं, और वास्तव में जो दिलचस्प है वह यह है कि यह सलाह चिकित्सकों और वैज्ञानिकों की एक विस्तृत श्रृंखला से आ रही है …",text,16,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"किम ए विलियम्स एमडी एक हृदय-रोग विशेषज्ञ हैं, और अमेरिकन कॉलेज ऑफ कार्डियोलॉजी के पूर्व अध्यक्ष हैं, जिन्होंने अपने आहार की जगह वनस्पति-आधारित आहार में बदल कर अपने स्वयं के उच्च एलडीएल कोलेस्ट्रॉल को कम किया।वे कहते हैं:“हृदय-रोग विशेषज्ञ दो प्रकार के होते हैं: पहले वीगन तथा दूसरे वे लोग जिन्होंने डेटा नहीं पढ़ा होता है।”",text,17,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,"टी. कॉलिन कैंपबेल कॉर्नेल विश्वविद्यालय में एक बायोकेमिस्ट(जीवरसायनविद्‌) और प्रोफेसर एमेरिटस(सेवामुक्त) हैं जिन्होंने सबसे अधिक बिकने वाली पुस्तक द चाइना स्टडी लिखी। 20 साल के इस शोध ने पशु-आधारित खाद्य पदार्थों का अधिक प्रयोग और पुरानी बीमारियों के बीच स्पष्ट संबंध दिखाया।वे कहते हैं:“…मेरा परिवार, हमारे पाँच बड़े हो चुके बच्चे और पाँच पोते-पोतियाँ, अब हम सब इसी तरह खाते हैं। मैं कहता हूं कि हम वनस्पति-आधारित आहार के जितने करीब होंगे, हम उतने ही स्वस्थ होंगे।”",text,18,GenV Hindi
https://genv.org/hi/optimal-health-plant-based-diet/,एंजी सादेघी एमडी एक चिकित्सक और गैस्ट्रोएंटेरोलॉजिस्ट हैं जिन्होंने वनस्पति-आधारित आहार अपनाने के आठ महीने के भीतर अपनी पुरानी बीमारियों को ठीक कर दिया। वह पाचन समस्याओं वाले लोगों को वनस्पति-आधारित आहार और विशेष रूप से डेयरी छोड़ने की सलाह देती हैं।वह दूध के बारे में कहती है:“यह हमारे पेट के लिए ज़हरीला है।”,text,19,GenV Hindi
