Video_URL,Title,Youtuber,Post_date,Time,Text,Position
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,10:50,defense to them breaking a law but then we've spoken with one juror since who was saying how can you know what someone really believed it's so hard to know what someone believed and what their intentions were and that's true it it's very hard to know juries have a lot of power to interpret things how they want to but ultimately they found Wayne guilty on two counts of misdemeanor trespass and the felony conspiracy charge at Sunrise Farms where he was definitely the lead person leading the action and he testified openly about that and he was taken immediately to jail which was a little bit surprising but I think probably what Wayne would want if he's going to go to jail do it right away tell the let everyone know um so he was remanded into custody right away and he had his sentencing hearing four weeks later on November 30th and he was sentenced to 90 days in jail but because he'd already served 30 days basically and in California there's a halftime statute where mostly because the jails are so overcrowded and understaffed and the conditions are really bad there's just a norm of people,11
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,11:54,serving half their sentence unless um there's other extreme circumstances so he got out of jail on December 9th which is great but he in addition to the 90-day sentence he also got two years of probation which include various terms the worst of which by far worse even than the jail sentence is a no contact order which prohibits him from having any kind of contact in person electronic communication telling someone to tell something to that person anything direct uh with 14 people who are called his co-conspirators which is very unjust because none of those people were put on trial or convicted of being co-conspirators I'm one of them and they literally dropped my charges thinking they couldn't convict me but they can still label me a co-conspirator and now I'm one of these people that Wayne can't speak with at all for two years and Zoe is as well so because we're here on this,12
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,12:51,call Wayne cannot be and if Wayne were on the call we could not be so there's a lot of um coordinating going on now to to figure out how that's going to work because another person on the list is Paul Darwin picklesimer who was Wayne's codefendant in the Smithfield trial and is his codefendant in the upcoming our next right to rescue trial which is a beagle rescue case in Wisconsin scheduled for March um and so you know I think that's very intentional that the judge went out of her way to add that on it wasn't even something the prosecutor asked for because what they want is to isolate us and to make us less not just less connected but less effective they want to make us less effective because they're basically operating like the the legal arm and the pr arm of the industry of the Farm Bureau in this County and doing whatever is going to help them um like keeping us from communicating with each other but as terrible as that is and we weren't necessarily prepared for this no contact order we were definitely expecting a,13
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,13:52,conviction and we were aware that you know there's a lot of risk involved in going to trial in these cases we were actually expecting a conviction much earlier we we really thought it would happen in the Smithfield trial and we were so elated that we won earlier than expected and we got you know the first acquittal for open rescue in history in that case and then we followed it up five months later with another aqual for open Rescuers in the Foster Farms trial here in Merced California and you know I think Almira our lead organizer put it like this if you were writing a book about open rescue this is what would happen this was after Wayne was convicted like you wouldn't just keep winning that wouldn't be a very good book you need some tension we the third time or you know whatever after all this this winning streak like you've got to face some really big obstacles you need some plot um and obviously we're not literally writing a book but I think about what we're doing in that way a lot because we are writing history together,14
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,14:53,and we're trying to change the world and we know we're going to face obstacles we knew that repression was coming and we also know that if there's anywhere that we're going to face this repression where someone's going to be convicted honestly Sonoma County is probably the best place and this was the best case for that for a huge number of reasons I'm just going to really briefly gloss over that to wrap up but for one thing with all the reporting that I mentioned all the efforts that were made to contact the authorities before these actions happened we have a really strong case for necessity for the necessity defense to say we exhausted our legal options you left us with no choice we had to take action ourselves and the necessity defense has never been used for animals so far um it was not allowed in this trial but that's one of many things that Wayne is appealing on which if we can win in a court of appeal on that or any of the other number of reversible terrible errors that the judge made in this case then that would actually set case law would actually have a a binding element to it if it happens in a higher Court rather than just a single um criminal case and,15
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,16:01,somoma county is a county where we have a lot of activists where we have a lot of pressure where people really care about animals um you know there's this Humane myth happening here that we're working to expose and we're able to do that effectively because people really want to help animals the county is really full of people who think that they're doing something a better way and they're shocked to find out what we've seen at these facilities here in somoma County so what we do in this County really matters and what we do in this moment really matters so I'm really looking forward to what's coming next and I'm just really grateful that everyone here is part of that by sharing amplifying supporting and being in solidarity at this time thanks amazing thank you kessie um I think that was like a quite a nice brief explanation of what happened and what you're expecting um I want to turn into Zoe and like how because she's one of the people who got arrested and like what's the,16
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,17:04,consequences of it and how are you feeling what was your experience and I also want to know like was there any um um any anything that the court said like are you still can you still like because you you are the um um founder of Happy Hen Animal Sanctuary um with this um arrest um is there anything uh legal that prevents you from um contacting from or like getting in contact with an animal like is that is anything happened like that what's the consequences of it yeah thanks and thanks everybody for for joining uh yeah so I'm involved in this new case now in Sonoma County so you know kind of doing it all over again and it's also very comp licated case and uh they're you know really going hard after us so far uh kind of treating us as dangerous criminals and actually you,17
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,18:09,know these charges stem from events that took place uh some of them even a few months before Wayne's trial so uh this past spring uh we did a investigation of Petaluma poultry as so Petaluma is a town in Sonoma County and Petaluma poultry is trying to paint itself as this local business U but if you do a quick Google search you can see that Petaluma ptry is owned by Purdue which is one of the largest um agriculture companies in the US um and Purdue's big thing is like no antibiotics ever that's you know they put that on all their packaging and really tout that and push that and try to make themselves sound better than all of the other chicken companies and the dark reality that we kind of uncovered throughout this investigation this past spring is that no antibiotics ever really just means sick diseased Birds aren't getting Medical Care and they're just left to die and waste away on the floor of these Farms so during this investigation of of the factory farms um we found two really,18
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,19:17,"really sick chickens who we've named Vincent and petunia uh petunia was actually on her back uh she was in really bad shape she had a bloody wing um you know I remember saying to one of my the other investigators you know we we can rescue her but I don't I don't think she's going to survive um and somehow she did pull through and and Vincent pulled through too he was also really sick he couldn't even stand up and he had a fever um and it cost over $5,000 or maybe even over $6,000 in Veterinary bills to save them they were in the hospital for several days and the one of the most concerning things was that Vincent actually tested positive for multi-drug resistant entro caucus bacteria which is a zoonotic bacteria it's incredibly dangerous especially um because it was resistant to so many bacterias so that means that if somebody had eaten his body if he had gone um through the slaughter process and ended up on somebody's plate um you know Not only would his life have been harmed but also somebody who ate him could have gotten really really sick too and",19
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,20:24,especially if they were amuno compromised they also could have died um so that was really concerning their slaughter house the pedala poultry slaughterous has also fa a lot of criticism for Campo baor and eoli bacterias and just a lot of public health concerns and we also um did an investigation of the slaughterous which found additional concerns such as evidence that chickens were being regularly boiled alive so we reported all of those findings to law enforcement uh and tried to get them to do something to act themselves they didn't so uh on June 13th the early hours of June 13th me and a few other investigators disguised ourselves as workers and we entered the Petaluma poultry slaughter house and We rescued four chickens off of uh a transport truck uh in the holding area of the slaughterous and got them Veterinary Care uh that night the police did not respond in any substantive way they didn't do anything to help the animals they didn't do anything to stop us and we you know all the rescues that night were successful,20
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,21:31,and didn't um involve any confrontations with law enforcement so then fast forward a few months it's Wayne's trial um and during Wayne's trial we started to investigate reart Duck Farm again for the first time since 2019 uh so one of the facilities Wayne was obviously facing charges for was reikart um and yeah so back in 2019 when we investigated right cart the first time we found horrible diseases there including Rella and adap pester bacteria which causes ducks to fall on their backs unable to write themselves and slowly die of starvation and dehydration uh among so many other just horrible horrible cruelties and when I was approaching reart in 2023 I was thinking you know it won't be the same there's no way that it's you know still as bad as it was all the way back then unfortunately it was just as bad and uh just absolutely horrible horrible cruelty,21
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,22:33,probably you know I've investigated over a dozen factory farms and slaughter houses and I think um right cart duck farm by far is probably the worst facility I have ever seen um just so much rampant animal cruelty uh so we reported that cruelty we actually ended up rescuing two birds who were on the brink of death um I still just cannot believe that they survived their names River in Oakley and they're still on pain meds and antibiotics but they're doing so so much better and um after Wayne's sentence uh you know we' kind of gotten a light commitment from the district attorney's office that once Wayne's trial was over they would meet with us about the animal cruelty which is ridiculous they should have met with us you know before Wayne's trial was over but they kind of had lightly committed to um meeting with us so our plan was all right after Wayne's trial is over we'll release this and ask them to meet with us about it and report this,22
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,23:33,again um and maybe they'll maybe they'll do something um this time and so Wayne sentence comes down it's obviously a guilty verdict and that's kind of I think when it hit all of us like okay what we're about to release which shows you know our faces this could be to you know real consequences somebody's just been sent to Jail uh and so all the risks of what we were doing no longer felt hyp hypothetical it felt very real but I wrote this in a blog I I wrote recently um but you know a part of me was thinking like is this really a good idea but you know you have to remind yourself in those moments like nothing the legal system can do to any of us will ever compare to what these animals go through not even a little bit um which is why we have to do this and we have to um be willing to face this um so we released the new investigation and rescue and also um there's another investigation at rescue at another facility involved in the trial that was released at that point as well um and we tried to go to the district attorney's office and they actually shut the door,23
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,24:35,on our faces wouldn't even accept the letter um with all of the reports so yeah we weren't able to meet with them at all we went to the Sheriff's Office reported things there um they didn't do anything just I've probably reported this cruelty at reart now over 30 times to different agencies since since we released this investigation and nobody's done anything um what they did do instead was after Wayne's sentencing hearing um while I was actually leading everybody to go report the cruelty again at the sheriff's office um I myself and um two others were arrested and a sheriff's officer started walking towards me basically as we were um enter about to enter the sheriff's office I had a full report I had letters from veterinarians about why you know immediate action was needed and a sheriff's officer shouts Miss Rosenberg and I I was actually kind of excited because I was like wow they're coming to me for the report like they are going to come accept this report and,24
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,25:39,so you know I was about to open my mouth and kind of explain everything I had and hand him the folder and and then he just said we have a warrant for your arrest and I was like oh okay all right um so I was arrested and then my friend Rocky chow and Conrad Deus who are other investigators in DXE also got arrested and they were each arrested on one felony and two misdemeanors um kind of trespassing conspiracy type charges um and they're saying that that they were both seen on a security camera investigating a factory farm recently I was arrested on seven felonies and six misdemeanor and I'm potentially facing over 20 years in prison um of those seven felonies two are related to um reichart and facing burglary charges so we believe for the rescue of river and Oakley and the rest of the felonies are related to Petaluma poultry um so of the charges I was arrested on so far I have five so only the ones related to Petaluma ptery have been,25
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,26:50,filed so five felonies and three misdemeanors have been filed by the court by the district attorney's office that does not mean that the other felon and misdemeanors won't be charged or filed so I could potentially face you know all seven felonies and six misdemeanor um it's possible to file even more charges or it's possible they won't file all of them it's really hard to say at this point so far Rocky and Conrad's charges haven't been filed um and then we also found out that Lewis Bernier another investigator in dxc also had a warrant out for their arrest so uh because Lewis found out you you know not by getting just randomly arrested but by looking at the court database um L was able to go and turn thems in so instead of having to you know go through the whole arrest process and spending you know time in jail leis was able to just immediately go and go before a judge and um go home basically um so that was really good I mean it's terrible that they're also facing charges but glad that they didn't have to deal with all,26
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,27:54,of that um and I I believe Lewis is also at this point probably facing one felony and maybe two misdemeanors but it's unclear and and again once they file those charges if they do we'll have more clarity but maybe they won't file them we'll see um so yeah this past Thursday I had to go to court we all had to go to court um for an arraignment hearing where what we thought was going to be an arraignment hearing uh where basically we were expecting they would just read out the charges for us and maybe we would ple guilty or ple not guilty um which is basically you know do you yeah do you want to just admit that you did it and have this be over and get your punishment or try to fight this um so Rocky and Conrad they didn't have anything consequential happened during their hearing um they just said we haven't decided yet if we're going to file the charges we want we're still investigating the crime we want them to come back on February 29th so Rocky and,27
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,28:58,Conrad will be going back to court then and hopefully the da at that point will kind of have more answers on what they're planning to do the district attorney um for Lewis's hearing pretty much the same thing happened um they just you know said your warrant is cleared and come on the 29th U my hearing ended up being not at all what we expected um I did not plead guilty or not guilty but the District Attorney's office um requested that I be put on what they call pre-trial release so previously I was out on bail um you can also be out on your own recognizance um and both of those don't you know usually involve terms like there's not you know you're out with these restrictions uh but they want me they wanted to put me on pre-trial release so essentially you know she's out of custody she's not in jail but she has to follow all of these restrictions and one of the restrictions that they asked for included a GPS ankle monitor um tracking and letting them know everywhere I go um and a long list,28
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,30:01,of other conditions uh the judge it was disappointing basically kind of almost treated me like I'd already been found guilty and believed everything the District Attorney's office told her and they were telling um the judge all types of like bizarre baseless things they were bringing up accusations of things I'm not even being charged for which really is not something they should really be able to do um or at least you know a judge shouldn't take that seriously if I'm not being charged um for example they were saying I've been going to factory farms uh after factory farm after factory farm over the last few weeks spreading diseases intentionally bringing bacterias to Farms to infect animals and of course that's not true and also I'm not being charged for that because they know that's not true but the judge acted like everything they were saying was true and then this threat to Public Health and to Public Safety so um the main restrictions that I've been given on my pre-trial release terms are I have to wear a GPS ankle monitor at all times um,29
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,31:01,that's on my ankle um and one of the most bizarre things is I am not allowed to possess ducks chickens or other birds which I think is very silly uh you know that's definitely something they usually bar dangerous criminals from possessing is is birds and they did make an exception for Happy Hen Animal Sanctuary which is the animal rescue I run but if you know I wanted to personally outside of the my rescue organization if I wanted to personally like Foster a chicken um or something I would not be allowed to do that um I can't leave the county I reside in that's Alam County I can't leave um the county without telling the probation office first I can't leave the state of California without explicit permission from the court I have to report to the probation office two times a month I'm subject to warrantless searches and seizures so that means that without getting a warrant from a judge uh law enforcement at any time can raid my uh residents and go through all my,30
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,32:10,belongings take anything they want they can also you know stop me my just myself at any point if I'm just walking down the street they can search my person and take anything they want um I can't go on any properties where animals are being raised for meat dairy or eggs and I have to stay a 100 yards away from Petaluma poultry reart dock farm and sunrise farms and if I violate any of these conditions then my pre-trial release terms I mean because it's pre-trial release then essentially they could hold me until trial because I violated those terms um so I would be potentially held in jail you know for maybe even a year before trial um and this Friday we are going to have an opportunity to challenge these terms um so we'll be going back and trying to argue again to the judge that I should not have to be out on pre-trial release um you know we're not expecting she's going to overturn her previous ruling but it's possible um but yeah I think this all just shows that the industry is,31
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,33:16,feeling threatened um they know how powerful we are and they know that we're making a difference and that's why they're so desperate to stop us and it's so important that we all uh rise up in the face of this repression and and if anything let it fuel us let it motivate us to continue fighting harder for the animals this is not the time to back down it's the time to to push harder thank you Zoe um yeah I was very curious about what happened to the sanctuary and thank you for explaining that um yeah I'm G to turn to Mark and uh I just wanted to mention that like if you guys have any questions please uh use the chat and we'll be answering that um in the last 15 minutes of the webinar and um yeah as I was saying um as animal think tank from the beginning we tried to support Wayne and we try to escalate the movement and um Mark is going to mention about like how we can as the movement as the animal Freedom Movement can use these moments and turn into our benefits our,32
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,34:21,advantage and yeah so Mark it's your um thanks n um yeah I'd just like to start by recognizing um Cassie and Zoe's courage um which I feel really humbled by um like particularly hearing Zoe say like she's investigated 12 factory farms which I imagine has been you know multiple occasions going in in the dead of night um you know multiple rescues you know which all which takes a lot courage um and then facing you know this particular trial and you know 20 years um potentially sentencing and that's yeah that I mean that's pretty amazing you and you're just there as if this is you know some normal act that you do every day I mean it is a normal act that you do every day but um not the rest of us so yeah I just want to yeah acknowledge that and say say thanks on behalf of all of us in the movement and and also on behalf of of the,33
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,35:18,animals um so yeah I want to pick up on what Zoe sort of concluded on that um these moments can be an opportunity for all of us uh in the movement as individuals um and as organizations and even uniting as a movement and showing our strength and uh when repression comes in the form of arrests and heavy sentencing you know you can give up um but I think it's it's like history has shown that this is the moment to ramp up um and for more of us to get involved I'm just going to take us through a few um of the sort of dynamics of um social movements of like what academics have kind of understood how we can win in moments like this um and I'm talking so I'm going to be talking about things called like the a whirlwind moment so a whirlwind moment is like you know you're operating as a movement and then something happens and,34
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,36:17,you kind of got like a a whirlwind going on it's like you sometimes you don't know where it's come from um and you sort of grabbed the Public's attention um you have maybe press attention um and you can do something with that and you can try and you know keep that momentum going and those moments can be um created like in these scenarios where you do an open rescue with the expectation um of being arrested um and that might drive a whirlwind or the court case might drive a whirlwind or um the sentencing might drive drive a whirlwind um but they can also be accidental um so things like um Esther the Wonder Pig I guess was you know an accident that then we were able to leverage as a movement so what's what's important in in these moments is that we're ready for them as organizations um and then as individuals and as organizations we're kind of ready to join in and do our make our contribution uh and support you know the people who are at the at the [Music],35
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,37:21,center um and just to say like sometimes these moments sort of you know us in in the making um and often it might be an organization that's kind of being quite quiet in the background and invisible and then suddenly something happens um so you know often moments like the me too movement or black lives matter or Extinction Rebellion or occupy like the hit our screens and you know the media social media but actually sometimes there's been you know a group of you know committed people working for years to make that maybe make the moment happen but C ly like capture that moment and then drive it in the Public's imagination um so two dynamics that can sort of happen or we might be able to leverage um in open rescue over the next years or decades or maybe in this particular case um one is uh something called escalation so it's a sort of particular form uh of Whirlwind um so you might have just a,36
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,38:21,small trigger event um like uh an arrest um or a sentencing and it can be driven by us or it could be driven by the authorities and the idea is to like escalate from an initial moment to make it something much bigger and I think key to this is knowing the dynamic and understanding it as a movement and as individuals and then working with it so that's why we as animal I think tank we kind of interested in in tonight is trying to help um bring these Dynamics um to be be more widely understood um so we can participate in them um so Nashville is often like referred to as the textbook um sort of escalation moment uh one that I sort of know to an extent um so Nashville is um one of the the towns or cities um where the lunch lunch counter sittings uh took place during the Civil Rights Movement so they had a campaign demand wishes to desegregate the lunch counters in,37
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,39:31,Nashville and this was part of a wider National um movement or Milestone that they're trying to achieve which was to desegregate um the US generally um under a sort of a much bigger Grand objective of equal rights um for black people so a particular Dynamic with with the lunch counter or how the Lunch Counter sort of uh played out the escalation um so the lunch counter sittings at the time were not particularly popular with um black activists or with the black um population generally and certainly not the the white population so at the beginning a fairly limited number of people who were willing to participate in the lunch counter sittings in Nashville so there was limited number of activists and there was limited public support and then you had arrest taking place and violence um against the activists from the white Community um so this is a form of repression so it wasn't necessarily the authorities or the police were also involved in violence and what this did is like the,38
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,40:39,the community didn't give up in that moment and back away um it actually drove them to escalate so more people were willing to be activists and join in the the lunch toown the the counter sitting lunch counter sittings I would really struggle with that as a collection of words um so that that sort of continued um sort of I guess like what we might see is like more open rescues um and then people were being arrested they were being tried and what you had was vigils and demos outside the police stations with people you know um being held um outside the courts and outside the jails so this increase uh increases the number of people who can get involved um in a moment so like you there's a limited number of people who do the the counter sit in but there much bigger pool of people who are willing to you know be involved in a um a demonstration outside a courtroom and as more people were getting arrested and as the senten was quite heavy heavy then this Drew uh sort,39
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,41:45,of more support uh in The Wider community and black population in that area um and what um they decided to do um was to boycott the shops uh downtown sort of WID a widespread boycott and to picket some of those those shops and um counters and so at this stage I can't remember but you know a large po large segment of the population now started to get involved so more and more people are involved so this is kind of you know part of the escalation um and then one of the uh lawyers who was representing um some of the activists his house was bombed and again rather than that you know pressing the community and frightening them and backing off like more of the community got involved and that led to a March of like a huge part of the of the population on the downtown um and got the mayor to concede and to accept that they would desegregate um the counters uh in,40
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,42:48,Nashville so you're going from a small pool of people and it's essentially it's the repression is driving then the sense of Injustice in the population that they are sort of willing to get involved to get a lot more people involved um and what happened in that particular case as well is like a lot of um fundraising became a lot easier so uh support for the activists for their um for legal cases housing and everything that also sort of increased so you could say that the success of the that particular moment was due to the boycott and the marches where you had like a large proportion of the population involved but they only really happened because of the initial sittings um that sort of drove the community to respond in that way so when we have um scenarios like um Zoe's case then this could be um an opportunity to drive escalation and it could be one of those uh situations that you know grab public attention become a Whirlwind um so we can't ever really,41
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,43:59,know that like it's you know it's partly to do with fate about you know what journalist is you know got what press release on their desk on any particular day um what conversations are happening what what else isn't happening so like often we celebrate sort of certain historic moments as like oh that was like a Cornerstone in turning things around um but maybe there were dozens if not hundreds of actions that were you know just exactly the same but didn't lead to kind of those escalation moments so part of this as a movement is like we have to be ready and we have to be you know agile in responding and we have to like as individuals get involved when these things happen but we also have to have perseverance and you know we might try to escalate Zoe's case and if it doesn't happen it's just like well we'll have to escalate Zoe's next case or the or the one after and it might be dozens or you know maybe even hundreds of um trials and sentencing um before we you know we really grabbed the Public's imagination so this is one of the like the the keys,42
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,45:05,I think to um social movements being successful is just like a lot of determination and persever perseverance and like not getting lots of hits um and then eventually yeah you do get one um there was another Dynamic that happened um in Nashville um which is called the backfire effect um and this is when the public swing to support you not because they believe in you being right or not because they're persuaded that you're rational and you've got the right cause um but they're persuaded because of the violence against you and they see that that how you're being treated either by the police or by other members of the public is unjust and unfair um and so they sort of come to your side um out of a sense of support and and Injustice towards you as the activist rather than necessarily supporting the movement that you're behind so this is a really common Dynamic um it was one I,43
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,46:10,witnessed here in um Lancaster I'm based in the UK north of England um and you know quite some time ago we didn't have fracking in the UK and then the Government tried to introduce fracking um and in those early days the sort of the NOS or the nonprofits were able to drive a sort a small amount of press around this you kind of shock horror you know we're not going to have fracking this is what's done in the US and in other countries um and was you know there's a big sort of um big push from the environmental movement but fairly quickly the Press interest and the public interest dropped and there was kind of there was like no press for for a long time um um and then there was um a lot of there was a few sites were chosen for sort of experimentation and there was a lot of public protest there and there was kind of no press and you know this the public um the number of people involved in the process you grew particularly here in Lancaster I was very aware of it you,44
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,47:16,know hundreds every day four years and there was direct action taking place um so you know breaking some of the equipment that was going in no press um there was a blockading entrances for days into the sites no press um there was a really successful action where uh we got the main road huage company that was supplying the sites so the biggest the biggest kind of uh truck um company in the UK after two days of action against them soort of blocking their sites so they couldn't get in or out with their trucks they decided not to um Supply any fracking sites uh in the UK no press um and then three guys um stood on top of three trucks outside the entrance to one of the fracking sites um and blocked the road for I think it was three days and it was like virtually no press it just made the local press um they were arrested uh after three days um they were tried no press um and then,45
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,48:23,they were sentenced um I can't remember like a week two weeks later um and they got between three and a half and 5 months U jail sentences which in the UK for that type of action was quite high and suddenly it was front page of every single newspaper in the UK for three days um I was on TV and so this was a backfire effect it's like finally um the the press and the public had shown interest and what was H what was happening was that it was a sense of Injustice and the shock shock that they were getting three and a half to 5 months in jail for just standing peacefully on the top of a truck um so that's what swung um press interest um swung sort of popular interest and Ian I feel that you can see the decline in support for the fracker movement from that moment and it was about sort of a year and a half later where there was a moratorium called on fracking in the UK so this is exact the you know the,46
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,49:26,type of thing that um open rescue is is trying to do so it is yes rescuing animals but it was also driving a public debate um by generating these sort of Dynamics and I think you know why I'm interested and why I'm on this call is like we have to understand our role as individuals and as other organizations to respond to these moments and to support organizations like DXE and activists like Zoe and Cassie um to drive that escalation by being there um outside the courtrooms outside the jails outside the police stations uh and participating in the way that we can um and for some of us that might be you know doing the direct actions doing the open rescues on the days that they're they're in court um in a conversation I had um a few months ago with Paul Engler who's kind of one of the sort of main contemporary social mement theorists and has sort of advised and supported like you know most of the movements in the US like black lives matter um and he he was,47
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,50:33,saying that the biggest failure of contemporary movements is the fear to escalate and so it's the fear to support um people uh like Zoe in these moments um and I guess what's Central to that is our fear of sacrificing like you know Zoe and Cassie really put themselves on the line you know potentially facing long terms in jail um and for some of us you know just being outside a courtroom for a few days might be sacrificing holiday or um being in the wet or like having our friends or family like criticize us or you know potentially being fearful that we could get caught up in a protest but sacrifice um is another important sort of element of of the journey that we're all involved in so yeah I'd really like to celebrate again like Zoe and Cassie's willingness to to sacrifice themselves thank you thank you Mark um so I'll will be taking some questions we,48
https://www.youtube.com/watch?v=0u8E6aNdbOM,How an Open Rescue Can Make Animal Freedom an International Debate,Animal Think Tank,4 Jan 2024,51:35,have like six minutes left um but um I just wanted to mention that Cassi zo or Mark like you can answer the questions if you like on chat so that um they won't be left unanswered uh I will take the first I will read the first question is there a way we can bring public um attention to the supicious argument of biocurity behind AAG laws that seek to penalize whistleblowers who reveal animal abuses uh the reason this could Garner support not only from self-professed animal lovers but from people who care exclusively about human health yeah I mean I think it's important to know that the claims that the industry makes about being concerned about biocurity aren't fake there's a huge biocurity risk present at every factory farm which is why you know they enforce certain biocurity protocols including workers aren't workers at chicken farms aren't supposed to you know um be around other birds right before they're coming to work that week before or whatever um so I think the,49
